 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18778 3.200000E+01 0.000000E+00 2.000000E+00 0.000000E+00 7.700000E+01
2.000000E-04 37482 1.860000E+02 0.000000E+00 1.000000E+01 0.000000E+00 1.750000E+02
3.000000E-04 56859 4.970000E+02 6.000000E+00 2.000000E+01 8.000000E+00 2.660000E+02
4.000000E-04 76072 9.840000E+02 6.100000E+01 3.400000E+01 1.400000E+01 3.160000E+02
5.000000E-04 95320 1.459000E+03 1.280000E+02 4.400000E+01 1.800000E+01 3.510000E+02
6.000000E-04 114930 2.020000E+03 1.990000E+02 6.600000E+01 3.500000E+01 3.730000E+02
7.000000E-04 134476 2.559000E+03 2.770000E+02 8.600000E+01 3.700000E+01 3.980000E+02
8.000000E-04 153477 3.066000E+03 3.280000E+02 1.000000E+02 4.700000E+01 4.090000E+02
9.000000E-04 172942 3.635000E+03 3.810000E+02 1.160000E+02 4.700000E+01 4.310000E+02
1.000000E-03 192113 4.186000E+03 4.740000E+02 1.340000E+02 4.700000E+01 4.610000E+02
1.100000E-03 211369 4.699000E+03 5.030000E+02 1.460000E+02 6.100000E+01 4.890000E+02
1.200000E-03 230754 5.158000E+03 5.280000E+02 1.660000E+02 6.200000E+01 5.040000E+02
1.300000E-03 250212 5.711000E+03 5.850000E+02 1.860000E+02 6.200000E+01 5.130000E+02
1.400000E-03 269848 6.251000E+03 6.170000E+02 2.270000E+02 7.100000E+01 5.150000E+02
1.500000E-03 289266 6.789000E+03 6.670000E+02 2.550000E+02 8.000000E+01 5.320000E+02
1.600000E-03 308896 7.443000E+03 7.130000E+02 2.780000E+02 8.300000E+01 5.360000E+02
1.700000E-03 328165 8.072000E+03 7.940000E+02 3.090000E+02 8.900000E+01 5.510000E+02
1.800000E-03 347812 8.590000E+03 8.280000E+02 3.390000E+02 9.300000E+01 5.630000E+02
1.900000E-03 367175 9.152000E+03 9.090000E+02 3.660000E+02 9.500000E+01 5.710000E+02
2.000000E-03 386393 9.731000E+03 9.370000E+02 3.990000E+02 9.500000E+01 5.850000E+02
2.100000E-03 405663 1.036500E+04 1.018000E+03 4.340000E+02 9.600000E+01 5.980000E+02
2.200000E-03 425042 1.093500E+04 1.038000E+03 4.650000E+02 1.000000E+02 6.090000E+02
2.300000E-03 444622 1.149700E+04 1.086000E+03 4.940000E+02 1.020000E+02 6.130000E+02
2.400000E-03 464039 1.206600E+04 1.144000E+03 5.140000E+02 1.050000E+02 6.240000E+02
2.500000E-03 483785 1.265700E+04 1.207000E+03 5.350000E+02 1.140000E+02 6.340000E+02
2.600000E-03 503405 1.324500E+04 1.270000E+03 5.720000E+02 1.180000E+02 6.450000E+02
2.700000E-03 523012 1.384000E+04 1.361000E+03 6.030000E+02 1.230000E+02 6.660000E+02
2.800000E-03 542451 1.445700E+04 1.414000E+03 6.360000E+02 1.310000E+02 6.850000E+02
2.900000E-03 562159 1.503600E+04 1.470000E+03 6.790000E+02 1.500000E+02 6.980000E+02
3.000000E-03 581733 1.560000E+04 1.512000E+03 7.000000E+02 1.620000E+02 7.040000E+02
3.100000E-03 601226 1.616700E+04 1.556000E+03 7.330000E+02 1.620000E+02 7.070000E+02
3.200000E-03 620773 1.670600E+04 1.617000E+03 7.740000E+02 1.640000E+02 7.140000E+02
3.300000E-03 640192 1.722700E+04 1.685000E+03 8.070000E+02 1.690000E+02 7.200000E+02
3.400000E-03 659585 1.775700E+04 1.760000E+03 8.430000E+02 1.690000E+02 7.390000E+02
3.500000E-03 678904 1.830200E+04 1.818000E+03 8.800000E+02 1.850000E+02 7.530000E+02
3.600000E-03 698417 1.879400E+04 1.861000E+03 9.150000E+02 1.920000E+02 7.560000E+02
3.700000E-03 717918 1.930500E+04 1.921000E+03 9.410000E+02 1.960000E+02 7.670000E+02
3.800000E-03 737186 1.983700E+04 1.976000E+03 9.740000E+02 2.110000E+02 7.780000E+02
3.900000E-03 756846 2.041200E+04 2.053000E+03 1.017000E+03 2.110000E+02 7.770000E+02
4.000000E-03 776419 2.098400E+04 2.080000E+03 1.069000E+03 2.160000E+02 7.800000E+02
4.100000E-03 795811 2.157800E+04 2.149000E+03 1.104000E+03 2.230000E+02 7.910000E+02
4.200000E-03 815243 2.216200E+04 2.194000E+03 1.147000E+03 2.290000E+02 7.910000E+02
4.300000E-03 834770 2.277100E+04 2.256000E+03 1.177000E+03 2.380000E+02 7.970000E+02
4.400000E-03 854293 2.340500E+04 2.321000E+03 1.206000E+03 2.490000E+02 8.120000E+02
4.500000E-03 873744 2.397300E+04 2.393000E+03 1.232000E+03 2.530000E+02 8.300000E+02
4.600000E-03 893046 2.447400E+04 2.428000E+03 1.273000E+03 2.530000E+02 8.330000E+02
4.700000E-03 912312 2.502300E+04 2.489000E+03 1.314000E+03 2.560000E+02 8.440000E+02
4.800000E-03 931946 2.558800E+04 2.530000E+03 1.330000E+03 2.610000E+02 8.600000E+02
4.900000E-03 951320 2.613800E+04 2.588000E+03 1.365000E+03 2.610000E+02 8.770000E+02
5.000000E-03 970720 2.669300E+04 2.664000E+03 1.399000E+03 2.610000E+02 8.860000E+02
5.100000E-03 990133 2.724500E+04 2.724000E+03 1.443000E+03 2.710000E+02 8.940000E+02
5.200000E-03 1009467 2.781600E+04 2.778000E+03 1.471000E+03 2.710000E+02 9.090000E+02
5.300000E-03 1028964 2.838700E+04 2.844000E+03 1.515000E+03 2.730000E+02 9.180000E+02
5.400000E-03 1048641 2.894400E+04 2.918000E+03 1.565000E+03 2.730000E+02 9.320000E+02
5.500000E-03 1068056 2.948700E+04 2.967000E+03 1.604000E+03 2.780000E+02 9.400000E+02
5.600000E-03 1087611 3.002300E+04 3.016000E+03 1.623000E+03 2.780000E+02 9.630000E+02
5.700000E-03 1107088 3.053900E+04 3.070000E+03 1.682000E+03 2.820000E+02 9.570000E+02
5.800000E-03 1126211 3.106100E+04 3.154000E+03 1.729000E+03 2.820000E+02 9.690000E+02
5.900000E-03 1145389 3.158200E+04 3.187000E+03 1.766000E+03 3.000000E+02 9.730000E+02
6.000000E-03 1164896 3.216000E+04 3.230000E+03 1.799000E+03 3.110000E+02 9.680000E+02
6.100000E-03 1184378 3.268400E+04 3.310000E+03 1.838000E+03 3.200000E+02 9.700000E+02
6.200000E-03 1203986 3.326300E+04 3.370000E+03 1.888000E+03 3.200000E+02 9.730000E+02
6.300000E-03 1223297 3.385800E+04 3.430000E+03 1.943000E+03 3.200000E+02 9.720000E+02
6.400000E-03 1242999 3.442600E+04 3.462000E+03 1.994000E+03 3.260000E+02 9.730000E+02
6.500000E-03 1262180 3.501800E+04 3.504000E+03 2.039000E+03 3.260000E+02 9.870000E+02
6.600000E-03 1281595 3.561400E+04 3.572000E+03 2.094000E+03 3.260000E+02 9.780000E+02
6.700000E-03 1301241 3.618500E+04 3.607000E+03 2.126000E+03 3.300000E+02 9.850000E+02
6.800000E-03 1320835 3.672600E+04 3.649000E+03 2.166000E+03 3.380000E+02 9.890000E+02
6.900000E-03 1340516 3.728500E+04 3.718000E+03 2.197000E+03 3.380000E+02 1.000000E+03
7.000000E-03 1360048 3.782700E+04 3.773000E+03 2.234000E+03 3.460000E+02 1.007000E+03
7.100000E-03 1379599 3.838200E+04 3.828000E+03 2.280000E+03 3.460000E+02 1.012000E+03
7.200000E-03 1398810 3.890900E+04 3.874000E+03 2.315000E+03 3.480000E+02 1.021000E+03
7.300000E-03 1418043 3.944200E+04 3.898000E+03 2.370000E+03 3.490000E+02 1.012000E+03
7.400000E-03 1437730 3.999400E+04 3.945000E+03 2.420000E+03 3.490000E+02 1.004000E+03
7.500000E-03 1457546 4.059900E+04 3.993000E+03 2.469000E+03 3.510000E+02 1.000000E+03
7.600000E-03 1477019 4.114200E+04 4.040000E+03 2.527000E+03 3.570000E+02 9.850000E+02
7.700000E-03 1496563 4.172100E+04 4.088000E+03 2.583000E+03 3.570000E+02 9.800000E+02
7.800000E-03 1516289 4.230600E+04 4.136000E+03 2.639000E+03 3.610000E+02 9.800000E+02
7.900000E-03 1535554 4.287900E+04 4.209000E+03 2.686000E+03 3.610000E+02 9.870000E+02
8.000000E-03 1554679 4.343500E+04 4.304000E+03 2.718000E+03 3.610000E+02 1.002000E+03
8.100000E-03 1574194 4.400500E+04 4.366000E+03 2.768000E+03 3.650000E+02 1.007000E+03
8.200000E-03 1593287 4.455100E+04 4.414000E+03 2.832000E+03 3.690000E+02 1.007000E+03
8.300000E-03 1612688 4.515000E+04 4.467000E+03 2.886000E+03 3.760000E+02 1.007000E+03
8.400000E-03 1631985 4.570400E+04 4.536000E+03 2.920000E+03 3.780000E+02 1.019000E+03
8.500000E-03 1651236 4.630500E+04 4.632000E+03 2.983000E+03 3.790000E+02 1.014000E+03
8.600000E-03 1670797 4.687600E+04 4.691000E+03 3.037000E+03 3.910000E+02 1.017000E+03
8.700000E-03 1690186 4.743900E+04 4.745000E+03 3.098000E+03 3.970000E+02 1.019000E+03
8.800000E-03 1709660 4.797700E+04 4.821000E+03 3.130000E+03 3.970000E+02 1.044000E+03
8.900000E-03 1729096 4.851100E+04 4.850000E+03 3.187000E+03 4.010000E+02 1.046000E+03
9.000000E-03 1748738 4.907000E+04 4.903000E+03 3.248000E+03 4.070000E+02 1.046000E+03
9.100000E-03 1768145 4.964000E+04 4.927000E+03 3.291000E+03 4.070000E+02 1.049000E+03
9.200000E-03 1787657 5.026900E+04 4.981000E+03 3.342000E+03 4.170000E+02 1.038000E+03
9.300000E-03 1806789 5.091600E+04 5.027000E+03 3.390000E+03 4.200000E+02 1.041000E+03
9.400000E-03 1826290 5.149400E+04 5.062000E+03 3.444000E+03 4.210000E+02 1.031000E+03
9.500000E-03 1845807 5.205200E+04 5.146000E+03 3.492000E+03 4.260000E+02 1.022000E+03
9.600000E-03 1865003 5.260300E+04 5.231000E+03 3.539000E+03 4.450000E+02 1.020000E+03
9.700000E-03 1884608 5.310800E+04 5.265000E+03 3.576000E+03 4.460000E+02 1.022000E+03
9.800000E-03 1904067 5.366200E+04 5.342000E+03 3.621000E+03 4.510000E+02 1.027000E+03
