 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 19031 3.100000E+01 0.000000E+00 0.000000E+00 0.000000E+00 7.500000E+01
2.000000E-04 37570 2.110000E+02 0.000000E+00 2.000000E+00 8.000000E+00 1.580000E+02
3.000000E-04 56842 6.040000E+02 1.600000E+01 1.800000E+01 2.000000E+01 2.270000E+02
4.000000E-04 76195 1.108000E+03 2.900000E+01 2.400000E+01 2.600000E+01 2.870000E+02
5.000000E-04 95612 1.677000E+03 7.700000E+01 4.200000E+01 2.600000E+01 3.320000E+02
6.000000E-04 115181 2.217000E+03 1.400000E+02 7.000000E+01 2.800000E+01 3.540000E+02
7.000000E-04 134436 2.833000E+03 2.040000E+02 9.000000E+01 2.800000E+01 3.750000E+02
8.000000E-04 154037 3.365000E+03 2.630000E+02 9.600000E+01 3.100000E+01 3.970000E+02
9.000000E-04 173803 3.961000E+03 3.120000E+02 1.120000E+02 3.200000E+01 4.170000E+02
1.000000E-03 193167 4.511000E+03 3.890000E+02 1.350000E+02 3.800000E+01 4.380000E+02
1.100000E-03 212749 5.114000E+03 4.330000E+02 1.570000E+02 6.200000E+01 4.650000E+02
1.200000E-03 232143 5.703000E+03 4.590000E+02 1.820000E+02 6.200000E+01 4.790000E+02
1.300000E-03 251681 6.227000E+03 5.340000E+02 2.020000E+02 7.200000E+01 4.880000E+02
1.400000E-03 271215 6.792000E+03 5.830000E+02 2.220000E+02 8.000000E+01 4.940000E+02
1.500000E-03 290751 7.375000E+03 6.600000E+02 2.380000E+02 8.900000E+01 5.050000E+02
1.600000E-03 310085 7.920000E+03 7.220000E+02 2.570000E+02 9.300000E+01 5.140000E+02
1.700000E-03 329518 8.453000E+03 7.780000E+02 2.930000E+02 1.030000E+02 5.300000E+02
1.800000E-03 349192 9.051000E+03 8.830000E+02 3.310000E+02 1.050000E+02 5.490000E+02
1.900000E-03 368656 9.697000E+03 9.230000E+02 3.690000E+02 1.170000E+02 5.550000E+02
2.000000E-03 388131 1.029500E+04 9.940000E+02 3.960000E+02 1.240000E+02 5.720000E+02
2.100000E-03 407419 1.088700E+04 1.033000E+03 4.240000E+02 1.390000E+02 5.920000E+02
2.200000E-03 426618 1.146600E+04 1.101000E+03 4.620000E+02 1.390000E+02 5.940000E+02
2.300000E-03 445930 1.204100E+04 1.140000E+03 4.930000E+02 1.410000E+02 6.100000E+02
2.400000E-03 465168 1.261000E+04 1.178000E+03 5.170000E+02 1.490000E+02 6.220000E+02
2.500000E-03 484944 1.325800E+04 1.236000E+03 5.330000E+02 1.620000E+02 6.360000E+02
2.600000E-03 504325 1.385100E+04 1.293000E+03 5.690000E+02 1.620000E+02 6.460000E+02
2.700000E-03 524028 1.443500E+04 1.331000E+03 5.950000E+02 1.620000E+02 6.590000E+02
2.800000E-03 543445 1.497900E+04 1.362000E+03 6.210000E+02 1.660000E+02 6.710000E+02
2.900000E-03 562927 1.551000E+04 1.458000E+03 6.450000E+02 1.670000E+02 6.810000E+02
3.000000E-03 582374 1.608600E+04 1.506000E+03 6.750000E+02 1.910000E+02 6.950000E+02
3.100000E-03 601794 1.660400E+04 1.558000E+03 7.010000E+02 1.910000E+02 7.100000E+02
3.200000E-03 621369 1.721800E+04 1.623000E+03 7.390000E+02 2.020000E+02 7.190000E+02
3.300000E-03 640927 1.778100E+04 1.728000E+03 7.790000E+02 2.020000E+02 7.270000E+02
3.400000E-03 660346 1.833800E+04 1.761000E+03 8.270000E+02 2.020000E+02 7.330000E+02
3.500000E-03 680129 1.892300E+04 1.818000E+03 8.650000E+02 2.070000E+02 7.510000E+02
3.600000E-03 699807 1.951500E+04 1.887000E+03 9.040000E+02 2.140000E+02 7.610000E+02
3.700000E-03 719032 2.012900E+04 1.992000E+03 9.520000E+02 2.150000E+02 7.660000E+02
3.800000E-03 738463 2.073400E+04 2.036000E+03 9.800000E+02 2.170000E+02 7.790000E+02
3.900000E-03 757557 2.125500E+04 2.082000E+03 1.022000E+03 2.300000E+02 7.950000E+02
4.000000E-03 777323 2.182600E+04 2.121000E+03 1.069000E+03 2.340000E+02 8.010000E+02
4.100000E-03 796968 2.237600E+04 2.186000E+03 1.113000E+03 2.430000E+02 8.030000E+02
4.200000E-03 816217 2.287900E+04 2.220000E+03 1.148000E+03 2.550000E+02 8.060000E+02
4.300000E-03 835777 2.342300E+04 2.251000E+03 1.188000E+03 2.610000E+02 8.020000E+02
4.400000E-03 855200 2.395400E+04 2.307000E+03 1.231000E+03 2.650000E+02 7.980000E+02
4.500000E-03 874761 2.451300E+04 2.405000E+03 1.264000E+03 2.730000E+02 8.000000E+02
4.600000E-03 893714 2.507400E+04 2.447000E+03 1.311000E+03 2.740000E+02 7.980000E+02
4.700000E-03 913326 2.565700E+04 2.511000E+03 1.347000E+03 2.830000E+02 8.130000E+02
4.800000E-03 933001 2.619800E+04 2.596000E+03 1.381000E+03 2.940000E+02 8.270000E+02
4.900000E-03 952485 2.668100E+04 2.634000E+03 1.415000E+03 3.000000E+02 8.380000E+02
5.000000E-03 971801 2.723100E+04 2.680000E+03 1.437000E+03 3.040000E+02 8.500000E+02
5.100000E-03 991086 2.780200E+04 2.754000E+03 1.477000E+03 3.100000E+02 8.570000E+02
5.200000E-03 1010876 2.838600E+04 2.783000E+03 1.512000E+03 3.130000E+02 8.620000E+02
5.300000E-03 1030559 2.895000E+04 2.855000E+03 1.540000E+03 3.260000E+02 8.700000E+02
5.400000E-03 1050143 2.955600E+04 2.934000E+03 1.580000E+03 3.260000E+02 8.820000E+02
5.500000E-03 1069566 3.009200E+04 2.963000E+03 1.630000E+03 3.260000E+02 8.860000E+02
5.600000E-03 1088909 3.066100E+04 3.024000E+03 1.662000E+03 3.260000E+02 9.030000E+02
5.700000E-03 1108342 3.121300E+04 3.091000E+03 1.698000E+03 3.280000E+02 9.070000E+02
5.800000E-03 1127833 3.178300E+04 3.157000E+03 1.742000E+03 3.280000E+02 9.230000E+02
5.900000E-03 1147179 3.228800E+04 3.234000E+03 1.800000E+03 3.280000E+02 9.280000E+02
6.000000E-03 1166693 3.285700E+04 3.273000E+03 1.844000E+03 3.310000E+02 9.320000E+02
6.100000E-03 1186053 3.340200E+04 3.299000E+03 1.876000E+03 3.400000E+02 9.400000E+02
6.200000E-03 1205469 3.391700E+04 3.387000E+03 1.917000E+03 3.400000E+02 9.390000E+02
6.300000E-03 1224836 3.449300E+04 3.485000E+03 1.958000E+03 3.400000E+02 9.530000E+02
6.400000E-03 1244117 3.511600E+04 3.527000E+03 2.018000E+03 3.490000E+02 9.600000E+02
6.500000E-03 1263940 3.566700E+04 3.625000E+03 2.070000E+03 3.650000E+02 9.660000E+02
6.600000E-03 1283724 3.620400E+04 3.692000E+03 2.110000E+03 3.740000E+02 9.780000E+02
6.700000E-03 1303376 3.674500E+04 3.753000E+03 2.154000E+03 3.870000E+02 9.960000E+02
6.800000E-03 1322726 3.732200E+04 3.820000E+03 2.185000E+03 3.930000E+02 1.005000E+03
6.900000E-03 1342110 3.789000E+04 3.869000E+03 2.249000E+03 4.000000E+02 9.990000E+02
7.000000E-03 1361623 3.847200E+04 3.946000E+03 2.300000E+03 4.030000E+02 9.970000E+02
7.100000E-03 1381479 3.908800E+04 4.020000E+03 2.341000E+03 4.350000E+02 1.004000E+03
7.200000E-03 1401101 3.965400E+04 4.042000E+03 2.383000E+03 4.430000E+02 1.002000E+03
7.300000E-03 1420559 4.022400E+04 4.094000E+03 2.437000E+03 4.490000E+02 1.007000E+03
7.400000E-03 1440026 4.083000E+04 4.198000E+03 2.486000E+03 4.490000E+02 1.015000E+03
7.500000E-03 1459381 4.146600E+04 4.274000E+03 2.525000E+03 4.520000E+02 1.030000E+03
7.600000E-03 1478883 4.209800E+04 4.360000E+03 2.574000E+03 4.660000E+02 1.034000E+03
7.700000E-03 1498454 4.272200E+04 4.425000E+03 2.617000E+03 4.700000E+02 1.043000E+03
7.800000E-03 1517796 4.331600E+04 4.472000E+03 2.673000E+03 4.700000E+02 1.048000E+03
7.900000E-03 1537449 4.391300E+04 4.516000E+03 2.730000E+03 4.760000E+02 1.051000E+03
8.000000E-03 1556879 4.451300E+04 4.554000E+03 2.795000E+03 4.760000E+02 1.043000E+03
8.100000E-03 1576281 4.504700E+04 4.597000E+03 2.839000E+03 4.760000E+02 1.049000E+03
8.200000E-03 1595827 4.559000E+04 4.662000E+03 2.896000E+03 4.840000E+02 1.042000E+03
8.300000E-03 1615528 4.610500E+04 4.722000E+03 2.931000E+03 4.850000E+02 1.055000E+03
8.400000E-03 1634914 4.668000E+04 4.780000E+03 2.985000E+03 4.860000E+02 1.048000E+03
8.500000E-03 1654406 4.725500E+04 4.852000E+03 3.032000E+03 5.010000E+02 1.057000E+03
8.600000E-03 1673608 4.780000E+04 4.924000E+03 3.078000E+03 5.160000E+02 1.056000E+03
8.700000E-03 1693338 4.832900E+04 4.988000E+03 3.119000E+03 5.160000E+02 1.071000E+03
8.800000E-03 1712640 4.887900E+04 5.036000E+03 3.174000E+03 5.170000E+02 1.079000E+03
8.900000E-03 1732126 4.944800E+04 5.118000E+03 3.233000E+03 5.170000E+02 1.076000E+03
9.000000E-03 1751577 4.996500E+04 5.147000E+03 3.282000E+03 5.170000E+02 1.079000E+03
9.100000E-03 1771243 5.051800E+04 5.199000E+03 3.339000E+03 5.180000E+02 1.075000E+03
