 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18943 4.900000E+01 0.000000E+00 2.000000E+00 0.000000E+00 7.900000E+01
2.000000E-04 37781 2.480000E+02 0.000000E+00 1.200000E+01 6.000000E+00 1.700000E+02
3.000000E-04 56796 6.140000E+02 1.800000E+01 2.200000E+01 1.800000E+01 2.440000E+02
4.000000E-04 76177 1.125000E+03 6.200000E+01 4.200000E+01 2.200000E+01 2.930000E+02
5.000000E-04 95691 1.685000E+03 1.210000E+02 5.600000E+01 3.200000E+01 3.330000E+02
6.000000E-04 115005 2.278000E+03 2.010000E+02 7.000000E+01 3.700000E+01 3.680000E+02
7.000000E-04 134525 2.904000E+03 2.430000E+02 7.800000E+01 3.700000E+01 3.910000E+02
8.000000E-04 153934 3.512000E+03 3.150000E+02 1.000000E+02 3.700000E+01 4.130000E+02
9.000000E-04 173591 4.057000E+03 3.970000E+02 1.190000E+02 3.800000E+01 4.410000E+02
1.000000E-03 193085 4.589000E+03 4.630000E+02 1.480000E+02 3.800000E+01 4.710000E+02
1.100000E-03 212328 5.105000E+03 5.200000E+02 1.620000E+02 4.600000E+01 4.940000E+02
1.200000E-03 231523 5.654000E+03 5.670000E+02 1.820000E+02 5.500000E+01 5.170000E+02
1.300000E-03 251389 6.253000E+03 6.050000E+02 2.200000E+02 6.300000E+01 5.170000E+02
1.400000E-03 270653 6.820000E+03 6.320000E+02 2.500000E+02 6.800000E+01 5.240000E+02
1.500000E-03 290313 7.417000E+03 7.020000E+02 2.740000E+02 6.800000E+01 5.300000E+02
1.600000E-03 309896 8.041000E+03 7.770000E+02 3.190000E+02 6.800000E+01 5.310000E+02
1.700000E-03 329251 8.629000E+03 8.100000E+02 3.350000E+02 6.800000E+01 5.560000E+02
1.800000E-03 348955 9.232000E+03 8.760000E+02 3.610000E+02 7.200000E+01 5.720000E+02
1.900000E-03 368636 9.867000E+03 9.260000E+02 3.950000E+02 7.200000E+01 5.880000E+02
2.000000E-03 388404 1.049700E+04 9.650000E+02 4.390000E+02 8.900000E+01 5.910000E+02
2.100000E-03 407676 1.106200E+04 1.028000E+03 4.630000E+02 1.030000E+02 5.920000E+02
2.200000E-03 426859 1.156800E+04 1.084000E+03 4.990000E+02 1.050000E+02 5.950000E+02
2.300000E-03 446182 1.208700E+04 1.130000E+03 5.280000E+02 1.090000E+02 6.040000E+02
2.400000E-03 465504 1.261900E+04 1.207000E+03 5.590000E+02 1.090000E+02 6.250000E+02
2.500000E-03 484924 1.316200E+04 1.257000E+03 5.890000E+02 1.180000E+02 6.440000E+02
2.600000E-03 503986 1.368400E+04 1.317000E+03 6.060000E+02 1.180000E+02 6.580000E+02
2.700000E-03 523268 1.420200E+04 1.375000E+03 6.350000E+02 1.180000E+02 6.730000E+02
2.800000E-03 542612 1.475900E+04 1.402000E+03 6.630000E+02 1.210000E+02 6.830000E+02
2.900000E-03 561940 1.530800E+04 1.470000E+03 6.950000E+02 1.210000E+02 6.850000E+02
3.000000E-03 581654 1.585100E+04 1.513000E+03 7.340000E+02 1.290000E+02 6.950000E+02
3.100000E-03 601190 1.638900E+04 1.602000E+03 7.660000E+02 1.310000E+02 7.030000E+02
3.200000E-03 620805 1.698800E+04 1.645000E+03 7.990000E+02 1.360000E+02 7.210000E+02
3.300000E-03 640338 1.757800E+04 1.736000E+03 8.260000E+02 1.560000E+02 7.470000E+02
3.400000E-03 659593 1.818800E+04 1.798000E+03 8.640000E+02 1.560000E+02 7.660000E+02
3.500000E-03 679168 1.879400E+04 1.837000E+03 9.070000E+02 1.560000E+02 7.770000E+02
3.600000E-03 698930 1.938400E+04 1.879000E+03 9.370000E+02 1.560000E+02 7.830000E+02
3.700000E-03 718387 2.000400E+04 1.954000E+03 9.860000E+02 1.680000E+02 7.830000E+02
3.800000E-03 737806 2.058000E+04 2.035000E+03 1.029000E+03 1.680000E+02 7.920000E+02
3.900000E-03 757112 2.115100E+04 2.112000E+03 1.070000E+03 1.740000E+02 8.020000E+02
4.000000E-03 776319 2.167600E+04 2.154000E+03 1.116000E+03 1.770000E+02 8.140000E+02
4.100000E-03 795846 2.220800E+04 2.197000E+03 1.158000E+03 1.780000E+02 8.110000E+02
4.200000E-03 815339 2.279300E+04 2.252000E+03 1.212000E+03 1.780000E+02 8.120000E+02
4.300000E-03 834701 2.339900E+04 2.324000E+03 1.248000E+03 1.800000E+02 8.240000E+02
4.400000E-03 854145 2.396100E+04 2.344000E+03 1.282000E+03 1.800000E+02 8.330000E+02
4.500000E-03 873568 2.456000E+04 2.431000E+03 1.339000E+03 1.880000E+02 8.260000E+02
4.600000E-03 893205 2.518400E+04 2.509000E+03 1.386000E+03 1.880000E+02 8.340000E+02
4.700000E-03 912666 2.574400E+04 2.571000E+03 1.425000E+03 1.880000E+02 8.470000E+02
4.800000E-03 932211 2.630000E+04 2.632000E+03 1.464000E+03 2.050000E+02 8.640000E+02
4.900000E-03 951651 2.686200E+04 2.678000E+03 1.498000E+03 2.070000E+02 8.720000E+02
5.000000E-03 971247 2.739000E+04 2.723000E+03 1.529000E+03 2.140000E+02 8.820000E+02
5.100000E-03 990844 2.787800E+04 2.761000E+03 1.584000E+03 2.230000E+02 8.790000E+02
5.200000E-03 1009994 2.837600E+04 2.839000E+03 1.615000E+03 2.300000E+02 8.850000E+02
5.300000E-03 1029336 2.890900E+04 2.883000E+03 1.654000E+03 2.300000E+02 8.840000E+02
5.400000E-03 1049138 2.951000E+04 2.927000E+03 1.689000E+03 2.420000E+02 8.890000E+02
5.500000E-03 1068621 3.008600E+04 2.996000E+03 1.731000E+03 2.540000E+02 8.850000E+02
5.600000E-03 1088144 3.066500E+04 3.038000E+03 1.766000E+03 2.560000E+02 8.910000E+02
5.700000E-03 1107879 3.129500E+04 3.065000E+03 1.803000E+03 2.630000E+02 9.100000E+02
5.800000E-03 1127253 3.190700E+04 3.134000E+03 1.850000E+03 2.710000E+02 9.010000E+02
5.900000E-03 1146706 3.245500E+04 3.198000E+03 1.910000E+03 2.710000E+02 8.960000E+02
6.000000E-03 1166305 3.305800E+04 3.248000E+03 1.941000E+03 2.840000E+02 9.070000E+02
6.100000E-03 1185976 3.359100E+04 3.344000E+03 1.992000E+03 2.840000E+02 9.120000E+02
6.200000E-03 1205637 3.413200E+04 3.392000E+03 2.037000E+03 2.970000E+02 9.270000E+02
6.300000E-03 1225029 3.469000E+04 3.450000E+03 2.099000E+03 3.050000E+02 9.190000E+02
6.400000E-03 1244270 3.522200E+04 3.515000E+03 2.152000E+03 3.050000E+02 9.190000E+02
6.500000E-03 1263588 3.577500E+04 3.584000E+03 2.211000E+03 3.050000E+02 9.160000E+02
6.600000E-03 1282821 3.633900E+04 3.621000E+03 2.262000E+03 3.100000E+02 9.140000E+02
6.700000E-03 1302089 3.686600E+04 3.646000E+03 2.302000E+03 3.160000E+02 9.160000E+02
6.800000E-03 1321546 3.740800E+04 3.664000E+03 2.334000E+03 3.160000E+02 9.220000E+02
6.900000E-03 1341031 3.797200E+04 3.714000E+03 2.386000E+03 3.250000E+02 9.110000E+02
7.000000E-03 1360545 3.857900E+04 3.762000E+03 2.422000E+03 3.260000E+02 9.050000E+02
7.100000E-03 1379825 3.915900E+04 3.857000E+03 2.464000E+03 3.260000E+02 9.090000E+02
7.200000E-03 1399218 3.964800E+04 3.897000E+03 2.522000E+03 3.380000E+02 9.180000E+02
7.300000E-03 1418712 4.015800E+04 3.962000E+03 2.569000E+03 3.460000E+02 9.270000E+02
7.400000E-03 1437965 4.068000E+04 4.021000E+03 2.626000E+03 3.460000E+02 9.120000E+02
7.500000E-03 1457298 4.118500E+04 4.073000E+03 2.679000E+03 3.460000E+02 9.150000E+02
7.600000E-03 1476540 4.172500E+04 4.114000E+03 2.726000E+03 3.570000E+02 9.190000E+02
7.700000E-03 1495748 4.227600E+04 4.176000E+03 2.781000E+03 3.570000E+02 9.210000E+02
7.800000E-03 1515615 4.290700E+04 4.227000E+03 2.821000E+03 3.690000E+02 9.240000E+02
7.900000E-03 1535013 4.351700E+04 4.291000E+03 2.865000E+03 3.740000E+02 9.290000E+02
8.000000E-03 1554689 4.410000E+04 4.366000E+03 2.905000E+03 3.770000E+02 9.380000E+02
8.100000E-03 1574243 4.470000E+04 4.433000E+03 2.944000E+03 3.880000E+02 9.530000E+02
8.200000E-03 1593753 4.521500E+04 4.503000E+03 2.983000E+03 3.930000E+02 9.550000E+02
8.300000E-03 1613212 4.570900E+04 4.602000E+03 3.040000E+03 4.130000E+02 9.530000E+02
8.400000E-03 1632635 4.626900E+04 4.648000E+03 3.101000E+03 4.130000E+02 9.530000E+02
8.500000E-03 1651990 4.686400E+04 4.677000E+03 3.156000E+03 4.290000E+02 9.510000E+02
8.600000E-03 1671393 4.742300E+04 4.752000E+03 3.202000E+03 4.290000E+02 9.520000E+02
8.700000E-03 1690797 4.797600E+04 4.833000E+03 3.239000E+03 4.320000E+02 9.690000E+02
8.800000E-03 1710450 4.854100E+04 4.891000E+03 3.282000E+03 4.420000E+02 9.700000E+02
8.900000E-03 1729954 4.913400E+04 4.940000E+03 3.325000E+03 4.420000E+02 9.810000E+02
9.000000E-03 1749344 4.972100E+04 5.001000E+03 3.357000E+03 4.490000E+02 9.900000E+02
9.100000E-03 1768901 5.026700E+04 5.063000E+03 3.408000E+03 4.490000E+02 9.840000E+02
9.200000E-03 1788468 5.078900E+04 5.146000E+03 3.457000E+03 4.490000E+02 9.860000E+02
9.300000E-03 1807774 5.134000E+04 5.202000E+03 3.511000E+03 4.650000E+02 1.011000E+03
9.400000E-03 1827165 5.187000E+04 5.286000E+03 3.557000E+03 4.650000E+02 1.023000E+03
9.500000E-03 1846757 5.237100E+04 5.307000E+03 3.613000E+03 4.670000E+02 1.025000E+03
9.600000E-03 1866053 5.298400E+04 5.366000E+03 3.662000E+03 4.770000E+02 1.027000E+03
9.700000E-03 1885488 5.355600E+04 5.438000E+03 3.707000E+03 4.790000E+02 1.027000E+03
9.800000E-03 1905007 5.411000E+04 5.505000E+03 3.774000E+03 4.810000E+02 1.022000E+03
9.900000E-03 1924388 5.470600E+04 5.642000E+03 3.807000E+03 4.850000E+02 1.038000E+03
1.000000E-02 1944123 5.528400E+04 5.697000E+03 3.853000E+03 4.930000E+02 1.043000E+03
