 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 19286 3.400000E+01 0.000000E+00 4.000000E+00 1.000000E+01 8.100000E+01
2.000000E-04 38067 2.180000E+02 0.000000E+00 6.000000E+00 2.600000E+01 1.740000E+02
3.000000E-04 57475 5.080000E+02 1.400000E+01 1.800000E+01 2.600000E+01 2.570000E+02
4.000000E-04 76721 9.350000E+02 3.600000E+01 3.400000E+01 2.600000E+01 3.070000E+02
5.000000E-04 96184 1.478000E+03 8.800000E+01 5.600000E+01 4.000000E+01 3.190000E+02
6.000000E-04 115564 2.088000E+03 1.450000E+02 7.800000E+01 4.800000E+01 3.310000E+02
7.000000E-04 135223 2.741000E+03 1.890000E+02 9.400000E+01 4.800000E+01 3.520000E+02
8.000000E-04 154411 3.362000E+03 2.340000E+02 1.160000E+02 4.800000E+01 3.660000E+02
9.000000E-04 174050 3.935000E+03 3.320000E+02 1.420000E+02 5.000000E+01 3.890000E+02
1.000000E-03 193492 4.508000E+03 3.530000E+02 1.520000E+02 5.100000E+01 4.230000E+02
1.100000E-03 212594 5.043000E+03 4.820000E+02 1.690000E+02 5.300000E+01 4.450000E+02
1.200000E-03 231975 5.558000E+03 5.530000E+02 1.930000E+02 5.600000E+01 4.640000E+02
1.300000E-03 251307 6.110000E+03 6.240000E+02 2.120000E+02 6.000000E+01 4.850000E+02
1.400000E-03 270787 6.668000E+03 6.550000E+02 2.460000E+02 7.300000E+01 5.070000E+02
1.500000E-03 289978 7.234000E+03 7.080000E+02 2.600000E+02 8.600000E+01 5.280000E+02
1.600000E-03 309471 7.821000E+03 7.730000E+02 2.820000E+02 8.900000E+01 5.390000E+02
1.700000E-03 328734 8.358000E+03 8.380000E+02 3.030000E+02 8.900000E+01 5.630000E+02
1.800000E-03 347790 8.867000E+03 9.200000E+02 3.260000E+02 8.900000E+01 5.860000E+02
1.900000E-03 367259 9.378000E+03 9.590000E+02 3.600000E+02 9.400000E+01 5.980000E+02
2.000000E-03 386938 9.916000E+03 1.041000E+03 3.860000E+02 9.400000E+01 6.170000E+02
2.100000E-03 406429 1.050400E+04 1.098000E+03 4.280000E+02 1.040000E+02 6.280000E+02
2.200000E-03 426013 1.106800E+04 1.160000E+03 4.490000E+02 1.180000E+02 6.460000E+02
2.300000E-03 445428 1.163300E+04 1.211000E+03 4.670000E+02 1.300000E+02 6.730000E+02
2.400000E-03 464908 1.216700E+04 1.275000E+03 4.910000E+02 1.300000E+02 6.830000E+02
2.500000E-03 484432 1.275100E+04 1.332000E+03 5.270000E+02 1.410000E+02 6.900000E+02
2.600000E-03 503602 1.334900E+04 1.384000E+03 5.580000E+02 1.460000E+02 6.920000E+02
2.700000E-03 522959 1.397500E+04 1.452000E+03 5.990000E+02 1.460000E+02 7.040000E+02
2.800000E-03 542244 1.454900E+04 1.507000E+03 6.220000E+02 1.480000E+02 7.180000E+02
2.900000E-03 562051 1.516200E+04 1.581000E+03 6.520000E+02 1.610000E+02 7.340000E+02
3.000000E-03 581503 1.574600E+04 1.611000E+03 6.890000E+02 1.630000E+02 7.410000E+02
3.100000E-03 601189 1.636000E+04 1.670000E+03 7.270000E+02 1.630000E+02 7.520000E+02
3.200000E-03 620716 1.696700E+04 1.738000E+03 7.740000E+02 1.650000E+02 7.620000E+02
3.300000E-03 640510 1.753900E+04 1.791000E+03 8.130000E+02 1.750000E+02 7.640000E+02
3.400000E-03 660048 1.810700E+04 1.855000E+03 8.550000E+02 1.830000E+02 7.730000E+02
3.500000E-03 679540 1.867200E+04 1.905000E+03 8.790000E+02 1.920000E+02 7.970000E+02
3.600000E-03 698980 1.921900E+04 1.942000E+03 9.150000E+02 1.980000E+02 7.940000E+02
3.700000E-03 718473 1.980000E+04 2.020000E+03 9.420000E+02 2.120000E+02 8.000000E+02
3.800000E-03 737825 2.032400E+04 2.061000E+03 9.980000E+02 2.120000E+02 8.030000E+02
3.900000E-03 757327 2.085500E+04 2.110000E+03 1.035000E+03 2.140000E+02 8.010000E+02
4.000000E-03 776657 2.134700E+04 2.177000E+03 1.061000E+03 2.200000E+02 8.090000E+02
4.100000E-03 796081 2.193600E+04 2.220000E+03 1.097000E+03 2.320000E+02 8.180000E+02
4.200000E-03 815338 2.252800E+04 2.261000E+03 1.139000E+03 2.320000E+02 8.220000E+02
4.300000E-03 834828 2.310200E+04 2.354000E+03 1.169000E+03 2.380000E+02 8.420000E+02
4.400000E-03 854465 2.371100E+04 2.410000E+03 1.218000E+03 2.540000E+02 8.430000E+02
4.500000E-03 873773 2.428600E+04 2.501000E+03 1.252000E+03 2.590000E+02 8.580000E+02
4.600000E-03 893087 2.486300E+04 2.557000E+03 1.290000E+03 2.630000E+02 8.590000E+02
4.700000E-03 912845 2.541300E+04 2.611000E+03 1.320000E+03 2.660000E+02 8.770000E+02
4.800000E-03 932239 2.596400E+04 2.656000E+03 1.353000E+03 2.660000E+02 8.980000E+02
4.900000E-03 952024 2.654000E+04 2.726000E+03 1.405000E+03 2.710000E+02 9.040000E+02
5.000000E-03 971496 2.712100E+04 2.805000E+03 1.454000E+03 2.820000E+02 9.110000E+02
5.100000E-03 990927 2.769200E+04 2.852000E+03 1.518000E+03 2.820000E+02 9.000000E+02
5.200000E-03 1010605 2.828000E+04 2.890000E+03 1.559000E+03 3.030000E+02 9.030000E+02
5.300000E-03 1029987 2.886100E+04 3.005000E+03 1.604000E+03 3.110000E+02 9.070000E+02
5.400000E-03 1049481 2.951400E+04 3.058000E+03 1.657000E+03 3.150000E+02 9.040000E+02
5.500000E-03 1069059 3.006600E+04 3.093000E+03 1.702000E+03 3.250000E+02 9.060000E+02
5.600000E-03 1088597 3.062700E+04 3.152000E+03 1.759000E+03 3.360000E+02 9.040000E+02
5.700000E-03 1107968 3.119600E+04 3.225000E+03 1.806000E+03 3.360000E+02 9.110000E+02
5.800000E-03 1127629 3.177500E+04 3.276000E+03 1.852000E+03 3.510000E+02 9.160000E+02
5.900000E-03 1147312 3.238200E+04 3.313000E+03 1.887000E+03 3.510000E+02 9.230000E+02
6.000000E-03 1166776 3.294800E+04 3.347000E+03 1.931000E+03 3.510000E+02 9.270000E+02
6.100000E-03 1186021 3.346500E+04 3.388000E+03 1.970000E+03 3.570000E+02 9.290000E+02
6.200000E-03 1205572 3.399800E+04 3.410000E+03 2.014000E+03 3.570000E+02 9.400000E+02
6.300000E-03 1225128 3.453500E+04 3.499000E+03 2.061000E+03 3.670000E+02 9.310000E+02
6.400000E-03 1244464 3.509600E+04 3.550000E+03 2.107000E+03 3.750000E+02 9.310000E+02
6.500000E-03 1264006 3.567600E+04 3.600000E+03 2.158000E+03 3.900000E+02 9.260000E+02
6.600000E-03 1283437 3.622300E+04 3.658000E+03 2.198000E+03 4.040000E+02 9.360000E+02
6.700000E-03 1303198 3.685200E+04 3.770000E+03 2.256000E+03 4.120000E+02 9.350000E+02
6.800000E-03 1322808 3.748200E+04 3.812000E+03 2.295000E+03 4.270000E+02 9.440000E+02
6.900000E-03 1342386 3.809000E+04 3.899000E+03 2.357000E+03 4.310000E+02 9.440000E+02
7.000000E-03 1361936 3.866500E+04 3.943000E+03 2.393000E+03 4.310000E+02 9.550000E+02
7.100000E-03 1381425 3.921000E+04 4.041000E+03 2.428000E+03 4.460000E+02 9.720000E+02
7.200000E-03 1400715 3.974300E+04 4.116000E+03 2.474000E+03 4.550000E+02 9.790000E+02
7.300000E-03 1420155 4.027200E+04 4.144000E+03 2.512000E+03 4.600000E+02 9.890000E+02
7.400000E-03 1439483 4.081700E+04 4.231000E+03 2.558000E+03 4.730000E+02 9.880000E+02
7.500000E-03 1459011 4.140500E+04 4.273000E+03 2.606000E+03 4.830000E+02 9.900000E+02
7.600000E-03 1478476 4.200000E+04 4.307000E+03 2.642000E+03 4.830000E+02 9.940000E+02
7.700000E-03 1497929 4.256700E+04 4.369000E+03 2.691000E+03 4.900000E+02 9.910000E+02
7.800000E-03 1517198 4.309000E+04 4.415000E+03 2.734000E+03 4.970000E+02 9.960000E+02
7.900000E-03 1536735 4.363700E+04 4.459000E+03 2.800000E+03 5.060000E+02 9.790000E+02
8.000000E-03 1556270 4.420000E+04 4.529000E+03 2.841000E+03 5.120000E+02 9.860000E+02
8.100000E-03 1575762 4.474700E+04 4.600000E+03 2.877000E+03 5.120000E+02 9.910000E+02
8.200000E-03 1595290 4.527700E+04 4.637000E+03 2.922000E+03 5.120000E+02 9.920000E+02
8.300000E-03 1614658 4.582500E+04 4.713000E+03 2.964000E+03 5.120000E+02 1.011000E+03
8.400000E-03 1634383 4.642300E+04 4.774000E+03 3.028000E+03 5.210000E+02 1.009000E+03
8.500000E-03 1653954 4.699600E+04 4.825000E+03 3.080000E+03 5.410000E+02 1.014000E+03
8.600000E-03 1673689 4.758000E+04 4.861000E+03 3.123000E+03 5.580000E+02 1.016000E+03
8.700000E-03 1693107 4.820300E+04 4.939000E+03 3.170000E+03 5.580000E+02 1.016000E+03
8.800000E-03 1712422 4.878800E+04 4.976000E+03 3.230000E+03 5.580000E+02 1.002000E+03
8.900000E-03 1731896 4.943500E+04 5.063000E+03 3.275000E+03 5.590000E+02 9.970000E+02
9.000000E-03 1751195 5.005800E+04 5.113000E+03 3.313000E+03 5.690000E+02 1.019000E+03
9.100000E-03 1770558 5.065200E+04 5.164000E+03 3.350000E+03 5.690000E+02 1.026000E+03
9.200000E-03 1789727 5.122000E+04 5.240000E+03 3.386000E+03 5.760000E+02 1.033000E+03
9.300000E-03 1809084 5.175700E+04 5.287000E+03 3.448000E+03 5.760000E+02 1.023000E+03
9.400000E-03 1828601 5.233000E+04 5.372000E+03 3.510000E+03 5.760000E+02 1.018000E+03
9.500000E-03 1848129 5.287300E+04 5.412000E+03 3.557000E+03 6.010000E+02 1.043000E+03
9.600000E-03 1867317 5.343300E+04 5.499000E+03 3.621000E+03 6.090000E+02 1.033000E+03
9.700000E-03 1886995 5.399400E+04 5.599000E+03 3.673000E+03 6.150000E+02 1.033000E+03
9.800000E-03 1906602 5.453300E+04 5.645000E+03 3.720000E+03 6.220000E+02 1.049000E+03
9.900000E-03 1926111 5.515600E+04 5.678000E+03 3.764000E+03 6.280000E+02 1.054000E+03
1.000000E-02 1945690 5.581900E+04 5.733000E+03 3.820000E+03 6.310000E+02 1.049000E+03
