 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 19076 4.100000E+01 0.000000E+00 2.000000E+00 0.000000E+00 7.200000E+01
2.000000E-04 38001 2.420000E+02 0.000000E+00 8.000000E+00 2.000000E+01 1.570000E+02
3.000000E-04 57198 5.690000E+02 2.600000E+01 2.800000E+01 2.200000E+01 2.360000E+02
4.000000E-04 76583 1.003000E+03 6.200000E+01 4.000000E+01 3.000000E+01 2.890000E+02
5.000000E-04 95918 1.519000E+03 9.700000E+01 6.000000E+01 3.600000E+01 3.180000E+02
6.000000E-04 115541 2.140000E+03 1.490000E+02 6.800000E+01 3.600000E+01 3.540000E+02
7.000000E-04 135086 2.795000E+03 1.930000E+02 7.800000E+01 4.500000E+01 3.750000E+02
8.000000E-04 154669 3.361000E+03 2.810000E+02 9.300000E+01 5.000000E+01 4.000000E+02
9.000000E-04 174071 3.946000E+03 3.150000E+02 1.110000E+02 5.800000E+01 4.220000E+02
1.000000E-03 193487 4.531000E+03 3.750000E+02 1.350000E+02 5.800000E+01 4.360000E+02
1.100000E-03 213031 5.092000E+03 4.330000E+02 1.550000E+02 5.800000E+01 4.580000E+02
1.200000E-03 232672 5.651000E+03 5.390000E+02 1.720000E+02 6.000000E+01 4.720000E+02
1.300000E-03 252331 6.216000E+03 6.010000E+02 2.010000E+02 6.300000E+01 4.950000E+02
1.400000E-03 271820 6.763000E+03 6.550000E+02 2.350000E+02 8.600000E+01 5.160000E+02
1.500000E-03 291186 7.326000E+03 7.140000E+02 2.660000E+02 1.020000E+02 5.210000E+02
1.600000E-03 311041 7.861000E+03 7.670000E+02 2.980000E+02 1.050000E+02 5.330000E+02
1.700000E-03 330305 8.482000E+03 8.140000E+02 3.280000E+02 1.050000E+02 5.390000E+02
1.800000E-03 349707 9.061000E+03 8.760000E+02 3.480000E+02 1.140000E+02 5.600000E+02
1.900000E-03 369216 9.609000E+03 9.890000E+02 3.660000E+02 1.300000E+02 5.800000E+02
2.000000E-03 388555 1.018800E+04 1.027000E+03 4.030000E+02 1.300000E+02 5.880000E+02
2.100000E-03 408111 1.075700E+04 1.117000E+03 4.200000E+02 1.310000E+02 6.220000E+02
2.200000E-03 427531 1.132200E+04 1.165000E+03 4.500000E+02 1.310000E+02 6.380000E+02
2.300000E-03 446945 1.186000E+04 1.225000E+03 4.670000E+02 1.350000E+02 6.540000E+02
2.400000E-03 466589 1.245000E+04 1.317000E+03 4.900000E+02 1.430000E+02 6.780000E+02
2.500000E-03 485862 1.297700E+04 1.378000E+03 5.230000E+02 1.570000E+02 6.890000E+02
2.600000E-03 505323 1.356700E+04 1.410000E+03 5.660000E+02 1.590000E+02 7.000000E+02
2.700000E-03 524509 1.415200E+04 1.461000E+03 5.980000E+02 1.650000E+02 7.090000E+02
2.800000E-03 544143 1.472000E+04 1.524000E+03 6.400000E+02 1.740000E+02 7.180000E+02
2.900000E-03 563364 1.525300E+04 1.607000E+03 6.730000E+02 1.830000E+02 7.350000E+02
3.000000E-03 582859 1.580700E+04 1.643000E+03 7.020000E+02 1.910000E+02 7.500000E+02
3.100000E-03 602511 1.637700E+04 1.681000E+03 7.290000E+02 1.910000E+02 7.590000E+02
3.200000E-03 622157 1.697000E+04 1.723000E+03 7.670000E+02 1.920000E+02 7.670000E+02
3.300000E-03 641613 1.755300E+04 1.831000E+03 7.960000E+02 2.090000E+02 7.760000E+02
3.400000E-03 661038 1.803900E+04 1.907000E+03 8.250000E+02 2.090000E+02 7.960000E+02
3.500000E-03 680506 1.859100E+04 1.930000E+03 8.680000E+02 2.090000E+02 7.970000E+02
3.600000E-03 699950 1.907900E+04 2.022000E+03 9.060000E+02 2.110000E+02 8.050000E+02
3.700000E-03 719350 1.960000E+04 2.066000E+03 9.410000E+02 2.160000E+02 8.230000E+02
3.800000E-03 738799 2.016800E+04 2.124000E+03 9.670000E+02 2.160000E+02 8.460000E+02
3.900000E-03 758341 2.075000E+04 2.154000E+03 1.010000E+03 2.160000E+02 8.460000E+02
4.000000E-03 777326 2.134300E+04 2.206000E+03 1.036000E+03 2.200000E+02 8.500000E+02
4.100000E-03 796536 2.190000E+04 2.251000E+03 1.072000E+03 2.200000E+02 8.610000E+02
4.200000E-03 815950 2.245000E+04 2.309000E+03 1.103000E+03 2.200000E+02 8.740000E+02
4.300000E-03 835326 2.301600E+04 2.407000E+03 1.158000E+03 2.240000E+02 8.780000E+02
4.400000E-03 854733 2.356000E+04 2.475000E+03 1.187000E+03 2.240000E+02 8.930000E+02
4.500000E-03 874003 2.410700E+04 2.512000E+03 1.231000E+03 2.260000E+02 9.110000E+02
4.600000E-03 893243 2.467500E+04 2.570000E+03 1.282000E+03 2.340000E+02 9.140000E+02
4.700000E-03 912526 2.522500E+04 2.636000E+03 1.334000E+03 2.340000E+02 9.140000E+02
4.800000E-03 932240 2.586400E+04 2.699000E+03 1.363000E+03 2.390000E+02 9.290000E+02
4.900000E-03 951852 2.646900E+04 2.763000E+03 1.405000E+03 2.460000E+02 9.370000E+02
5.000000E-03 971676 2.707100E+04 2.838000E+03 1.449000E+03 2.520000E+02 9.590000E+02
5.100000E-03 991623 2.763600E+04 2.891000E+03 1.500000E+03 2.620000E+02 9.540000E+02
5.200000E-03 1011175 2.818300E+04 2.970000E+03 1.550000E+03 2.620000E+02 9.560000E+02
5.300000E-03 1030899 2.874100E+04 3.043000E+03 1.587000E+03 2.820000E+02 9.600000E+02
5.400000E-03 1050333 2.929400E+04 3.102000E+03 1.629000E+03 2.880000E+02 9.690000E+02
5.500000E-03 1069729 2.986300E+04 3.165000E+03 1.670000E+03 2.920000E+02 9.780000E+02
5.600000E-03 1089267 3.043800E+04 3.222000E+03 1.721000E+03 2.920000E+02 9.780000E+02
5.700000E-03 1108627 3.100300E+04 3.251000E+03 1.762000E+03 3.030000E+02 9.860000E+02
5.800000E-03 1128198 3.162200E+04 3.332000E+03 1.811000E+03 3.050000E+02 9.890000E+02
5.900000E-03 1147822 3.223200E+04 3.406000E+03 1.855000E+03 3.050000E+02 1.000000E+03
6.000000E-03 1167363 3.283600E+04 3.449000E+03 1.899000E+03 3.280000E+02 1.006000E+03
6.100000E-03 1186681 3.338100E+04 3.491000E+03 1.959000E+03 3.370000E+02 1.004000E+03
6.200000E-03 1206343 3.395700E+04 3.575000E+03 2.009000E+03 3.430000E+02 9.970000E+02
6.300000E-03 1225993 3.450000E+04 3.633000E+03 2.057000E+03 3.500000E+02 9.940000E+02
6.400000E-03 1245420 3.507000E+04 3.705000E+03 2.107000E+03 3.520000E+02 1.003000E+03
6.500000E-03 1264787 3.558500E+04 3.771000E+03 2.170000E+03 3.690000E+02 1.006000E+03
6.600000E-03 1284397 3.612800E+04 3.787000E+03 2.221000E+03 3.690000E+02 1.011000E+03
6.700000E-03 1303873 3.667700E+04 3.827000E+03 2.259000E+03 3.810000E+02 1.008000E+03
6.800000E-03 1323392 3.718900E+04 3.879000E+03 2.307000E+03 3.810000E+02 1.003000E+03
6.900000E-03 1342847 3.769800E+04 3.944000E+03 2.351000E+03 3.910000E+02 9.980000E+02
7.000000E-03 1362185 3.823500E+04 4.013000E+03 2.397000E+03 3.950000E+02 1.004000E+03
7.100000E-03 1381469 3.875700E+04 4.082000E+03 2.446000E+03 4.010000E+02 1.006000E+03
7.200000E-03 1400988 3.929800E+04 4.122000E+03 2.505000E+03 4.030000E+02 1.001000E+03
7.300000E-03 1420453 3.982900E+04 4.179000E+03 2.552000E+03 4.040000E+02 1.005000E+03
7.400000E-03 1439828 4.034100E+04 4.235000E+03 2.601000E+03 4.100000E+02 1.013000E+03
7.500000E-03 1459552 4.086100E+04 4.283000E+03 2.652000E+03 4.170000E+02 1.008000E+03
7.600000E-03 1479211 4.143000E+04 4.336000E+03 2.689000E+03 4.270000E+02 1.008000E+03
