 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20503 3.560000E+02 0.000000E+00 2.000000E+00 1.600000E+01 7.700000E+01
2.000000E-04 41520 1.653000E+03 1.000000E+01 1.000000E+01 3.400000E+01 1.600000E+02
3.000000E-04 63553 3.788000E+03 7.400000E+01 1.400000E+01 3.800000E+01 2.270000E+02
4.000000E-04 85740 6.201000E+03 1.670000E+02 3.200000E+01 5.000000E+01 3.000000E+02
5.000000E-04 108432 8.967000E+03 2.740000E+02 5.400000E+01 5.200000E+01 3.460000E+02
6.000000E-04 131067 1.177700E+04 3.980000E+02 7.900000E+01 6.100000E+01 4.010000E+02
7.000000E-04 153860 1.468500E+04 5.200000E+02 9.700000E+01 6.900000E+01 4.580000E+02
8.000000E-04 176407 1.758300E+04 6.670000E+02 1.050000E+02 7.800000E+01 5.240000E+02
9.000000E-04 199186 2.031800E+04 8.750000E+02 1.220000E+02 9.200000E+01 5.840000E+02
1.000000E-03 221709 2.312800E+04 1.039000E+03 1.490000E+02 9.700000E+01 6.390000E+02
1.100000E-03 244407 2.594600E+04 1.145000E+03 1.850000E+02 1.120000E+02 6.930000E+02
1.200000E-03 267146 2.873300E+04 1.233000E+03 2.200000E+02 1.240000E+02 7.510000E+02
1.300000E-03 290068 3.160200E+04 1.397000E+03 2.670000E+02 1.390000E+02 7.860000E+02
1.400000E-03 312852 3.441700E+04 1.566000E+03 3.010000E+02 1.470000E+02 8.410000E+02
1.500000E-03 335386 3.720300E+04 1.695000E+03 3.610000E+02 1.910000E+02 8.750000E+02
1.600000E-03 358168 4.010500E+04 1.867000E+03 4.040000E+02 2.010000E+02 9.170000E+02
1.700000E-03 380496 4.293900E+04 2.011000E+03 4.550000E+02 2.160000E+02 9.680000E+02
1.800000E-03 403073 4.566300E+04 2.142000E+03 4.950000E+02 2.290000E+02 1.027000E+03
1.900000E-03 425995 4.847600E+04 2.309000E+03 5.500000E+02 2.370000E+02 1.075000E+03
2.000000E-03 448672 5.127800E+04 2.426000E+03 6.110000E+02 2.430000E+02 1.116000E+03
2.100000E-03 471304 5.412400E+04 2.627000E+03 6.540000E+02 2.830000E+02 1.156000E+03
2.200000E-03 493867 5.693400E+04 2.765000E+03 7.160000E+02 2.900000E+02 1.191000E+03
2.300000E-03 516641 5.974200E+04 2.911000E+03 7.620000E+02 3.140000E+02 1.224000E+03
2.400000E-03 539252 6.257300E+04 3.048000E+03 8.290000E+02 3.310000E+02 1.248000E+03
2.500000E-03 561884 6.547100E+04 3.204000E+03 8.790000E+02 3.430000E+02 1.302000E+03
2.600000E-03 584382 6.828900E+04 3.324000E+03 9.360000E+02 3.530000E+02 1.351000E+03
2.700000E-03 607106 7.116900E+04 3.456000E+03 1.010000E+03 3.760000E+02 1.374000E+03
2.800000E-03 629801 7.396700E+04 3.596000E+03 1.074000E+03 3.860000E+02 1.410000E+03
2.900000E-03 652349 7.677100E+04 3.739000E+03 1.138000E+03 4.030000E+02 1.448000E+03
3.000000E-03 675088 7.966500E+04 3.876000E+03 1.202000E+03 4.160000E+02 1.469000E+03
3.100000E-03 697744 8.251300E+04 4.048000E+03 1.287000E+03 4.160000E+02 1.502000E+03
3.200000E-03 720628 8.531100E+04 4.168000E+03 1.386000E+03 4.320000E+02 1.522000E+03
3.300000E-03 743198 8.800100E+04 4.318000E+03 1.475000E+03 4.550000E+02 1.542000E+03
3.400000E-03 765938 9.076900E+04 4.444000E+03 1.531000E+03 4.670000E+02 1.574000E+03
3.500000E-03 788649 9.367000E+04 4.545000E+03 1.603000E+03 4.720000E+02 1.598000E+03
3.600000E-03 811366 9.652700E+04 4.744000E+03 1.682000E+03 4.790000E+02 1.621000E+03
3.700000E-03 833888 9.921600E+04 4.879000E+03 1.769000E+03 4.830000E+02 1.640000E+03
3.800000E-03 856468 1.020930E+05 5.032000E+03 1.842000E+03 4.930000E+02 1.687000E+03
3.900000E-03 879202 1.049820E+05 5.139000E+03 1.928000E+03 5.200000E+02 1.719000E+03
4.000000E-03 902432 1.078540E+05 5.300000E+03 2.012000E+03 5.370000E+02 1.739000E+03
4.100000E-03 925336 1.106400E+05 5.409000E+03 2.117000E+03 5.690000E+02 1.743000E+03
4.200000E-03 948114 1.134820E+05 5.549000E+03 2.203000E+03 5.760000E+02 1.764000E+03
4.300000E-03 970529 1.162080E+05 5.686000E+03 2.282000E+03 5.940000E+02 1.788000E+03
4.400000E-03 993036 1.189260E+05 5.886000E+03 2.347000E+03 6.160000E+02 1.814000E+03
4.500000E-03 1015395 1.216700E+05 6.044000E+03 2.437000E+03 6.630000E+02 1.853000E+03
4.600000E-03 1038008 1.244360E+05 6.201000E+03 2.541000E+03 6.670000E+02 1.870000E+03
4.700000E-03 1061011 1.272710E+05 6.329000E+03 2.638000E+03 6.680000E+02 1.882000E+03
4.800000E-03 1083808 1.300860E+05 6.481000E+03 2.718000E+03 6.870000E+02 1.918000E+03
4.900000E-03 1106211 1.329760E+05 6.646000E+03 2.790000E+03 7.010000E+02 1.945000E+03
5.000000E-03 1128928 1.358820E+05 6.807000E+03 2.880000E+03 7.340000E+02 1.970000E+03
5.100000E-03 1151579 1.387580E+05 6.959000E+03 2.977000E+03 7.600000E+02 1.986000E+03
5.200000E-03 1174310 1.416100E+05 7.129000E+03 3.074000E+03 7.820000E+02 1.998000E+03
5.300000E-03 1196813 1.444050E+05 7.231000E+03 3.157000E+03 7.920000E+02 2.019000E+03
5.400000E-03 1219710 1.472410E+05 7.354000E+03 3.277000E+03 8.080000E+02 2.023000E+03
5.500000E-03 1242554 1.499250E+05 7.508000E+03 3.388000E+03 8.210000E+02 2.017000E+03
5.600000E-03 1265290 1.527810E+05 7.619000E+03 3.484000E+03 8.280000E+02 2.040000E+03
5.700000E-03 1288183 1.555270E+05 7.776000E+03 3.569000E+03 8.460000E+02 2.069000E+03
5.800000E-03 1310722 1.582840E+05 7.904000E+03 3.669000E+03 8.570000E+02 2.088000E+03
5.900000E-03 1333410 1.609860E+05 8.043000E+03 3.777000E+03 8.740000E+02 2.098000E+03
6.000000E-03 1356096 1.637800E+05 8.205000E+03 3.869000E+03 9.080000E+02 2.113000E+03
6.100000E-03 1378680 1.666560E+05 8.424000E+03 3.958000E+03 9.360000E+02 2.139000E+03
6.200000E-03 1401180 1.694700E+05 8.506000E+03 4.067000E+03 9.430000E+02 2.138000E+03
6.300000E-03 1423772 1.722230E+05 8.678000E+03 4.154000E+03 9.440000E+02 2.163000E+03
6.400000E-03 1446497 1.751080E+05 8.838000E+03 4.266000E+03 9.730000E+02 2.177000E+03
6.500000E-03 1469079 1.779800E+05 8.970000E+03 4.351000E+03 1.000000E+03 2.210000E+03
6.600000E-03 1491920 1.810020E+05 9.091000E+03 4.460000E+03 1.011000E+03 2.215000E+03
6.700000E-03 1514818 1.838680E+05 9.262000E+03 4.580000E+03 1.027000E+03 2.235000E+03
6.800000E-03 1537608 1.866080E+05 9.446000E+03 4.668000E+03 1.041000E+03 2.265000E+03
6.900000E-03 1560396 1.894260E+05 9.642000E+03 4.769000E+03 1.059000E+03 2.283000E+03
7.000000E-03 1583167 1.922240E+05 9.771000E+03 4.864000E+03 1.073000E+03 2.306000E+03
7.100000E-03 1605781 1.951490E+05 9.918000E+03 4.977000E+03 1.089000E+03 2.314000E+03
7.200000E-03 1628574 1.979890E+05 1.005200E+04 5.096000E+03 1.100000E+03 2.325000E+03
7.300000E-03 1651547 2.008840E+05 1.017700E+04 5.195000E+03 1.103000E+03 2.337000E+03
7.400000E-03 1674212 2.036120E+05 1.032200E+04 5.302000E+03 1.115000E+03 2.358000E+03
7.500000E-03 1696846 2.063930E+05 1.044900E+04 5.405000E+03 1.125000E+03 2.355000E+03
7.600000E-03 1719535 2.091490E+05 1.061300E+04 5.514000E+03 1.136000E+03 2.365000E+03
7.700000E-03 1742341 2.120130E+05 1.075700E+04 5.612000E+03 1.140000E+03 2.388000E+03
7.800000E-03 1765361 2.148670E+05 1.082800E+04 5.712000E+03 1.151000E+03 2.403000E+03
7.900000E-03 1788015 2.177120E+05 1.099500E+04 5.792000E+03 1.163000E+03 2.432000E+03
8.000000E-03 1810706 2.204730E+05 1.121200E+04 5.889000E+03 1.179000E+03 2.462000E+03
8.100000E-03 1833484 2.233670E+05 1.134800E+04 5.998000E+03 1.192000E+03 2.472000E+03
8.200000E-03 1855961 2.261860E+05 1.154900E+04 6.139000E+03 1.221000E+03 2.480000E+03
8.300000E-03 1878818 2.289990E+05 1.172000E+04 6.242000E+03 1.249000E+03 2.490000E+03
8.400000E-03 1901310 2.317660E+05 1.184300E+04 6.380000E+03 1.270000E+03 2.491000E+03
8.500000E-03 1924094 2.345780E+05 1.201600E+04 6.495000E+03 1.283000E+03 2.500000E+03
8.600000E-03 1946755 2.374250E+05 1.209600E+04 6.612000E+03 1.287000E+03 2.511000E+03
8.700000E-03 1969369 2.403450E+05 1.224000E+04 6.727000E+03 1.295000E+03 2.508000E+03
8.800000E-03 1991972 2.431860E+05 1.233200E+04 6.845000E+03 1.305000E+03 2.512000E+03
8.900000E-03 2014807 2.460900E+05 1.250700E+04 6.972000E+03 1.322000E+03 2.516000E+03
9.000000E-03 2037549 2.489180E+05 1.269000E+04 7.076000E+03 1.322000E+03 2.524000E+03
9.100000E-03 2059888 2.516820E+05 1.279900E+04 7.211000E+03 1.340000E+03 2.520000E+03
9.200000E-03 2082284 2.544180E+05 1.289400E+04 7.334000E+03 1.348000E+03 2.526000E+03
9.300000E-03 2104927 2.571740E+05 1.299700E+04 7.449000E+03 1.355000E+03 2.519000E+03
9.400000E-03 2127702 2.599770E+05 1.316900E+04 7.548000E+03 1.369000E+03 2.546000E+03
9.500000E-03 2150496 2.627940E+05 1.332400E+04 7.666000E+03 1.378000E+03 2.549000E+03
9.600000E-03 2172747 2.656130E+05 1.350400E+04 7.793000E+03 1.386000E+03 2.563000E+03
9.700000E-03 2195470 2.684600E+05 1.366700E+04 7.928000E+03 1.396000E+03 2.560000E+03
9.800000E-03 2218131 2.712730E+05 1.376700E+04 8.061000E+03 1.405000E+03 2.560000E+03
9.900000E-03 2241003 2.741220E+05 1.396200E+04 8.178000E+03 1.436000E+03 2.553000E+03
1.000000E-02 2263685 2.769720E+05 1.411600E+04 8.279000E+03 1.460000E+03 2.564000E+03
