 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20534 4.000000E+02 1.000000E+01 2.000000E+00 1.000000E+01 8.100000E+01
2.000000E-04 41476 1.750000E+03 1.000000E+01 4.000000E+00 1.000000E+01 1.830000E+02
3.000000E-04 63425 3.807000E+03 7.900000E+01 2.000000E+01 2.600000E+01 2.770000E+02
4.000000E-04 85875 6.353000E+03 2.130000E+02 4.600000E+01 2.800000E+01 3.330000E+02
5.000000E-04 108435 9.037000E+03 3.270000E+02 6.400000E+01 3.600000E+01 3.840000E+02
6.000000E-04 131205 1.177600E+04 4.820000E+02 9.200000E+01 5.200000E+01 4.250000E+02
7.000000E-04 153809 1.453900E+04 6.600000E+02 1.220000E+02 7.000000E+01 4.820000E+02
8.000000E-04 176533 1.737700E+04 7.870000E+02 1.430000E+02 9.000000E+01 5.280000E+02
9.000000E-04 199053 2.013600E+04 9.280000E+02 1.610000E+02 9.900000E+01 5.930000E+02
1.000000E-03 221659 2.291700E+04 1.073000E+03 2.060000E+02 1.030000E+02 6.420000E+02
1.100000E-03 244536 2.581100E+04 1.207000E+03 2.490000E+02 1.230000E+02 7.020000E+02
1.200000E-03 267456 2.847800E+04 1.327000E+03 2.890000E+02 1.440000E+02 7.540000E+02
1.300000E-03 290523 3.137400E+04 1.564000E+03 3.220000E+02 1.600000E+02 8.270000E+02
1.400000E-03 313099 3.422100E+04 1.682000E+03 3.500000E+02 1.670000E+02 8.890000E+02
1.500000E-03 335982 3.707600E+04 1.818000E+03 3.890000E+02 1.720000E+02 9.350000E+02
1.600000E-03 358800 3.987800E+04 1.942000E+03 4.320000E+02 1.960000E+02 9.690000E+02
1.700000E-03 381446 4.283100E+04 2.073000E+03 4.730000E+02 2.060000E+02 1.015000E+03
1.800000E-03 404309 4.568400E+04 2.204000E+03 5.320000E+02 2.170000E+02 1.044000E+03
1.900000E-03 427179 4.857600E+04 2.380000E+03 5.880000E+02 2.200000E+02 1.076000E+03
2.000000E-03 449986 5.139100E+04 2.560000E+03 6.440000E+02 2.280000E+02 1.126000E+03
2.100000E-03 472656 5.424000E+04 2.723000E+03 6.960000E+02 2.700000E+02 1.164000E+03
2.200000E-03 494957 5.690100E+04 2.851000E+03 7.480000E+02 2.940000E+02 1.213000E+03
2.300000E-03 517443 5.972400E+04 2.987000E+03 8.100000E+02 3.150000E+02 1.227000E+03
2.400000E-03 540177 6.254400E+04 3.088000E+03 8.660000E+02 3.230000E+02 1.264000E+03
2.500000E-03 563171 6.544500E+04 3.244000E+03 9.300000E+02 3.260000E+02 1.306000E+03
2.600000E-03 585779 6.823700E+04 3.341000E+03 9.890000E+02 3.340000E+02 1.348000E+03
2.700000E-03 608283 7.103100E+04 3.477000E+03 1.044000E+03 3.360000E+02 1.395000E+03
2.800000E-03 631029 7.378300E+04 3.697000E+03 1.117000E+03 3.620000E+02 1.422000E+03
2.900000E-03 653388 7.653600E+04 3.828000E+03 1.180000E+03 3.650000E+02 1.464000E+03
3.000000E-03 675933 7.927800E+04 3.978000E+03 1.250000E+03 4.000000E+02 1.506000E+03
3.100000E-03 698621 8.195200E+04 4.118000E+03 1.311000E+03 4.140000E+02 1.533000E+03
3.200000E-03 721313 8.476700E+04 4.273000E+03 1.387000E+03 4.170000E+02 1.561000E+03
3.300000E-03 744029 8.750800E+04 4.420000E+03 1.466000E+03 4.270000E+02 1.597000E+03
3.400000E-03 766951 9.026400E+04 4.545000E+03 1.543000E+03 4.500000E+02 1.617000E+03
3.500000E-03 789906 9.311400E+04 4.703000E+03 1.629000E+03 4.520000E+02 1.636000E+03
3.600000E-03 812497 9.585900E+04 4.801000E+03 1.684000E+03 4.690000E+02 1.661000E+03
3.700000E-03 835166 9.867600E+04 4.944000E+03 1.753000E+03 4.780000E+02 1.699000E+03
3.800000E-03 858116 1.015180E+05 5.078000E+03 1.847000E+03 4.910000E+02 1.713000E+03
3.900000E-03 880720 1.043820E+05 5.213000E+03 1.940000E+03 5.010000E+02 1.723000E+03
4.000000E-03 903393 1.072590E+05 5.325000E+03 2.017000E+03 5.250000E+02 1.753000E+03
4.100000E-03 926082 1.101150E+05 5.451000E+03 2.091000E+03 5.320000E+02 1.782000E+03
4.200000E-03 948735 1.130040E+05 5.639000E+03 2.172000E+03 5.350000E+02 1.807000E+03
4.300000E-03 971505 1.157610E+05 5.817000E+03 2.271000E+03 5.540000E+02 1.828000E+03
4.400000E-03 994041 1.186450E+05 5.961000E+03 2.365000E+03 5.860000E+02 1.846000E+03
4.500000E-03 1016902 1.215430E+05 6.082000E+03 2.457000E+03 5.890000E+02 1.874000E+03
4.600000E-03 1039819 1.243940E+05 6.258000E+03 2.549000E+03 6.050000E+02 1.897000E+03
4.700000E-03 1062222 1.272360E+05 6.421000E+03 2.639000E+03 6.110000E+02 1.934000E+03
4.800000E-03 1084495 1.300990E+05 6.545000E+03 2.729000E+03 6.310000E+02 1.950000E+03
4.900000E-03 1107016 1.329940E+05 6.653000E+03 2.835000E+03 6.470000E+02 1.965000E+03
5.000000E-03 1129682 1.358750E+05 6.840000E+03 2.937000E+03 6.620000E+02 1.961000E+03
5.100000E-03 1152301 1.387480E+05 6.952000E+03 3.040000E+03 6.620000E+02 1.980000E+03
5.200000E-03 1174682 1.415760E+05 7.061000E+03 3.137000E+03 6.970000E+02 1.999000E+03
5.300000E-03 1197225 1.442540E+05 7.244000E+03 3.240000E+03 7.100000E+02 2.003000E+03
5.400000E-03 1219827 1.470290E+05 7.375000E+03 3.337000E+03 7.210000E+02 2.017000E+03
5.500000E-03 1242477 1.497860E+05 7.517000E+03 3.440000E+03 7.430000E+02 2.036000E+03
5.600000E-03 1265339 1.526750E+05 7.685000E+03 3.523000E+03 7.490000E+02 2.067000E+03
5.700000E-03 1288184 1.555450E+05 7.796000E+03 3.599000E+03 7.720000E+02 2.097000E+03
5.800000E-03 1311046 1.584530E+05 7.963000E+03 3.678000E+03 7.760000E+02 2.113000E+03
5.900000E-03 1333675 1.613160E+05 8.095000E+03 3.758000E+03 8.080000E+02 2.164000E+03
6.000000E-03 1356458 1.641040E+05 8.280000E+03 3.835000E+03 8.280000E+02 2.180000E+03
6.100000E-03 1379301 1.669290E+05 8.482000E+03 3.943000E+03 8.640000E+02 2.199000E+03
6.200000E-03 1402215 1.698290E+05 8.583000E+03 4.017000E+03 8.750000E+02 2.229000E+03
6.300000E-03 1425111 1.727050E+05 8.717000E+03 4.146000E+03 8.880000E+02 2.221000E+03
6.400000E-03 1447929 1.755970E+05 8.922000E+03 4.254000E+03 9.200000E+02 2.226000E+03
6.500000E-03 1470757 1.784460E+05 9.049000E+03 4.365000E+03 9.430000E+02 2.245000E+03
6.600000E-03 1493659 1.812900E+05 9.185000E+03 4.461000E+03 9.640000E+02 2.268000E+03
6.700000E-03 1516379 1.840360E+05 9.324000E+03 4.599000E+03 9.930000E+02 2.270000E+03
6.800000E-03 1538843 1.867960E+05 9.460000E+03 4.684000E+03 1.000000E+03 2.286000E+03
6.900000E-03 1561514 1.896540E+05 9.604000E+03 4.800000E+03 1.019000E+03 2.281000E+03
7.000000E-03 1584189 1.924950E+05 9.747000E+03 4.907000E+03 1.035000E+03 2.287000E+03
7.100000E-03 1606956 1.951970E+05 9.848000E+03 5.039000E+03 1.053000E+03 2.289000E+03
7.200000E-03 1629648 1.981130E+05 1.002700E+04 5.161000E+03 1.063000E+03 2.286000E+03
7.300000E-03 1652541 2.008980E+05 1.016300E+04 5.260000E+03 1.094000E+03 2.296000E+03
7.400000E-03 1675037 2.037340E+05 1.035000E+04 5.388000E+03 1.110000E+03 2.301000E+03
7.500000E-03 1697786 2.066090E+05 1.048600E+04 5.512000E+03 1.124000E+03 2.305000E+03
7.600000E-03 1720496 2.094180E+05 1.061400E+04 5.632000E+03 1.150000E+03 2.311000E+03
7.700000E-03 1742980 2.121200E+05 1.077800E+04 5.727000E+03 1.156000E+03 2.326000E+03
7.800000E-03 1765861 2.149800E+05 1.091200E+04 5.834000E+03 1.157000E+03 2.352000E+03
7.900000E-03 1788567 2.178270E+05 1.103500E+04 5.965000E+03 1.172000E+03 2.358000E+03
8.000000E-03 1811131 2.206260E+05 1.119600E+04 6.065000E+03 1.174000E+03 2.379000E+03
8.100000E-03 1833786 2.234630E+05 1.131000E+04 6.170000E+03 1.180000E+03 2.396000E+03
8.200000E-03 1856591 2.263190E+05 1.145000E+04 6.285000E+03 1.195000E+03 2.391000E+03
8.300000E-03 1879215 2.291230E+05 1.161000E+04 6.418000E+03 1.199000E+03 2.391000E+03
8.400000E-03 1902067 2.319310E+05 1.174900E+04 6.541000E+03 1.201000E+03 2.402000E+03
8.500000E-03 1924632 2.347360E+05 1.188600E+04 6.642000E+03 1.219000E+03 2.406000E+03
8.600000E-03 1946974 2.374230E+05 1.204500E+04 6.727000E+03 1.233000E+03 2.414000E+03
8.700000E-03 1969924 2.402930E+05 1.217700E+04 6.852000E+03 1.263000E+03 2.410000E+03
8.800000E-03 1992533 2.430690E+05 1.230000E+04 6.989000E+03 1.288000E+03 2.417000E+03
8.900000E-03 2015327 2.458980E+05 1.248500E+04 7.107000E+03 1.307000E+03 2.416000E+03
9.000000E-03 2037886 2.487340E+05 1.259300E+04 7.200000E+03 1.313000E+03 2.441000E+03
9.100000E-03 2060680 2.515480E+05 1.270800E+04 7.318000E+03 1.317000E+03 2.443000E+03
9.200000E-03 2083260 2.544730E+05 1.281900E+04 7.411000E+03 1.323000E+03 2.450000E+03
9.300000E-03 2105897 2.573550E+05 1.298800E+04 7.509000E+03 1.343000E+03 2.450000E+03
9.400000E-03 2128495 2.601860E+05 1.311000E+04 7.623000E+03 1.369000E+03 2.451000E+03
9.500000E-03 2151419 2.630870E+05 1.325900E+04 7.731000E+03 1.380000E+03 2.465000E+03
9.600000E-03 2174092 2.658080E+05 1.338100E+04 7.865000E+03 1.390000E+03 2.456000E+03
9.700000E-03 2196582 2.686300E+05 1.348800E+04 8.003000E+03 1.392000E+03 2.454000E+03
9.800000E-03 2219402 2.715320E+05 1.361700E+04 8.143000E+03 1.404000E+03 2.456000E+03
9.900000E-03 2242110 2.744890E+05 1.381100E+04 8.250000E+03 1.404000E+03 2.453000E+03
1.000000E-02 2264785 2.773350E+05 1.395100E+04 8.354000E+03 1.412000E+03 2.477000E+03
