 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20501 3.400000E+02 0.000000E+00 0.000000E+00 0.000000E+00 7.300000E+01
2.000000E-04 41586 1.618000E+03 1.600000E+01 6.000000E+00 1.800000E+01 1.650000E+02
3.000000E-04 63603 3.693000E+03 9.400000E+01 1.600000E+01 2.400000E+01 2.460000E+02
4.000000E-04 86162 6.199000E+03 1.810000E+02 3.000000E+01 3.000000E+01 3.180000E+02
5.000000E-04 108914 8.967000E+03 3.780000E+02 4.000000E+01 4.200000E+01 4.080000E+02
6.000000E-04 131463 1.177400E+04 5.590000E+02 6.000000E+01 5.500000E+01 4.640000E+02
7.000000E-04 154202 1.469300E+04 6.850000E+02 8.500000E+01 6.500000E+01 5.190000E+02
8.000000E-04 176897 1.762700E+04 8.200000E+02 1.090000E+02 7.500000E+01 5.870000E+02
9.000000E-04 199833 2.048000E+04 9.430000E+02 1.320000E+02 7.600000E+01 6.560000E+02
1.000000E-03 222421 2.335200E+04 1.159000E+03 1.570000E+02 8.500000E+01 7.220000E+02
1.100000E-03 244960 2.620400E+04 1.331000E+03 1.820000E+02 1.020000E+02 7.760000E+02
1.200000E-03 267336 2.899000E+04 1.460000E+03 2.200000E+02 1.450000E+02 8.180000E+02
1.300000E-03 290086 3.182900E+04 1.571000E+03 2.680000E+02 1.510000E+02 8.710000E+02
1.400000E-03 312936 3.465300E+04 1.744000E+03 3.220000E+02 1.650000E+02 9.120000E+02
1.500000E-03 335694 3.734200E+04 1.842000E+03 3.720000E+02 1.810000E+02 9.490000E+02
1.600000E-03 358295 4.021100E+04 2.014000E+03 4.070000E+02 1.820000E+02 9.990000E+02
1.700000E-03 380741 4.299800E+04 2.105000E+03 4.550000E+02 2.060000E+02 1.036000E+03
1.800000E-03 403396 4.581500E+04 2.336000E+03 4.860000E+02 2.150000E+02 1.095000E+03
