 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 19054 3.600000E+01 0.000000E+00 4.000000E+00 2.000000E+01 7.500000E+01
2.000000E-04 37840 1.920000E+02 0.000000E+00 1.000000E+01 2.000000E+01 1.640000E+02
3.000000E-04 56586 5.010000E+02 1.500000E+01 2.400000E+01 2.400000E+01 2.340000E+02
4.000000E-04 75911 9.370000E+02 4.300000E+01 3.000000E+01 4.000000E+01 2.950000E+02
5.000000E-04 95133 1.415000E+03 1.010000E+02 5.400000E+01 4.600000E+01 3.130000E+02
6.000000E-04 114781 1.939000E+03 1.830000E+02 7.400000E+01 4.600000E+01 3.450000E+02
7.000000E-04 134196 2.451000E+03 2.580000E+02 9.400000E+01 4.600000E+01 3.680000E+02
8.000000E-04 153695 3.010000E+03 3.190000E+02 1.060000E+02 5.200000E+01 3.970000E+02
9.000000E-04 173266 3.578000E+03 3.510000E+02 1.280000E+02 5.400000E+01 4.160000E+02
1.000000E-03 192744 4.106000E+03 3.800000E+02 1.540000E+02 5.700000E+01 4.330000E+02
1.100000E-03 212152 4.628000E+03 4.310000E+02 1.760000E+02 7.300000E+01 4.520000E+02
1.200000E-03 231565 5.121000E+03 5.080000E+02 1.950000E+02 8.300000E+01 4.640000E+02
1.300000E-03 250702 5.639000E+03 5.670000E+02 2.280000E+02 8.300000E+01 4.690000E+02
1.400000E-03 270161 6.180000E+03 5.900000E+02 2.550000E+02 8.800000E+01 4.760000E+02
1.500000E-03 289573 6.749000E+03 6.500000E+02 2.780000E+02 9.400000E+01 4.940000E+02
1.600000E-03 309101 7.300000E+03 7.160000E+02 3.080000E+02 1.000000E+02 5.080000E+02
1.700000E-03 328828 7.877000E+03 7.770000E+02 3.220000E+02 1.050000E+02 5.330000E+02
1.800000E-03 348080 8.418000E+03 8.410000E+02 3.470000E+02 1.110000E+02 5.460000E+02
1.900000E-03 367652 8.995000E+03 8.890000E+02 3.650000E+02 1.160000E+02 5.620000E+02
2.000000E-03 387034 9.575000E+03 9.250000E+02 3.940000E+02 1.230000E+02 5.690000E+02
2.100000E-03 406534 1.013600E+04 1.015000E+03 4.240000E+02 1.230000E+02 5.820000E+02
2.200000E-03 426294 1.065700E+04 1.053000E+03 4.390000E+02 1.330000E+02 5.990000E+02
2.300000E-03 445818 1.124200E+04 1.106000E+03 4.790000E+02 1.390000E+02 6.010000E+02
2.400000E-03 465189 1.175800E+04 1.167000E+03 5.040000E+02 1.570000E+02 6.090000E+02
2.500000E-03 484759 1.223900E+04 1.239000E+03 5.380000E+02 1.600000E+02 6.170000E+02
2.600000E-03 503989 1.275000E+04 1.331000E+03 5.630000E+02 1.660000E+02 6.350000E+02
2.700000E-03 523574 1.325900E+04 1.401000E+03 5.830000E+02 1.690000E+02 6.580000E+02
2.800000E-03 542683 1.381000E+04 1.451000E+03 6.190000E+02 1.740000E+02 6.740000E+02
2.900000E-03 562204 1.436800E+04 1.536000E+03 6.650000E+02 1.740000E+02 6.910000E+02
3.000000E-03 581573 1.492300E+04 1.593000E+03 6.990000E+02 1.760000E+02 6.940000E+02
3.100000E-03 601052 1.550800E+04 1.631000E+03 7.310000E+02 1.760000E+02 7.220000E+02
3.200000E-03 620633 1.605600E+04 1.646000E+03 7.650000E+02 1.760000E+02 7.310000E+02
3.300000E-03 639995 1.660500E+04 1.747000E+03 7.940000E+02 1.790000E+02 7.540000E+02
3.400000E-03 659395 1.720500E+04 1.851000E+03 8.290000E+02 1.860000E+02 7.700000E+02
3.500000E-03 678605 1.775500E+04 1.911000E+03 8.720000E+02 1.880000E+02 7.720000E+02
3.600000E-03 697918 1.830500E+04 1.962000E+03 9.150000E+02 1.970000E+02 7.860000E+02
3.700000E-03 717418 1.887400E+04 1.999000E+03 9.570000E+02 1.970000E+02 8.030000E+02
3.800000E-03 736874 1.944500E+04 2.067000E+03 9.930000E+02 2.030000E+02 8.140000E+02
3.900000E-03 756294 2.002100E+04 2.133000E+03 1.047000E+03 2.180000E+02 8.110000E+02
4.000000E-03 775426 2.059700E+04 2.176000E+03 1.087000E+03 2.180000E+02 8.130000E+02
4.100000E-03 795105 2.116300E+04 2.238000E+03 1.138000E+03 2.300000E+02 8.150000E+02
4.200000E-03 814518 2.173000E+04 2.275000E+03 1.166000E+03 2.300000E+02 8.150000E+02
4.300000E-03 834011 2.233100E+04 2.335000E+03 1.206000E+03 2.320000E+02 8.240000E+02
4.400000E-03 853582 2.290100E+04 2.367000E+03 1.258000E+03 2.320000E+02 8.240000E+02
4.500000E-03 873134 2.345400E+04 2.425000E+03 1.299000E+03 2.370000E+02 8.340000E+02
4.600000E-03 892441 2.398400E+04 2.513000E+03 1.334000E+03 2.390000E+02 8.450000E+02
4.700000E-03 912216 2.454200E+04 2.606000E+03 1.373000E+03 2.450000E+02 8.620000E+02
4.800000E-03 931710 2.511100E+04 2.646000E+03 1.396000E+03 2.460000E+02 8.810000E+02
4.900000E-03 950987 2.563200E+04 2.739000E+03 1.445000E+03 2.490000E+02 8.940000E+02
5.000000E-03 970263 2.615100E+04 2.789000E+03 1.476000E+03 2.500000E+02 9.140000E+02
5.100000E-03 989540 2.674500E+04 2.843000E+03 1.509000E+03 2.560000E+02 9.220000E+02
