 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18836 3.700000E+01 0.000000E+00 0.000000E+00 0.000000E+00 8.700000E+01
2.000000E-04 37511 2.280000E+02 0.000000E+00 6.000000E+00 1.200000E+01 1.670000E+02
3.000000E-04 56536 5.700000E+02 8.000000E+00 1.800000E+01 2.600000E+01 2.360000E+02
4.000000E-04 75610 1.047000E+03 2.800000E+01 2.400000E+01 3.600000E+01 2.880000E+02
5.000000E-04 95230 1.582000E+03 7.000000E+01 4.600000E+01 5.200000E+01 3.150000E+02
6.000000E-04 114837 2.185000E+03 1.660000E+02 6.400000E+01 5.200000E+01 3.380000E+02
7.000000E-04 134146 2.755000E+03 2.260000E+02 8.000000E+01 5.700000E+01 3.590000E+02
8.000000E-04 153545 3.330000E+03 2.600000E+02 1.000000E+02 5.900000E+01 3.810000E+02
9.000000E-04 172819 3.864000E+03 3.100000E+02 1.180000E+02 5.900000E+01 4.110000E+02
1.000000E-03 192550 4.456000E+03 3.790000E+02 1.400000E+02 6.600000E+01 4.270000E+02
1.100000E-03 212142 5.059000E+03 4.180000E+02 1.540000E+02 6.600000E+01 4.430000E+02
1.200000E-03 231844 5.642000E+03 4.630000E+02 1.830000E+02 6.700000E+01 4.590000E+02
1.300000E-03 251371 6.262000E+03 5.570000E+02 2.120000E+02 6.700000E+01 4.670000E+02
1.400000E-03 270867 6.852000E+03 6.490000E+02 2.380000E+02 7.900000E+01 4.940000E+02
1.500000E-03 290308 7.411000E+03 6.970000E+02 2.610000E+02 8.700000E+01 5.100000E+02
1.600000E-03 309759 7.921000E+03 7.420000E+02 2.770000E+02 9.300000E+01 5.430000E+02
1.700000E-03 329348 8.464000E+03 8.050000E+02 3.130000E+02 9.500000E+01 5.530000E+02
1.800000E-03 348920 9.013000E+03 8.520000E+02 3.400000E+02 9.900000E+01 5.690000E+02
1.900000E-03 368426 9.611000E+03 9.230000E+02 3.620000E+02 9.900000E+01 5.790000E+02
2.000000E-03 387814 1.014700E+04 9.540000E+02 3.980000E+02 1.000000E+02 5.780000E+02
2.100000E-03 407258 1.067700E+04 1.008000E+03 4.240000E+02 1.010000E+02 5.990000E+02
2.200000E-03 426629 1.117700E+04 1.044000E+03 4.550000E+02 1.060000E+02 6.110000E+02
2.300000E-03 445896 1.171900E+04 1.098000E+03 4.810000E+02 1.230000E+02 6.200000E+02
2.400000E-03 465344 1.230500E+04 1.153000E+03 5.190000E+02 1.300000E+02 6.210000E+02
2.500000E-03 484881 1.290400E+04 1.212000E+03 5.440000E+02 1.300000E+02 6.350000E+02
2.600000E-03 504440 1.351900E+04 1.320000E+03 5.760000E+02 1.340000E+02 6.460000E+02
2.700000E-03 523592 1.404600E+04 1.378000E+03 6.100000E+02 1.350000E+02 6.730000E+02
2.800000E-03 543080 1.458300E+04 1.410000E+03 6.410000E+02 1.480000E+02 6.810000E+02
2.900000E-03 562704 1.515600E+04 1.440000E+03 6.780000E+02 1.480000E+02 6.850000E+02
3.000000E-03 581974 1.571100E+04 1.539000E+03 7.060000E+02 1.480000E+02 6.920000E+02
3.100000E-03 601117 1.626800E+04 1.592000E+03 7.330000E+02 1.510000E+02 7.150000E+02
3.200000E-03 620410 1.684200E+04 1.618000E+03 7.820000E+02 1.510000E+02 7.150000E+02
3.300000E-03 639796 1.744200E+04 1.676000E+03 8.270000E+02 1.560000E+02 7.210000E+02
