 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18812 3.600000E+01 0.000000E+00 0.000000E+00 6.000000E+00 7.900000E+01
2.000000E-04 37581 1.980000E+02 2.000000E+00 8.000000E+00 6.000000E+00 1.810000E+02
3.000000E-04 56359 5.130000E+02 2.000000E+00 1.200000E+01 1.200000E+01 2.460000E+02
4.000000E-04 75512 9.340000E+02 2.800000E+01 2.200000E+01 1.200000E+01 3.040000E+02
5.000000E-04 94744 1.480000E+03 7.000000E+01 3.200000E+01 1.900000E+01 3.370000E+02
6.000000E-04 114324 2.072000E+03 1.390000E+02 5.400000E+01 2.300000E+01 3.570000E+02
7.000000E-04 133997 2.654000E+03 1.790000E+02 7.000000E+01 2.500000E+01 3.780000E+02
8.000000E-04 153717 3.281000E+03 2.100000E+02 9.600000E+01 2.700000E+01 3.880000E+02
9.000000E-04 173273 3.839000E+03 2.670000E+02 1.140000E+02 3.800000E+01 4.010000E+02
1.000000E-03 193068 4.416000E+03 3.400000E+02 1.340000E+02 4.400000E+01 4.180000E+02
1.100000E-03 212462 4.999000E+03 3.750000E+02 1.600000E+02 4.400000E+01 4.330000E+02
1.200000E-03 231892 5.590000E+03 4.570000E+02 1.780000E+02 4.600000E+01 4.480000E+02
1.300000E-03 251458 6.185000E+03 5.190000E+02 1.980000E+02 4.900000E+01 4.690000E+02
1.400000E-03 271060 6.794000E+03 5.840000E+02 2.270000E+02 4.900000E+01 4.820000E+02
1.500000E-03 290717 7.336000E+03 6.250000E+02 2.530000E+02 5.300000E+01 5.050000E+02
1.600000E-03 310064 7.922000E+03 6.750000E+02 2.940000E+02 5.400000E+01 5.150000E+02
1.700000E-03 329644 8.487000E+03 7.220000E+02 3.140000E+02 5.400000E+01 5.460000E+02
1.800000E-03 349441 9.053000E+03 7.620000E+02 3.380000E+02 6.000000E+01 5.510000E+02
1.900000E-03 368763 9.648000E+03 8.420000E+02 3.690000E+02 6.000000E+01 5.640000E+02
2.000000E-03 388175 1.021800E+04 8.870000E+02 3.960000E+02 6.000000E+01 5.740000E+02
2.100000E-03 407845 1.077700E+04 9.410000E+02 4.230000E+02 6.000000E+01 5.920000E+02
2.200000E-03 427131 1.133400E+04 9.800000E+02 4.440000E+02 6.100000E+01 6.040000E+02
2.300000E-03 446819 1.194800E+04 1.049000E+03 4.660000E+02 6.800000E+01 6.160000E+02
2.400000E-03 466271 1.254800E+04 1.110000E+03 5.030000E+02 7.900000E+01 6.230000E+02
2.500000E-03 485748 1.314700E+04 1.183000E+03 5.420000E+02 9.000000E+01 6.310000E+02
2.600000E-03 505408 1.370100E+04 1.207000E+03 5.720000E+02 9.800000E+01 6.420000E+02
2.700000E-03 524785 1.424200E+04 1.265000E+03 6.040000E+02 1.060000E+02 6.460000E+02
2.800000E-03 544362 1.481000E+04 1.314000E+03 6.410000E+02 1.060000E+02 6.600000E+02
2.900000E-03 563762 1.534900E+04 1.396000E+03 6.730000E+02 1.080000E+02 6.660000E+02
3.000000E-03 583001 1.587300E+04 1.466000E+03 6.950000E+02 1.110000E+02 6.760000E+02
3.100000E-03 602389 1.648100E+04 1.555000E+03 7.410000E+02 1.140000E+02 6.910000E+02
3.200000E-03 622009 1.699700E+04 1.616000E+03 7.770000E+02 1.200000E+02 7.180000E+02
3.300000E-03 641693 1.756200E+04 1.714000E+03 8.210000E+02 1.330000E+02 7.330000E+02
3.400000E-03 660990 1.811700E+04 1.771000E+03 8.560000E+02 1.390000E+02 7.520000E+02
3.500000E-03 680359 1.865000E+04 1.858000E+03 8.850000E+02 1.430000E+02 7.690000E+02
3.600000E-03 699823 1.921500E+04 1.907000E+03 9.180000E+02 1.460000E+02 7.840000E+02
3.700000E-03 719478 1.980400E+04 1.963000E+03 9.550000E+02 1.530000E+02 8.010000E+02
3.800000E-03 738847 2.039100E+04 2.008000E+03 9.960000E+02 1.560000E+02 8.040000E+02
3.900000E-03 758371 2.097100E+04 2.053000E+03 1.024000E+03 1.590000E+02 8.210000E+02
4.000000E-03 778130 2.159300E+04 2.151000E+03 1.064000E+03 1.650000E+02 8.270000E+02
4.100000E-03 797558 2.220700E+04 2.190000E+03 1.100000E+03 1.670000E+02 8.420000E+02
4.200000E-03 816980 2.281500E+04 2.231000E+03 1.135000E+03 1.770000E+02 8.520000E+02
4.300000E-03 836947 2.339300E+04 2.318000E+03 1.174000E+03 1.830000E+02 8.580000E+02
