 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18968 3.400000E+01 0.000000E+00 0.000000E+00 0.000000E+00 8.000000E+01
2.000000E-04 37931 1.910000E+02 0.000000E+00 2.000000E+00 8.000000E+00 1.670000E+02
3.000000E-04 57126 5.330000E+02 4.000000E+00 4.000000E+00 8.000000E+00 2.330000E+02
4.000000E-04 76396 9.560000E+02 1.900000E+01 2.200000E+01 1.000000E+01 2.930000E+02
5.000000E-04 95675 1.498000E+03 4.900000E+01 4.200000E+01 1.000000E+01 3.290000E+02
6.000000E-04 115122 2.088000E+03 8.100000E+01 5.400000E+01 1.000000E+01 3.440000E+02
7.000000E-04 134517 2.672000E+03 1.430000E+02 6.600000E+01 1.600000E+01 3.670000E+02
8.000000E-04 154319 3.219000E+03 1.800000E+02 8.600000E+01 2.100000E+01 3.870000E+02
9.000000E-04 173880 3.735000E+03 2.390000E+02 1.040000E+02 2.100000E+01 3.980000E+02
1.000000E-03 193266 4.331000E+03 2.930000E+02 1.200000E+02 2.100000E+01 4.220000E+02
1.100000E-03 212806 4.947000E+03 3.360000E+02 1.520000E+02 3.000000E+01 4.280000E+02
1.200000E-03 232208 5.488000E+03 3.680000E+02 1.820000E+02 3.600000E+01 4.290000E+02
1.300000E-03 251756 6.076000E+03 4.020000E+02 2.030000E+02 3.600000E+01 4.380000E+02
1.400000E-03 271451 6.706000E+03 4.590000E+02 2.170000E+02 5.100000E+01 4.540000E+02
1.500000E-03 290899 7.239000E+03 5.010000E+02 2.330000E+02 5.400000E+01 4.730000E+02
1.600000E-03 310080 7.799000E+03 5.990000E+02 2.470000E+02 6.500000E+01 4.880000E+02
1.700000E-03 329788 8.457000E+03 6.600000E+02 2.750000E+02 6.600000E+01 5.130000E+02
1.800000E-03 349306 9.039000E+03 6.930000E+02 2.890000E+02 9.300000E+01 5.310000E+02
1.900000E-03 368774 9.574000E+03 7.540000E+02 3.070000E+02 9.700000E+01 5.400000E+02
2.000000E-03 388286 1.015100E+04 8.030000E+02 3.300000E+02 9.800000E+01 5.480000E+02
2.100000E-03 407798 1.072800E+04 8.670000E+02 3.490000E+02 1.030000E+02 5.690000E+02
2.200000E-03 427307 1.128700E+04 9.280000E+02 3.680000E+02 1.030000E+02 5.890000E+02
2.300000E-03 446918 1.183000E+04 1.000000E+03 4.120000E+02 1.090000E+02 5.970000E+02
2.400000E-03 466496 1.244100E+04 1.061000E+03 4.440000E+02 1.140000E+02 6.070000E+02
2.500000E-03 486164 1.300800E+04 1.136000E+03 4.760000E+02 1.240000E+02 6.220000E+02
2.600000E-03 505728 1.356200E+04 1.239000E+03 5.190000E+02 1.320000E+02 6.290000E+02
2.700000E-03 525018 1.412000E+04 1.318000E+03 5.410000E+02 1.460000E+02 6.490000E+02
2.800000E-03 544412 1.468700E+04 1.377000E+03 5.780000E+02 1.460000E+02 6.680000E+02
