 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20246 3.590000E+02 0.000000E+00 0.000000E+00 0.000000E+00 7.500000E+01
2.000000E-04 41286 1.674000E+03 1.000000E+01 6.000000E+00 1.200000E+01 1.680000E+02
3.000000E-04 63100 3.767000E+03 4.500000E+01 1.400000E+01 3.600000E+01 2.450000E+02
4.000000E-04 85135 6.248000E+03 1.560000E+02 2.200000E+01 4.400000E+01 3.020000E+02
5.000000E-04 108035 9.020000E+03 3.120000E+02 5.000000E+01 4.400000E+01 3.570000E+02
6.000000E-04 130703 1.175400E+04 4.710000E+02 8.000000E+01 4.800000E+01 4.170000E+02
7.000000E-04 153342 1.446800E+04 6.530000E+02 1.040000E+02 5.000000E+01 4.780000E+02
8.000000E-04 176110 1.724200E+04 7.740000E+02 1.280000E+02 5.300000E+01 5.340000E+02
9.000000E-04 198763 2.004100E+04 9.210000E+02 1.540000E+02 7.100000E+01 5.920000E+02
1.000000E-03 221598 2.292200E+04 1.040000E+03 1.780000E+02 8.600000E+01 6.430000E+02
1.100000E-03 244405 2.576600E+04 1.162000E+03 2.070000E+02 9.900000E+01 6.950000E+02
1.200000E-03 266930 2.862000E+04 1.291000E+03 2.440000E+02 1.140000E+02 7.620000E+02
1.300000E-03 289570 3.147100E+04 1.514000E+03 2.820000E+02 1.140000E+02 8.240000E+02
1.400000E-03 312225 3.415600E+04 1.626000E+03 3.170000E+02 1.350000E+02 8.750000E+02
1.500000E-03 335015 3.696300E+04 1.733000E+03 3.600000E+02 1.480000E+02 9.160000E+02
1.600000E-03 357800 3.982400E+04 1.906000E+03 4.000000E+02 1.550000E+02 9.670000E+02
1.700000E-03 380402 4.269800E+04 2.029000E+03 4.400000E+02 1.590000E+02 1.009000E+03
1.800000E-03 402832 4.558800E+04 2.180000E+03 4.860000E+02 1.670000E+02 1.053000E+03
1.900000E-03 425645 4.844800E+04 2.341000E+03 5.270000E+02 2.070000E+02 1.092000E+03
2.000000E-03 448202 5.127900E+04 2.456000E+03 5.930000E+02 2.150000E+02 1.140000E+03
2.100000E-03 470819 5.414700E+04 2.560000E+03 6.490000E+02 2.150000E+02 1.180000E+03
2.200000E-03 493550 5.691700E+04 2.721000E+03 7.190000E+02 2.190000E+02 1.198000E+03
2.300000E-03 516315 5.979100E+04 2.807000E+03 7.750000E+02 2.430000E+02 1.230000E+03
2.400000E-03 539203 6.257200E+04 2.967000E+03 8.280000E+02 2.540000E+02 1.267000E+03
2.500000E-03 562204 6.542000E+04 3.147000E+03 9.040000E+02 2.810000E+02 1.301000E+03
2.600000E-03 584781 6.823900E+04 3.291000E+03 9.800000E+02 2.830000E+02 1.336000E+03
2.700000E-03 607469 7.110900E+04 3.429000E+03 1.045000E+03 3.010000E+02 1.379000E+03
2.800000E-03 630292 7.390000E+04 3.573000E+03 1.112000E+03 3.210000E+02 1.413000E+03
2.900000E-03 652817 7.672500E+04 3.694000E+03 1.193000E+03 3.360000E+02 1.423000E+03
3.000000E-03 675562 7.950900E+04 3.907000E+03 1.272000E+03 3.530000E+02 1.439000E+03
3.100000E-03 698477 8.234900E+04 4.012000E+03 1.345000E+03 3.740000E+02 1.473000E+03
3.200000E-03 721562 8.532900E+04 4.139000E+03 1.407000E+03 3.830000E+02 1.506000E+03
3.300000E-03 744173 8.819900E+04 4.253000E+03 1.505000E+03 3.980000E+02 1.530000E+03
3.400000E-03 766910 9.106500E+04 4.367000E+03 1.575000E+03 4.050000E+02 1.558000E+03
3.500000E-03 789855 9.391100E+04 4.534000E+03 1.647000E+03 4.460000E+02 1.573000E+03
3.600000E-03 812530 9.680500E+04 4.702000E+03 1.720000E+03 4.600000E+02 1.608000E+03
3.700000E-03 835206 9.961300E+04 4.848000E+03 1.806000E+03 4.750000E+02 1.629000E+03
3.800000E-03 857851 1.024270E+05 4.996000E+03 1.875000E+03 5.040000E+02 1.664000E+03
3.900000E-03 880631 1.053360E+05 5.112000E+03 1.936000E+03 5.070000E+02 1.702000E+03
4.000000E-03 903199 1.081140E+05 5.296000E+03 2.002000E+03 5.170000E+02 1.735000E+03
4.100000E-03 925740 1.109800E+05 5.456000E+03 2.090000E+03 5.340000E+02 1.761000E+03
4.200000E-03 948947 1.138760E+05 5.616000E+03 2.171000E+03 5.450000E+02 1.799000E+03
