 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20565 3.360000E+02 0.000000E+00 4.000000E+00 0.000000E+00 6.200000E+01
2.000000E-04 41722 1.726000E+03 1.700000E+01 6.000000E+00 8.000000E+00 1.540000E+02
3.000000E-04 63510 3.773000E+03 7.700000E+01 1.800000E+01 1.800000E+01 2.270000E+02
4.000000E-04 85724 6.227000E+03 1.850000E+02 3.400000E+01 3.500000E+01 2.820000E+02
5.000000E-04 108316 8.916000E+03 3.690000E+02 5.000000E+01 4.900000E+01 3.600000E+02
6.000000E-04 131037 1.172500E+04 4.660000E+02 7.800000E+01 5.500000E+01 4.260000E+02
7.000000E-04 153867 1.448400E+04 6.370000E+02 1.040000E+02 6.200000E+01 4.750000E+02
8.000000E-04 176420 1.729200E+04 7.590000E+02 1.230000E+02 7.000000E+01 5.370000E+02
9.000000E-04 199558 2.010000E+04 8.600000E+02 1.470000E+02 9.300000E+01 5.960000E+02
1.000000E-03 222270 2.293300E+04 1.040000E+03 1.890000E+02 1.010000E+02 6.390000E+02
1.100000E-03 245264 2.573800E+04 1.186000E+03 2.270000E+02 1.170000E+02 6.890000E+02
1.200000E-03 267909 2.858400E+04 1.302000E+03 2.600000E+02 1.340000E+02 7.390000E+02
1.300000E-03 290628 3.134100E+04 1.474000E+03 3.170000E+02 1.440000E+02 7.890000E+02
1.400000E-03 313437 3.413000E+04 1.630000E+03 3.470000E+02 1.630000E+02 8.330000E+02
1.500000E-03 336177 3.690600E+04 1.726000E+03 3.910000E+02 1.730000E+02 8.720000E+02
1.600000E-03 358471 3.958600E+04 1.875000E+03 4.170000E+02 1.830000E+02 9.220000E+02
1.700000E-03 381158 4.242300E+04 2.011000E+03 4.580000E+02 1.930000E+02 9.720000E+02
1.800000E-03 403569 4.522800E+04 2.140000E+03 4.990000E+02 2.020000E+02 1.024000E+03
1.900000E-03 426000 4.807900E+04 2.283000E+03 5.450000E+02 2.110000E+02 1.067000E+03
2.000000E-03 448713 5.088800E+04 2.415000E+03 6.080000E+02 2.200000E+02 1.106000E+03
2.100000E-03 471427 5.365100E+04 2.562000E+03 6.640000E+02 2.540000E+02 1.126000E+03
2.200000E-03 494167 5.645600E+04 2.701000E+03 7.190000E+02 2.700000E+02 1.152000E+03
2.300000E-03 516980 5.918600E+04 2.874000E+03 7.980000E+02 3.090000E+02 1.189000E+03
2.400000E-03 539769 6.204300E+04 2.995000E+03 8.710000E+02 3.230000E+02 1.213000E+03
2.500000E-03 562392 6.485000E+04 3.137000E+03 9.390000E+02 3.330000E+02 1.259000E+03
2.600000E-03 585072 6.762200E+04 3.288000E+03 1.001000E+03 3.410000E+02 1.294000E+03
