 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20325 3.830000E+02 0.000000E+00 0.000000E+00 8.000000E+00 8.500000E+01
2.000000E-04 41395 1.741000E+03 1.000000E+01 4.000000E+00 8.000000E+00 1.940000E+02
3.000000E-04 63536 3.956000E+03 7.300000E+01 1.000000E+01 1.000000E+01 2.760000E+02
4.000000E-04 86058 6.524000E+03 1.780000E+02 2.800000E+01 2.600000E+01 3.410000E+02
5.000000E-04 108499 9.113000E+03 4.210000E+02 4.700000E+01 3.200000E+01 4.080000E+02
6.000000E-04 131286 1.191900E+04 6.050000E+02 7.500000E+01 5.800000E+01 4.570000E+02
7.000000E-04 153971 1.479800E+04 7.070000E+02 8.900000E+01 7.500000E+01 5.120000E+02
8.000000E-04 176303 1.753300E+04 8.080000E+02 1.090000E+02 9.700000E+01 5.650000E+02
9.000000E-04 199259 2.039700E+04 9.680000E+02 1.300000E+02 1.120000E+02 6.280000E+02
1.000000E-03 221930 2.317500E+04 1.150000E+03 1.630000E+02 1.280000E+02 6.720000E+02
1.100000E-03 244111 2.586000E+04 1.248000E+03 1.990000E+02 1.420000E+02 7.150000E+02
1.200000E-03 266661 2.866400E+04 1.330000E+03 2.380000E+02 1.610000E+02 7.620000E+02
1.300000E-03 289537 3.167700E+04 1.526000E+03 2.800000E+02 1.790000E+02 8.060000E+02
1.400000E-03 312283 3.453900E+04 1.661000E+03 3.240000E+02 1.810000E+02 8.570000E+02
1.500000E-03 335167 3.754000E+04 1.764000E+03 3.760000E+02 1.890000E+02 9.040000E+02
1.600000E-03 357902 4.038500E+04 1.876000E+03 4.220000E+02 1.980000E+02 9.370000E+02
1.700000E-03 380577 4.315800E+04 2.056000E+03 4.770000E+02 2.040000E+02 9.820000E+02
1.800000E-03 403339 4.596300E+04 2.187000E+03 5.250000E+02 2.100000E+02 1.033000E+03
1.900000E-03 425680 4.878400E+04 2.340000E+03 5.810000E+02 2.200000E+02 1.068000E+03
2.000000E-03 448776 5.168800E+04 2.507000E+03 6.270000E+02 2.200000E+02 1.117000E+03
2.100000E-03 471715 5.456500E+04 2.616000E+03 6.910000E+02 2.410000E+02 1.155000E+03
2.200000E-03 494433 5.731600E+04 2.806000E+03 7.250000E+02 2.420000E+02 1.202000E+03
2.300000E-03 517133 6.020200E+04 2.886000E+03 7.770000E+02 2.620000E+02 1.246000E+03
2.400000E-03 539723 6.301200E+04 3.095000E+03 8.350000E+02 2.770000E+02 1.287000E+03
2.500000E-03 562343 6.576200E+04 3.190000E+03 8.790000E+02 2.910000E+02 1.329000E+03
2.600000E-03 584909 6.862400E+04 3.322000E+03 9.430000E+02 3.020000E+02 1.355000E+03
2.700000E-03 607531 7.130600E+04 3.446000E+03 1.023000E+03 3.090000E+02 1.387000E+03
2.800000E-03 630605 7.415900E+04 3.563000E+03 1.090000E+03 3.090000E+02 1.424000E+03
2.900000E-03 653125 7.696600E+04 3.724000E+03 1.154000E+03 3.400000E+02 1.455000E+03
3.000000E-03 675910 7.984100E+04 3.864000E+03 1.234000E+03 3.620000E+02 1.486000E+03
3.100000E-03 698934 8.271100E+04 4.017000E+03 1.290000E+03 3.660000E+02 1.518000E+03
3.200000E-03 721668 8.556000E+04 4.171000E+03 1.357000E+03 4.000000E+02 1.556000E+03
3.300000E-03 744579 8.839600E+04 4.369000E+03 1.436000E+03 4.240000E+02 1.572000E+03
3.400000E-03 767187 9.116800E+04 4.495000E+03 1.524000E+03 4.390000E+02 1.606000E+03
3.500000E-03 790115 9.404300E+04 4.618000E+03 1.590000E+03 4.560000E+02 1.634000E+03
3.600000E-03 812910 9.687500E+04 4.773000E+03 1.666000E+03 4.630000E+02 1.668000E+03
3.700000E-03 835721 9.977800E+04 4.906000E+03 1.752000E+03 4.790000E+02 1.686000E+03
3.800000E-03 858419 1.025250E+05 5.048000E+03 1.834000E+03 4.840000E+02 1.723000E+03
3.900000E-03 880919 1.053040E+05 5.162000E+03 1.946000E+03 4.900000E+02 1.734000E+03
4.000000E-03 903571 1.082230E+05 5.338000E+03 2.018000E+03 4.980000E+02 1.752000E+03
4.100000E-03 926291 1.110750E+05 5.428000E+03 2.090000E+03 5.060000E+02 1.789000E+03
4.200000E-03 949096 1.138420E+05 5.578000E+03 2.181000E+03 5.330000E+02 1.798000E+03
4.300000E-03 971845 1.165140E+05 5.741000E+03 2.265000E+03 5.450000E+02 1.816000E+03
4.400000E-03 994597 1.193220E+05 5.900000E+03 2.347000E+03 5.730000E+02 1.834000E+03
4.500000E-03 1017524 1.222580E+05 6.039000E+03 2.439000E+03 5.900000E+02 1.855000E+03
4.600000E-03 1040007 1.250480E+05 6.155000E+03 2.530000E+03 5.990000E+02 1.892000E+03
4.700000E-03 1062607 1.278660E+05 6.329000E+03 2.622000E+03 6.160000E+02 1.919000E+03
4.800000E-03 1085459 1.306810E+05 6.498000E+03 2.724000E+03 6.260000E+02 1.936000E+03
4.900000E-03 1108156 1.334690E+05 6.625000E+03 2.803000E+03 6.330000E+02 1.967000E+03
5.000000E-03 1130816 1.362890E+05 6.811000E+03 2.895000E+03 6.350000E+02 1.978000E+03
5.100000E-03 1153461 1.391350E+05 6.937000E+03 2.990000E+03 6.470000E+02 1.996000E+03
5.200000E-03 1175883 1.419930E+05 7.091000E+03 3.085000E+03 6.530000E+02 2.022000E+03
5.300000E-03 1198555 1.447950E+05 7.176000E+03 3.174000E+03 6.600000E+02 2.048000E+03
