 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 19045 3.500000E+01 0.000000E+00 0.000000E+00 0.000000E+00 8.400000E+01
2.000000E-04 37826 1.820000E+02 9.000000E+00 6.000000E+00 6.000000E+00 1.680000E+02
3.000000E-04 56862 5.050000E+02 1.500000E+01 2.000000E+01 6.000000E+00 2.450000E+02
4.000000E-04 76022 8.990000E+02 4.400000E+01 3.600000E+01 1.000000E+01 3.010000E+02
5.000000E-04 95440 1.445000E+03 5.900000E+01 4.800000E+01 1.000000E+01 3.360000E+02
6.000000E-04 114708 1.983000E+03 1.320000E+02 7.600000E+01 1.400000E+01 3.540000E+02
7.000000E-04 134128 2.494000E+03 1.930000E+02 1.040000E+02 2.300000E+01 3.710000E+02
8.000000E-04 153762 3.049000E+03 2.970000E+02 1.120000E+02 3.400000E+01 3.980000E+02
9.000000E-04 173286 3.590000E+03 3.440000E+02 1.320000E+02 3.400000E+01 4.230000E+02
1.000000E-03 192946 4.063000E+03 3.790000E+02 1.610000E+02 3.500000E+01 4.420000E+02
1.100000E-03 212319 4.610000E+03 4.410000E+02 1.690000E+02 3.900000E+01 4.620000E+02
1.200000E-03 231690 5.139000E+03 5.050000E+02 1.890000E+02 3.900000E+01 4.740000E+02
1.300000E-03 251518 5.732000E+03 5.490000E+02 2.070000E+02 3.900000E+01 4.890000E+02
1.400000E-03 270760 6.312000E+03 6.210000E+02 2.410000E+02 3.900000E+01 5.060000E+02
1.500000E-03 290332 6.847000E+03 7.080000E+02 2.700000E+02 4.100000E+01 5.230000E+02
1.600000E-03 309547 7.390000E+03 7.390000E+02 2.970000E+02 4.100000E+01 5.440000E+02
1.700000E-03 328904 7.946000E+03 8.320000E+02 3.280000E+02 4.100000E+01 5.660000E+02
1.800000E-03 348578 8.516000E+03 9.090000E+02 3.660000E+02 4.100000E+01 5.800000E+02
1.900000E-03 367908 9.074000E+03 9.810000E+02 3.900000E+02 4.100000E+01 6.040000E+02
2.000000E-03 387123 9.617000E+03 1.024000E+03 4.290000E+02 4.900000E+01 6.170000E+02
2.100000E-03 406786 1.020100E+04 1.074000E+03 4.600000E+02 5.100000E+01 6.370000E+02
2.200000E-03 426256 1.076800E+04 1.124000E+03 4.850000E+02 6.000000E+01 6.530000E+02
2.300000E-03 445951 1.135400E+04 1.159000E+03 5.190000E+02 8.400000E+01 6.590000E+02
2.400000E-03 465409 1.190400E+04 1.211000E+03 5.640000E+02 8.800000E+01 6.530000E+02
2.500000E-03 485006 1.250600E+04 1.285000E+03 6.030000E+02 9.600000E+01 6.590000E+02
2.600000E-03 504430 1.313000E+04 1.367000E+03 6.310000E+02 9.600000E+01 6.690000E+02
2.700000E-03 524051 1.372400E+04 1.440000E+03 6.520000E+02 9.600000E+01 6.840000E+02
2.800000E-03 543748 1.427700E+04 1.482000E+03 6.880000E+02 1.050000E+02 6.960000E+02
2.900000E-03 563212 1.486600E+04 1.532000E+03 7.200000E+02 1.060000E+02 7.160000E+02
3.000000E-03 582763 1.544800E+04 1.587000E+03 7.430000E+02 1.150000E+02 7.350000E+02
3.100000E-03 601996 1.600900E+04 1.640000E+03 7.750000E+02 1.150000E+02 7.500000E+02
