 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20753 3.550000E+02 0.000000E+00 0.000000E+00 1.000000E+01 7.600000E+01
2.000000E-04 42135 1.667000E+03 1.800000E+01 0.000000E+00 2.000000E+01 1.700000E+02
3.000000E-04 64012 3.816000E+03 9.900000E+01 1.000000E+01 2.000000E+01 2.520000E+02
4.000000E-04 86035 6.350000E+03 2.030000E+02 3.000000E+01 3.000000E+01 3.110000E+02
5.000000E-04 108491 9.096000E+03 3.150000E+02 5.000000E+01 4.300000E+01 3.750000E+02
6.000000E-04 131141 1.173600E+04 4.530000E+02 7.200000E+01 4.700000E+01 4.400000E+02
7.000000E-04 153910 1.456400E+04 5.870000E+02 9.400000E+01 5.800000E+01 4.810000E+02
8.000000E-04 176522 1.732600E+04 7.420000E+02 1.140000E+02 7.400000E+01 5.370000E+02
9.000000E-04 199391 2.011600E+04 8.580000E+02 1.550000E+02 9.900000E+01 5.820000E+02
1.000000E-03 222479 2.303600E+04 1.001000E+03 1.910000E+02 1.210000E+02 6.330000E+02
1.100000E-03 245236 2.577100E+04 1.162000E+03 2.360000E+02 1.320000E+02 6.740000E+02
1.200000E-03 267987 2.858900E+04 1.309000E+03 2.690000E+02 1.350000E+02 7.250000E+02
1.300000E-03 290771 3.131200E+04 1.460000E+03 2.920000E+02 1.600000E+02 7.780000E+02
1.400000E-03 313247 3.411500E+04 1.634000E+03 3.280000E+02 1.850000E+02 8.220000E+02
1.500000E-03 335774 3.696500E+04 1.776000E+03 3.640000E+02 2.110000E+02 8.820000E+02
1.600000E-03 358530 3.975800E+04 1.908000E+03 4.100000E+02 2.380000E+02 9.270000E+02
1.700000E-03 381276 4.267900E+04 2.043000E+03 4.530000E+02 2.510000E+02 9.640000E+02
1.800000E-03 403824 4.541600E+04 2.240000E+03 5.040000E+02 2.620000E+02 1.014000E+03
1.900000E-03 426400 4.806700E+04 2.372000E+03 5.690000E+02 2.770000E+02 1.065000E+03
2.000000E-03 449239 5.094800E+04 2.487000E+03 6.070000E+02 3.010000E+02 1.105000E+03
2.100000E-03 471857 5.376400E+04 2.646000E+03 6.510000E+02 3.100000E+02 1.135000E+03
2.200000E-03 494710 5.655000E+04 2.787000E+03 7.120000E+02 3.150000E+02 1.177000E+03
2.300000E-03 517472 5.943700E+04 2.979000E+03 7.640000E+02 3.360000E+02 1.217000E+03
2.400000E-03 540317 6.235700E+04 3.127000E+03 8.380000E+02 3.480000E+02 1.246000E+03
2.500000E-03 563029 6.520100E+04 3.221000E+03 8.920000E+02 3.480000E+02 1.283000E+03
2.600000E-03 585764 6.798900E+04 3.346000E+03 9.570000E+02 3.760000E+02 1.310000E+03
2.700000E-03 608668 7.086600E+04 3.488000E+03 1.030000E+03 3.870000E+02 1.336000E+03
2.800000E-03 631398 7.370700E+04 3.621000E+03 1.092000E+03 4.040000E+02 1.381000E+03
2.900000E-03 654239 7.656100E+04 3.766000E+03 1.155000E+03 4.200000E+02 1.403000E+03
3.000000E-03 677035 7.929200E+04 3.911000E+03 1.219000E+03 4.260000E+02 1.438000E+03
3.100000E-03 699354 8.190800E+04 3.963000E+03 1.300000E+03 4.310000E+02 1.471000E+03
3.200000E-03 722479 8.471000E+04 4.119000E+03 1.378000E+03 4.440000E+02 1.497000E+03
3.300000E-03 745365 8.768900E+04 4.267000E+03 1.436000E+03 4.540000E+02 1.525000E+03
3.400000E-03 768014 9.050600E+04 4.416000E+03 1.506000E+03 4.630000E+02 1.560000E+03
3.500000E-03 790612 9.333700E+04 4.570000E+03 1.576000E+03 4.910000E+02 1.584000E+03
3.600000E-03 813325 9.619400E+04 4.741000E+03 1.664000E+03 5.220000E+02 1.609000E+03
3.700000E-03 835973 9.895400E+04 4.859000E+03 1.734000E+03 5.320000E+02 1.641000E+03
3.800000E-03 858544 1.017790E+05 4.997000E+03 1.809000E+03 5.320000E+02 1.669000E+03
3.900000E-03 881084 1.046320E+05 5.111000E+03 1.878000E+03 5.410000E+02 1.688000E+03
4.000000E-03 903563 1.073420E+05 5.267000E+03 1.952000E+03 5.540000E+02 1.706000E+03
4.100000E-03 926213 1.100960E+05 5.424000E+03 2.034000E+03 5.730000E+02 1.737000E+03
4.200000E-03 948742 1.129160E+05 5.590000E+03 2.138000E+03 5.890000E+02 1.758000E+03
4.300000E-03 971467 1.157450E+05 5.722000E+03 2.234000E+03 6.060000E+02 1.775000E+03
4.400000E-03 994239 1.185340E+05 5.850000E+03 2.342000E+03 6.200000E+02 1.798000E+03
4.500000E-03 1016935 1.212720E+05 6.024000E+03 2.438000E+03 6.400000E+02 1.813000E+03
4.600000E-03 1039825 1.241470E+05 6.125000E+03 2.533000E+03 6.550000E+02 1.826000E+03
4.700000E-03 1062518 1.269080E+05 6.300000E+03 2.622000E+03 6.660000E+02 1.846000E+03
4.800000E-03 1085255 1.297300E+05 6.460000E+03 2.716000E+03 6.830000E+02 1.866000E+03
4.900000E-03 1108066 1.325430E+05 6.548000E+03 2.812000E+03 6.930000E+02 1.895000E+03
5.000000E-03 1130718 1.353230E+05 6.683000E+03 2.881000E+03 6.960000E+02 1.926000E+03
5.100000E-03 1153092 1.380210E+05 6.854000E+03 2.964000E+03 7.040000E+02 1.957000E+03
5.200000E-03 1175623 1.406950E+05 7.029000E+03 3.056000E+03 7.080000E+02 1.961000E+03
5.300000E-03 1198272 1.434400E+05 7.108000E+03 3.163000E+03 7.370000E+02 1.986000E+03
5.400000E-03 1220771 1.462460E+05 7.291000E+03 3.275000E+03 7.620000E+02 1.989000E+03
5.500000E-03 1243928 1.491310E+05 7.401000E+03 3.368000E+03 7.760000E+02 2.009000E+03
5.600000E-03 1266458 1.519400E+05 7.570000E+03 3.486000E+03 7.880000E+02 2.025000E+03
5.700000E-03 1289232 1.547240E+05 7.734000E+03 3.553000E+03 7.990000E+02 2.046000E+03
5.800000E-03 1312165 1.575490E+05 7.881000E+03 3.623000E+03 8.010000E+02 2.070000E+03
5.900000E-03 1334754 1.602980E+05 7.975000E+03 3.725000E+03 8.220000E+02 2.082000E+03
6.000000E-03 1357679 1.631480E+05 8.146000E+03 3.838000E+03 8.290000E+02 2.103000E+03
6.100000E-03 1380307 1.659250E+05 8.304000E+03 3.950000E+03 8.340000E+02 2.119000E+03
6.200000E-03 1403012 1.686950E+05 8.383000E+03 4.048000E+03 8.460000E+02 2.121000E+03
6.300000E-03 1425735 1.715200E+05 8.562000E+03 4.142000E+03 8.670000E+02 2.142000E+03
6.400000E-03 1448156 1.743600E+05 8.704000E+03 4.248000E+03 8.820000E+02 2.157000E+03
