 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18666 2.800000E+01 0.000000E+00 6.000000E+00 8.000000E+00 7.800000E+01
2.000000E-04 37661 2.100000E+02 0.000000E+00 1.200000E+01 3.200000E+01 1.710000E+02
3.000000E-04 56686 5.790000E+02 1.300000E+01 2.000000E+01 4.200000E+01 2.450000E+02
4.000000E-04 75901 1.038000E+03 3.800000E+01 4.400000E+01 5.900000E+01 2.790000E+02
5.000000E-04 95368 1.585000E+03 8.400000E+01 5.600000E+01 5.900000E+01 3.240000E+02
6.000000E-04 114822 2.121000E+03 1.420000E+02 7.000000E+01 6.800000E+01 3.440000E+02
7.000000E-04 134115 2.716000E+03 1.900000E+02 8.400000E+01 6.800000E+01 3.570000E+02
8.000000E-04 153679 3.308000E+03 3.350000E+02 9.400000E+01 7.400000E+01 3.870000E+02
9.000000E-04 172922 3.862000E+03 3.950000E+02 1.120000E+02 7.900000E+01 4.260000E+02
1.000000E-03 192458 4.399000E+03 4.400000E+02 1.290000E+02 9.200000E+01 4.510000E+02
1.100000E-03 211762 4.944000E+03 4.940000E+02 1.480000E+02 9.300000E+01 4.690000E+02
1.200000E-03 230869 5.497000E+03 5.860000E+02 1.650000E+02 9.400000E+01 4.890000E+02
1.300000E-03 250231 6.029000E+03 6.260000E+02 1.830000E+02 1.020000E+02 5.080000E+02
1.400000E-03 269496 6.567000E+03 6.660000E+02 2.070000E+02 1.080000E+02 5.250000E+02
1.500000E-03 289203 7.153000E+03 7.250000E+02 2.270000E+02 1.080000E+02 5.430000E+02
1.600000E-03 308610 7.769000E+03 8.000000E+02 2.490000E+02 1.080000E+02 5.550000E+02
1.700000E-03 327965 8.340000E+03 8.390000E+02 2.740000E+02 1.090000E+02 5.760000E+02
1.800000E-03 347378 8.900000E+03 8.940000E+02 3.020000E+02 1.090000E+02 5.950000E+02
1.900000E-03 366809 9.467000E+03 9.260000E+02 3.300000E+02 1.130000E+02 6.080000E+02
2.000000E-03 386112 1.006200E+04 9.970000E+02 3.600000E+02 1.150000E+02 6.070000E+02
2.100000E-03 405670 1.064100E+04 1.040000E+03 4.050000E+02 1.150000E+02 6.170000E+02
2.200000E-03 424992 1.119800E+04 1.111000E+03 4.340000E+02 1.160000E+02 6.400000E+02
2.300000E-03 444132 1.173200E+04 1.167000E+03 4.600000E+02 1.260000E+02 6.620000E+02
2.400000E-03 463332 1.232800E+04 1.195000E+03 4.830000E+02 1.330000E+02 6.730000E+02
2.500000E-03 482728 1.287200E+04 1.255000E+03 5.180000E+02 1.350000E+02 6.700000E+02
2.600000E-03 502457 1.346200E+04 1.325000E+03 5.670000E+02 1.460000E+02 6.630000E+02
2.700000E-03 521668 1.400600E+04 1.386000E+03 5.980000E+02 1.520000E+02 6.740000E+02
2.800000E-03 541355 1.457700E+04 1.442000E+03 6.430000E+02 1.540000E+02 6.850000E+02
2.900000E-03 561015 1.509700E+04 1.493000E+03 6.790000E+02 1.540000E+02 6.930000E+02
3.000000E-03 580333 1.567600E+04 1.521000E+03 7.130000E+02 1.540000E+02 7.070000E+02
3.100000E-03 599818 1.619200E+04 1.555000E+03 7.510000E+02 1.580000E+02 7.060000E+02
3.200000E-03 619108 1.669200E+04 1.625000E+03 7.820000E+02 1.700000E+02 7.130000E+02
3.300000E-03 638461 1.717400E+04 1.660000E+03 7.980000E+02 1.740000E+02 7.210000E+02
3.400000E-03 657542 1.770700E+04 1.684000E+03 8.310000E+02 1.740000E+02 7.330000E+02
3.500000E-03 676603 1.827600E+04 1.770000E+03 8.610000E+02 1.740000E+02 7.410000E+02
3.600000E-03 696230 1.879100E+04 1.842000E+03 8.880000E+02 1.860000E+02 7.520000E+02
3.700000E-03 715571 1.933700E+04 1.873000E+03 9.230000E+02 1.870000E+02 7.590000E+02
3.800000E-03 735176 1.992200E+04 1.927000E+03 9.530000E+02 1.990000E+02 7.730000E+02
3.900000E-03 754729 2.049700E+04 2.012000E+03 9.910000E+02 2.090000E+02 7.810000E+02
4.000000E-03 774043 2.100200E+04 2.055000E+03 1.021000E+03 2.090000E+02 7.970000E+02
4.100000E-03 793501 2.152000E+04 2.074000E+03 1.065000E+03 2.120000E+02 8.010000E+02
4.200000E-03 812990 2.207200E+04 2.127000E+03 1.093000E+03 2.120000E+02 8.020000E+02
4.300000E-03 832379 2.258500E+04 2.222000E+03 1.146000E+03 2.120000E+02 7.990000E+02
4.400000E-03 851927 2.310900E+04 2.240000E+03 1.188000E+03 2.160000E+02 7.990000E+02
