 time E '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 20456 3.470000E+02 0.000000E+00 0.000000E+00 8.000000E+00 7.100000E+01
2.000000E-04 41683 1.680000E+03 1.900000E+01 4.000000E+00 8.000000E+00 1.450000E+02
3.000000E-04 63537 3.717000E+03 7.600000E+01 1.000000E+01 1.800000E+01 2.260000E+02
4.000000E-04 85885 6.251000E+03 1.570000E+02 1.600000E+01 3.000000E+01 3.050000E+02
5.000000E-04 108396 8.974000E+03 3.450000E+02 3.600000E+01 4.300000E+01 3.570000E+02
6.000000E-04 131253 1.182700E+04 4.550000E+02 6.000000E+01 5.500000E+01 4.260000E+02
7.000000E-04 153982 1.455700E+04 5.900000E+02 8.600000E+01 7.300000E+01 4.840000E+02
8.000000E-04 176408 1.738600E+04 7.210000E+02 1.170000E+02 8.700000E+01 5.370000E+02
9.000000E-04 199116 2.018500E+04 8.700000E+02 1.560000E+02 9.500000E+01 5.860000E+02
1.000000E-03 221712 2.299100E+04 1.042000E+03 1.820000E+02 1.140000E+02 6.480000E+02
1.100000E-03 244293 2.574600E+04 1.137000E+03 2.050000E+02 1.240000E+02 7.130000E+02
1.200000E-03 266655 2.848400E+04 1.291000E+03 2.330000E+02 1.270000E+02 7.670000E+02
1.300000E-03 289457 3.118400E+04 1.463000E+03 2.730000E+02 1.330000E+02 8.090000E+02
1.400000E-03 312376 3.402500E+04 1.650000E+03 3.120000E+02 1.480000E+02 8.650000E+02
1.500000E-03 334970 3.692600E+04 1.786000E+03 3.380000E+02 1.740000E+02 9.320000E+02
1.600000E-03 357896 3.980500E+04 1.931000E+03 3.700000E+02 1.740000E+02 9.970000E+02
1.700000E-03 380555 4.263600E+04 2.073000E+03 4.120000E+02 1.960000E+02 1.057000E+03
1.800000E-03 403256 4.537900E+04 2.217000E+03 4.580000E+02 2.020000E+02 1.103000E+03
1.900000E-03 426173 4.822700E+04 2.392000E+03 5.090000E+02 2.220000E+02 1.136000E+03
2.000000E-03 448932 5.106700E+04 2.581000E+03 5.490000E+02 2.290000E+02 1.187000E+03
2.100000E-03 471685 5.385400E+04 2.721000E+03 6.050000E+02 2.480000E+02 1.231000E+03
2.200000E-03 494221 5.667100E+04 2.856000E+03 6.680000E+02 2.480000E+02 1.281000E+03
2.300000E-03 516703 5.954000E+04 3.001000E+03 7.120000E+02 2.630000E+02 1.333000E+03
2.400000E-03 539251 6.233300E+04 3.144000E+03 7.580000E+02 2.790000E+02 1.371000E+03
2.500000E-03 561855 6.517500E+04 3.330000E+03 8.270000E+02 2.930000E+02 1.403000E+03
2.600000E-03 584436 6.793000E+04 3.464000E+03 9.040000E+02 3.110000E+02 1.441000E+03
2.700000E-03 607180 7.064200E+04 3.588000E+03 9.910000E+02 3.180000E+02 1.455000E+03
2.800000E-03 629646 7.342200E+04 3.748000E+03 1.050000E+03 3.410000E+02 1.483000E+03
2.900000E-03 652542 7.621000E+04 3.870000E+03 1.131000E+03 3.640000E+02 1.516000E+03
3.000000E-03 675104 7.903400E+04 3.986000E+03 1.217000E+03 3.730000E+02 1.537000E+03
3.100000E-03 697810 8.196400E+04 4.130000E+03 1.283000E+03 4.150000E+02 1.567000E+03
3.200000E-03 720254 8.472400E+04 4.307000E+03 1.354000E+03 4.190000E+02 1.602000E+03
3.300000E-03 743210 8.749900E+04 4.409000E+03 1.414000E+03 4.210000E+02 1.640000E+03
3.400000E-03 765983 9.020300E+04 4.582000E+03 1.489000E+03 4.210000E+02 1.661000E+03
3.500000E-03 788634 9.304500E+04 4.711000E+03 1.559000E+03 4.440000E+02 1.693000E+03
3.600000E-03 811354 9.586500E+04 4.814000E+03 1.623000E+03 4.590000E+02 1.734000E+03
3.700000E-03 833996 9.873700E+04 5.011000E+03 1.704000E+03 4.590000E+02 1.745000E+03
