 time E 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin'
0.000000E+00 0 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 18930 4.600000E+01 0.000000E+00 2.000000E+00 0.000000E+00 7.800000E+01
2.000000E-04 37750 2.440000E+02 0.000000E+00 1.000000E+01 2.000000E+01 1.730000E+02
3.000000E-04 56818 6.000000E+02 8.000000E+00 2.000000E+01 4.600000E+01 2.430000E+02
4.000000E-04 76300 1.050000E+03 5.800000E+01 2.600000E+01 6.500000E+01 2.890000E+02
5.000000E-04 95629 1.562000E+03 1.080000E+02 4.400000E+01 6.500000E+01 3.180000E+02
6.000000E-04 115352 2.102000E+03 1.840000E+02 6.400000E+01 7.000000E+01 3.400000E+02
7.000000E-04 134638 2.622000E+03 2.460000E+02 8.900000E+01 7.600000E+01 3.650000E+02
8.000000E-04 154344 3.126000E+03 3.300000E+02 1.090000E+02 8.000000E+01 3.950000E+02
9.000000E-04 174186 3.739000E+03 3.610000E+02 1.330000E+02 8.400000E+01 4.170000E+02
1.000000E-03 193694 4.388000E+03 4.170000E+02 1.460000E+02 8.700000E+01 4.370000E+02
1.100000E-03 213264 4.985000E+03 4.800000E+02 1.770000E+02 8.800000E+01 4.420000E+02
1.200000E-03 232839 5.544000E+03 5.250000E+02 1.990000E+02 9.800000E+01 4.520000E+02
1.300000E-03 252441 6.145000E+03 5.890000E+02 2.180000E+02 1.040000E+02 4.760000E+02
1.400000E-03 271958 6.689000E+03 6.270000E+02 2.360000E+02 1.170000E+02 4.860000E+02
1.500000E-03 291330 7.252000E+03 6.570000E+02 2.680000E+02 1.220000E+02 4.940000E+02
1.600000E-03 310905 7.861000E+03 7.120000E+02 2.860000E+02 1.230000E+02 5.110000E+02
1.700000E-03 330316 8.447000E+03 7.650000E+02 3.060000E+02 1.230000E+02 5.220000E+02
