time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 4.000000E+00 1.000000E+01
2.000000E-05 0.000000E+00 0.000000E+00 2.200000E+01 1.000000E+01
3.000000E-05 0.000000E+00 0.000000E+00 5.200000E+01 1.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 1.020000E+02 1.000000E+01
5.000000E-05 0.000000E+00 0.000000E+00 1.480000E+02 1.000000E+01
6.000000E-05 2.000000E+00 1.000000E+01 1.780000E+02 2.000000E+01
7.000000E-05 2.000000E+00 1.000000E+01 2.300000E+02 2.000000E+01
8.000000E-05 8.000000E+00 1.000000E+01 2.620000E+02 4.000000E+01
9.000000E-05 8.000000E+00 1.000000E+01 3.040000E+02 5.000000E+01
1.000000E-04 1.200000E+01 1.000000E+01 3.440000E+02 5.000000E+01
1.100000E-04 1.600000E+01 1.000000E+01 3.960000E+02 5.000000E+01
1.200000E-04 1.800000E+01 2.000000E+01 4.340000E+02 5.000000E+01
1.300000E-04 2.200000E+01 2.000000E+01 4.560000E+02 6.000000E+01
1.400000E-04 2.400000E+01 2.000000E+01 5.000000E+02 6.000000E+01
1.500000E-04 2.800000E+01 2.000000E+01 5.400000E+02 6.000000E+01
1.600000E-04 3.400000E+01 2.000000E+01 5.800000E+02 7.000000E+01
1.700000E-04 4.400000E+01 2.000000E+01 6.260000E+02 8.000000E+01
1.800000E-04 4.400000E+01 2.000000E+01 6.600000E+02 8.000000E+01
1.900000E-04 4.800000E+01 2.000000E+01 7.100000E+02 1.000000E+02
2.000000E-04 5.200000E+01 2.000000E+01 7.580000E+02 1.100000E+02
2.100000E-04 6.200000E+01 2.000000E+01 8.000000E+02 1.200000E+02
2.200000E-04 6.800000E+01 2.000000E+01 8.440000E+02 1.400000E+02
2.300000E-04 8.000000E+01 2.000000E+01 8.900000E+02 1.400000E+02
2.400000E-04 8.800000E+01 2.000000E+01 9.320000E+02 1.500000E+02
2.500000E-04 9.600000E+01 2.000000E+01 9.660000E+02 1.500000E+02
2.600000E-04 1.040000E+02 2.000000E+01 9.980000E+02 1.500000E+02
2.700000E-04 1.100000E+02 2.000000E+01 1.034000E+03 1.500000E+02
2.800000E-04 1.180000E+02 2.000000E+01 1.066000E+03 1.700000E+02
2.900000E-04 1.280000E+02 2.000000E+01 1.110000E+03 1.800000E+02
3.000000E-04 1.320000E+02 2.000000E+01 1.148000E+03 1.800000E+02
3.100000E-04 1.400000E+02 2.000000E+01 1.210000E+03 2.100000E+02
3.200000E-04 1.500000E+02 2.000000E+01 1.260000E+03 2.100000E+02
3.300000E-04 1.660000E+02 2.000000E+01 1.292000E+03 2.200000E+02
3.400000E-04 1.760000E+02 3.000000E+01 1.326000E+03 2.300000E+02
3.500000E-04 1.940000E+02 3.000000E+01 1.354000E+03 2.600000E+02
3.600000E-04 2.020000E+02 4.000000E+01 1.400000E+03 2.800000E+02
3.700000E-04 2.160000E+02 5.000000E+01 1.446000E+03 2.800000E+02
3.800000E-04 2.360000E+02 5.000000E+01 1.468000E+03 2.900000E+02
3.900000E-04 2.560000E+02 5.000000E+01 1.508000E+03 2.900000E+02
4.000000E-04 2.680000E+02 5.000000E+01 1.550000E+03 3.000000E+02
4.100000E-04 2.820000E+02 6.000000E+01 1.584000E+03 3.000000E+02
4.200000E-04 2.960000E+02 6.000000E+01 1.624000E+03 3.100000E+02
4.300000E-04 3.200000E+02 6.000000E+01 1.664000E+03 3.200000E+02
4.400000E-04 3.300000E+02 6.000000E+01 1.720000E+03 3.200000E+02
4.500000E-04 3.520000E+02 6.000000E+01 1.764000E+03 3.400000E+02
4.600000E-04 3.760000E+02 6.000000E+01 1.812000E+03 3.400000E+02
4.700000E-04 3.880000E+02 6.000000E+01 1.860000E+03 3.500000E+02
4.800000E-04 4.100000E+02 6.000000E+01 1.890000E+03 3.500000E+02
4.900000E-04 4.300000E+02 7.000000E+01 1.946000E+03 3.700000E+02
5.000000E-04 4.500000E+02 7.000000E+01 1.974000E+03 3.700000E+02
5.100000E-04 4.640000E+02 8.000000E+01 2.018000E+03 3.900000E+02
5.200000E-04 4.780000E+02 9.000000E+01 2.046000E+03 4.000000E+02
5.300000E-04 4.900000E+02 1.000000E+02 2.086000E+03 4.000000E+02
5.400000E-04 5.100000E+02 1.000000E+02 2.130000E+03 4.000000E+02
5.500000E-04 5.360000E+02 1.100000E+02 2.156000E+03 4.000000E+02
5.600000E-04 5.500000E+02 1.100000E+02 2.202000E+03 4.300000E+02
5.700000E-04 5.600000E+02 1.200000E+02 2.246000E+03 4.300000E+02
5.800000E-04 5.740000E+02 1.200000E+02 2.278000E+03 4.500000E+02
5.900000E-04 5.960000E+02 1.300000E+02 2.326000E+03 4.700000E+02
6.000000E-04 6.140000E+02 1.300000E+02 2.376000E+03 4.800000E+02
6.100000E-04 6.320000E+02 1.300000E+02 2.416000E+03 4.800000E+02
6.200000E-04 6.580000E+02 1.400000E+02 2.464000E+03 4.800000E+02
6.300000E-04 6.740000E+02 1.400000E+02 2.508000E+03 4.800000E+02
6.400000E-04 6.840000E+02 1.400000E+02 2.542000E+03 4.900000E+02
6.500000E-04 7.020000E+02 1.500000E+02 2.572000E+03 5.100000E+02
6.600000E-04 7.280000E+02 1.500000E+02 2.604000E+03 5.100000E+02
6.700000E-04 7.520000E+02 1.700000E+02 2.648000E+03 5.200000E+02
6.800000E-04 7.640000E+02 1.700000E+02 2.694000E+03 5.200000E+02
6.900000E-04 7.840000E+02 1.700000E+02 2.744000E+03 5.200000E+02
7.000000E-04 8.180000E+02 1.700000E+02 2.770000E+03 5.500000E+02
7.100000E-04 8.400000E+02 1.700000E+02 2.818000E+03 5.600000E+02
7.200000E-04 8.640000E+02 1.800000E+02 2.860000E+03 5.700000E+02
7.300000E-04 8.860000E+02 1.800000E+02 2.892000E+03 5.700000E+02
7.400000E-04 9.160000E+02 1.800000E+02 2.932000E+03 5.700000E+02
7.500000E-04 9.400000E+02 1.800000E+02 2.982000E+03 5.700000E+02
7.600000E-04 9.660000E+02 1.800000E+02 3.034000E+03 5.800000E+02
7.700000E-04 9.900000E+02 1.900000E+02 3.068000E+03 6.000000E+02
7.800000E-04 1.006000E+03 1.900000E+02 3.104000E+03 6.000000E+02
7.900000E-04 1.024000E+03 2.000000E+02 3.152000E+03 6.100000E+02
8.000000E-04 1.048000E+03 2.000000E+02 3.206000E+03 6.200000E+02
8.100000E-04 1.060000E+03 2.000000E+02 3.238000E+03 6.200000E+02
8.200000E-04 1.086000E+03 2.000000E+02 3.264000E+03 6.200000E+02
8.300000E-04 1.114000E+03 2.200000E+02 3.298000E+03 6.500000E+02
8.400000E-04 1.136000E+03 2.200000E+02 3.342000E+03 6.700000E+02
8.500000E-04 1.150000E+03 2.200000E+02 3.364000E+03 6.800000E+02
8.600000E-04 1.170000E+03 2.400000E+02 3.410000E+03 6.900000E+02
8.700000E-04 1.186000E+03 2.500000E+02 3.462000E+03 6.900000E+02
8.800000E-04 1.202000E+03 2.700000E+02 3.500000E+03 6.900000E+02
8.900000E-04 1.218000E+03 2.700000E+02 3.542000E+03 7.000000E+02
9.000000E-04 1.242000E+03 2.700000E+02 3.596000E+03 7.100000E+02
9.100000E-04 1.268000E+03 2.800000E+02 3.624000E+03 7.100000E+02
9.200000E-04 1.294000E+03 2.800000E+02 3.668000E+03 7.200000E+02
9.300000E-04 1.310000E+03 2.800000E+02 3.704000E+03 7.400000E+02
9.400000E-04 1.340000E+03 2.900000E+02 3.746000E+03 7.500000E+02
9.500000E-04 1.374000E+03 2.900000E+02 3.780000E+03 7.600000E+02
9.600000E-04 1.390000E+03 3.000000E+02 3.814000E+03 7.700000E+02
9.700000E-04 1.426000E+03 3.100000E+02 3.848000E+03 7.700000E+02
9.800000E-04 1.448000E+03 3.100000E+02 3.900000E+03 7.800000E+02
9.900000E-04 1.472000E+03 3.200000E+02 3.934000E+03 8.000000E+02
1.000000E-03 1.496000E+03 3.200000E+02 3.978000E+03 8.000000E+02
