time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 2.000000E+00 2.000000E+01
2.000000E-05 0.000000E+00 0.000000E+00 3.200000E+01 3.000000E+01
3.000000E-05 0.000000E+00 0.000000E+00 7.600000E+01 4.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 1.020000E+02 4.000000E+01
5.000000E-05 0.000000E+00 0.000000E+00 1.440000E+02 4.000000E+01
6.000000E-05 0.000000E+00 0.000000E+00 1.860000E+02 4.000000E+01
7.000000E-05 6.000000E+00 0.000000E+00 2.200000E+02 4.000000E+01
8.000000E-05 6.000000E+00 0.000000E+00 2.560000E+02 6.000000E+01
9.000000E-05 1.000000E+01 1.000000E+01 2.920000E+02 7.000000E+01
1.000000E-04 1.200000E+01 1.000000E+01 3.340000E+02 7.000000E+01
1.100000E-04 1.600000E+01 1.000000E+01 3.700000E+02 7.000000E+01
1.200000E-04 1.600000E+01 1.000000E+01 4.100000E+02 7.000000E+01
1.300000E-04 2.200000E+01 1.000000E+01 4.360000E+02 7.000000E+01
1.400000E-04 2.400000E+01 2.000000E+01 4.640000E+02 7.000000E+01
1.500000E-04 2.800000E+01 2.000000E+01 5.000000E+02 8.000000E+01
1.600000E-04 3.200000E+01 2.000000E+01 5.380000E+02 8.000000E+01
1.700000E-04 4.400000E+01 2.000000E+01 5.900000E+02 8.000000E+01
1.800000E-04 5.400000E+01 2.000000E+01 6.160000E+02 8.000000E+01
1.900000E-04 6.600000E+01 2.000000E+01 6.680000E+02 9.000000E+01
2.000000E-04 7.600000E+01 2.000000E+01 7.080000E+02 1.000000E+02
2.100000E-04 8.600000E+01 2.000000E+01 7.420000E+02 1.100000E+02
2.200000E-04 9.000000E+01 2.000000E+01 7.860000E+02 1.100000E+02
2.300000E-04 9.800000E+01 3.000000E+01 8.480000E+02 1.300000E+02
2.400000E-04 1.000000E+02 4.000000E+01 8.760000E+02 1.300000E+02
2.500000E-04 1.100000E+02 4.000000E+01 9.160000E+02 1.300000E+02
2.600000E-04 1.160000E+02 4.000000E+01 9.460000E+02 1.300000E+02
2.700000E-04 1.300000E+02 4.000000E+01 9.940000E+02 1.400000E+02
2.800000E-04 1.380000E+02 4.000000E+01 1.046000E+03 1.400000E+02
2.900000E-04 1.400000E+02 4.000000E+01 1.092000E+03 1.500000E+02
3.000000E-04 1.460000E+02 4.000000E+01 1.136000E+03 1.500000E+02
3.100000E-04 1.520000E+02 5.000000E+01 1.174000E+03 1.500000E+02
3.200000E-04 1.680000E+02 5.000000E+01 1.210000E+03 1.500000E+02
3.300000E-04 1.800000E+02 5.000000E+01 1.244000E+03 1.500000E+02
3.400000E-04 1.840000E+02 5.000000E+01 1.282000E+03 1.500000E+02
3.500000E-04 2.020000E+02 5.000000E+01 1.314000E+03 1.600000E+02
3.600000E-04 2.100000E+02 5.000000E+01 1.356000E+03 1.700000E+02
3.700000E-04 2.340000E+02 6.000000E+01 1.402000E+03 1.900000E+02
3.800000E-04 2.400000E+02 6.000000E+01 1.440000E+03 1.900000E+02
3.900000E-04 2.580000E+02 6.000000E+01 1.480000E+03 1.900000E+02
4.000000E-04 2.740000E+02 6.000000E+01 1.528000E+03 2.000000E+02
4.100000E-04 2.840000E+02 8.000000E+01 1.564000E+03 2.100000E+02
4.200000E-04 2.960000E+02 8.000000E+01 1.598000E+03 2.500000E+02
4.300000E-04 3.100000E+02 8.000000E+01 1.644000E+03 2.700000E+02
4.400000E-04 3.240000E+02 9.000000E+01 1.680000E+03 2.700000E+02
4.500000E-04 3.460000E+02 9.000000E+01 1.708000E+03 2.700000E+02
