time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 4.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 1.600000E+01 0.000000E+00
3.000000E-05 0.000000E+00 0.000000E+00 4.600000E+01 1.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 8.600000E+01 2.000000E+01
5.000000E-05 2.000000E+00 0.000000E+00 1.300000E+02 3.000000E+01
6.000000E-05 2.000000E+00 0.000000E+00 1.740000E+02 3.000000E+01
7.000000E-05 8.000000E+00 0.000000E+00 2.000000E+02 3.000000E+01
8.000000E-05 1.000000E+01 0.000000E+00 2.420000E+02 3.000000E+01
9.000000E-05 1.000000E+01 0.000000E+00 2.900000E+02 3.000000E+01
1.000000E-04 1.400000E+01 0.000000E+00 3.280000E+02 5.000000E+01
1.100000E-04 2.200000E+01 0.000000E+00 3.740000E+02 5.000000E+01
1.200000E-04 2.600000E+01 0.000000E+00 4.260000E+02 5.000000E+01
1.300000E-04 3.800000E+01 0.000000E+00 4.720000E+02 5.000000E+01
1.400000E-04 4.600000E+01 0.000000E+00 5.060000E+02 7.000000E+01
1.500000E-04 5.200000E+01 0.000000E+00 5.500000E+02 1.100000E+02
1.600000E-04 6.000000E+01 0.000000E+00 5.960000E+02 1.300000E+02
1.700000E-04 6.600000E+01 0.000000E+00 6.380000E+02 1.300000E+02
1.800000E-04 7.200000E+01 1.000000E+01 6.860000E+02 1.300000E+02
1.900000E-04 8.200000E+01 1.000000E+01 7.400000E+02 1.300000E+02
2.000000E-04 9.200000E+01 1.000000E+01 7.740000E+02 1.700000E+02
2.100000E-04 1.000000E+02 1.000000E+01 8.040000E+02 1.800000E+02
2.200000E-04 1.080000E+02 1.000000E+01 8.560000E+02 1.800000E+02
2.300000E-04 1.140000E+02 1.000000E+01 8.860000E+02 2.100000E+02
2.400000E-04 1.340000E+02 1.000000E+01 9.140000E+02 2.100000E+02
2.500000E-04 1.440000E+02 1.000000E+01 9.540000E+02 2.200000E+02
2.600000E-04 1.480000E+02 1.000000E+01 1.004000E+03 2.400000E+02
2.700000E-04 1.540000E+02 1.000000E+01 1.044000E+03 2.500000E+02
2.800000E-04 1.600000E+02 2.000000E+01 1.076000E+03 2.500000E+02
2.900000E-04 1.760000E+02 2.000000E+01 1.104000E+03 2.600000E+02
3.000000E-04 1.780000E+02 2.000000E+01 1.150000E+03 2.600000E+02
3.100000E-04 1.900000E+02 2.000000E+01 1.184000E+03 2.800000E+02
3.200000E-04 2.040000E+02 2.000000E+01 1.222000E+03 3.000000E+02
3.300000E-04 2.160000E+02 2.000000E+01 1.254000E+03 3.000000E+02
3.400000E-04 2.260000E+02 2.000000E+01 1.284000E+03 3.200000E+02
3.500000E-04 2.440000E+02 2.000000E+01 1.332000E+03 3.600000E+02
3.600000E-04 2.580000E+02 2.000000E+01 1.376000E+03 3.900000E+02
3.700000E-04 2.680000E+02 2.000000E+01 1.420000E+03 4.200000E+02
3.800000E-04 2.840000E+02 2.000000E+01 1.460000E+03 4.400000E+02
3.900000E-04 3.000000E+02 2.000000E+01 1.512000E+03 4.600000E+02
4.000000E-04 3.080000E+02 2.000000E+01 1.530000E+03 4.700000E+02
4.100000E-04 3.180000E+02 3.000000E+01 1.568000E+03 4.900000E+02
4.200000E-04 3.320000E+02 3.000000E+01 1.612000E+03 5.000000E+02
4.300000E-04 3.480000E+02 5.000000E+01 1.648000E+03 5.100000E+02
4.400000E-04 3.700000E+02 5.000000E+01 1.680000E+03 5.100000E+02
4.500000E-04 3.820000E+02 6.000000E+01 1.724000E+03 5.100000E+02
4.600000E-04 4.000000E+02 6.000000E+01 1.766000E+03 5.200000E+02
4.700000E-04 4.120000E+02 6.000000E+01 1.800000E+03 5.200000E+02
4.800000E-04 4.160000E+02 6.000000E+01 1.842000E+03 5.300000E+02
4.900000E-04 4.280000E+02 6.000000E+01 1.880000E+03 5.300000E+02
5.000000E-04 4.380000E+02 8.000000E+01 1.932000E+03 5.300000E+02
5.100000E-04 4.600000E+02 1.000000E+02 1.986000E+03 5.400000E+02
5.200000E-04 4.800000E+02 1.200000E+02 2.024000E+03 5.500000E+02
5.300000E-04 5.000000E+02 1.200000E+02 2.062000E+03 5.900000E+02
5.400000E-04 5.220000E+02 1.300000E+02 2.100000E+03 5.900000E+02
5.500000E-04 5.500000E+02 1.300000E+02 2.146000E+03 6.000000E+02
5.600000E-04 5.600000E+02 1.300000E+02 2.188000E+03 6.000000E+02
5.700000E-04 5.860000E+02 1.300000E+02 2.230000E+03 6.200000E+02
5.800000E-04 6.020000E+02 1.300000E+02 2.272000E+03 6.200000E+02
5.900000E-04 6.220000E+02 1.300000E+02 2.320000E+03 6.300000E+02
6.000000E-04 6.300000E+02 1.500000E+02 2.372000E+03 6.300000E+02
6.100000E-04 6.520000E+02 1.500000E+02 2.396000E+03 6.600000E+02
6.200000E-04 6.760000E+02 1.500000E+02 2.442000E+03 6.600000E+02
6.300000E-04 7.040000E+02 1.500000E+02 2.474000E+03 6.700000E+02
6.400000E-04 7.240000E+02 1.500000E+02 2.524000E+03 6.700000E+02
6.500000E-04 7.400000E+02 1.500000E+02 2.568000E+03 6.800000E+02
6.600000E-04 7.460000E+02 1.500000E+02 2.602000E+03 6.800000E+02
6.700000E-04 7.660000E+02 1.500000E+02 2.630000E+03 6.900000E+02
6.800000E-04 7.860000E+02 1.500000E+02 2.662000E+03 6.900000E+02
6.900000E-04 8.080000E+02 1.600000E+02 2.716000E+03 7.100000E+02
7.000000E-04 8.360000E+02 1.600000E+02 2.754000E+03 7.100000E+02
7.100000E-04 8.560000E+02 1.600000E+02 2.790000E+03 7.200000E+02
7.200000E-04 8.780000E+02 1.600000E+02 2.836000E+03 7.300000E+02
7.300000E-04 8.960000E+02 1.600000E+02 2.870000E+03 7.300000E+02
7.400000E-04 9.140000E+02 1.600000E+02 2.906000E+03 7.300000E+02
7.500000E-04 9.300000E+02 1.600000E+02 2.954000E+03 7.600000E+02
7.600000E-04 9.540000E+02 1.600000E+02 2.994000E+03 7.700000E+02
7.700000E-04 9.740000E+02 1.600000E+02 3.030000E+03 7.700000E+02
7.800000E-04 9.940000E+02 1.700000E+02 3.072000E+03 7.900000E+02
7.900000E-04 1.020000E+03 1.700000E+02 3.114000E+03 7.900000E+02
8.000000E-04 1.044000E+03 1.700000E+02 3.152000E+03 8.300000E+02
8.100000E-04 1.072000E+03 1.700000E+02 3.180000E+03 8.600000E+02
8.200000E-04 1.102000E+03 1.700000E+02 3.234000E+03 8.800000E+02
8.300000E-04 1.126000E+03 1.700000E+02 3.260000E+03 9.000000E+02
8.400000E-04 1.150000E+03 1.900000E+02 3.300000E+03 9.300000E+02
8.500000E-04 1.176000E+03 1.900000E+02 3.344000E+03 9.400000E+02
8.600000E-04 1.198000E+03 2.000000E+02 3.370000E+03 9.500000E+02
8.700000E-04 1.218000E+03 2.100000E+02 3.416000E+03 9.500000E+02
8.800000E-04 1.252000E+03 2.100000E+02 3.450000E+03 9.700000E+02
8.900000E-04 1.270000E+03 2.100000E+02 3.486000E+03 9.800000E+02
9.000000E-04 1.298000E+03 2.200000E+02 3.546000E+03 9.900000E+02
9.100000E-04 1.322000E+03 2.300000E+02 3.586000E+03 9.900000E+02
9.200000E-04 1.352000E+03 2.300000E+02 3.648000E+03 1.000000E+03
9.300000E-04 1.366000E+03 2.300000E+02 3.684000E+03 1.000000E+03
9.400000E-04 1.386000E+03 2.300000E+02 3.724000E+03 1.010000E+03
9.500000E-04 1.410000E+03 2.300000E+02 3.764000E+03 1.010000E+03
9.600000E-04 1.432000E+03 2.300000E+02 3.792000E+03 1.020000E+03
9.700000E-04 1.452000E+03 2.300000E+02 3.826000E+03 1.020000E+03
9.800000E-04 1.480000E+03 2.300000E+02 3.870000E+03 1.030000E+03
9.900000E-04 1.492000E+03 2.300000E+02 3.906000E+03 1.040000E+03
1.000000E-03 1.524000E+03 2.500000E+02 3.952000E+03 1.060000E+03
