time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 8.000000E+00 0.000000E+00
3.000000E-05 0.000000E+00 0.000000E+00 4.000000E+01 1.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 7.000000E+01 3.000000E+01
5.000000E-05 0.000000E+00 0.000000E+00 1.080000E+02 3.000000E+01
6.000000E-05 0.000000E+00 0.000000E+00 1.420000E+02 5.000000E+01
7.000000E-05 0.000000E+00 0.000000E+00 1.680000E+02 7.000000E+01
8.000000E-05 0.000000E+00 0.000000E+00 2.080000E+02 1.000000E+02
9.000000E-05 2.000000E+00 0.000000E+00 2.400000E+02 1.100000E+02
1.000000E-04 4.000000E+00 0.000000E+00 2.880000E+02 1.300000E+02
1.100000E-04 8.000000E+00 1.000000E+01 3.420000E+02 1.300000E+02
1.200000E-04 1.600000E+01 1.000000E+01 3.900000E+02 1.500000E+02
1.300000E-04 1.800000E+01 1.000000E+01 4.280000E+02 1.700000E+02
1.400000E-04 2.000000E+01 1.000000E+01 4.580000E+02 1.700000E+02
1.500000E-04 2.800000E+01 1.000000E+01 4.980000E+02 1.900000E+02
1.600000E-04 3.200000E+01 1.000000E+01 5.400000E+02 1.900000E+02
1.700000E-04 4.000000E+01 1.000000E+01 5.860000E+02 2.000000E+02
1.800000E-04 4.200000E+01 1.000000E+01 6.360000E+02 2.000000E+02
1.900000E-04 4.600000E+01 1.000000E+01 6.760000E+02 2.200000E+02
2.000000E-04 5.600000E+01 1.000000E+01 6.980000E+02 2.200000E+02
2.100000E-04 7.200000E+01 1.000000E+01 7.380000E+02 2.200000E+02
2.200000E-04 7.800000E+01 1.000000E+01 7.780000E+02 2.200000E+02
2.300000E-04 8.400000E+01 1.000000E+01 8.300000E+02 2.200000E+02
2.400000E-04 9.200000E+01 1.000000E+01 8.680000E+02 2.200000E+02
