time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 2.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 1.000000E+01 1.000000E+01
3.000000E-05 0.000000E+00 0.000000E+00 5.600000E+01 2.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 8.800000E+01 4.000000E+01
5.000000E-05 0.000000E+00 0.000000E+00 1.260000E+02 6.000000E+01
6.000000E-05 0.000000E+00 1.000000E+01 1.660000E+02 6.000000E+01
7.000000E-05 0.000000E+00 2.000000E+01 2.220000E+02 1.000000E+02
8.000000E-05 0.000000E+00 2.000000E+01 2.620000E+02 1.000000E+02
9.000000E-05 6.000000E+00 2.000000E+01 2.880000E+02 1.000000E+02
1.000000E-04 6.000000E+00 2.000000E+01 3.220000E+02 1.100000E+02
1.100000E-04 8.000000E+00 2.000000E+01 3.680000E+02 1.100000E+02
1.200000E-04 1.000000E+01 2.000000E+01 3.980000E+02 1.200000E+02
1.300000E-04 1.000000E+01 2.000000E+01 4.480000E+02 1.300000E+02
1.400000E-04 1.400000E+01 3.000000E+01 4.820000E+02 1.500000E+02
1.500000E-04 2.400000E+01 3.000000E+01 5.180000E+02 1.700000E+02
1.600000E-04 3.200000E+01 3.000000E+01 5.580000E+02 1.700000E+02
1.700000E-04 3.800000E+01 3.000000E+01 5.940000E+02 1.900000E+02
1.800000E-04 5.400000E+01 3.000000E+01 6.280000E+02 1.900000E+02
1.900000E-04 5.600000E+01 3.000000E+01 6.840000E+02 1.900000E+02
2.000000E-04 6.000000E+01 3.000000E+01 7.180000E+02 2.100000E+02
2.100000E-04 6.400000E+01 4.000000E+01 7.700000E+02 2.100000E+02
2.200000E-04 7.600000E+01 5.000000E+01 8.160000E+02 2.100000E+02
2.300000E-04 8.800000E+01 5.000000E+01 8.540000E+02 2.100000E+02
