time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+01
2.000000E-05 0.000000E+00 0.000000E+00 1.600000E+01 2.000000E+01
3.000000E-05 0.000000E+00 0.000000E+00 5.000000E+01 3.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 9.000000E+01 3.000000E+01
5.000000E-05 2.000000E+00 0.000000E+00 1.220000E+02 3.000000E+01
6.000000E-05 4.000000E+00 0.000000E+00 1.560000E+02 3.000000E+01
7.000000E-05 6.000000E+00 0.000000E+00 2.040000E+02 4.000000E+01
8.000000E-05 6.000000E+00 0.000000E+00 2.340000E+02 5.000000E+01
9.000000E-05 8.000000E+00 0.000000E+00 2.800000E+02 6.000000E+01
1.000000E-04 1.200000E+01 0.000000E+00 3.180000E+02 7.000000E+01
1.100000E-04 1.200000E+01 0.000000E+00 3.460000E+02 9.000000E+01
1.200000E-04 1.600000E+01 0.000000E+00 3.900000E+02 9.000000E+01
1.300000E-04 1.600000E+01 0.000000E+00 4.300000E+02 1.100000E+02
1.400000E-04 2.400000E+01 0.000000E+00 4.680000E+02 1.300000E+02
1.500000E-04 3.000000E+01 0.000000E+00 5.040000E+02 1.300000E+02
1.600000E-04 3.400000E+01 0.000000E+00 5.460000E+02 1.400000E+02
1.700000E-04 3.600000E+01 1.000000E+01 5.980000E+02 1.400000E+02
1.800000E-04 4.000000E+01 1.000000E+01 6.260000E+02 1.500000E+02
1.900000E-04 5.000000E+01 1.000000E+01 6.680000E+02 1.800000E+02
2.000000E-04 5.800000E+01 1.000000E+01 7.120000E+02 1.900000E+02
2.100000E-04 6.800000E+01 1.000000E+01 7.480000E+02 2.000000E+02
2.200000E-04 7.400000E+01 2.000000E+01 7.900000E+02 2.000000E+02
2.300000E-04 7.800000E+01 2.000000E+01 8.440000E+02 2.000000E+02
2.400000E-04 8.400000E+01 2.000000E+01 8.680000E+02 2.100000E+02
2.500000E-04 9.400000E+01 2.000000E+01 9.180000E+02 2.200000E+02
2.600000E-04 1.060000E+02 3.000000E+01 9.560000E+02 2.200000E+02
2.700000E-04 1.100000E+02 3.000000E+01 9.900000E+02 2.200000E+02
2.800000E-04 1.280000E+02 3.000000E+01 1.018000E+03 2.200000E+02
2.900000E-04 1.420000E+02 3.000000E+01 1.060000E+03 2.200000E+02
3.000000E-04 1.540000E+02 3.000000E+01 1.098000E+03 2.200000E+02
3.100000E-04 1.600000E+02 3.000000E+01 1.132000E+03 2.200000E+02
3.200000E-04 1.760000E+02 4.000000E+01 1.170000E+03 2.200000E+02
3.300000E-04 1.860000E+02 4.000000E+01 1.210000E+03 2.300000E+02
3.400000E-04 1.980000E+02 5.000000E+01 1.242000E+03 2.500000E+02
3.500000E-04 2.160000E+02 5.000000E+01 1.280000E+03 2.600000E+02
3.600000E-04 2.180000E+02 5.000000E+01 1.332000E+03 2.600000E+02
3.700000E-04 2.300000E+02 5.000000E+01 1.362000E+03 2.800000E+02
3.800000E-04 2.420000E+02 5.000000E+01 1.398000E+03 2.800000E+02
3.900000E-04 2.480000E+02 5.000000E+01 1.440000E+03 2.800000E+02
4.000000E-04 2.640000E+02 5.000000E+01 1.470000E+03 2.800000E+02
4.100000E-04 2.800000E+02 5.000000E+01 1.508000E+03 2.800000E+02
4.200000E-04 2.960000E+02 5.000000E+01 1.558000E+03 2.800000E+02
4.300000E-04 3.020000E+02 5.000000E+01 1.596000E+03 2.900000E+02
4.400000E-04 3.160000E+02 5.000000E+01 1.648000E+03 2.900000E+02
4.500000E-04 3.240000E+02 5.000000E+01 1.704000E+03 2.900000E+02
4.600000E-04 3.280000E+02 5.000000E+01 1.748000E+03 3.100000E+02
4.700000E-04 3.420000E+02 5.000000E+01 1.786000E+03 3.100000E+02
4.800000E-04 3.560000E+02 5.000000E+01 1.822000E+03 3.300000E+02
4.900000E-04 3.680000E+02 5.000000E+01 1.888000E+03 3.300000E+02
5.000000E-04 3.780000E+02 5.000000E+01 1.936000E+03 3.300000E+02
5.100000E-04 3.880000E+02 5.000000E+01 1.964000E+03 3.500000E+02
5.200000E-04 3.960000E+02 6.000000E+01 2.014000E+03 3.500000E+02
5.300000E-04 4.080000E+02 6.000000E+01 2.038000E+03 3.600000E+02
5.400000E-04 4.300000E+02 7.000000E+01 2.080000E+03 3.700000E+02
5.500000E-04 4.580000E+02 7.000000E+01 2.128000E+03 3.800000E+02
5.600000E-04 4.740000E+02 8.000000E+01 2.168000E+03 3.900000E+02
5.700000E-04 4.960000E+02 8.000000E+01 2.218000E+03 4.000000E+02
5.800000E-04 5.220000E+02 8.000000E+01 2.252000E+03 4.200000E+02
5.900000E-04 5.340000E+02 8.000000E+01 2.288000E+03 4.300000E+02
6.000000E-04 5.500000E+02 8.000000E+01 2.320000E+03 4.400000E+02
6.100000E-04 5.800000E+02 9.000000E+01 2.360000E+03 4.500000E+02
6.200000E-04 6.000000E+02 9.000000E+01 2.404000E+03 4.600000E+02
6.300000E-04 6.300000E+02 9.000000E+01 2.434000E+03 4.600000E+02
6.400000E-04 6.480000E+02 9.000000E+01 2.480000E+03 4.800000E+02
6.500000E-04 6.640000E+02 1.000000E+02 2.514000E+03 5.000000E+02
6.600000E-04 6.780000E+02 1.100000E+02 2.540000E+03 5.100000E+02
6.700000E-04 7.080000E+02 1.100000E+02 2.582000E+03 5.200000E+02
6.800000E-04 7.320000E+02 1.100000E+02 2.614000E+03 5.200000E+02
6.900000E-04 7.520000E+02 1.100000E+02 2.666000E+03 5.400000E+02
7.000000E-04 7.740000E+02 1.100000E+02 2.696000E+03 5.400000E+02
7.100000E-04 7.980000E+02 1.100000E+02 2.752000E+03 5.500000E+02
7.200000E-04 8.100000E+02 1.100000E+02 2.786000E+03 5.600000E+02
7.300000E-04 8.320000E+02 1.100000E+02 2.832000E+03 6.000000E+02
7.400000E-04 8.560000E+02 1.200000E+02 2.866000E+03 6.100000E+02
7.500000E-04 8.820000E+02 1.200000E+02 2.910000E+03 6.200000E+02
7.600000E-04 9.040000E+02 1.200000E+02 2.954000E+03 6.400000E+02
7.700000E-04 9.360000E+02 1.200000E+02 2.996000E+03 6.400000E+02
7.800000E-04 9.600000E+02 1.200000E+02 3.030000E+03 6.400000E+02
7.900000E-04 9.820000E+02 1.200000E+02 3.070000E+03 6.500000E+02
8.000000E-04 1.004000E+03 1.200000E+02 3.092000E+03 6.500000E+02
8.100000E-04 1.026000E+03 1.200000E+02 3.134000E+03 6.500000E+02
8.200000E-04 1.048000E+03 1.200000E+02 3.184000E+03 6.500000E+02
8.300000E-04 1.066000E+03 1.200000E+02 3.238000E+03 6.600000E+02
8.400000E-04 1.096000E+03 1.200000E+02 3.276000E+03 6.600000E+02
8.500000E-04 1.116000E+03 1.200000E+02 3.314000E+03 6.700000E+02
8.600000E-04 1.138000E+03 1.300000E+02 3.342000E+03 6.800000E+02
8.700000E-04 1.160000E+03 1.300000E+02 3.380000E+03 6.800000E+02
