time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 8.000000E+00 1.000000E+01
2.000000E-05 2.000000E+00 0.000000E+00 1.800000E+01 2.000000E+01
3.000000E-05 2.000000E+00 0.000000E+00 3.800000E+01 3.000000E+01
4.000000E-05 4.000000E+00 0.000000E+00 7.200000E+01 4.000000E+01
5.000000E-05 4.000000E+00 0.000000E+00 1.000000E+02 4.000000E+01
6.000000E-05 4.000000E+00 0.000000E+00 1.400000E+02 4.000000E+01
7.000000E-05 4.000000E+00 0.000000E+00 1.800000E+02 4.000000E+01
8.000000E-05 6.000000E+00 0.000000E+00 2.260000E+02 5.000000E+01
9.000000E-05 8.000000E+00 0.000000E+00 2.640000E+02 5.000000E+01
1.000000E-04 1.200000E+01 0.000000E+00 3.080000E+02 6.000000E+01
1.100000E-04 1.800000E+01 0.000000E+00 3.400000E+02 7.000000E+01
1.200000E-04 2.000000E+01 0.000000E+00 3.840000E+02 8.000000E+01
1.300000E-04 2.600000E+01 0.000000E+00 4.200000E+02 8.000000E+01
1.400000E-04 3.000000E+01 0.000000E+00 4.660000E+02 8.000000E+01
1.500000E-04 3.800000E+01 0.000000E+00 5.240000E+02 8.000000E+01
1.600000E-04 4.800000E+01 0.000000E+00 5.620000E+02 8.000000E+01
1.700000E-04 5.600000E+01 0.000000E+00 5.940000E+02 9.000000E+01
1.800000E-04 6.800000E+01 0.000000E+00 6.400000E+02 1.100000E+02
1.900000E-04 7.000000E+01 0.000000E+00 6.860000E+02 1.100000E+02
2.000000E-04 7.800000E+01 0.000000E+00 7.220000E+02 1.100000E+02
2.100000E-04 8.200000E+01 0.000000E+00 7.740000E+02 1.100000E+02
2.200000E-04 1.080000E+02 0.000000E+00 8.200000E+02 1.300000E+02
2.300000E-04 1.160000E+02 0.000000E+00 8.700000E+02 1.600000E+02
2.400000E-04 1.260000E+02 0.000000E+00 9.000000E+02 1.700000E+02
2.500000E-04 1.300000E+02 0.000000E+00 9.440000E+02 1.700000E+02
2.600000E-04 1.340000E+02 0.000000E+00 9.740000E+02 1.800000E+02
2.700000E-04 1.400000E+02 1.000000E+01 1.018000E+03 1.800000E+02
2.800000E-04 1.520000E+02 1.000000E+01 1.070000E+03 2.000000E+02
2.900000E-04 1.560000E+02 1.000000E+01 1.108000E+03 2.000000E+02
3.000000E-04 1.660000E+02 1.000000E+01 1.166000E+03 2.000000E+02
3.100000E-04 1.780000E+02 1.000000E+01 1.200000E+03 2.100000E+02
3.200000E-04 1.880000E+02 1.000000E+01 1.242000E+03 2.200000E+02
3.300000E-04 2.040000E+02 2.000000E+01 1.278000E+03 2.400000E+02
3.400000E-04 2.180000E+02 2.000000E+01 1.330000E+03 2.500000E+02
3.500000E-04 2.240000E+02 3.000000E+01 1.378000E+03 2.600000E+02
3.600000E-04 2.400000E+02 3.000000E+01 1.420000E+03 2.800000E+02
3.700000E-04 2.460000E+02 3.000000E+01 1.452000E+03 2.900000E+02
3.800000E-04 2.580000E+02 3.000000E+01 1.476000E+03 3.000000E+02
3.900000E-04 2.820000E+02 3.000000E+01 1.522000E+03 3.200000E+02
4.000000E-04 2.980000E+02 3.000000E+01 1.554000E+03 3.200000E+02
4.100000E-04 3.040000E+02 3.000000E+01 1.590000E+03 3.400000E+02
4.200000E-04 3.160000E+02 3.000000E+01 1.638000E+03 3.500000E+02
4.300000E-04 3.200000E+02 3.000000E+01 1.674000E+03 3.500000E+02
4.400000E-04 3.320000E+02 3.000000E+01 1.726000E+03 3.600000E+02
4.500000E-04 3.500000E+02 4.000000E+01 1.768000E+03 4.000000E+02
4.600000E-04 3.680000E+02 4.000000E+01 1.812000E+03 4.000000E+02
4.700000E-04 3.920000E+02 4.000000E+01 1.862000E+03 4.000000E+02
4.800000E-04 4.080000E+02 4.000000E+01 1.896000E+03 4.200000E+02
4.900000E-04 4.300000E+02 5.000000E+01 1.950000E+03 4.200000E+02
5.000000E-04 4.500000E+02 5.000000E+01 1.990000E+03 4.300000E+02
5.100000E-04 4.580000E+02 5.000000E+01 2.020000E+03 4.300000E+02
5.200000E-04 4.800000E+02 5.000000E+01 2.066000E+03 4.300000E+02
5.300000E-04 4.940000E+02 5.000000E+01 2.104000E+03 4.300000E+02
5.400000E-04 5.120000E+02 5.000000E+01 2.154000E+03 4.400000E+02
5.500000E-04 5.400000E+02 5.000000E+01 2.198000E+03 4.500000E+02
5.600000E-04 5.640000E+02 5.000000E+01 2.228000E+03 4.600000E+02
5.700000E-04 5.760000E+02 5.000000E+01 2.262000E+03 4.700000E+02
5.800000E-04 5.960000E+02 6.000000E+01 2.306000E+03 4.800000E+02
5.900000E-04 6.040000E+02 6.000000E+01 2.338000E+03 4.900000E+02
6.000000E-04 6.180000E+02 7.000000E+01 2.390000E+03 4.900000E+02
6.100000E-04 6.380000E+02 7.000000E+01 2.424000E+03 5.100000E+02
6.200000E-04 6.580000E+02 7.000000E+01 2.450000E+03 5.100000E+02
6.300000E-04 6.700000E+02 7.000000E+01 2.500000E+03 5.200000E+02
6.400000E-04 6.900000E+02 7.000000E+01 2.538000E+03 5.300000E+02
6.500000E-04 7.140000E+02 7.000000E+01 2.582000E+03 5.300000E+02
6.600000E-04 7.340000E+02 7.000000E+01 2.630000E+03 5.400000E+02
6.700000E-04 7.400000E+02 7.000000E+01 2.644000E+03 5.700000E+02
6.800000E-04 7.500000E+02 7.000000E+01 2.674000E+03 5.900000E+02
6.900000E-04 7.720000E+02 7.000000E+01 2.718000E+03 5.900000E+02
7.000000E-04 7.940000E+02 7.000000E+01 2.744000E+03 6.200000E+02
7.100000E-04 8.120000E+02 8.000000E+01 2.794000E+03 6.200000E+02
7.200000E-04 8.360000E+02 8.000000E+01 2.826000E+03 6.500000E+02
7.300000E-04 8.660000E+02 1.000000E+02 2.874000E+03 6.700000E+02
7.400000E-04 8.960000E+02 1.000000E+02 2.930000E+03 6.900000E+02
7.500000E-04 9.140000E+02 1.100000E+02 2.962000E+03 6.900000E+02
7.600000E-04 9.380000E+02 1.100000E+02 3.002000E+03 6.900000E+02
7.700000E-04 9.560000E+02 1.100000E+02 3.046000E+03 7.000000E+02
7.800000E-04 9.620000E+02 1.100000E+02 3.082000E+03 7.100000E+02
7.900000E-04 9.820000E+02 1.300000E+02 3.112000E+03 7.300000E+02
8.000000E-04 1.004000E+03 1.300000E+02 3.150000E+03 7.500000E+02
8.100000E-04 1.016000E+03 1.300000E+02 3.196000E+03 7.500000E+02
8.200000E-04 1.036000E+03 1.300000E+02 3.234000E+03 7.600000E+02
8.300000E-04 1.058000E+03 1.300000E+02 3.264000E+03 7.700000E+02
8.400000E-04 1.090000E+03 1.400000E+02 3.296000E+03 7.800000E+02
8.500000E-04 1.104000E+03 1.400000E+02 3.332000E+03 7.800000E+02
8.600000E-04 1.130000E+03 1.400000E+02 3.390000E+03 7.800000E+02
8.700000E-04 1.158000E+03 1.500000E+02 3.432000E+03 7.800000E+02
8.800000E-04 1.172000E+03 1.600000E+02 3.466000E+03 7.900000E+02
8.900000E-04 1.194000E+03 1.700000E+02 3.516000E+03 8.000000E+02
9.000000E-04 1.220000E+03 1.900000E+02 3.566000E+03 8.000000E+02
9.100000E-04 1.238000E+03 1.900000E+02 3.610000E+03 8.100000E+02
9.200000E-04 1.262000E+03 1.900000E+02 3.646000E+03 8.300000E+02
9.300000E-04 1.280000E+03 2.100000E+02 3.674000E+03 8.300000E+02
9.400000E-04 1.304000E+03 2.100000E+02 3.726000E+03 8.300000E+02
9.500000E-04 1.328000E+03 2.100000E+02 3.752000E+03 8.300000E+02
9.600000E-04 1.350000E+03 2.100000E+02 3.792000E+03 8.300000E+02
9.700000E-04 1.370000E+03 2.100000E+02 3.848000E+03 8.400000E+02
9.800000E-04 1.398000E+03 2.100000E+02 3.880000E+03 8.500000E+02
9.900000E-04 1.430000E+03 2.100000E+02 3.914000E+03 8.600000E+02
1.000000E-03 1.456000E+03 2.100000E+02 3.952000E+03 8.600000E+02
