time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 6.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 2.600000E+01 2.000000E+01
3.000000E-05 0.000000E+00 0.000000E+00 4.400000E+01 2.000000E+01
4.000000E-05 0.000000E+00 0.000000E+00 7.000000E+01 2.000000E+01
5.000000E-05 0.000000E+00 0.000000E+00 1.260000E+02 3.000000E+01
6.000000E-05 2.000000E+00 0.000000E+00 1.560000E+02 3.000000E+01
7.000000E-05 6.000000E+00 0.000000E+00 1.780000E+02 4.000000E+01
8.000000E-05 6.000000E+00 1.000000E+01 1.960000E+02 5.000000E+01
9.000000E-05 6.000000E+00 1.000000E+01 2.340000E+02 6.000000E+01
1.000000E-04 8.000000E+00 1.000000E+01 2.760000E+02 6.000000E+01
1.100000E-04 1.400000E+01 1.000000E+01 3.120000E+02 6.000000E+01
1.200000E-04 1.600000E+01 2.000000E+01 3.600000E+02 8.000000E+01
1.300000E-04 2.000000E+01 2.000000E+01 4.040000E+02 1.000000E+02
1.400000E-04 2.200000E+01 2.000000E+01 4.360000E+02 1.000000E+02
1.500000E-04 3.000000E+01 2.000000E+01 4.600000E+02 1.200000E+02
1.600000E-04 3.600000E+01 2.000000E+01 4.880000E+02 1.400000E+02
1.700000E-04 4.000000E+01 2.000000E+01 5.460000E+02 1.500000E+02
1.800000E-04 4.400000E+01 2.000000E+01 5.820000E+02 1.600000E+02
1.900000E-04 5.800000E+01 2.000000E+01 6.100000E+02 1.600000E+02
2.000000E-04 6.400000E+01 2.000000E+01 6.580000E+02 1.600000E+02
2.100000E-04 7.200000E+01 2.000000E+01 7.100000E+02 1.600000E+02
2.200000E-04 7.800000E+01 2.000000E+01 7.420000E+02 1.600000E+02
2.300000E-04 9.000000E+01 2.000000E+01 7.860000E+02 1.700000E+02
2.400000E-04 9.400000E+01 2.000000E+01 8.160000E+02 2.200000E+02
2.500000E-04 1.080000E+02 2.000000E+01 8.640000E+02 2.300000E+02
2.600000E-04 1.140000E+02 2.000000E+01 9.060000E+02 2.400000E+02
2.700000E-04 1.220000E+02 3.000000E+01 9.460000E+02 2.400000E+02
2.800000E-04 1.340000E+02 3.000000E+01 9.920000E+02 2.400000E+02
2.900000E-04 1.440000E+02 3.000000E+01 1.024000E+03 2.500000E+02
3.000000E-04 1.580000E+02 3.000000E+01 1.066000E+03 2.800000E+02
3.100000E-04 1.700000E+02 3.000000E+01 1.106000E+03 2.800000E+02
3.200000E-04 1.920000E+02 3.000000E+01 1.138000E+03 3.000000E+02
3.300000E-04 2.100000E+02 3.000000E+01 1.182000E+03 3.100000E+02
3.400000E-04 2.160000E+02 4.000000E+01 1.220000E+03 3.200000E+02
3.500000E-04 2.220000E+02 4.000000E+01 1.260000E+03 3.200000E+02
3.600000E-04 2.380000E+02 4.000000E+01 1.288000E+03 3.300000E+02
3.700000E-04 2.520000E+02 4.000000E+01 1.326000E+03 3.400000E+02
3.800000E-04 2.580000E+02 4.000000E+01 1.350000E+03 3.400000E+02
3.900000E-04 2.660000E+02 4.000000E+01 1.392000E+03 3.400000E+02
4.000000E-04 2.800000E+02 4.000000E+01 1.438000E+03 3.500000E+02
4.100000E-04 2.860000E+02 5.000000E+01 1.466000E+03 3.600000E+02
4.200000E-04 2.920000E+02 5.000000E+01 1.516000E+03 3.600000E+02
4.300000E-04 3.000000E+02 5.000000E+01 1.572000E+03 3.700000E+02
4.400000E-04 3.160000E+02 5.000000E+01 1.612000E+03 3.800000E+02
4.500000E-04 3.280000E+02 5.000000E+01 1.656000E+03 3.900000E+02
4.600000E-04 3.460000E+02 5.000000E+01 1.706000E+03 3.900000E+02
4.700000E-04 3.680000E+02 5.000000E+01 1.742000E+03 3.900000E+02
4.800000E-04 3.840000E+02 5.000000E+01 1.782000E+03 3.900000E+02
4.900000E-04 4.000000E+02 6.000000E+01 1.814000E+03 3.900000E+02
5.000000E-04 4.220000E+02 6.000000E+01 1.848000E+03 3.900000E+02
5.100000E-04 4.460000E+02 7.000000E+01 1.876000E+03 4.100000E+02
5.200000E-04 4.620000E+02 7.000000E+01 1.932000E+03 4.200000E+02
5.300000E-04 4.860000E+02 8.000000E+01 1.990000E+03 4.200000E+02
5.400000E-04 5.080000E+02 9.000000E+01 2.038000E+03 4.300000E+02
5.500000E-04 5.260000E+02 9.000000E+01 2.068000E+03 4.300000E+02
5.600000E-04 5.340000E+02 9.000000E+01 2.106000E+03 4.400000E+02
5.700000E-04 5.520000E+02 9.000000E+01 2.130000E+03 4.500000E+02
5.800000E-04 5.580000E+02 1.000000E+02 2.168000E+03 4.500000E+02
5.900000E-04 5.740000E+02 1.100000E+02 2.212000E+03 4.800000E+02
6.000000E-04 5.920000E+02 1.100000E+02 2.258000E+03 4.800000E+02
6.100000E-04 6.060000E+02 1.300000E+02 2.300000E+03 4.900000E+02
6.200000E-04 6.160000E+02 1.300000E+02 2.334000E+03 4.900000E+02
6.300000E-04 6.320000E+02 1.300000E+02 2.364000E+03 4.900000E+02
6.400000E-04 6.500000E+02 1.300000E+02 2.392000E+03 5.100000E+02
6.500000E-04 6.700000E+02 1.400000E+02 2.434000E+03 5.300000E+02
6.600000E-04 7.020000E+02 1.400000E+02 2.460000E+03 5.400000E+02
6.700000E-04 7.220000E+02 1.400000E+02 2.498000E+03 5.500000E+02
6.800000E-04 7.340000E+02 1.500000E+02 2.526000E+03 5.500000E+02
6.900000E-04 7.580000E+02 1.500000E+02 2.580000E+03 5.600000E+02
7.000000E-04 7.800000E+02 1.600000E+02 2.622000E+03 5.700000E+02
