time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 4.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 3.000000E+01 0.000000E+00
3.000000E-05 0.000000E+00 0.000000E+00 4.800000E+01 2.000000E+01
4.000000E-05 2.000000E+00 0.000000E+00 8.000000E+01 3.000000E+01
5.000000E-05 2.000000E+00 0.000000E+00 1.120000E+02 4.000000E+01
6.000000E-05 4.000000E+00 0.000000E+00 1.560000E+02 4.000000E+01
7.000000E-05 8.000000E+00 0.000000E+00 2.000000E+02 4.000000E+01
8.000000E-05 1.200000E+01 0.000000E+00 2.440000E+02 4.000000E+01
9.000000E-05 1.400000E+01 0.000000E+00 2.640000E+02 5.000000E+01
1.000000E-04 2.200000E+01 0.000000E+00 3.100000E+02 9.000000E+01
1.100000E-04 2.600000E+01 2.000000E+01 3.380000E+02 1.100000E+02
1.200000E-04 2.800000E+01 2.000000E+01 3.740000E+02 1.100000E+02
1.300000E-04 3.400000E+01 2.000000E+01 4.160000E+02 1.200000E+02
1.400000E-04 3.400000E+01 2.000000E+01 4.420000E+02 1.200000E+02
1.500000E-04 4.400000E+01 2.000000E+01 4.720000E+02 1.300000E+02
1.600000E-04 5.400000E+01 2.000000E+01 5.180000E+02 1.400000E+02
1.700000E-04 6.200000E+01 3.000000E+01 5.620000E+02 1.700000E+02
1.800000E-04 7.400000E+01 3.000000E+01 6.100000E+02 1.700000E+02
1.900000E-04 9.000000E+01 3.000000E+01 6.460000E+02 1.700000E+02
2.000000E-04 9.400000E+01 3.000000E+01 6.780000E+02 1.900000E+02
2.100000E-04 9.800000E+01 3.000000E+01 7.320000E+02 2.000000E+02
2.200000E-04 1.040000E+02 3.000000E+01 7.780000E+02 2.000000E+02
2.300000E-04 1.220000E+02 4.000000E+01 8.260000E+02 2.200000E+02
2.400000E-04 1.360000E+02 4.000000E+01 8.580000E+02 2.200000E+02
2.500000E-04 1.480000E+02 4.000000E+01 9.040000E+02 2.200000E+02
2.600000E-04 1.560000E+02 4.000000E+01 9.520000E+02 2.500000E+02
2.700000E-04 1.660000E+02 4.000000E+01 9.920000E+02 2.600000E+02
2.800000E-04 1.760000E+02 4.000000E+01 1.034000E+03 2.800000E+02
2.900000E-04 1.980000E+02 5.000000E+01 1.074000E+03 2.800000E+02
3.000000E-04 2.180000E+02 6.000000E+01 1.118000E+03 2.800000E+02
3.100000E-04 2.300000E+02 7.000000E+01 1.154000E+03 3.100000E+02
3.200000E-04 2.420000E+02 8.000000E+01 1.190000E+03 3.200000E+02
3.300000E-04 2.480000E+02 8.000000E+01 1.230000E+03 3.400000E+02
3.400000E-04 2.580000E+02 9.000000E+01 1.276000E+03 3.400000E+02
3.500000E-04 2.680000E+02 9.000000E+01 1.324000E+03 3.400000E+02
3.600000E-04 2.740000E+02 1.000000E+02 1.362000E+03 3.400000E+02
3.700000E-04 2.860000E+02 1.000000E+02 1.402000E+03 3.500000E+02
3.800000E-04 3.000000E+02 1.000000E+02 1.434000E+03 3.600000E+02
3.900000E-04 3.120000E+02 1.200000E+02 1.462000E+03 3.800000E+02
4.000000E-04 3.300000E+02 1.200000E+02 1.508000E+03 3.900000E+02
4.100000E-04 3.420000E+02 1.200000E+02 1.558000E+03 4.000000E+02
4.200000E-04 3.520000E+02 1.200000E+02 1.602000E+03 4.200000E+02
4.300000E-04 3.740000E+02 1.200000E+02 1.648000E+03 4.200000E+02
4.400000E-04 3.820000E+02 1.200000E+02 1.684000E+03 4.600000E+02
4.500000E-04 3.940000E+02 1.200000E+02 1.730000E+03 4.800000E+02
4.600000E-04 4.160000E+02 1.200000E+02 1.762000E+03 4.800000E+02
4.700000E-04 4.300000E+02 1.200000E+02 1.792000E+03 5.000000E+02
4.800000E-04 4.440000E+02 1.200000E+02 1.836000E+03 5.000000E+02
4.900000E-04 4.540000E+02 1.200000E+02 1.870000E+03 5.000000E+02
5.000000E-04 4.700000E+02 1.200000E+02 1.896000E+03 5.000000E+02
5.100000E-04 4.840000E+02 1.200000E+02 1.946000E+03 5.100000E+02
5.200000E-04 5.100000E+02 1.200000E+02 1.980000E+03 5.200000E+02
5.300000E-04 5.260000E+02 1.200000E+02 2.032000E+03 5.200000E+02
5.400000E-04 5.400000E+02 1.200000E+02 2.058000E+03 5.300000E+02
5.500000E-04 5.680000E+02 1.200000E+02 2.092000E+03 5.300000E+02
5.600000E-04 5.780000E+02 1.200000E+02 2.130000E+03 5.400000E+02
5.700000E-04 5.980000E+02 1.300000E+02 2.170000E+03 5.400000E+02
5.800000E-04 6.040000E+02 1.300000E+02 2.206000E+03 5.500000E+02
5.900000E-04 6.200000E+02 1.300000E+02 2.242000E+03 5.500000E+02
6.000000E-04 6.340000E+02 1.300000E+02 2.272000E+03 5.700000E+02
6.100000E-04 6.560000E+02 1.400000E+02 2.312000E+03 5.700000E+02
6.200000E-04 6.720000E+02 1.600000E+02 2.362000E+03 5.800000E+02
6.300000E-04 6.960000E+02 1.700000E+02 2.402000E+03 6.000000E+02
6.400000E-04 7.160000E+02 1.700000E+02 2.436000E+03 6.000000E+02
6.500000E-04 7.360000E+02 1.700000E+02 2.464000E+03 6.000000E+02
6.600000E-04 7.600000E+02 1.700000E+02 2.500000E+03 6.100000E+02
6.700000E-04 7.760000E+02 1.900000E+02 2.544000E+03 6.100000E+02
6.800000E-04 7.960000E+02 2.000000E+02 2.588000E+03 6.100000E+02
6.900000E-04 8.160000E+02 2.100000E+02 2.628000E+03 6.100000E+02
7.000000E-04 8.280000E+02 2.100000E+02 2.666000E+03 6.200000E+02
7.100000E-04 8.480000E+02 2.200000E+02 2.716000E+03 6.200000E+02
7.200000E-04 8.700000E+02 2.300000E+02 2.758000E+03 6.300000E+02
7.300000E-04 8.840000E+02 2.400000E+02 2.794000E+03 6.300000E+02
7.400000E-04 9.020000E+02 2.400000E+02 2.840000E+03 6.500000E+02
7.500000E-04 9.280000E+02 2.400000E+02 2.882000E+03 6.700000E+02
7.600000E-04 9.560000E+02 2.400000E+02 2.928000E+03 6.800000E+02
7.700000E-04 9.780000E+02 2.400000E+02 2.972000E+03 6.800000E+02
7.800000E-04 9.960000E+02 2.500000E+02 3.018000E+03 7.000000E+02
7.900000E-04 1.022000E+03 2.500000E+02 3.064000E+03 7.300000E+02
8.000000E-04 1.050000E+03 2.600000E+02 3.106000E+03 7.600000E+02
8.100000E-04 1.068000E+03 2.600000E+02 3.150000E+03 7.700000E+02
8.200000E-04 1.094000E+03 2.600000E+02 3.176000E+03 7.800000E+02
8.300000E-04 1.116000E+03 2.600000E+02 3.214000E+03 8.000000E+02
8.400000E-04 1.132000E+03 2.600000E+02 3.268000E+03 8.100000E+02
8.500000E-04 1.164000E+03 2.600000E+02 3.300000E+03 8.200000E+02
8.600000E-04 1.180000E+03 2.600000E+02 3.338000E+03 8.200000E+02
8.700000E-04 1.208000E+03 2.700000E+02 3.368000E+03 8.200000E+02
8.800000E-04 1.226000E+03 2.700000E+02 3.404000E+03 8.200000E+02
8.900000E-04 1.258000E+03 2.700000E+02 3.428000E+03 8.300000E+02
9.000000E-04 1.274000E+03 2.700000E+02 3.468000E+03 8.400000E+02
9.100000E-04 1.296000E+03 2.700000E+02 3.514000E+03 8.600000E+02
9.200000E-04 1.322000E+03 2.700000E+02 3.564000E+03 8.600000E+02
9.300000E-04 1.342000E+03 2.700000E+02 3.596000E+03 8.700000E+02
9.400000E-04 1.382000E+03 2.800000E+02 3.636000E+03 8.800000E+02
9.500000E-04 1.400000E+03 2.800000E+02 3.680000E+03 9.000000E+02
9.600000E-04 1.424000E+03 2.800000E+02 3.722000E+03 9.000000E+02
9.700000E-04 1.446000E+03 2.800000E+02 3.756000E+03 9.000000E+02
9.800000E-04 1.466000E+03 2.900000E+02 3.802000E+03 9.100000E+02
9.900000E-04 1.498000E+03 2.900000E+02 3.842000E+03 9.100000E+02
1.000000E-03 1.518000E+03 3.000000E+02 3.886000E+03 9.200000E+02
