time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 4.000000E+00 0.000000E+00
2.000000E-05 0.000000E+00 0.000000E+00 2.600000E+01 4.000000E+01
3.000000E-05 2.000000E+00 0.000000E+00 5.200000E+01 4.000000E+01
4.000000E-05 2.000000E+00 0.000000E+00 8.800000E+01 6.000000E+01
5.000000E-05 2.000000E+00 0.000000E+00 1.400000E+02 7.000000E+01
6.000000E-05 4.000000E+00 0.000000E+00 1.640000E+02 9.000000E+01
7.000000E-05 6.000000E+00 0.000000E+00 2.020000E+02 9.000000E+01
8.000000E-05 8.000000E+00 0.000000E+00 2.360000E+02 1.100000E+02
9.000000E-05 1.000000E+01 0.000000E+00 2.680000E+02 1.100000E+02
1.000000E-04 1.200000E+01 0.000000E+00 3.080000E+02 1.200000E+02
1.100000E-04 1.400000E+01 0.000000E+00 3.380000E+02 1.200000E+02
1.200000E-04 1.400000E+01 0.000000E+00 3.800000E+02 1.500000E+02
1.300000E-04 2.000000E+01 0.000000E+00 4.180000E+02 1.600000E+02
1.400000E-04 2.200000E+01 0.000000E+00 4.500000E+02 1.600000E+02
1.500000E-04 2.600000E+01 0.000000E+00 4.880000E+02 1.700000E+02
1.600000E-04 3.000000E+01 0.000000E+00 5.320000E+02 1.700000E+02
1.700000E-04 3.200000E+01 0.000000E+00 5.680000E+02 1.700000E+02
1.800000E-04 3.800000E+01 0.000000E+00 5.960000E+02 1.800000E+02
1.900000E-04 4.600000E+01 0.000000E+00 6.400000E+02 1.900000E+02
2.000000E-04 5.400000E+01 0.000000E+00 6.800000E+02 2.100000E+02
2.100000E-04 6.600000E+01 0.000000E+00 7.180000E+02 2.300000E+02
2.200000E-04 8.000000E+01 0.000000E+00 7.660000E+02 2.300000E+02
2.300000E-04 8.600000E+01 0.000000E+00 7.900000E+02 2.300000E+02
2.400000E-04 9.000000E+01 2.000000E+01 8.280000E+02 2.400000E+02
2.500000E-04 1.020000E+02 2.000000E+01 8.780000E+02 2.400000E+02
2.600000E-04 1.060000E+02 2.000000E+01 9.220000E+02 2.400000E+02
2.700000E-04 1.120000E+02 2.000000E+01 9.600000E+02 2.400000E+02
2.800000E-04 1.240000E+02 3.000000E+01 9.900000E+02 2.400000E+02
2.900000E-04 1.360000E+02 3.000000E+01 1.028000E+03 2.400000E+02
3.000000E-04 1.460000E+02 3.000000E+01 1.072000E+03 2.500000E+02
3.100000E-04 1.560000E+02 3.000000E+01 1.106000E+03 2.500000E+02
3.200000E-04 1.680000E+02 4.000000E+01 1.148000E+03 2.500000E+02
3.300000E-04 1.780000E+02 4.000000E+01 1.186000E+03 2.600000E+02
3.400000E-04 1.900000E+02 4.000000E+01 1.228000E+03 2.700000E+02
3.500000E-04 2.000000E+02 4.000000E+01 1.266000E+03 2.800000E+02
3.600000E-04 2.200000E+02 4.000000E+01 1.298000E+03 2.800000E+02
3.700000E-04 2.300000E+02 5.000000E+01 1.332000E+03 2.800000E+02
3.800000E-04 2.440000E+02 5.000000E+01 1.384000E+03 2.900000E+02
3.900000E-04 2.580000E+02 6.000000E+01 1.422000E+03 2.900000E+02
4.000000E-04 2.740000E+02 6.000000E+01 1.478000E+03 3.000000E+02
4.100000E-04 2.840000E+02 8.000000E+01 1.526000E+03 3.100000E+02
4.200000E-04 2.940000E+02 9.000000E+01 1.588000E+03 3.100000E+02
4.300000E-04 3.080000E+02 9.000000E+01 1.636000E+03 3.200000E+02
4.400000E-04 3.120000E+02 9.000000E+01 1.678000E+03 3.400000E+02
4.500000E-04 3.240000E+02 1.000000E+02 1.706000E+03 3.500000E+02
4.600000E-04 3.420000E+02 1.100000E+02 1.752000E+03 3.500000E+02
4.700000E-04 3.540000E+02 1.100000E+02 1.778000E+03 3.500000E+02
4.800000E-04 3.740000E+02 1.100000E+02 1.842000E+03 3.600000E+02
4.900000E-04 3.840000E+02 1.200000E+02 1.880000E+03 3.700000E+02
5.000000E-04 3.940000E+02 1.200000E+02 1.916000E+03 3.700000E+02
5.100000E-04 4.160000E+02 1.200000E+02 1.954000E+03 3.700000E+02
5.200000E-04 4.440000E+02 1.200000E+02 2.000000E+03 3.900000E+02
5.300000E-04 4.620000E+02 1.300000E+02 2.046000E+03 3.900000E+02
5.400000E-04 4.740000E+02 1.400000E+02 2.084000E+03 4.000000E+02
5.500000E-04 4.840000E+02 1.400000E+02 2.132000E+03 4.300000E+02
5.600000E-04 4.900000E+02 1.400000E+02 2.170000E+03 4.400000E+02
5.700000E-04 5.100000E+02 1.600000E+02 2.214000E+03 4.400000E+02
5.800000E-04 5.240000E+02 1.600000E+02 2.242000E+03 4.400000E+02
5.900000E-04 5.340000E+02 1.700000E+02 2.296000E+03 4.500000E+02
6.000000E-04 5.540000E+02 1.700000E+02 2.324000E+03 4.700000E+02
6.100000E-04 5.700000E+02 1.800000E+02 2.354000E+03 4.800000E+02
6.200000E-04 5.800000E+02 1.800000E+02 2.400000E+03 5.000000E+02
6.300000E-04 6.020000E+02 1.900000E+02 2.446000E+03 5.100000E+02
6.400000E-04 6.340000E+02 1.900000E+02 2.482000E+03 5.300000E+02
6.500000E-04 6.540000E+02 1.900000E+02 2.520000E+03 5.300000E+02
6.600000E-04 6.740000E+02 2.100000E+02 2.564000E+03 5.300000E+02
6.700000E-04 6.980000E+02 2.200000E+02 2.606000E+03 5.400000E+02
6.800000E-04 7.180000E+02 2.200000E+02 2.662000E+03 5.500000E+02
6.900000E-04 7.460000E+02 2.200000E+02 2.696000E+03 5.500000E+02
7.000000E-04 7.720000E+02 2.300000E+02 2.726000E+03 5.600000E+02
7.100000E-04 7.920000E+02 2.300000E+02 2.758000E+03 5.600000E+02
7.200000E-04 8.000000E+02 2.400000E+02 2.814000E+03 5.700000E+02
7.300000E-04 8.280000E+02 2.400000E+02 2.844000E+03 6.000000E+02
7.400000E-04 8.520000E+02 2.400000E+02 2.882000E+03 6.000000E+02
7.500000E-04 8.820000E+02 2.400000E+02 2.932000E+03 6.100000E+02
7.600000E-04 8.920000E+02 2.400000E+02 2.974000E+03 6.200000E+02
7.700000E-04 9.120000E+02 2.400000E+02 3.016000E+03 6.400000E+02
7.800000E-04 9.260000E+02 2.500000E+02 3.052000E+03 6.500000E+02
7.900000E-04 9.560000E+02 2.500000E+02 3.092000E+03 6.600000E+02
8.000000E-04 9.840000E+02 2.500000E+02 3.138000E+03 6.700000E+02
8.100000E-04 9.960000E+02 2.500000E+02 3.174000E+03 6.700000E+02
8.200000E-04 1.022000E+03 2.500000E+02 3.224000E+03 6.800000E+02
8.300000E-04 1.046000E+03 2.500000E+02 3.250000E+03 6.900000E+02
8.400000E-04 1.074000E+03 2.600000E+02 3.282000E+03 7.100000E+02
8.500000E-04 1.100000E+03 2.700000E+02 3.312000E+03 7.100000E+02
8.600000E-04 1.128000E+03 2.700000E+02 3.348000E+03 7.200000E+02
8.700000E-04 1.146000E+03 2.800000E+02 3.398000E+03 7.300000E+02
8.800000E-04 1.156000E+03 2.800000E+02 3.430000E+03 7.300000E+02
8.900000E-04 1.198000E+03 2.800000E+02 3.478000E+03 7.400000E+02
9.000000E-04 1.218000E+03 2.900000E+02 3.520000E+03 7.500000E+02
9.100000E-04 1.262000E+03 3.000000E+02 3.570000E+03 7.600000E+02
9.200000E-04 1.282000E+03 3.000000E+02 3.616000E+03 7.800000E+02
9.300000E-04 1.296000E+03 3.000000E+02 3.652000E+03 7.900000E+02
9.400000E-04 1.314000E+03 3.100000E+02 3.682000E+03 8.200000E+02
9.500000E-04 1.352000E+03 3.100000E+02 3.714000E+03 8.600000E+02
9.600000E-04 1.384000E+03 3.100000E+02 3.752000E+03 8.800000E+02
9.700000E-04 1.406000E+03 3.100000E+02 3.788000E+03 8.900000E+02
9.800000E-04 1.430000E+03 3.200000E+02 3.826000E+03 9.000000E+02
9.900000E-04 1.454000E+03 3.200000E+02 3.868000E+03 9.100000E+02
1.000000E-03 1.480000E+03 3.300000E+02 3.894000E+03 9.100000E+02
