time 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC' 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 0.000000E+00 0.000000E+00 2.000000E+00 1.000000E+01
2.000000E-05 2.000000E+00 0.000000E+00 1.600000E+01 1.000000E+01
3.000000E-05 2.000000E+00 0.000000E+00 4.000000E+01 2.000000E+01
4.000000E-05 4.000000E+00 0.000000E+00 6.200000E+01 2.000000E+01
5.000000E-05 4.000000E+00 0.000000E+00 9.400000E+01 2.000000E+01
6.000000E-05 1.000000E+01 0.000000E+00 1.400000E+02 2.000000E+01
7.000000E-05 1.200000E+01 0.000000E+00 1.740000E+02 2.000000E+01
8.000000E-05 1.400000E+01 1.000000E+01 2.020000E+02 4.000000E+01
9.000000E-05 1.800000E+01 1.000000E+01 2.460000E+02 4.000000E+01
1.000000E-04 2.000000E+01 1.000000E+01 2.880000E+02 5.000000E+01
1.100000E-04 2.200000E+01 1.000000E+01 3.140000E+02 5.000000E+01
1.200000E-04 2.400000E+01 1.000000E+01 3.600000E+02 8.000000E+01
1.300000E-04 3.000000E+01 1.000000E+01 3.900000E+02 8.000000E+01
1.400000E-04 3.400000E+01 1.000000E+01 4.420000E+02 9.000000E+01
1.500000E-04 4.000000E+01 1.000000E+01 4.720000E+02 9.000000E+01
1.600000E-04 4.800000E+01 2.000000E+01 5.220000E+02 1.200000E+02
1.700000E-04 5.400000E+01 2.000000E+01 5.600000E+02 1.300000E+02
1.800000E-04 6.000000E+01 2.000000E+01 5.920000E+02 1.300000E+02
1.900000E-04 6.400000E+01 2.000000E+01 6.300000E+02 1.300000E+02
2.000000E-04 6.600000E+01 2.000000E+01 6.700000E+02 1.500000E+02
2.100000E-04 7.400000E+01 2.000000E+01 7.040000E+02 1.600000E+02
2.200000E-04 8.400000E+01 2.000000E+01 7.560000E+02 1.600000E+02
2.300000E-04 9.400000E+01 2.000000E+01 8.000000E+02 1.800000E+02
2.400000E-04 1.040000E+02 2.000000E+01 8.360000E+02 1.800000E+02
2.500000E-04 1.200000E+02 3.000000E+01 8.780000E+02 1.900000E+02
2.600000E-04 1.240000E+02 3.000000E+01 9.180000E+02 2.000000E+02
2.700000E-04 1.280000E+02 3.000000E+01 9.600000E+02 2.100000E+02
2.800000E-04 1.400000E+02 3.000000E+01 1.008000E+03 2.200000E+02
2.900000E-04 1.540000E+02 3.000000E+01 1.050000E+03 2.300000E+02
3.000000E-04 1.640000E+02 3.000000E+01 1.076000E+03 2.400000E+02
3.100000E-04 1.720000E+02 3.000000E+01 1.120000E+03 2.400000E+02
3.200000E-04 1.840000E+02 3.000000E+01 1.150000E+03 2.500000E+02
3.300000E-04 2.020000E+02 3.000000E+01 1.202000E+03 2.800000E+02
3.400000E-04 2.100000E+02 3.000000E+01 1.238000E+03 2.900000E+02
3.500000E-04 2.180000E+02 4.000000E+01 1.266000E+03 3.200000E+02
3.600000E-04 2.320000E+02 5.000000E+01 1.332000E+03 3.300000E+02
3.700000E-04 2.500000E+02 5.000000E+01 1.368000E+03 3.400000E+02
3.800000E-04 2.660000E+02 5.000000E+01 1.404000E+03 3.400000E+02
3.900000E-04 2.840000E+02 5.000000E+01 1.448000E+03 3.600000E+02
4.000000E-04 2.940000E+02 5.000000E+01 1.482000E+03 3.700000E+02
4.100000E-04 3.100000E+02 5.000000E+01 1.524000E+03 3.800000E+02
4.200000E-04 3.220000E+02 6.000000E+01 1.562000E+03 3.800000E+02
