 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 24 0.000000E+00 0.000000E+00
2.000000E-05 64 0.000000E+00 0.000000E+00
3.000000E-05 107 0.000000E+00 0.000000E+00
4.000000E-05 140 0.000000E+00 0.000000E+00
5.000000E-05 175 2.000000E+00 0.000000E+00
6.000000E-05 209 2.000000E+00 0.000000E+00
7.000000E-05 257 8.000000E+00 0.000000E+00
8.000000E-05 300 1.000000E+01 0.000000E+00
9.000000E-05 342 1.000000E+01 0.000000E+00
1.000000E-04 381 1.400000E+01 0.000000E+00
1.100000E-04 446 2.200000E+01 0.000000E+00
1.200000E-04 497 2.600000E+01 0.000000E+00
1.300000E-04 555 3.800000E+01 0.000000E+00
1.400000E-04 602 4.600000E+01 0.000000E+00
1.500000E-04 650 5.200000E+01 0.000000E+00
1.600000E-04 686 6.000000E+01 0.000000E+00
1.700000E-04 738 6.600000E+01 0.000000E+00
1.800000E-04 777 7.200000E+01 1.000000E+01
1.900000E-04 826 8.200000E+01 1.000000E+01
2.000000E-04 883 9.200000E+01 1.000000E+01
2.100000E-04 945 1.000000E+02 1.000000E+01
2.200000E-04 984 1.080000E+02 1.000000E+01
2.300000E-04 1031 1.140000E+02 1.000000E+01
2.400000E-04 1101 1.340000E+02 1.000000E+01
2.500000E-04 1143 1.440000E+02 1.000000E+01
2.600000E-04 1197 1.480000E+02 1.000000E+01
2.700000E-04 1243 1.540000E+02 1.000000E+01
2.800000E-04 1307 1.600000E+02 2.000000E+01
2.900000E-04 1360 1.760000E+02 2.000000E+01
3.000000E-04 1405 1.780000E+02 2.000000E+01
3.100000E-04 1460 1.900000E+02 2.000000E+01
3.200000E-04 1505 2.040000E+02 2.000000E+01
3.300000E-04 1554 2.160000E+02 2.000000E+01
3.400000E-04 1593 2.260000E+02 2.000000E+01
3.500000E-04 1646 2.440000E+02 2.000000E+01
3.600000E-04 1709 2.580000E+02 2.000000E+01
3.700000E-04 1755 2.680000E+02 2.000000E+01
3.800000E-04 1813 2.840000E+02 2.000000E+01
3.900000E-04 1862 3.000000E+02 2.000000E+01
4.000000E-04 1916 3.080000E+02 2.000000E+01
4.100000E-04 1968 3.180000E+02 3.000000E+01
4.200000E-04 2027 3.320000E+02 3.000000E+01
4.300000E-04 2086 3.480000E+02 5.000000E+01
4.400000E-04 2145 3.700000E+02 5.000000E+01
4.500000E-04 2207 3.820000E+02 6.000000E+01
4.600000E-04 2268 4.000000E+02 6.000000E+01
4.700000E-04 2317 4.120000E+02 6.000000E+01
4.800000E-04 2372 4.160000E+02 6.000000E+01
4.900000E-04 2429 4.280000E+02 6.000000E+01
5.000000E-04 2488 4.380000E+02 8.000000E+01
5.100000E-04 2561 4.600000E+02 1.000000E+02
5.200000E-04 2627 4.800000E+02 1.200000E+02
5.300000E-04 2690 5.000000E+02 1.200000E+02
5.400000E-04 2745 5.220000E+02 1.300000E+02
5.500000E-04 2815 5.500000E+02 1.300000E+02
5.600000E-04 2878 5.600000E+02 1.300000E+02
5.700000E-04 2945 5.860000E+02 1.300000E+02
5.800000E-04 3010 6.020000E+02 1.300000E+02
5.900000E-04 3079 6.220000E+02 1.300000E+02
6.000000E-04 3129 6.300000E+02 1.500000E+02
6.100000E-04 3192 6.520000E+02 1.500000E+02
6.200000E-04 3258 6.760000E+02 1.500000E+02
6.300000E-04 3338 7.040000E+02 1.500000E+02
6.400000E-04 3402 7.240000E+02 1.500000E+02
6.500000E-04 3459 7.400000E+02 1.500000E+02
6.600000E-04 3514 7.460000E+02 1.500000E+02
6.700000E-04 3584 7.660000E+02 1.500000E+02
6.800000E-04 3649 7.860000E+02 1.500000E+02
6.900000E-04 3707 8.080000E+02 1.600000E+02
7.000000E-04 3775 8.360000E+02 1.600000E+02
7.100000E-04 3833 8.560000E+02 1.600000E+02
7.200000E-04 3897 8.780000E+02 1.600000E+02
7.300000E-04 3944 8.960000E+02 1.600000E+02
7.400000E-04 4011 9.140000E+02 1.600000E+02
7.500000E-04 4066 9.300000E+02 1.600000E+02
7.600000E-04 4131 9.540000E+02 1.600000E+02
7.700000E-04 4191 9.740000E+02 1.600000E+02
7.800000E-04 4255 9.940000E+02 1.700000E+02
7.900000E-04 4322 1.020000E+03 1.700000E+02
8.000000E-04 4401 1.044000E+03 1.700000E+02
8.100000E-04 4478 1.072000E+03 1.700000E+02
8.200000E-04 4543 1.102000E+03 1.700000E+02
8.300000E-04 4602 1.126000E+03 1.700000E+02
8.400000E-04 4665 1.150000E+03 1.900000E+02
8.500000E-04 4729 1.176000E+03 1.900000E+02
8.600000E-04 4791 1.198000E+03 2.000000E+02
8.700000E-04 4858 1.218000E+03 2.100000E+02
8.800000E-04 4932 1.252000E+03 2.100000E+02
8.900000E-04 5006 1.270000E+03 2.100000E+02
9.000000E-04 5073 1.298000E+03 2.200000E+02
9.100000E-04 5153 1.322000E+03 2.300000E+02
9.200000E-04 5212 1.352000E+03 2.300000E+02
9.300000E-04 5279 1.366000E+03 2.300000E+02
9.400000E-04 5339 1.386000E+03 2.300000E+02
9.500000E-04 5395 1.410000E+03 2.300000E+02
9.600000E-04 5458 1.432000E+03 2.300000E+02
9.700000E-04 5517 1.452000E+03 2.300000E+02
9.800000E-04 5583 1.480000E+03 2.300000E+02
9.900000E-04 5630 1.492000E+03 2.300000E+02
1.000000E-03 5701 1.524000E+03 2.500000E+02
