 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 38 0.000000E+00 0.000000E+00
2.000000E-05 79 0.000000E+00 0.000000E+00
3.000000E-05 123 2.000000E+00 0.000000E+00
4.000000E-05 159 2.000000E+00 0.000000E+00
5.000000E-05 198 6.000000E+00 0.000000E+00
6.000000E-05 245 8.000000E+00 0.000000E+00
7.000000E-05 287 8.000000E+00 0.000000E+00
8.000000E-05 324 1.000000E+01 0.000000E+00
9.000000E-05 366 1.400000E+01 0.000000E+00
1.000000E-04 409 1.600000E+01 0.000000E+00
1.100000E-04 457 2.000000E+01 0.000000E+00
1.200000E-04 498 2.000000E+01 0.000000E+00
1.300000E-04 561 2.800000E+01 0.000000E+00
1.400000E-04 605 3.200000E+01 0.000000E+00
1.500000E-04 655 4.400000E+01 1.000000E+01
1.600000E-04 697 4.800000E+01 1.000000E+01
1.700000E-04 762 5.800000E+01 1.000000E+01
1.800000E-04 802 6.400000E+01 1.000000E+01
1.900000E-04 840 7.400000E+01 1.000000E+01
2.000000E-04 880 7.400000E+01 1.000000E+01
2.100000E-04 926 8.000000E+01 2.000000E+01
2.200000E-04 993 9.200000E+01 2.000000E+01
2.300000E-04 1048 9.800000E+01 2.000000E+01
2.400000E-04 1110 1.100000E+02 2.000000E+01
2.500000E-04 1152 1.200000E+02 3.000000E+01
2.600000E-04 1200 1.260000E+02 3.000000E+01
2.700000E-04 1258 1.320000E+02 3.000000E+01
2.800000E-04 1316 1.480000E+02 3.000000E+01
2.900000E-04 1362 1.560000E+02 3.000000E+01
3.000000E-04 1420 1.720000E+02 3.000000E+01
3.100000E-04 1492 1.940000E+02 3.000000E+01
3.200000E-04 1542 2.080000E+02 4.000000E+01
3.300000E-04 1598 2.260000E+02 4.000000E+01
3.400000E-04 1648 2.380000E+02 6.000000E+01
3.500000E-04 1688 2.440000E+02 6.000000E+01
3.600000E-04 1722 2.480000E+02 7.000000E+01
3.700000E-04 1772 2.560000E+02 8.000000E+01
3.800000E-04 1835 2.780000E+02 8.000000E+01
3.900000E-04 1887 2.900000E+02 8.000000E+01
4.000000E-04 1945 3.020000E+02 9.000000E+01
4.100000E-04 2003 3.140000E+02 9.000000E+01
4.200000E-04 2053 3.200000E+02 9.000000E+01
4.300000E-04 2105 3.340000E+02 1.000000E+02
4.400000E-04 2170 3.460000E+02 1.000000E+02
4.500000E-04 2231 3.560000E+02 1.100000E+02
4.600000E-04 2285 3.680000E+02 1.100000E+02
4.700000E-04 2352 3.860000E+02 1.300000E+02
4.800000E-04 2404 3.980000E+02 1.300000E+02
4.900000E-04 2455 4.180000E+02 1.300000E+02
5.000000E-04 2495 4.200000E+02 1.300000E+02
5.100000E-04 2552 4.420000E+02 1.300000E+02
5.200000E-04 2613 4.640000E+02 1.300000E+02
5.300000E-04 2679 4.880000E+02 1.300000E+02
5.400000E-04 2736 5.140000E+02 1.400000E+02
5.500000E-04 2782 5.260000E+02 1.400000E+02
5.600000E-04 2836 5.420000E+02 1.400000E+02
5.700000E-04 2905 5.680000E+02 1.400000E+02
5.800000E-04 2975 5.900000E+02 1.500000E+02
5.900000E-04 3030 6.020000E+02 1.600000E+02
6.000000E-04 3078 6.140000E+02 1.600000E+02
6.100000E-04 3133 6.320000E+02 1.600000E+02
6.200000E-04 3185 6.520000E+02 1.600000E+02
6.300000E-04 3241 6.680000E+02 1.600000E+02
6.400000E-04 3305 6.860000E+02 1.700000E+02
6.500000E-04 3379 7.040000E+02 1.700000E+02
6.600000E-04 3446 7.300000E+02 1.700000E+02
6.700000E-04 3515 7.540000E+02 1.700000E+02
6.800000E-04 3588 7.780000E+02 1.800000E+02
6.900000E-04 3656 8.080000E+02 2.000000E+02
7.000000E-04 3712 8.260000E+02 2.000000E+02
7.100000E-04 3774 8.460000E+02 2.000000E+02
7.200000E-04 3820 8.640000E+02 2.000000E+02
7.300000E-04 3859 8.740000E+02 2.000000E+02
7.400000E-04 3910 8.860000E+02 2.100000E+02
7.500000E-04 3976 9.020000E+02 2.100000E+02
7.600000E-04 4042 9.240000E+02 2.100000E+02
7.700000E-04 4107 9.500000E+02 2.100000E+02
7.800000E-04 4175 9.740000E+02 2.200000E+02
7.900000E-04 4228 9.960000E+02 2.200000E+02
8.000000E-04 4289 1.010000E+03 2.200000E+02
8.100000E-04 4360 1.038000E+03 2.200000E+02
8.200000E-04 4425 1.058000E+03 2.300000E+02
8.300000E-04 4484 1.086000E+03 2.300000E+02
8.400000E-04 4555 1.114000E+03 2.300000E+02
8.500000E-04 4625 1.146000E+03 2.300000E+02
8.600000E-04 4681 1.164000E+03 2.500000E+02
8.700000E-04 4752 1.188000E+03 2.600000E+02
8.800000E-04 4820 1.210000E+03 2.700000E+02
8.900000E-04 4885 1.230000E+03 2.700000E+02
9.000000E-04 4932 1.246000E+03 2.700000E+02
9.100000E-04 5004 1.270000E+03 2.700000E+02
9.200000E-04 5049 1.290000E+03 2.700000E+02
9.300000E-04 5110 1.314000E+03 2.700000E+02
9.400000E-04 5156 1.328000E+03 2.700000E+02
9.500000E-04 5223 1.352000E+03 2.800000E+02
9.600000E-04 5291 1.378000E+03 2.800000E+02
9.700000E-04 5366 1.410000E+03 2.800000E+02
9.800000E-04 5432 1.434000E+03 2.900000E+02
9.900000E-04 5499 1.452000E+03 2.900000E+02
1.000000E-03 5559 1.480000E+03 3.000000E+02
