 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 32 0.000000E+00 0.000000E+00
2.000000E-05 74 0.000000E+00 0.000000E+00
3.000000E-05 116 0.000000E+00 0.000000E+00
4.000000E-05 153 0.000000E+00 0.000000E+00
5.000000E-05 195 0.000000E+00 0.000000E+00
6.000000E-05 238 0.000000E+00 0.000000E+00
7.000000E-05 283 0.000000E+00 0.000000E+00
8.000000E-05 327 0.000000E+00 0.000000E+00
9.000000E-05 380 4.000000E+00 0.000000E+00
1.000000E-04 435 8.000000E+00 0.000000E+00
1.100000E-04 497 1.800000E+01 0.000000E+00
1.200000E-04 554 3.000000E+01 0.000000E+00
1.300000E-04 598 3.400000E+01 0.000000E+00
1.400000E-04 654 4.200000E+01 0.000000E+00
1.500000E-04 699 4.600000E+01 0.000000E+00
1.600000E-04 735 5.800000E+01 0.000000E+00
1.700000E-04 775 6.000000E+01 0.000000E+00
1.800000E-04 824 6.400000E+01 0.000000E+00
1.900000E-04 881 6.600000E+01 0.000000E+00
2.000000E-04 937 7.600000E+01 0.000000E+00
2.100000E-04 999 8.000000E+01 1.000000E+01
2.200000E-04 1046 9.200000E+01 1.000000E+01
2.300000E-04 1101 1.040000E+02 1.000000E+01
2.400000E-04 1156 1.180000E+02 1.000000E+01
2.500000E-04 1209 1.240000E+02 3.000000E+01
2.600000E-04 1249 1.300000E+02 3.000000E+01
2.700000E-04 1288 1.380000E+02 3.000000E+01
2.800000E-04 1343 1.540000E+02 4.000000E+01
2.900000E-04 1379 1.660000E+02 4.000000E+01
3.000000E-04 1440 1.740000E+02 4.000000E+01
3.100000E-04 1485 1.840000E+02 4.000000E+01
3.200000E-04 1538 1.940000E+02 4.000000E+01
3.300000E-04 1591 2.080000E+02 5.000000E+01
3.400000E-04 1655 2.280000E+02 5.000000E+01
3.500000E-04 1707 2.460000E+02 5.000000E+01
3.600000E-04 1765 2.560000E+02 5.000000E+01
3.700000E-04 1818 2.680000E+02 6.000000E+01
3.800000E-04 1865 2.820000E+02 6.000000E+01
3.900000E-04 1914 2.940000E+02 6.000000E+01
4.000000E-04 1969 3.040000E+02 6.000000E+01
4.100000E-04 2039 3.280000E+02 7.000000E+01
4.200000E-04 2090 3.320000E+02 7.000000E+01
4.300000E-04 2143 3.440000E+02 7.000000E+01
4.400000E-04 2218 3.740000E+02 7.000000E+01
4.500000E-04 2280 3.960000E+02 7.000000E+01
4.600000E-04 2342 4.120000E+02 7.000000E+01
4.700000E-04 2405 4.280000E+02 7.000000E+01
4.800000E-04 2462 4.440000E+02 7.000000E+01
4.900000E-04 2539 4.660000E+02 7.000000E+01
5.000000E-04 2612 4.960000E+02 7.000000E+01
5.100000E-04 2668 5.160000E+02 7.000000E+01
5.200000E-04 2728 5.340000E+02 8.000000E+01
5.300000E-04 2792 5.440000E+02 8.000000E+01
5.400000E-04 2856 5.500000E+02 8.000000E+01
5.500000E-04 2922 5.740000E+02 8.000000E+01
5.600000E-04 2983 5.840000E+02 8.000000E+01
5.700000E-04 3052 6.100000E+02 8.000000E+01
5.800000E-04 3124 6.380000E+02 1.000000E+02
5.900000E-04 3195 6.640000E+02 1.100000E+02
6.000000E-04 3254 6.820000E+02 1.100000E+02
6.100000E-04 3316 7.020000E+02 1.100000E+02
6.200000E-04 3388 7.340000E+02 1.100000E+02
6.300000E-04 3440 7.500000E+02 1.100000E+02
6.400000E-04 3506 7.700000E+02 1.100000E+02
6.500000E-04 3567 7.840000E+02 1.100000E+02
6.600000E-04 3622 7.960000E+02 1.200000E+02
6.700000E-04 3694 8.220000E+02 1.300000E+02
6.800000E-04 3756 8.420000E+02 1.400000E+02
6.900000E-04 3827 8.720000E+02 1.400000E+02
7.000000E-04 3880 8.920000E+02 1.400000E+02
7.100000E-04 3938 9.100000E+02 1.400000E+02
7.200000E-04 4007 9.320000E+02 1.400000E+02
7.300000E-04 4066 9.520000E+02 1.400000E+02
7.400000E-04 4128 9.660000E+02 1.400000E+02
7.500000E-04 4202 9.840000E+02 1.500000E+02
7.600000E-04 4269 9.980000E+02 1.500000E+02
7.700000E-04 4336 1.022000E+03 1.500000E+02
7.800000E-04 4395 1.044000E+03 1.500000E+02
7.900000E-04 4457 1.064000E+03 1.500000E+02
8.000000E-04 4522 1.086000E+03 1.500000E+02
8.100000E-04 4589 1.114000E+03 1.500000E+02
8.200000E-04 4661 1.142000E+03 1.500000E+02
8.300000E-04 4737 1.174000E+03 1.500000E+02
8.400000E-04 4795 1.192000E+03 1.500000E+02
8.500000E-04 4856 1.214000E+03 1.600000E+02
8.600000E-04 4915 1.234000E+03 1.600000E+02
8.700000E-04 4977 1.262000E+03 1.600000E+02
8.800000E-04 5051 1.286000E+03 1.600000E+02
8.900000E-04 5125 1.314000E+03 1.700000E+02
9.000000E-04 5193 1.342000E+03 1.700000E+02
9.100000E-04 5262 1.372000E+03 1.700000E+02
9.200000E-04 5319 1.386000E+03 1.700000E+02
9.300000E-04 5374 1.400000E+03 1.700000E+02
9.400000E-04 5428 1.416000E+03 1.700000E+02
9.500000E-04 5504 1.442000E+03 1.700000E+02
9.600000E-04 5571 1.460000E+03 1.700000E+02
9.700000E-04 5637 1.484000E+03 1.700000E+02
9.800000E-04 5703 1.506000E+03 1.800000E+02
9.900000E-04 5770 1.538000E+03 1.800000E+02
1.000000E-03 5833 1.556000E+03 1.900000E+02
