 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 135 2.000000E+00 2.000000E+01
2.000000E-05 191 1.400000E+01 3.000000E+01
3.000000E-05 270 4.400000E+01 4.000000E+01
4.000000E-05 352 8.200000E+01 5.000000E+01
5.000000E-05 430 1.140000E+02 7.000000E+01
6.000000E-05 511 1.520000E+02 7.000000E+01
7.000000E-05 610 1.980000E+02 7.000000E+01
8.000000E-05 688 2.340000E+02 7.000000E+01
9.000000E-05 780 2.680000E+02 7.000000E+01
1.000000E-04 852 3.080000E+02 8.000000E+01
1.100000E-04 902 3.300000E+02 8.000000E+01
1.200000E-04 985 3.540000E+02 9.000000E+01
1.300000E-04 1083 4.080000E+02 1.000000E+02
1.400000E-04 1159 4.360000E+02 1.100000E+02
1.500000E-04 1248 4.820000E+02 1.200000E+02
1.600000E-04 1322 5.220000E+02 1.200000E+02
1.700000E-04 1420 5.580000E+02 1.200000E+02
1.800000E-04 1511 5.980000E+02 1.300000E+02
1.900000E-04 1594 6.340000E+02 1.400000E+02
2.000000E-04 1683 6.740000E+02 1.400000E+02
2.100000E-04 1782 7.220000E+02 1.700000E+02
2.200000E-04 1872 7.660000E+02 1.700000E+02
2.300000E-04 1951 7.940000E+02 1.700000E+02
2.400000E-04 2035 8.320000E+02 1.800000E+02
2.500000E-04 2109 8.760000E+02 1.900000E+02
2.600000E-04 2199 9.160000E+02 2.200000E+02
2.700000E-04 2287 9.480000E+02 2.200000E+02
2.800000E-04 2377 9.860000E+02 2.200000E+02
2.900000E-04 2470 1.028000E+03 2.300000E+02
3.000000E-04 2556 1.072000E+03 2.400000E+02
3.100000E-04 2637 1.110000E+03 2.400000E+02
3.200000E-04 2726 1.156000E+03 2.400000E+02
3.300000E-04 2829 1.196000E+03 2.500000E+02
3.400000E-04 2932 1.240000E+03 2.600000E+02
3.500000E-04 3032 1.292000E+03 2.600000E+02
3.600000E-04 3132 1.332000E+03 2.700000E+02
3.700000E-04 3223 1.376000E+03 2.700000E+02
3.800000E-04 3299 1.414000E+03 2.800000E+02
3.900000E-04 3381 1.450000E+03 3.000000E+02
4.000000E-04 3471 1.492000E+03 3.200000E+02
4.100000E-04 3552 1.526000E+03 3.400000E+02
4.200000E-04 3619 1.558000E+03 3.500000E+02
4.300000E-04 3690 1.582000E+03 3.600000E+02
4.400000E-04 3790 1.626000E+03 3.800000E+02
4.500000E-04 3870 1.658000E+03 3.900000E+02
4.600000E-04 3957 1.702000E+03 3.900000E+02
4.700000E-04 4011 1.722000E+03 3.900000E+02
4.800000E-04 4084 1.758000E+03 3.900000E+02
4.900000E-04 4176 1.790000E+03 4.000000E+02
5.000000E-04 4258 1.828000E+03 4.000000E+02
5.100000E-04 4343 1.872000E+03 4.000000E+02
5.200000E-04 4425 1.910000E+03 4.000000E+02
5.300000E-04 4514 1.950000E+03 4.200000E+02
5.400000E-04 4586 1.984000E+03 4.300000E+02
5.500000E-04 4661 2.018000E+03 4.400000E+02
5.600000E-04 4724 2.042000E+03 4.400000E+02
5.700000E-04 4835 2.090000E+03 4.500000E+02
5.800000E-04 4954 2.138000E+03 4.600000E+02
5.900000E-04 5017 2.170000E+03 4.800000E+02
6.000000E-04 5111 2.212000E+03 4.800000E+02
6.100000E-04 5209 2.256000E+03 4.800000E+02
6.200000E-04 5291 2.298000E+03 5.000000E+02
6.300000E-04 5390 2.342000E+03 5.000000E+02
6.400000E-04 5497 2.390000E+03 5.100000E+02
6.500000E-04 5580 2.434000E+03 5.200000E+02
6.600000E-04 5639 2.460000E+03 5.200000E+02
6.700000E-04 5710 2.488000E+03 5.200000E+02
6.800000E-04 5809 2.524000E+03 5.300000E+02
6.900000E-04 5895 2.572000E+03 5.300000E+02
7.000000E-04 5993 2.610000E+03 5.300000E+02
7.100000E-04 6087 2.670000E+03 5.300000E+02
7.200000E-04 6183 2.712000E+03 5.600000E+02
7.300000E-04 6288 2.758000E+03 5.800000E+02
7.400000E-04 6363 2.800000E+03 5.900000E+02
7.500000E-04 6443 2.828000E+03 6.100000E+02
7.600000E-04 6543 2.870000E+03 6.300000E+02
7.700000E-04 6629 2.908000E+03 6.400000E+02
7.800000E-04 6716 2.948000E+03 6.500000E+02
7.900000E-04 6818 2.990000E+03 6.700000E+02
8.000000E-04 6889 3.022000E+03 6.800000E+02
8.100000E-04 6962 3.056000E+03 6.800000E+02
8.200000E-04 7047 3.088000E+03 6.900000E+02
8.300000E-04 7138 3.120000E+03 7.200000E+02
8.400000E-04 7234 3.168000E+03 7.200000E+02
8.500000E-04 7328 3.212000E+03 7.300000E+02
8.600000E-04 7424 3.250000E+03 7.300000E+02
8.700000E-04 7493 3.290000E+03 7.500000E+02
8.800000E-04 7570 3.318000E+03 7.500000E+02
8.900000E-04 7677 3.362000E+03 7.500000E+02
9.000000E-04 7764 3.400000E+03 7.500000E+02
9.100000E-04 7866 3.444000E+03 7.800000E+02
9.200000E-04 7956 3.486000E+03 7.900000E+02
9.300000E-04 8045 3.528000E+03 8.000000E+02
9.400000E-04 8152 3.574000E+03 8.300000E+02
9.500000E-04 8263 3.626000E+03 8.400000E+02
9.600000E-04 8338 3.660000E+03 8.600000E+02
9.700000E-04 8451 3.704000E+03 8.600000E+02
9.800000E-04 8550 3.760000E+03 8.600000E+02
9.900000E-04 8620 3.794000E+03 8.700000E+02
1.000000E-03 8723 3.836000E+03 8.800000E+02
