 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 119 0.000000E+00 1.000000E+01
2.000000E-05 199 2.000000E+01 2.000000E+01
3.000000E-05 261 4.800000E+01 2.000000E+01
4.000000E-05 358 9.000000E+01 6.000000E+01
5.000000E-05 431 1.140000E+02 9.000000E+01
6.000000E-05 514 1.540000E+02 1.100000E+02
7.000000E-05 591 1.920000E+02 1.100000E+02
8.000000E-05 676 2.180000E+02 1.200000E+02
9.000000E-05 781 2.740000E+02 1.300000E+02
1.000000E-04 879 3.160000E+02 1.400000E+02
1.100000E-04 960 3.540000E+02 1.500000E+02
1.200000E-04 1032 3.880000E+02 1.500000E+02
1.300000E-04 1132 4.300000E+02 1.500000E+02
1.400000E-04 1223 4.720000E+02 1.600000E+02
1.500000E-04 1314 5.140000E+02 1.700000E+02
1.600000E-04 1408 5.560000E+02 1.700000E+02
1.700000E-04 1514 5.960000E+02 1.900000E+02
1.800000E-04 1617 6.540000E+02 2.000000E+02
1.900000E-04 1697 6.900000E+02 2.000000E+02
2.000000E-04 1771 7.240000E+02 2.000000E+02
2.100000E-04 1890 7.780000E+02 2.000000E+02
2.200000E-04 1966 8.140000E+02 2.100000E+02
2.300000E-04 2039 8.520000E+02 2.100000E+02
2.400000E-04 2123 8.880000E+02 2.300000E+02
2.500000E-04 2232 9.320000E+02 2.400000E+02
2.600000E-04 2311 9.700000E+02 2.400000E+02
2.700000E-04 2406 1.008000E+03 2.500000E+02
2.800000E-04 2486 1.048000E+03 2.600000E+02
2.900000E-04 2549 1.078000E+03 2.600000E+02
3.000000E-04 2637 1.120000E+03 2.600000E+02
3.100000E-04 2723 1.164000E+03 2.600000E+02
3.200000E-04 2798 1.196000E+03 2.600000E+02
3.300000E-04 2891 1.234000E+03 2.800000E+02
3.400000E-04 2983 1.276000E+03 3.100000E+02
3.500000E-04 3072 1.314000E+03 3.200000E+02
3.600000E-04 3176 1.342000E+03 3.300000E+02
3.700000E-04 3267 1.400000E+03 3.300000E+02
3.800000E-04 3353 1.436000E+03 3.500000E+02
3.900000E-04 3446 1.480000E+03 3.500000E+02
4.000000E-04 3529 1.522000E+03 3.700000E+02
4.100000E-04 3597 1.552000E+03 3.800000E+02
4.200000E-04 3693 1.586000E+03 4.100000E+02
4.300000E-04 3789 1.628000E+03 4.200000E+02
4.400000E-04 3878 1.666000E+03 4.200000E+02
4.500000E-04 3965 1.706000E+03 4.200000E+02
4.600000E-04 4050 1.740000E+03 4.300000E+02
4.700000E-04 4134 1.780000E+03 4.400000E+02
4.800000E-04 4220 1.824000E+03 4.500000E+02
4.900000E-04 4304 1.852000E+03 4.700000E+02
5.000000E-04 4383 1.898000E+03 4.700000E+02
5.100000E-04 4467 1.930000E+03 4.900000E+02
5.200000E-04 4554 1.968000E+03 4.900000E+02
5.300000E-04 4650 2.006000E+03 5.000000E+02
5.400000E-04 4741 2.050000E+03 5.000000E+02
5.500000E-04 4837 2.100000E+03 5.100000E+02
5.600000E-04 4937 2.154000E+03 5.300000E+02
5.700000E-04 5021 2.192000E+03 5.500000E+02
5.800000E-04 5102 2.218000E+03 5.700000E+02
5.900000E-04 5193 2.254000E+03 5.900000E+02
6.000000E-04 5295 2.300000E+03 6.100000E+02
6.100000E-04 5378 2.342000E+03 6.100000E+02
6.200000E-04 5472 2.386000E+03 6.100000E+02
6.300000E-04 5545 2.420000E+03 6.100000E+02
6.400000E-04 5639 2.464000E+03 6.300000E+02
6.500000E-04 5731 2.502000E+03 6.400000E+02
6.600000E-04 5827 2.536000E+03 6.600000E+02
6.700000E-04 5926 2.590000E+03 6.600000E+02
6.800000E-04 6019 2.624000E+03 6.800000E+02
6.900000E-04 6110 2.666000E+03 6.900000E+02
7.000000E-04 6215 2.722000E+03 7.000000E+02
7.100000E-04 6307 2.764000E+03 7.200000E+02
7.200000E-04 6382 2.808000E+03 7.300000E+02
7.300000E-04 6456 2.832000E+03 7.300000E+02
7.400000E-04 6543 2.878000E+03 7.300000E+02
7.500000E-04 6628 2.914000E+03 7.300000E+02
7.600000E-04 6709 2.946000E+03 7.400000E+02
7.700000E-04 6780 2.972000E+03 7.400000E+02
7.800000E-04 6853 3.004000E+03 7.400000E+02
7.900000E-04 6948 3.054000E+03 7.500000E+02
8.000000E-04 7037 3.094000E+03 7.500000E+02
8.100000E-04 7129 3.130000E+03 7.600000E+02
8.200000E-04 7231 3.172000E+03 7.800000E+02
8.300000E-04 7328 3.222000E+03 7.800000E+02
8.400000E-04 7435 3.270000E+03 7.900000E+02
8.500000E-04 7522 3.310000E+03 7.900000E+02
8.600000E-04 7612 3.354000E+03 7.900000E+02
8.700000E-04 7695 3.396000E+03 8.000000E+02
8.800000E-04 7791 3.432000E+03 8.100000E+02
8.900000E-04 7870 3.470000E+03 8.300000E+02
9.000000E-04 7963 3.508000E+03 8.500000E+02
9.100000E-04 8068 3.556000E+03 8.600000E+02
9.200000E-04 8174 3.604000E+03 8.700000E+02
9.300000E-04 8264 3.652000E+03 8.700000E+02
9.400000E-04 8329 3.676000E+03 8.700000E+02
9.500000E-04 8433 3.724000E+03 8.800000E+02
9.600000E-04 8526 3.766000E+03 9.100000E+02
9.700000E-04 8613 3.798000E+03 9.300000E+02
9.800000E-04 8708 3.846000E+03 9.300000E+02
9.900000E-04 8809 3.894000E+03 9.600000E+02
1.000000E-03 8899 3.930000E+03 9.800000E+02
