 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 29 0.000000E+00 0.000000E+00
2.000000E-05 60 0.000000E+00 0.000000E+00
3.000000E-05 96 0.000000E+00 0.000000E+00
4.000000E-05 139 0.000000E+00 0.000000E+00
5.000000E-05 176 0.000000E+00 0.000000E+00
6.000000E-05 216 0.000000E+00 0.000000E+00
7.000000E-05 280 1.000000E+01 0.000000E+00
8.000000E-05 334 1.200000E+01 0.000000E+00
9.000000E-05 392 1.400000E+01 1.000000E+01
1.000000E-04 430 1.400000E+01 1.000000E+01
1.100000E-04 471 1.800000E+01 1.000000E+01
1.200000E-04 521 2.200000E+01 1.000000E+01
1.300000E-04 572 2.600000E+01 1.000000E+01
1.400000E-04 619 3.000000E+01 2.000000E+01
1.500000E-04 664 3.200000E+01 2.000000E+01
1.600000E-04 718 3.800000E+01 2.000000E+01
1.700000E-04 769 3.800000E+01 2.000000E+01
1.800000E-04 815 4.600000E+01 2.000000E+01
1.900000E-04 867 5.400000E+01 2.000000E+01
2.000000E-04 910 5.800000E+01 3.000000E+01
2.100000E-04 959 6.400000E+01 3.000000E+01
2.200000E-04 999 6.800000E+01 3.000000E+01
2.300000E-04 1052 7.400000E+01 3.000000E+01
2.400000E-04 1099 7.800000E+01 3.000000E+01
2.500000E-04 1146 8.600000E+01 3.000000E+01
2.600000E-04 1218 1.060000E+02 3.000000E+01
2.700000E-04 1266 1.080000E+02 3.000000E+01
2.800000E-04 1335 1.260000E+02 3.000000E+01
2.900000E-04 1383 1.420000E+02 3.000000E+01
3.000000E-04 1447 1.580000E+02 3.000000E+01
3.100000E-04 1493 1.720000E+02 3.000000E+01
3.200000E-04 1540 1.800000E+02 6.000000E+01
3.300000E-04 1580 1.880000E+02 6.000000E+01
3.400000E-04 1637 2.040000E+02 6.000000E+01
3.500000E-04 1681 2.160000E+02 6.000000E+01
3.600000E-04 1723 2.320000E+02 7.000000E+01
3.700000E-04 1773 2.440000E+02 7.000000E+01
3.800000E-04 1833 2.500000E+02 7.000000E+01
3.900000E-04 1880 2.640000E+02 7.000000E+01
4.000000E-04 1923 2.720000E+02 8.000000E+01
4.100000E-04 1992 2.840000E+02 8.000000E+01
4.200000E-04 2051 3.060000E+02 9.000000E+01
4.300000E-04 2110 3.220000E+02 9.000000E+01
4.400000E-04 2168 3.420000E+02 9.000000E+01
4.500000E-04 2215 3.520000E+02 9.000000E+01
4.600000E-04 2277 3.680000E+02 9.000000E+01
4.700000E-04 2330 3.860000E+02 1.000000E+02
4.800000E-04 2387 3.940000E+02 1.000000E+02
4.900000E-04 2450 4.120000E+02 1.100000E+02
5.000000E-04 2507 4.300000E+02 1.100000E+02
5.100000E-04 2568 4.500000E+02 1.100000E+02
5.200000E-04 2644 4.780000E+02 1.100000E+02
5.300000E-04 2700 4.920000E+02 1.100000E+02
5.400000E-04 2771 5.020000E+02 1.100000E+02
5.500000E-04 2834 5.300000E+02 1.100000E+02
5.600000E-04 2885 5.460000E+02 1.100000E+02
5.700000E-04 2953 5.620000E+02 1.100000E+02
5.800000E-04 3018 5.800000E+02 1.200000E+02
5.900000E-04 3083 6.040000E+02 1.200000E+02
6.000000E-04 3152 6.280000E+02 1.300000E+02
6.100000E-04 3208 6.380000E+02 1.400000E+02
6.200000E-04 3262 6.580000E+02 1.500000E+02
6.300000E-04 3319 6.780000E+02 1.600000E+02
6.400000E-04 3383 6.940000E+02 1.700000E+02
6.500000E-04 3459 7.260000E+02 1.700000E+02
6.600000E-04 3529 7.480000E+02 1.800000E+02
6.700000E-04 3594 7.580000E+02 1.800000E+02
6.800000E-04 3643 7.700000E+02 1.800000E+02
6.900000E-04 3716 7.940000E+02 1.800000E+02
7.000000E-04 3788 8.200000E+02 1.800000E+02
7.100000E-04 3840 8.320000E+02 1.800000E+02
7.200000E-04 3886 8.460000E+02 1.900000E+02
7.300000E-04 3931 8.580000E+02 2.000000E+02
7.400000E-04 3997 8.880000E+02 2.100000E+02
7.500000E-04 4066 9.100000E+02 2.100000E+02
7.600000E-04 4143 9.340000E+02 2.100000E+02
7.700000E-04 4212 9.580000E+02 2.100000E+02
7.800000E-04 4276 9.800000E+02 2.100000E+02
7.900000E-04 4337 1.008000E+03 2.200000E+02
8.000000E-04 4399 1.028000E+03 2.200000E+02
8.100000E-04 4446 1.048000E+03 2.200000E+02
8.200000E-04 4506 1.070000E+03 2.300000E+02
8.300000E-04 4572 1.088000E+03 2.300000E+02
8.400000E-04 4634 1.102000E+03 2.300000E+02
8.500000E-04 4695 1.122000E+03 2.300000E+02
8.600000E-04 4762 1.146000E+03 2.400000E+02
8.700000E-04 4839 1.184000E+03 2.400000E+02
8.800000E-04 4893 1.196000E+03 2.400000E+02
8.900000E-04 4946 1.216000E+03 2.400000E+02
9.000000E-04 5004 1.234000E+03 2.500000E+02
9.100000E-04 5067 1.254000E+03 2.500000E+02
9.200000E-04 5134 1.280000E+03 2.500000E+02
9.300000E-04 5204 1.306000E+03 2.500000E+02
9.400000E-04 5279 1.324000E+03 2.500000E+02
9.500000E-04 5343 1.342000E+03 2.500000E+02
9.600000E-04 5420 1.372000E+03 2.600000E+02
9.700000E-04 5483 1.394000E+03 2.600000E+02
9.800000E-04 5554 1.416000E+03 2.700000E+02
9.900000E-04 5620 1.440000E+03 2.700000E+02
1.000000E-03 5696 1.464000E+03 2.700000E+02
