 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 134 0.000000E+00 3.000000E+01
2.000000E-05 214 3.000000E+01 3.000000E+01
3.000000E-05 305 6.400000E+01 4.000000E+01
4.000000E-05 373 8.400000E+01 5.000000E+01
5.000000E-05 444 1.240000E+02 7.000000E+01
6.000000E-05 528 1.480000E+02 7.000000E+01
7.000000E-05 610 1.900000E+02 7.000000E+01
8.000000E-05 717 2.360000E+02 8.000000E+01
9.000000E-05 804 2.800000E+02 8.000000E+01
1.000000E-04 893 3.160000E+02 9.000000E+01
1.100000E-04 976 3.560000E+02 1.200000E+02
1.200000E-04 1072 3.940000E+02 1.300000E+02
1.300000E-04 1185 4.480000E+02 1.300000E+02
1.400000E-04 1282 4.980000E+02 1.400000E+02
1.500000E-04 1358 5.360000E+02 1.500000E+02
1.600000E-04 1437 5.620000E+02 1.500000E+02
1.700000E-04 1510 6.000000E+02 1.600000E+02
1.800000E-04 1605 6.440000E+02 1.700000E+02
1.900000E-04 1698 6.800000E+02 1.700000E+02
2.000000E-04 1801 7.220000E+02 1.700000E+02
2.100000E-04 1889 7.620000E+02 1.700000E+02
2.200000E-04 1979 8.060000E+02 1.700000E+02
2.300000E-04 2077 8.460000E+02 1.700000E+02
2.400000E-04 2174 8.980000E+02 1.800000E+02
2.500000E-04 2255 9.400000E+02 2.000000E+02
2.600000E-04 2345 9.780000E+02 2.100000E+02
2.700000E-04 2439 1.018000E+03 2.300000E+02
2.800000E-04 2531 1.058000E+03 2.500000E+02
2.900000E-04 2619 1.086000E+03 2.600000E+02
3.000000E-04 2751 1.160000E+03 2.600000E+02
3.100000E-04 2845 1.200000E+03 2.800000E+02
3.200000E-04 2939 1.240000E+03 2.900000E+02
3.300000E-04 3048 1.282000E+03 3.000000E+02
3.400000E-04 3151 1.336000E+03 3.100000E+02
3.500000E-04 3269 1.392000E+03 3.300000E+02
3.600000E-04 3367 1.436000E+03 3.500000E+02
3.700000E-04 3454 1.486000E+03 3.600000E+02
3.800000E-04 3523 1.512000E+03 3.800000E+02
3.900000E-04 3611 1.540000E+03 3.900000E+02
4.000000E-04 3680 1.576000E+03 3.900000E+02
4.100000E-04 3789 1.618000E+03 3.900000E+02
4.200000E-04 3866 1.664000E+03 3.900000E+02
4.300000E-04 3965 1.714000E+03 4.000000E+02
4.400000E-04 4057 1.754000E+03 4.100000E+02
4.500000E-04 4141 1.792000E+03 4.100000E+02
4.600000E-04 4250 1.846000E+03 4.100000E+02
4.700000E-04 4330 1.880000E+03 4.300000E+02
4.800000E-04 4405 1.910000E+03 4.300000E+02
4.900000E-04 4521 1.962000E+03 4.400000E+02
5.000000E-04 4590 1.990000E+03 4.800000E+02
5.100000E-04 4690 2.038000E+03 5.000000E+02
5.200000E-04 4786 2.072000E+03 5.000000E+02
5.300000E-04 4879 2.118000E+03 5.100000E+02
5.400000E-04 4962 2.154000E+03 5.100000E+02
5.500000E-04 5084 2.208000E+03 5.500000E+02
5.600000E-04 5180 2.250000E+03 5.800000E+02
5.700000E-04 5264 2.290000E+03 5.900000E+02
5.800000E-04 5339 2.320000E+03 6.000000E+02
5.900000E-04 5425 2.352000E+03 6.100000E+02
6.000000E-04 5548 2.400000E+03 6.500000E+02
6.100000E-04 5642 2.448000E+03 6.700000E+02
6.200000E-04 5755 2.496000E+03 6.800000E+02
6.300000E-04 5840 2.546000E+03 6.800000E+02
6.400000E-04 5912 2.572000E+03 6.800000E+02
6.500000E-04 5985 2.614000E+03 6.800000E+02
6.600000E-04 6057 2.648000E+03 6.900000E+02
6.700000E-04 6122 2.672000E+03 6.900000E+02
6.800000E-04 6207 2.708000E+03 7.200000E+02
6.900000E-04 6292 2.742000E+03 7.300000E+02
7.000000E-04 6382 2.786000E+03 7.300000E+02
7.100000E-04 6475 2.824000E+03 7.400000E+02
7.200000E-04 6561 2.852000E+03 7.500000E+02
7.300000E-04 6664 2.910000E+03 7.800000E+02
7.400000E-04 6771 2.960000E+03 8.000000E+02
7.500000E-04 6859 2.994000E+03 8.000000E+02
7.600000E-04 6935 3.026000E+03 8.000000E+02
7.700000E-04 7017 3.072000E+03 8.000000E+02
7.800000E-04 7105 3.104000E+03 8.100000E+02
7.900000E-04 7198 3.148000E+03 8.500000E+02
8.000000E-04 7306 3.200000E+03 8.500000E+02
8.100000E-04 7411 3.244000E+03 8.500000E+02
8.200000E-04 7479 3.284000E+03 8.500000E+02
8.300000E-04 7574 3.328000E+03 8.600000E+02
8.400000E-04 7653 3.354000E+03 8.600000E+02
8.500000E-04 7731 3.396000E+03 8.700000E+02
8.600000E-04 7847 3.448000E+03 8.800000E+02
8.700000E-04 7904 3.484000E+03 8.800000E+02
8.800000E-04 7979 3.504000E+03 8.800000E+02
8.900000E-04 8079 3.548000E+03 8.800000E+02
9.000000E-04 8176 3.592000E+03 8.800000E+02
9.100000E-04 8261 3.634000E+03 8.800000E+02
9.200000E-04 8359 3.676000E+03 8.900000E+02
9.300000E-04 8453 3.732000E+03 8.900000E+02
9.400000E-04 8526 3.762000E+03 9.200000E+02
9.500000E-04 8613 3.794000E+03 9.300000E+02
9.600000E-04 8699 3.842000E+03 9.300000E+02
9.700000E-04 8770 3.874000E+03 9.400000E+02
9.800000E-04 8856 3.910000E+03 9.400000E+02
9.900000E-04 8956 3.950000E+03 9.400000E+02
1.000000E-03 9030 3.984000E+03 9.600000E+02
