 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 138 6.000000E+00 1.000000E+01
2.000000E-05 207 2.600000E+01 2.000000E+01
3.000000E-05 273 5.800000E+01 3.000000E+01
4.000000E-05 338 8.000000E+01 3.000000E+01
5.000000E-05 402 1.100000E+02 4.000000E+01
6.000000E-05 512 1.480000E+02 5.000000E+01
7.000000E-05 590 1.840000E+02 5.000000E+01
8.000000E-05 699 2.340000E+02 8.000000E+01
9.000000E-05 782 2.720000E+02 8.000000E+01
1.000000E-04 877 3.140000E+02 1.000000E+02
1.100000E-04 983 3.560000E+02 1.200000E+02
1.200000E-04 1068 3.980000E+02 1.400000E+02
1.300000E-04 1168 4.320000E+02 1.500000E+02
1.400000E-04 1271 4.840000E+02 1.700000E+02
1.500000E-04 1371 5.360000E+02 1.800000E+02
1.600000E-04 1448 5.640000E+02 2.000000E+02
1.700000E-04 1542 6.120000E+02 2.000000E+02
1.800000E-04 1639 6.560000E+02 2.200000E+02
1.900000E-04 1723 6.880000E+02 2.300000E+02
2.000000E-04 1813 7.380000E+02 2.400000E+02
2.100000E-04 1880 7.640000E+02 2.400000E+02
2.200000E-04 1959 8.000000E+02 2.400000E+02
2.300000E-04 2033 8.260000E+02 2.400000E+02
2.400000E-04 2120 8.640000E+02 2.500000E+02
2.500000E-04 2223 9.200000E+02 2.600000E+02
2.600000E-04 2303 9.520000E+02 2.700000E+02
2.700000E-04 2390 9.900000E+02 2.700000E+02
2.800000E-04 2462 1.032000E+03 2.800000E+02
2.900000E-04 2544 1.068000E+03 2.900000E+02
3.000000E-04 2629 1.096000E+03 3.200000E+02
3.100000E-04 2724 1.132000E+03 3.200000E+02
3.200000E-04 2837 1.182000E+03 3.300000E+02
3.300000E-04 2909 1.230000E+03 3.300000E+02
3.400000E-04 2984 1.254000E+03 3.500000E+02
3.500000E-04 3075 1.298000E+03 3.500000E+02
3.600000E-04 3163 1.340000E+03 3.700000E+02
3.700000E-04 3268 1.370000E+03 3.800000E+02
3.800000E-04 3375 1.424000E+03 3.900000E+02
3.900000E-04 3467 1.466000E+03 3.900000E+02
4.000000E-04 3557 1.510000E+03 4.100000E+02
4.100000E-04 3668 1.560000E+03 4.300000E+02
4.200000E-04 3766 1.606000E+03 4.300000E+02
4.300000E-04 3829 1.640000E+03 4.400000E+02
4.400000E-04 3909 1.668000E+03 4.400000E+02
4.500000E-04 3982 1.714000E+03 4.400000E+02
4.600000E-04 4083 1.754000E+03 4.700000E+02
4.700000E-04 4155 1.788000E+03 4.700000E+02
4.800000E-04 4219 1.820000E+03 4.800000E+02
4.900000E-04 4290 1.840000E+03 5.100000E+02
5.000000E-04 4374 1.876000E+03 5.100000E+02
5.100000E-04 4470 1.920000E+03 5.200000E+02
5.200000E-04 4564 1.964000E+03 5.300000E+02
5.300000E-04 4635 1.992000E+03 5.400000E+02
5.400000E-04 4746 2.034000E+03 5.400000E+02
5.500000E-04 4836 2.084000E+03 5.400000E+02
5.600000E-04 4924 2.128000E+03 5.600000E+02
5.700000E-04 4978 2.154000E+03 5.800000E+02
5.800000E-04 5061 2.186000E+03 6.000000E+02
5.900000E-04 5165 2.234000E+03 6.100000E+02
6.000000E-04 5240 2.264000E+03 6.300000E+02
6.100000E-04 5313 2.298000E+03 6.500000E+02
6.200000E-04 5402 2.332000E+03 6.500000E+02
6.300000E-04 5500 2.366000E+03 6.700000E+02
6.400000E-04 5595 2.416000E+03 6.700000E+02
6.500000E-04 5680 2.452000E+03 6.900000E+02
6.600000E-04 5748 2.486000E+03 6.900000E+02
6.700000E-04 5829 2.522000E+03 7.000000E+02
6.800000E-04 5922 2.558000E+03 7.100000E+02
6.900000E-04 6014 2.598000E+03 7.100000E+02
7.000000E-04 6106 2.648000E+03 7.100000E+02
7.100000E-04 6190 2.678000E+03 7.200000E+02
7.200000E-04 6277 2.716000E+03 7.300000E+02
7.300000E-04 6359 2.752000E+03 7.400000E+02
7.400000E-04 6459 2.808000E+03 7.400000E+02
7.500000E-04 6560 2.852000E+03 7.600000E+02
7.600000E-04 6651 2.892000E+03 7.700000E+02
7.700000E-04 6743 2.924000E+03 7.800000E+02
7.800000E-04 6836 2.972000E+03 7.800000E+02
7.900000E-04 6922 3.016000E+03 7.800000E+02
8.000000E-04 7007 3.062000E+03 7.900000E+02
8.100000E-04 7085 3.096000E+03 8.000000E+02
8.200000E-04 7164 3.138000E+03 8.000000E+02
8.300000E-04 7237 3.162000E+03 8.000000E+02
8.400000E-04 7320 3.200000E+03 8.000000E+02
8.500000E-04 7389 3.234000E+03 8.000000E+02
8.600000E-04 7490 3.274000E+03 8.200000E+02
8.700000E-04 7583 3.316000E+03 8.200000E+02
8.800000E-04 7672 3.358000E+03 8.300000E+02
8.900000E-04 7750 3.388000E+03 8.400000E+02
9.000000E-04 7847 3.438000E+03 8.400000E+02
9.100000E-04 7923 3.478000E+03 8.400000E+02
9.200000E-04 8001 3.516000E+03 8.400000E+02
9.300000E-04 8062 3.542000E+03 8.600000E+02
9.400000E-04 8145 3.568000E+03 8.600000E+02
9.500000E-04 8238 3.610000E+03 8.600000E+02
9.600000E-04 8309 3.648000E+03 8.700000E+02
9.700000E-04 8428 3.694000E+03 8.800000E+02
9.800000E-04 8517 3.740000E+03 9.000000E+02
9.900000E-04 8610 3.784000E+03 9.000000E+02
1.000000E-03 8702 3.830000E+03 9.100000E+02
