 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 40 0.000000E+00 0.000000E+00
2.000000E-05 74 0.000000E+00 0.000000E+00
3.000000E-05 118 0.000000E+00 0.000000E+00
4.000000E-05 150 0.000000E+00 0.000000E+00
5.000000E-05 182 0.000000E+00 0.000000E+00
6.000000E-05 238 0.000000E+00 0.000000E+00
7.000000E-05 292 4.000000E+00 0.000000E+00
8.000000E-05 339 4.000000E+00 0.000000E+00
9.000000E-05 369 4.000000E+00 0.000000E+00
1.000000E-04 416 8.000000E+00 0.000000E+00
1.100000E-04 457 1.200000E+01 0.000000E+00
1.200000E-04 504 1.600000E+01 0.000000E+00
1.300000E-04 558 2.400000E+01 0.000000E+00
1.400000E-04 617 3.000000E+01 0.000000E+00
1.500000E-04 661 3.200000E+01 1.000000E+01
1.600000E-04 704 3.400000E+01 1.000000E+01
1.700000E-04 747 3.800000E+01 2.000000E+01
1.800000E-04 788 4.000000E+01 2.000000E+01
1.900000E-04 835 4.800000E+01 2.000000E+01
2.000000E-04 886 5.200000E+01 2.000000E+01
2.100000E-04 933 6.200000E+01 2.000000E+01
2.200000E-04 978 7.200000E+01 2.000000E+01
2.300000E-04 1027 8.200000E+01 2.000000E+01
2.400000E-04 1078 9.400000E+01 2.000000E+01
2.500000E-04 1134 1.040000E+02 2.000000E+01
2.600000E-04 1199 1.260000E+02 3.000000E+01
2.700000E-04 1258 1.420000E+02 3.000000E+01
2.800000E-04 1310 1.500000E+02 3.000000E+01
2.900000E-04 1373 1.660000E+02 3.000000E+01
3.000000E-04 1430 1.760000E+02 3.000000E+01
3.100000E-04 1478 1.800000E+02 3.000000E+01
3.200000E-04 1526 1.880000E+02 3.000000E+01
3.300000E-04 1575 2.000000E+02 4.000000E+01
3.400000E-04 1627 2.140000E+02 5.000000E+01
3.500000E-04 1672 2.220000E+02 5.000000E+01
3.600000E-04 1724 2.320000E+02 5.000000E+01
3.700000E-04 1794 2.540000E+02 5.000000E+01
3.800000E-04 1837 2.600000E+02 5.000000E+01
3.900000E-04 1878 2.680000E+02 5.000000E+01
4.000000E-04 1923 2.780000E+02 5.000000E+01
4.100000E-04 1988 2.980000E+02 7.000000E+01
4.200000E-04 2033 3.100000E+02 7.000000E+01
4.300000E-04 2117 3.340000E+02 7.000000E+01
4.400000E-04 2181 3.440000E+02 8.000000E+01
4.500000E-04 2239 3.660000E+02 8.000000E+01
4.600000E-04 2278 3.720000E+02 8.000000E+01
4.700000E-04 2335 3.880000E+02 8.000000E+01
4.800000E-04 2390 4.040000E+02 8.000000E+01
4.900000E-04 2445 4.120000E+02 9.000000E+01
5.000000E-04 2505 4.400000E+02 9.000000E+01
5.100000E-04 2578 4.580000E+02 1.000000E+02
5.200000E-04 2655 4.900000E+02 1.000000E+02
5.300000E-04 2720 5.120000E+02 1.000000E+02
5.400000E-04 2774 5.200000E+02 1.000000E+02
5.500000E-04 2820 5.320000E+02 1.000000E+02
5.600000E-04 2882 5.580000E+02 1.000000E+02
5.700000E-04 2940 5.760000E+02 1.200000E+02
5.800000E-04 2989 5.780000E+02 1.200000E+02
5.900000E-04 3058 6.040000E+02 1.200000E+02
6.000000E-04 3131 6.240000E+02 1.400000E+02
6.100000E-04 3191 6.380000E+02 1.500000E+02
6.200000E-04 3255 6.520000E+02 1.500000E+02
6.300000E-04 3316 6.760000E+02 1.500000E+02
6.400000E-04 3363 6.900000E+02 1.500000E+02
6.500000E-04 3435 7.140000E+02 1.600000E+02
6.600000E-04 3499 7.320000E+02 1.700000E+02
6.700000E-04 3563 7.640000E+02 1.700000E+02
6.800000E-04 3616 7.840000E+02 1.700000E+02
6.900000E-04 3680 8.140000E+02 1.700000E+02
7.000000E-04 3748 8.360000E+02 1.800000E+02
7.100000E-04 3831 8.620000E+02 1.900000E+02
7.200000E-04 3896 8.820000E+02 1.900000E+02
7.300000E-04 3967 8.980000E+02 2.000000E+02
7.400000E-04 4038 9.300000E+02 2.000000E+02
7.500000E-04 4106 9.440000E+02 2.000000E+02
7.600000E-04 4173 9.680000E+02 2.100000E+02
7.700000E-04 4242 9.960000E+02 2.100000E+02
7.800000E-04 4300 1.018000E+03 2.300000E+02
7.900000E-04 4365 1.050000E+03 2.300000E+02
8.000000E-04 4427 1.072000E+03 2.300000E+02
8.100000E-04 4503 1.096000E+03 2.300000E+02
8.200000E-04 4572 1.112000E+03 2.300000E+02
8.300000E-04 4649 1.142000E+03 2.300000E+02
8.400000E-04 4727 1.172000E+03 2.300000E+02
8.500000E-04 4791 1.196000E+03 2.300000E+02
8.600000E-04 4852 1.210000E+03 2.300000E+02
8.700000E-04 4908 1.224000E+03 2.300000E+02
8.800000E-04 4963 1.242000E+03 2.300000E+02
8.900000E-04 5021 1.266000E+03 2.400000E+02
9.000000E-04 5082 1.294000E+03 2.400000E+02
9.100000E-04 5154 1.304000E+03 2.600000E+02
9.200000E-04 5236 1.344000E+03 2.600000E+02
9.300000E-04 5298 1.372000E+03 2.600000E+02
9.400000E-04 5378 1.402000E+03 2.600000E+02
9.500000E-04 5445 1.432000E+03 2.600000E+02
9.600000E-04 5491 1.444000E+03 2.600000E+02
9.700000E-04 5556 1.460000E+03 2.600000E+02
9.800000E-04 5619 1.484000E+03 2.600000E+02
9.900000E-04 5690 1.514000E+03 2.600000E+02
1.000000E-03 5750 1.532000E+03 2.600000E+02
