 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 124 4.000000E+00 1.000000E+01
2.000000E-05 188 2.600000E+01 3.000000E+01
3.000000E-05 257 3.800000E+01 6.000000E+01
4.000000E-05 353 7.400000E+01 7.000000E+01
5.000000E-05 445 1.260000E+02 7.000000E+01
6.000000E-05 537 1.680000E+02 7.000000E+01
7.000000E-05 644 2.140000E+02 9.000000E+01
8.000000E-05 727 2.480000E+02 1.000000E+02
9.000000E-05 806 2.840000E+02 1.100000E+02
1.000000E-04 880 3.120000E+02 1.100000E+02
1.100000E-04 969 3.600000E+02 1.400000E+02
1.200000E-04 1038 3.840000E+02 1.700000E+02
1.300000E-04 1119 4.200000E+02 1.800000E+02
1.400000E-04 1202 4.580000E+02 2.000000E+02
1.500000E-04 1305 4.980000E+02 2.200000E+02
1.600000E-04 1396 5.460000E+02 2.300000E+02
1.700000E-04 1495 5.900000E+02 2.300000E+02
1.800000E-04 1572 6.240000E+02 2.300000E+02
1.900000E-04 1677 6.640000E+02 2.400000E+02
2.000000E-04 1764 7.060000E+02 2.600000E+02
2.100000E-04 1864 7.540000E+02 2.800000E+02
2.200000E-04 1941 7.980000E+02 2.800000E+02
2.300000E-04 1992 8.180000E+02 2.800000E+02
2.400000E-04 2078 8.560000E+02 2.900000E+02
2.500000E-04 2151 8.860000E+02 2.900000E+02
2.600000E-04 2245 9.280000E+02 3.000000E+02
2.700000E-04 2334 9.680000E+02 3.200000E+02
2.800000E-04 2425 1.006000E+03 3.300000E+02
2.900000E-04 2510 1.046000E+03 3.300000E+02
3.000000E-04 2602 1.090000E+03 3.300000E+02
3.100000E-04 2671 1.128000E+03 3.300000E+02
3.200000E-04 2757 1.160000E+03 3.500000E+02
3.300000E-04 2839 1.198000E+03 3.600000E+02
3.400000E-04 2941 1.248000E+03 3.700000E+02
3.500000E-04 3028 1.290000E+03 3.800000E+02
3.600000E-04 3101 1.320000E+03 4.000000E+02
3.700000E-04 3181 1.358000E+03 4.300000E+02
3.800000E-04 3282 1.404000E+03 4.500000E+02
3.900000E-04 3347 1.422000E+03 4.500000E+02
4.000000E-04 3437 1.468000E+03 4.500000E+02
4.100000E-04 3522 1.498000E+03 4.600000E+02
4.200000E-04 3600 1.542000E+03 4.700000E+02
4.300000E-04 3682 1.580000E+03 4.700000E+02
4.400000E-04 3769 1.620000E+03 4.900000E+02
4.500000E-04 3859 1.658000E+03 4.900000E+02
4.600000E-04 3949 1.698000E+03 5.000000E+02
4.700000E-04 4037 1.738000E+03 5.100000E+02
4.800000E-04 4139 1.786000E+03 5.200000E+02
4.900000E-04 4231 1.826000E+03 5.700000E+02
5.000000E-04 4332 1.860000E+03 5.700000E+02
5.100000E-04 4430 1.914000E+03 5.800000E+02
5.200000E-04 4509 1.942000E+03 5.800000E+02
5.300000E-04 4605 1.994000E+03 5.800000E+02
5.400000E-04 4696 2.030000E+03 5.800000E+02
5.500000E-04 4794 2.080000E+03 6.000000E+02
5.600000E-04 4882 2.114000E+03 6.000000E+02
5.700000E-04 4973 2.148000E+03 6.300000E+02
5.800000E-04 5092 2.208000E+03 6.300000E+02
5.900000E-04 5195 2.262000E+03 6.500000E+02
6.000000E-04 5286 2.302000E+03 6.500000E+02
6.100000E-04 5418 2.360000E+03 6.600000E+02
6.200000E-04 5484 2.404000E+03 6.700000E+02
6.300000E-04 5576 2.440000E+03 6.800000E+02
6.400000E-04 5656 2.468000E+03 6.900000E+02
6.500000E-04 5755 2.508000E+03 6.900000E+02
6.600000E-04 5838 2.556000E+03 6.900000E+02
6.700000E-04 5911 2.588000E+03 6.900000E+02
6.800000E-04 6017 2.628000E+03 7.000000E+02
6.900000E-04 6104 2.674000E+03 7.100000E+02
7.000000E-04 6198 2.704000E+03 7.400000E+02
7.100000E-04 6273 2.750000E+03 7.400000E+02
7.200000E-04 6358 2.778000E+03 7.400000E+02
7.300000E-04 6441 2.826000E+03 7.400000E+02
7.400000E-04 6505 2.848000E+03 7.500000E+02
7.500000E-04 6607 2.900000E+03 7.800000E+02
7.600000E-04 6692 2.940000E+03 7.900000E+02
7.700000E-04 6785 2.970000E+03 8.200000E+02
7.800000E-04 6874 3.014000E+03 8.200000E+02
7.900000E-04 6963 3.054000E+03 8.200000E+02
8.000000E-04 7057 3.096000E+03 8.300000E+02
8.100000E-04 7138 3.134000E+03 8.400000E+02
8.200000E-04 7226 3.168000E+03 8.500000E+02
8.300000E-04 7329 3.214000E+03 8.600000E+02
8.400000E-04 7420 3.256000E+03 8.600000E+02
8.500000E-04 7506 3.304000E+03 8.600000E+02
8.600000E-04 7602 3.334000E+03 8.600000E+02
8.700000E-04 7695 3.384000E+03 8.600000E+02
8.800000E-04 7775 3.420000E+03 8.700000E+02
8.900000E-04 7857 3.456000E+03 8.700000E+02
9.000000E-04 7947 3.506000E+03 8.700000E+02
9.100000E-04 8041 3.544000E+03 8.700000E+02
9.200000E-04 8130 3.582000E+03 8.800000E+02
9.300000E-04 8211 3.624000E+03 9.000000E+02
9.400000E-04 8295 3.662000E+03 9.100000E+02
9.500000E-04 8383 3.694000E+03 9.200000E+02
9.600000E-04 8474 3.734000E+03 9.400000E+02
9.700000E-04 8581 3.778000E+03 9.400000E+02
9.800000E-04 8683 3.834000E+03 9.500000E+02
9.900000E-04 8766 3.882000E+03 9.500000E+02
1.000000E-03 8845 3.906000E+03 9.600000E+02
