 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 38 0.000000E+00 0.000000E+00
2.000000E-05 88 0.000000E+00 0.000000E+00
3.000000E-05 136 0.000000E+00 0.000000E+00
4.000000E-05 181 6.000000E+00 0.000000E+00
5.000000E-05 221 6.000000E+00 0.000000E+00
6.000000E-05 266 6.000000E+00 0.000000E+00
7.000000E-05 303 6.000000E+00 0.000000E+00
8.000000E-05 354 1.200000E+01 1.000000E+01
9.000000E-05 403 2.200000E+01 1.000000E+01
1.000000E-04 452 2.800000E+01 1.000000E+01
1.100000E-04 498 3.200000E+01 1.000000E+01
1.200000E-04 554 3.800000E+01 1.000000E+01
1.300000E-04 615 4.600000E+01 1.000000E+01
1.400000E-04 665 5.800000E+01 2.000000E+01
1.500000E-04 711 5.800000E+01 2.000000E+01
1.600000E-04 766 6.600000E+01 2.000000E+01
1.700000E-04 808 7.200000E+01 2.000000E+01
1.800000E-04 857 7.800000E+01 2.000000E+01
1.900000E-04 919 8.600000E+01 2.000000E+01
2.000000E-04 967 8.600000E+01 2.000000E+01
2.100000E-04 1017 9.600000E+01 2.000000E+01
2.200000E-04 1072 1.040000E+02 2.000000E+01
2.300000E-04 1117 1.080000E+02 2.000000E+01
2.400000E-04 1183 1.260000E+02 2.000000E+01
2.500000E-04 1236 1.340000E+02 2.000000E+01
2.600000E-04 1298 1.460000E+02 2.000000E+01
2.700000E-04 1362 1.600000E+02 2.000000E+01
2.800000E-04 1401 1.680000E+02 2.000000E+01
2.900000E-04 1461 1.760000E+02 2.000000E+01
3.000000E-04 1541 1.940000E+02 5.000000E+01
3.100000E-04 1592 2.180000E+02 5.000000E+01
3.200000E-04 1646 2.340000E+02 7.000000E+01
3.300000E-04 1709 2.500000E+02 7.000000E+01
3.400000E-04 1766 2.740000E+02 7.000000E+01
3.500000E-04 1829 2.860000E+02 7.000000E+01
3.600000E-04 1888 2.980000E+02 7.000000E+01
3.700000E-04 1934 3.120000E+02 8.000000E+01
3.800000E-04 1974 3.220000E+02 8.000000E+01
3.900000E-04 2028 3.420000E+02 8.000000E+01
4.000000E-04 2092 3.560000E+02 8.000000E+01
4.100000E-04 2144 3.720000E+02 8.000000E+01
4.200000E-04 2205 3.840000E+02 8.000000E+01
4.300000E-04 2258 3.920000E+02 8.000000E+01
4.400000E-04 2321 3.940000E+02 1.000000E+02
4.500000E-04 2371 4.020000E+02 1.000000E+02
4.600000E-04 2428 4.160000E+02 1.100000E+02
4.700000E-04 2485 4.340000E+02 1.100000E+02
4.800000E-04 2537 4.500000E+02 1.100000E+02
4.900000E-04 2594 4.640000E+02 1.100000E+02
5.000000E-04 2655 4.840000E+02 1.100000E+02
5.100000E-04 2713 5.040000E+02 1.200000E+02
5.200000E-04 2777 5.200000E+02 1.200000E+02
5.300000E-04 2843 5.400000E+02 1.200000E+02
5.400000E-04 2894 5.600000E+02 1.200000E+02
5.500000E-04 2954 5.760000E+02 1.200000E+02
5.600000E-04 3009 5.880000E+02 1.200000E+02
5.700000E-04 3076 6.040000E+02 1.300000E+02
5.800000E-04 3132 6.180000E+02 1.300000E+02
5.900000E-04 3203 6.420000E+02 1.300000E+02
6.000000E-04 3273 6.720000E+02 1.400000E+02
6.100000E-04 3346 6.980000E+02 1.400000E+02
6.200000E-04 3408 7.160000E+02 1.400000E+02
6.300000E-04 3457 7.320000E+02 1.400000E+02
6.400000E-04 3506 7.440000E+02 1.400000E+02
6.500000E-04 3565 7.600000E+02 1.400000E+02
6.600000E-04 3632 7.780000E+02 1.400000E+02
6.700000E-04 3708 8.020000E+02 1.400000E+02
6.800000E-04 3761 8.220000E+02 1.400000E+02
6.900000E-04 3819 8.380000E+02 1.400000E+02
7.000000E-04 3904 8.680000E+02 1.400000E+02
7.100000E-04 3977 8.960000E+02 1.400000E+02
7.200000E-04 4053 9.280000E+02 1.400000E+02
7.300000E-04 4114 9.500000E+02 1.400000E+02
7.400000E-04 4195 9.720000E+02 1.400000E+02
7.500000E-04 4254 9.860000E+02 1.400000E+02
7.600000E-04 4314 1.004000E+03 1.400000E+02
7.700000E-04 4371 1.024000E+03 1.400000E+02
7.800000E-04 4431 1.042000E+03 1.400000E+02
7.900000E-04 4508 1.060000E+03 1.500000E+02
8.000000E-04 4564 1.074000E+03 1.600000E+02
8.100000E-04 4635 1.088000E+03 1.600000E+02
8.200000E-04 4697 1.108000E+03 1.600000E+02
8.300000E-04 4751 1.120000E+03 1.600000E+02
8.400000E-04 4818 1.140000E+03 1.600000E+02
8.500000E-04 4886 1.162000E+03 1.700000E+02
8.600000E-04 4948 1.194000E+03 1.700000E+02
8.700000E-04 5003 1.214000E+03 1.700000E+02
8.800000E-04 5058 1.226000E+03 1.800000E+02
8.900000E-04 5115 1.248000E+03 1.800000E+02
9.000000E-04 5182 1.266000E+03 1.900000E+02
9.100000E-04 5259 1.294000E+03 2.000000E+02
9.200000E-04 5320 1.314000E+03 2.000000E+02
9.300000E-04 5393 1.346000E+03 2.000000E+02
9.400000E-04 5461 1.368000E+03 2.000000E+02
9.500000E-04 5524 1.398000E+03 2.100000E+02
9.600000E-04 5591 1.424000E+03 2.300000E+02
9.700000E-04 5664 1.460000E+03 2.400000E+02
9.800000E-04 5735 1.488000E+03 2.400000E+02
9.900000E-04 5794 1.502000E+03 2.400000E+02
1.000000E-03 5877 1.532000E+03 2.400000E+02
