 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 39 0.000000E+00 0.000000E+00
2.000000E-05 74 2.000000E+00 0.000000E+00
3.000000E-05 110 2.000000E+00 0.000000E+00
4.000000E-05 147 4.000000E+00 0.000000E+00
5.000000E-05 184 4.000000E+00 0.000000E+00
6.000000E-05 225 4.000000E+00 0.000000E+00
7.000000E-05 265 4.000000E+00 0.000000E+00
8.000000E-05 297 6.000000E+00 0.000000E+00
9.000000E-05 338 8.000000E+00 0.000000E+00
1.000000E-04 374 1.200000E+01 0.000000E+00
1.100000E-04 434 1.800000E+01 0.000000E+00
1.200000E-04 475 2.000000E+01 0.000000E+00
1.300000E-04 528 2.600000E+01 0.000000E+00
1.400000E-04 580 3.000000E+01 0.000000E+00
1.500000E-04 635 3.800000E+01 0.000000E+00
1.600000E-04 677 4.800000E+01 0.000000E+00
1.700000E-04 732 5.600000E+01 0.000000E+00
1.800000E-04 792 6.800000E+01 0.000000E+00
1.900000E-04 837 7.000000E+01 0.000000E+00
2.000000E-04 879 7.800000E+01 0.000000E+00
2.100000E-04 929 8.200000E+01 0.000000E+00
2.200000E-04 988 1.080000E+02 0.000000E+00
2.300000E-04 1041 1.160000E+02 0.000000E+00
2.400000E-04 1099 1.260000E+02 0.000000E+00
2.500000E-04 1141 1.300000E+02 0.000000E+00
2.600000E-04 1184 1.340000E+02 0.000000E+00
2.700000E-04 1241 1.400000E+02 1.000000E+01
2.800000E-04 1285 1.520000E+02 1.000000E+01
2.900000E-04 1338 1.560000E+02 1.000000E+01
3.000000E-04 1389 1.660000E+02 1.000000E+01
3.100000E-04 1449 1.780000E+02 1.000000E+01
3.200000E-04 1495 1.880000E+02 1.000000E+01
3.300000E-04 1549 2.040000E+02 2.000000E+01
3.400000E-04 1606 2.180000E+02 2.000000E+01
3.500000E-04 1654 2.240000E+02 3.000000E+01
3.600000E-04 1720 2.400000E+02 3.000000E+01
3.700000E-04 1773 2.460000E+02 3.000000E+01
3.800000E-04 1830 2.580000E+02 3.000000E+01
3.900000E-04 1892 2.820000E+02 3.000000E+01
4.000000E-04 1946 2.980000E+02 3.000000E+01
4.100000E-04 1991 3.040000E+02 3.000000E+01
4.200000E-04 2048 3.160000E+02 3.000000E+01
4.300000E-04 2093 3.200000E+02 3.000000E+01
4.400000E-04 2164 3.320000E+02 3.000000E+01
4.500000E-04 2229 3.500000E+02 4.000000E+01
4.600000E-04 2301 3.680000E+02 4.000000E+01
4.700000E-04 2380 3.920000E+02 4.000000E+01
4.800000E-04 2436 4.080000E+02 4.000000E+01
4.900000E-04 2502 4.300000E+02 5.000000E+01
5.000000E-04 2561 4.500000E+02 5.000000E+01
5.100000E-04 2613 4.580000E+02 5.000000E+01
5.200000E-04 2677 4.800000E+02 5.000000E+01
5.300000E-04 2741 4.940000E+02 5.000000E+01
5.400000E-04 2802 5.120000E+02 5.000000E+01
5.500000E-04 2870 5.400000E+02 5.000000E+01
5.600000E-04 2952 5.640000E+02 5.000000E+01
5.700000E-04 3004 5.760000E+02 5.000000E+01
5.800000E-04 3054 5.960000E+02 6.000000E+01
5.900000E-04 3103 6.040000E+02 6.000000E+01
6.000000E-04 3161 6.180000E+02 7.000000E+01
6.100000E-04 3214 6.380000E+02 7.000000E+01
6.200000E-04 3259 6.580000E+02 7.000000E+01
6.300000E-04 3316 6.700000E+02 7.000000E+01
6.400000E-04 3381 6.900000E+02 7.000000E+01
6.500000E-04 3444 7.140000E+02 7.000000E+01
6.600000E-04 3504 7.340000E+02 7.000000E+01
6.700000E-04 3566 7.400000E+02 7.000000E+01
6.800000E-04 3613 7.500000E+02 7.000000E+01
6.900000E-04 3669 7.720000E+02 7.000000E+01
7.000000E-04 3731 7.940000E+02 7.000000E+01
7.100000E-04 3789 8.120000E+02 8.000000E+01
7.200000E-04 3858 8.360000E+02 8.000000E+01
7.300000E-04 3937 8.660000E+02 1.000000E+02
7.400000E-04 3996 8.960000E+02 1.000000E+02
7.500000E-04 4056 9.140000E+02 1.100000E+02
7.600000E-04 4117 9.380000E+02 1.100000E+02
7.700000E-04 4173 9.560000E+02 1.100000E+02
7.800000E-04 4225 9.620000E+02 1.100000E+02
7.900000E-04 4298 9.820000E+02 1.300000E+02
8.000000E-04 4368 1.004000E+03 1.300000E+02
8.100000E-04 4419 1.016000E+03 1.300000E+02
8.200000E-04 4497 1.036000E+03 1.300000E+02
8.300000E-04 4561 1.058000E+03 1.300000E+02
8.400000E-04 4629 1.090000E+03 1.400000E+02
8.500000E-04 4686 1.104000E+03 1.400000E+02
8.600000E-04 4751 1.130000E+03 1.400000E+02
8.700000E-04 4812 1.158000E+03 1.500000E+02
8.800000E-04 4871 1.172000E+03 1.600000E+02
8.900000E-04 4939 1.194000E+03 1.700000E+02
9.000000E-04 5009 1.220000E+03 1.900000E+02
9.100000E-04 5067 1.238000E+03 1.900000E+02
9.200000E-04 5134 1.262000E+03 1.900000E+02
9.300000E-04 5190 1.280000E+03 2.100000E+02
9.400000E-04 5252 1.304000E+03 2.100000E+02
9.500000E-04 5308 1.328000E+03 2.100000E+02
9.600000E-04 5379 1.350000E+03 2.100000E+02
9.700000E-04 5437 1.370000E+03 2.100000E+02
9.800000E-04 5504 1.398000E+03 2.100000E+02
9.900000E-04 5570 1.430000E+03 2.100000E+02
1.000000E-03 5646 1.456000E+03 2.100000E+02
