 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 140 4.000000E+00 1.000000E+01
2.000000E-05 197 2.400000E+01 2.000000E+01
3.000000E-05 245 4.600000E+01 2.000000E+01
4.000000E-05 316 7.200000E+01 3.000000E+01
5.000000E-05 415 1.160000E+02 5.000000E+01
6.000000E-05 494 1.500000E+02 5.000000E+01
7.000000E-05 576 1.780000E+02 5.000000E+01
8.000000E-05 678 2.220000E+02 6.000000E+01
9.000000E-05 754 2.660000E+02 6.000000E+01
1.000000E-04 825 3.040000E+02 7.000000E+01
1.100000E-04 900 3.320000E+02 7.000000E+01
1.200000E-04 988 3.660000E+02 8.000000E+01
1.300000E-04 1060 3.960000E+02 8.000000E+01
1.400000E-04 1161 4.480000E+02 9.000000E+01
1.500000E-04 1234 4.780000E+02 9.000000E+01
1.600000E-04 1323 5.160000E+02 1.000000E+02
1.700000E-04 1408 5.580000E+02 1.000000E+02
1.800000E-04 1492 5.900000E+02 1.000000E+02
1.900000E-04 1585 6.300000E+02 1.000000E+02
2.000000E-04 1703 6.840000E+02 1.100000E+02
2.100000E-04 1795 7.340000E+02 1.100000E+02
2.200000E-04 1879 7.720000E+02 1.100000E+02
2.300000E-04 1972 8.100000E+02 1.100000E+02
2.400000E-04 2069 8.560000E+02 1.200000E+02
2.500000E-04 2167 9.120000E+02 1.300000E+02
2.600000E-04 2253 9.420000E+02 1.500000E+02
2.700000E-04 2331 9.760000E+02 1.500000E+02
2.800000E-04 2447 1.034000E+03 1.500000E+02
2.900000E-04 2548 1.084000E+03 1.800000E+02
3.000000E-04 2641 1.126000E+03 1.900000E+02
3.100000E-04 2745 1.166000E+03 2.000000E+02
3.200000E-04 2824 1.202000E+03 2.100000E+02
3.300000E-04 2913 1.246000E+03 2.100000E+02
3.400000E-04 3001 1.280000E+03 2.100000E+02
3.500000E-04 3112 1.336000E+03 2.100000E+02
3.600000E-04 3200 1.374000E+03 2.200000E+02
3.700000E-04 3297 1.420000E+03 2.300000E+02
3.800000E-04 3385 1.460000E+03 2.400000E+02
3.900000E-04 3478 1.502000E+03 2.400000E+02
4.000000E-04 3564 1.544000E+03 2.500000E+02
4.100000E-04 3643 1.580000E+03 2.600000E+02
4.200000E-04 3735 1.614000E+03 2.700000E+02
4.300000E-04 3812 1.664000E+03 2.700000E+02
4.400000E-04 3884 1.694000E+03 2.700000E+02
4.500000E-04 3949 1.720000E+03 2.900000E+02
4.600000E-04 4021 1.748000E+03 3.000000E+02
4.700000E-04 4119 1.792000E+03 3.000000E+02
4.800000E-04 4201 1.832000E+03 3.000000E+02
4.900000E-04 4268 1.862000E+03 3.100000E+02
5.000000E-04 4352 1.908000E+03 3.100000E+02
5.100000E-04 4447 1.932000E+03 3.100000E+02
5.200000E-04 4556 1.994000E+03 3.300000E+02
5.300000E-04 4629 2.020000E+03 3.500000E+02
5.400000E-04 4732 2.058000E+03 4.100000E+02
5.500000E-04 4832 2.102000E+03 4.300000E+02
5.600000E-04 4921 2.146000E+03 4.300000E+02
5.700000E-04 5018 2.202000E+03 4.300000E+02
5.800000E-04 5094 2.226000E+03 4.400000E+02
5.900000E-04 5197 2.268000E+03 4.400000E+02
6.000000E-04 5292 2.310000E+03 4.500000E+02
6.100000E-04 5393 2.352000E+03 4.600000E+02
6.200000E-04 5490 2.406000E+03 4.700000E+02
6.300000E-04 5587 2.448000E+03 4.800000E+02
6.400000E-04 5660 2.494000E+03 4.800000E+02
6.500000E-04 5753 2.530000E+03 5.000000E+02
6.600000E-04 5823 2.558000E+03 5.200000E+02
6.700000E-04 5926 2.608000E+03 5.300000E+02
6.800000E-04 6004 2.640000E+03 5.400000E+02
6.900000E-04 6094 2.680000E+03 5.400000E+02
7.000000E-04 6178 2.718000E+03 5.600000E+02
7.100000E-04 6274 2.766000E+03 5.700000E+02
7.200000E-04 6362 2.798000E+03 5.800000E+02
7.300000E-04 6458 2.838000E+03 6.000000E+02
7.400000E-04 6544 2.880000E+03 6.100000E+02
7.500000E-04 6626 2.920000E+03 6.200000E+02
7.600000E-04 6721 2.956000E+03 6.200000E+02
7.700000E-04 6823 3.004000E+03 6.300000E+02
7.800000E-04 6909 3.034000E+03 6.400000E+02
7.900000E-04 6996 3.084000E+03 6.600000E+02
8.000000E-04 7094 3.118000E+03 6.700000E+02
8.100000E-04 7174 3.154000E+03 6.900000E+02
8.200000E-04 7264 3.198000E+03 7.000000E+02
8.300000E-04 7354 3.242000E+03 7.000000E+02
8.400000E-04 7468 3.292000E+03 7.100000E+02
8.500000E-04 7556 3.342000E+03 7.200000E+02
8.600000E-04 7639 3.374000E+03 7.200000E+02
8.700000E-04 7729 3.422000E+03 7.200000E+02
8.800000E-04 7824 3.460000E+03 7.400000E+02
8.900000E-04 7902 3.496000E+03 7.400000E+02
9.000000E-04 8013 3.538000E+03 7.600000E+02
9.100000E-04 8104 3.578000E+03 7.600000E+02
9.200000E-04 8193 3.622000E+03 7.600000E+02
9.300000E-04 8280 3.654000E+03 7.600000E+02
9.400000E-04 8372 3.704000E+03 7.800000E+02
9.500000E-04 8437 3.736000E+03 7.900000E+02
9.600000E-04 8533 3.770000E+03 8.000000E+02
9.700000E-04 8629 3.822000E+03 8.000000E+02
9.800000E-04 8713 3.870000E+03 8.100000E+02
9.900000E-04 8803 3.904000E+03 8.100000E+02
1.000000E-03 8874 3.934000E+03 8.100000E+02
