 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 116 2.000000E+00 1.000000E+01
2.000000E-05 189 2.000000E+01 2.000000E+01
3.000000E-05 261 5.000000E+01 2.000000E+01
4.000000E-05 340 8.000000E+01 3.000000E+01
5.000000E-05 438 1.160000E+02 4.000000E+01
6.000000E-05 555 1.800000E+02 4.000000E+01
7.000000E-05 644 2.240000E+02 4.000000E+01
8.000000E-05 717 2.560000E+02 6.000000E+01
9.000000E-05 791 2.900000E+02 8.000000E+01
1.000000E-04 861 3.260000E+02 9.000000E+01
1.100000E-04 924 3.480000E+02 1.000000E+02
1.200000E-04 1017 3.840000E+02 1.100000E+02
1.300000E-04 1114 4.320000E+02 1.200000E+02
1.400000E-04 1186 4.620000E+02 1.300000E+02
1.500000E-04 1273 5.040000E+02 1.300000E+02
1.600000E-04 1352 5.380000E+02 1.300000E+02
1.700000E-04 1420 5.720000E+02 1.300000E+02
1.800000E-04 1518 6.100000E+02 1.600000E+02
1.900000E-04 1622 6.640000E+02 1.700000E+02
2.000000E-04 1715 7.060000E+02 1.700000E+02
2.100000E-04 1797 7.420000E+02 1.900000E+02
2.200000E-04 1875 7.760000E+02 2.100000E+02
2.300000E-04 1957 8.140000E+02 2.100000E+02
2.400000E-04 2037 8.440000E+02 2.200000E+02
2.500000E-04 2129 8.820000E+02 2.200000E+02
2.600000E-04 2241 9.400000E+02 2.300000E+02
2.700000E-04 2325 9.740000E+02 2.400000E+02
2.800000E-04 2421 1.004000E+03 2.700000E+02
2.900000E-04 2515 1.060000E+03 2.900000E+02
3.000000E-04 2605 1.100000E+03 3.000000E+02
3.100000E-04 2680 1.136000E+03 3.000000E+02
3.200000E-04 2753 1.174000E+03 3.200000E+02
3.300000E-04 2816 1.200000E+03 3.300000E+02
3.400000E-04 2895 1.228000E+03 3.300000E+02
3.500000E-04 2969 1.264000E+03 3.400000E+02
3.600000E-04 3073 1.304000E+03 3.500000E+02
3.700000E-04 3169 1.358000E+03 3.600000E+02
3.800000E-04 3261 1.400000E+03 3.800000E+02
3.900000E-04 3331 1.426000E+03 3.900000E+02
4.000000E-04 3423 1.462000E+03 3.900000E+02
4.100000E-04 3512 1.498000E+03 4.000000E+02
4.200000E-04 3605 1.548000E+03 4.000000E+02
4.300000E-04 3712 1.602000E+03 4.100000E+02
4.400000E-04 3785 1.636000E+03 4.100000E+02
4.500000E-04 3892 1.678000E+03 4.200000E+02
4.600000E-04 3997 1.728000E+03 4.300000E+02
4.700000E-04 4112 1.786000E+03 4.500000E+02
4.800000E-04 4214 1.830000E+03 4.700000E+02
4.900000E-04 4293 1.872000E+03 4.800000E+02
5.000000E-04 4366 1.906000E+03 4.900000E+02
5.100000E-04 4468 1.940000E+03 5.100000E+02
5.200000E-04 4584 1.994000E+03 5.200000E+02
5.300000E-04 4670 2.040000E+03 5.300000E+02
5.400000E-04 4755 2.078000E+03 5.300000E+02
5.500000E-04 4859 2.126000E+03 5.500000E+02
5.600000E-04 4940 2.162000E+03 5.500000E+02
5.700000E-04 5020 2.200000E+03 5.600000E+02
5.800000E-04 5103 2.238000E+03 5.600000E+02
5.900000E-04 5193 2.280000E+03 5.800000E+02
6.000000E-04 5276 2.310000E+03 5.900000E+02
6.100000E-04 5382 2.358000E+03 6.000000E+02
6.200000E-04 5458 2.400000E+03 6.000000E+02
6.300000E-04 5549 2.432000E+03 6.100000E+02
6.400000E-04 5625 2.466000E+03 6.200000E+02
6.500000E-04 5702 2.504000E+03 6.300000E+02
6.600000E-04 5801 2.538000E+03 6.400000E+02
6.700000E-04 5903 2.590000E+03 6.500000E+02
6.800000E-04 5993 2.626000E+03 6.800000E+02
6.900000E-04 6082 2.672000E+03 6.800000E+02
7.000000E-04 6149 2.706000E+03 6.900000E+02
7.100000E-04 6241 2.742000E+03 6.900000E+02
7.200000E-04 6309 2.772000E+03 6.900000E+02
7.300000E-04 6397 2.810000E+03 7.100000E+02
7.400000E-04 6482 2.846000E+03 7.400000E+02
7.500000E-04 6578 2.884000E+03 7.800000E+02
7.600000E-04 6677 2.930000E+03 8.000000E+02
7.700000E-04 6743 2.960000E+03 8.200000E+02
7.800000E-04 6836 3.000000E+03 8.300000E+02
7.900000E-04 6964 3.052000E+03 8.500000E+02
8.000000E-04 7060 3.106000E+03 8.600000E+02
8.100000E-04 7154 3.142000E+03 8.600000E+02
8.200000E-04 7262 3.204000E+03 8.800000E+02
8.300000E-04 7355 3.238000E+03 8.800000E+02
8.400000E-04 7450 3.286000E+03 8.800000E+02
8.500000E-04 7547 3.326000E+03 8.800000E+02
8.600000E-04 7650 3.374000E+03 8.800000E+02
8.700000E-04 7746 3.420000E+03 8.900000E+02
8.800000E-04 7854 3.466000E+03 9.000000E+02
8.900000E-04 7945 3.514000E+03 9.100000E+02
9.000000E-04 8035 3.552000E+03 9.200000E+02
9.100000E-04 8108 3.594000E+03 9.200000E+02
9.200000E-04 8184 3.632000E+03 9.200000E+02
9.300000E-04 8269 3.660000E+03 9.600000E+02
9.400000E-04 8352 3.694000E+03 9.800000E+02
9.500000E-04 8453 3.730000E+03 9.900000E+02
9.600000E-04 8531 3.772000E+03 9.900000E+02
9.700000E-04 8622 3.818000E+03 1.000000E+03
9.800000E-04 8703 3.852000E+03 1.030000E+03
9.900000E-04 8789 3.892000E+03 1.050000E+03
1.000000E-03 8875 3.930000E+03 1.070000E+03
