 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 139 1.000000E+01 1.000000E+01
2.000000E-05 213 2.800000E+01 1.000000E+01
3.000000E-05 268 5.800000E+01 1.000000E+01
4.000000E-05 344 8.600000E+01 2.000000E+01
5.000000E-05 409 1.200000E+02 3.000000E+01
6.000000E-05 486 1.580000E+02 5.000000E+01
7.000000E-05 561 1.840000E+02 6.000000E+01
8.000000E-05 626 2.160000E+02 8.000000E+01
9.000000E-05 687 2.340000E+02 9.000000E+01
1.000000E-04 763 2.640000E+02 9.000000E+01
1.100000E-04 838 3.000000E+02 1.000000E+02
1.200000E-04 917 3.380000E+02 1.000000E+02
1.300000E-04 1002 3.720000E+02 1.100000E+02
1.400000E-04 1094 4.180000E+02 1.300000E+02
1.500000E-04 1177 4.540000E+02 1.400000E+02
1.600000E-04 1272 5.000000E+02 1.400000E+02
1.700000E-04 1377 5.440000E+02 1.400000E+02
1.800000E-04 1462 5.840000E+02 1.500000E+02
1.900000E-04 1537 6.200000E+02 1.700000E+02
2.000000E-04 1622 6.580000E+02 1.700000E+02
2.100000E-04 1729 7.080000E+02 1.700000E+02
2.200000E-04 1797 7.460000E+02 1.700000E+02
2.300000E-04 1873 7.720000E+02 1.700000E+02
2.400000E-04 1982 8.280000E+02 2.000000E+02
2.500000E-04 2072 8.640000E+02 2.000000E+02
2.600000E-04 2140 8.900000E+02 2.200000E+02
2.700000E-04 2234 9.260000E+02 2.300000E+02
2.800000E-04 2303 9.680000E+02 2.400000E+02
2.900000E-04 2403 1.014000E+03 2.600000E+02
3.000000E-04 2484 1.050000E+03 2.600000E+02
3.100000E-04 2567 1.086000E+03 2.700000E+02
3.200000E-04 2664 1.126000E+03 2.700000E+02
3.300000E-04 2731 1.160000E+03 2.800000E+02
3.400000E-04 2795 1.184000E+03 2.800000E+02
3.500000E-04 2896 1.234000E+03 2.800000E+02
3.600000E-04 2959 1.260000E+03 3.100000E+02
3.700000E-04 3062 1.302000E+03 3.200000E+02
3.800000E-04 3142 1.334000E+03 3.400000E+02
3.900000E-04 3212 1.364000E+03 3.600000E+02
4.000000E-04 3302 1.404000E+03 3.600000E+02
4.100000E-04 3388 1.444000E+03 3.600000E+02
4.200000E-04 3481 1.486000E+03 3.600000E+02
4.300000E-04 3592 1.536000E+03 3.600000E+02
4.400000E-04 3670 1.576000E+03 3.600000E+02
4.500000E-04 3752 1.606000E+03 3.700000E+02
4.600000E-04 3828 1.640000E+03 3.700000E+02
4.700000E-04 3921 1.678000E+03 3.900000E+02
4.800000E-04 3996 1.710000E+03 4.000000E+02
4.900000E-04 4079 1.744000E+03 4.100000E+02
5.000000E-04 4188 1.788000E+03 4.300000E+02
5.100000E-04 4257 1.828000E+03 4.400000E+02
5.200000E-04 4338 1.864000E+03 4.500000E+02
5.300000E-04 4421 1.898000E+03 4.500000E+02
5.400000E-04 4525 1.954000E+03 4.500000E+02
5.500000E-04 4610 1.992000E+03 4.500000E+02
5.600000E-04 4704 2.028000E+03 4.500000E+02
5.700000E-04 4787 2.062000E+03 4.500000E+02
5.800000E-04 4875 2.106000E+03 4.800000E+02
5.900000E-04 4967 2.148000E+03 4.800000E+02
6.000000E-04 5028 2.180000E+03 4.900000E+02
6.100000E-04 5135 2.224000E+03 4.900000E+02
6.200000E-04 5235 2.268000E+03 4.900000E+02
6.300000E-04 5334 2.318000E+03 4.900000E+02
6.400000E-04 5414 2.352000E+03 5.100000E+02
6.500000E-04 5501 2.390000E+03 5.300000E+02
6.600000E-04 5619 2.446000E+03 5.500000E+02
6.700000E-04 5693 2.488000E+03 5.500000E+02
6.800000E-04 5791 2.518000E+03 5.600000E+02
6.900000E-04 5869 2.552000E+03 5.600000E+02
7.000000E-04 5948 2.596000E+03 5.700000E+02
7.100000E-04 6041 2.630000E+03 5.900000E+02
7.200000E-04 6145 2.668000E+03 6.200000E+02
7.300000E-04 6252 2.726000E+03 6.200000E+02
7.400000E-04 6331 2.762000E+03 6.400000E+02
7.500000E-04 6437 2.806000E+03 6.600000E+02
7.600000E-04 6540 2.848000E+03 6.600000E+02
7.700000E-04 6648 2.896000E+03 6.700000E+02
7.800000E-04 6725 2.944000E+03 6.700000E+02
7.900000E-04 6800 2.988000E+03 6.700000E+02
8.000000E-04 6887 3.018000E+03 6.800000E+02
8.100000E-04 6975 3.058000E+03 6.800000E+02
8.200000E-04 7066 3.110000E+03 6.900000E+02
8.300000E-04 7134 3.134000E+03 7.000000E+02
8.400000E-04 7213 3.172000E+03 7.100000E+02
8.500000E-04 7309 3.210000E+03 7.200000E+02
8.600000E-04 7408 3.260000E+03 7.300000E+02
8.700000E-04 7462 3.286000E+03 7.300000E+02
8.800000E-04 7557 3.330000E+03 7.500000E+02
8.900000E-04 7641 3.372000E+03 7.500000E+02
9.000000E-04 7731 3.410000E+03 7.600000E+02
9.100000E-04 7800 3.438000E+03 7.800000E+02
9.200000E-04 7892 3.468000E+03 7.900000E+02
9.300000E-04 7965 3.504000E+03 8.000000E+02
9.400000E-04 8062 3.554000E+03 8.000000E+02
9.500000E-04 8156 3.594000E+03 8.100000E+02
9.600000E-04 8226 3.628000E+03 8.100000E+02
9.700000E-04 8319 3.670000E+03 8.200000E+02
9.800000E-04 8428 3.720000E+03 8.200000E+02
9.900000E-04 8509 3.762000E+03 8.300000E+02
1.000000E-03 8594 3.802000E+03 8.400000E+02
