 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 32 0.000000E+00 0.000000E+00
2.000000E-05 72 2.000000E+00 0.000000E+00
3.000000E-05 123 2.000000E+00 0.000000E+00
4.000000E-05 171 4.000000E+00 0.000000E+00
5.000000E-05 204 4.000000E+00 0.000000E+00
6.000000E-05 247 6.000000E+00 0.000000E+00
7.000000E-05 285 8.000000E+00 0.000000E+00
8.000000E-05 327 8.000000E+00 1.000000E+01
9.000000E-05 376 1.000000E+01 1.000000E+01
1.000000E-04 421 1.400000E+01 1.000000E+01
1.100000E-04 474 2.200000E+01 1.000000E+01
1.200000E-04 523 2.400000E+01 1.000000E+01
1.300000E-04 572 3.000000E+01 1.000000E+01
1.400000E-04 616 3.200000E+01 1.000000E+01
1.500000E-04 662 3.600000E+01 1.000000E+01
1.600000E-04 702 4.200000E+01 1.000000E+01
1.700000E-04 746 5.000000E+01 1.000000E+01
1.800000E-04 813 5.800000E+01 1.000000E+01
1.900000E-04 859 6.000000E+01 1.000000E+01
2.000000E-04 914 7.600000E+01 1.000000E+01
2.100000E-04 969 8.200000E+01 2.000000E+01
2.200000E-04 1027 9.200000E+01 2.000000E+01
2.300000E-04 1097 1.040000E+02 2.000000E+01
2.400000E-04 1149 1.220000E+02 2.000000E+01
2.500000E-04 1211 1.320000E+02 3.000000E+01
2.600000E-04 1266 1.320000E+02 3.000000E+01
2.700000E-04 1322 1.500000E+02 3.000000E+01
2.800000E-04 1374 1.580000E+02 3.000000E+01
2.900000E-04 1425 1.720000E+02 3.000000E+01
3.000000E-04 1476 1.780000E+02 5.000000E+01
3.100000E-04 1524 1.900000E+02 5.000000E+01
3.200000E-04 1581 2.040000E+02 5.000000E+01
3.300000E-04 1630 2.160000E+02 5.000000E+01
3.400000E-04 1673 2.200000E+02 5.000000E+01
3.500000E-04 1732 2.420000E+02 5.000000E+01
3.600000E-04 1791 2.660000E+02 5.000000E+01
3.700000E-04 1837 2.760000E+02 5.000000E+01
3.800000E-04 1886 2.820000E+02 5.000000E+01
3.900000E-04 1940 3.000000E+02 5.000000E+01
4.000000E-04 2000 3.200000E+02 5.000000E+01
4.100000E-04 2049 3.260000E+02 5.000000E+01
4.200000E-04 2106 3.440000E+02 7.000000E+01
4.300000E-04 2156 3.620000E+02 7.000000E+01
4.400000E-04 2217 3.760000E+02 9.000000E+01
4.500000E-04 2266 3.860000E+02 9.000000E+01
4.600000E-04 2318 4.080000E+02 9.000000E+01
4.700000E-04 2360 4.180000E+02 9.000000E+01
4.800000E-04 2403 4.380000E+02 9.000000E+01
4.900000E-04 2450 4.520000E+02 9.000000E+01
5.000000E-04 2523 4.740000E+02 9.000000E+01
5.100000E-04 2587 5.020000E+02 9.000000E+01
5.200000E-04 2628 5.140000E+02 1.000000E+02
5.300000E-04 2687 5.200000E+02 1.000000E+02
5.400000E-04 2739 5.300000E+02 1.000000E+02
5.500000E-04 2801 5.400000E+02 1.100000E+02
5.600000E-04 2850 5.540000E+02 1.100000E+02
5.700000E-04 2910 5.700000E+02 1.100000E+02
5.800000E-04 2979 5.880000E+02 1.100000E+02
5.900000E-04 3046 6.100000E+02 1.200000E+02
6.000000E-04 3088 6.220000E+02 1.200000E+02
6.100000E-04 3148 6.380000E+02 1.300000E+02
6.200000E-04 3201 6.540000E+02 1.500000E+02
6.300000E-04 3264 6.640000E+02 1.600000E+02
6.400000E-04 3329 6.760000E+02 1.700000E+02
6.500000E-04 3394 6.940000E+02 1.800000E+02
6.600000E-04 3452 7.120000E+02 2.000000E+02
6.700000E-04 3514 7.240000E+02 2.000000E+02
6.800000E-04 3576 7.400000E+02 2.000000E+02
6.900000E-04 3633 7.660000E+02 2.000000E+02
7.000000E-04 3701 7.920000E+02 2.000000E+02
7.100000E-04 3760 8.100000E+02 2.100000E+02
7.200000E-04 3814 8.300000E+02 2.100000E+02
7.300000E-04 3883 8.480000E+02 2.200000E+02
7.400000E-04 3939 8.640000E+02 2.200000E+02
7.500000E-04 4011 8.840000E+02 2.300000E+02
7.600000E-04 4068 9.000000E+02 2.300000E+02
7.700000E-04 4126 9.160000E+02 2.500000E+02
7.800000E-04 4183 9.260000E+02 2.500000E+02
7.900000E-04 4265 9.480000E+02 2.500000E+02
8.000000E-04 4320 9.680000E+02 2.500000E+02
8.100000E-04 4391 9.880000E+02 2.500000E+02
8.200000E-04 4457 1.016000E+03 2.700000E+02
8.300000E-04 4528 1.042000E+03 2.700000E+02
8.400000E-04 4600 1.068000E+03 2.800000E+02
8.500000E-04 4666 1.086000E+03 2.800000E+02
8.600000E-04 4724 1.104000E+03 2.800000E+02
8.700000E-04 4784 1.126000E+03 2.800000E+02
8.800000E-04 4853 1.150000E+03 2.800000E+02
8.900000E-04 4915 1.176000E+03 2.800000E+02
9.000000E-04 4967 1.190000E+03 3.100000E+02
9.100000E-04 5038 1.224000E+03 3.100000E+02
9.200000E-04 5113 1.250000E+03 3.200000E+02
9.300000E-04 5169 1.270000E+03 3.200000E+02
9.400000E-04 5234 1.290000E+03 3.200000E+02
9.500000E-04 5314 1.324000E+03 3.200000E+02
9.600000E-04 5374 1.346000E+03 3.300000E+02
9.700000E-04 5437 1.362000E+03 3.300000E+02
9.800000E-04 5514 1.408000E+03 3.300000E+02
9.900000E-04 5574 1.440000E+03 3.500000E+02
1.000000E-03 5627 1.450000E+03 3.500000E+02
