 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 110 0.000000E+00 1.000000E+01
2.000000E-05 175 1.400000E+01 2.000000E+01
3.000000E-05 247 3.800000E+01 4.000000E+01
4.000000E-05 303 5.600000E+01 5.000000E+01
5.000000E-05 372 9.200000E+01 5.000000E+01
6.000000E-05 471 1.440000E+02 5.000000E+01
7.000000E-05 535 1.720000E+02 6.000000E+01
8.000000E-05 610 2.000000E+02 7.000000E+01
9.000000E-05 685 2.360000E+02 7.000000E+01
1.000000E-04 774 2.700000E+02 8.000000E+01
1.100000E-04 882 3.280000E+02 9.000000E+01
1.200000E-04 971 3.640000E+02 1.100000E+02
1.300000E-04 1043 3.960000E+02 1.400000E+02
1.400000E-04 1116 4.280000E+02 1.400000E+02
1.500000E-04 1210 4.760000E+02 1.500000E+02
1.600000E-04 1294 5.100000E+02 1.700000E+02
1.700000E-04 1377 5.400000E+02 1.700000E+02
1.800000E-04 1484 5.840000E+02 1.800000E+02
1.900000E-04 1583 6.280000E+02 2.000000E+02
2.000000E-04 1678 6.760000E+02 2.000000E+02
2.100000E-04 1789 7.120000E+02 2.000000E+02
2.200000E-04 1894 7.640000E+02 2.000000E+02
2.300000E-04 2014 8.280000E+02 2.200000E+02
2.400000E-04 2097 8.660000E+02 2.200000E+02
2.500000E-04 2168 9.020000E+02 2.200000E+02
2.600000E-04 2262 9.380000E+02 2.200000E+02
2.700000E-04 2355 9.820000E+02 2.300000E+02
2.800000E-04 2455 1.028000E+03 2.300000E+02
2.900000E-04 2551 1.076000E+03 2.300000E+02
3.000000E-04 2644 1.114000E+03 2.300000E+02
3.100000E-04 2739 1.166000E+03 2.500000E+02
3.200000E-04 2831 1.200000E+03 2.600000E+02
3.300000E-04 2927 1.246000E+03 2.600000E+02
3.400000E-04 3041 1.296000E+03 2.600000E+02
3.500000E-04 3121 1.340000E+03 2.700000E+02
3.600000E-04 3195 1.376000E+03 2.700000E+02
3.700000E-04 3265 1.400000E+03 2.700000E+02
3.800000E-04 3336 1.438000E+03 2.900000E+02
3.900000E-04 3443 1.480000E+03 3.200000E+02
4.000000E-04 3525 1.514000E+03 3.300000E+02
4.100000E-04 3608 1.558000E+03 3.300000E+02
4.200000E-04 3683 1.582000E+03 3.300000E+02
4.300000E-04 3802 1.636000E+03 3.300000E+02
4.400000E-04 3899 1.682000E+03 3.500000E+02
4.500000E-04 4009 1.728000E+03 3.900000E+02
4.600000E-04 4094 1.770000E+03 4.000000E+02
4.700000E-04 4178 1.808000E+03 4.100000E+02
4.800000E-04 4258 1.840000E+03 4.100000E+02
4.900000E-04 4350 1.882000E+03 4.200000E+02
5.000000E-04 4437 1.932000E+03 4.400000E+02
5.100000E-04 4523 1.960000E+03 4.600000E+02
5.200000E-04 4604 1.998000E+03 4.800000E+02
5.300000E-04 4692 2.038000E+03 5.100000E+02
5.400000E-04 4749 2.058000E+03 5.300000E+02
5.500000E-04 4844 2.096000E+03 5.400000E+02
5.600000E-04 4925 2.136000E+03 5.500000E+02
5.700000E-04 5008 2.172000E+03 5.500000E+02
5.800000E-04 5090 2.216000E+03 5.500000E+02
5.900000E-04 5171 2.250000E+03 5.500000E+02
6.000000E-04 5250 2.286000E+03 5.700000E+02
6.100000E-04 5334 2.322000E+03 5.800000E+02
6.200000E-04 5434 2.360000E+03 5.900000E+02
6.300000E-04 5517 2.408000E+03 5.900000E+02
6.400000E-04 5599 2.444000E+03 5.900000E+02
6.500000E-04 5668 2.468000E+03 5.900000E+02
6.600000E-04 5762 2.508000E+03 5.900000E+02
6.700000E-04 5875 2.562000E+03 6.000000E+02
6.800000E-04 5980 2.614000E+03 6.100000E+02
6.900000E-04 6073 2.656000E+03 6.100000E+02
7.000000E-04 6174 2.710000E+03 6.200000E+02
7.100000E-04 6250 2.726000E+03 6.600000E+02
7.200000E-04 6358 2.788000E+03 6.600000E+02
7.300000E-04 6447 2.834000E+03 6.700000E+02
7.400000E-04 6531 2.866000E+03 7.000000E+02
7.500000E-04 6628 2.910000E+03 7.000000E+02
7.600000E-04 6724 2.954000E+03 7.000000E+02
7.700000E-04 6789 2.980000E+03 7.200000E+02
7.800000E-04 6889 3.024000E+03 7.200000E+02
7.900000E-04 6975 3.072000E+03 7.200000E+02
8.000000E-04 7053 3.108000E+03 7.200000E+02
8.100000E-04 7127 3.134000E+03 7.200000E+02
8.200000E-04 7214 3.176000E+03 7.300000E+02
8.300000E-04 7287 3.204000E+03 7.300000E+02
8.400000E-04 7366 3.250000E+03 7.300000E+02
8.500000E-04 7465 3.286000E+03 7.400000E+02
8.600000E-04 7547 3.322000E+03 7.400000E+02
8.700000E-04 7633 3.360000E+03 7.600000E+02
8.800000E-04 7718 3.402000E+03 7.600000E+02
8.900000E-04 7800 3.432000E+03 7.700000E+02
9.000000E-04 7889 3.482000E+03 7.900000E+02
9.100000E-04 7962 3.504000E+03 8.400000E+02
9.200000E-04 8083 3.542000E+03 8.500000E+02
9.300000E-04 8196 3.600000E+03 8.700000E+02
9.400000E-04 8291 3.652000E+03 8.900000E+02
9.500000E-04 8382 3.686000E+03 9.100000E+02
9.600000E-04 8483 3.738000E+03 9.100000E+02
9.700000E-04 8582 3.784000E+03 9.200000E+02
9.800000E-04 8670 3.824000E+03 9.400000E+02
9.900000E-04 8778 3.872000E+03 9.600000E+02
1.000000E-03 8870 3.914000E+03 9.700000E+02
