 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 28 0.000000E+00 1.000000E+01
2.000000E-05 56 0.000000E+00 1.000000E+01
3.000000E-05 98 2.000000E+00 1.000000E+01
4.000000E-05 136 2.000000E+00 1.000000E+01
5.000000E-05 182 2.000000E+00 1.000000E+01
6.000000E-05 229 4.000000E+00 1.000000E+01
7.000000E-05 289 6.000000E+00 1.000000E+01
8.000000E-05 331 1.200000E+01 1.000000E+01
9.000000E-05 370 1.400000E+01 1.000000E+01
1.000000E-04 417 1.600000E+01 1.000000E+01
1.100000E-04 465 1.800000E+01 1.000000E+01
1.200000E-04 509 2.400000E+01 1.000000E+01
1.300000E-04 555 2.800000E+01 1.000000E+01
1.400000E-04 619 3.600000E+01 2.000000E+01
1.500000E-04 683 4.400000E+01 2.000000E+01
1.600000E-04 733 5.400000E+01 2.000000E+01
1.700000E-04 781 5.600000E+01 2.000000E+01
1.800000E-04 829 6.200000E+01 2.000000E+01
1.900000E-04 872 7.000000E+01 2.000000E+01
2.000000E-04 914 8.000000E+01 2.000000E+01
2.100000E-04 957 8.400000E+01 2.000000E+01
2.200000E-04 1003 9.200000E+01 2.000000E+01
2.300000E-04 1053 1.080000E+02 2.000000E+01
2.400000E-04 1103 1.160000E+02 2.000000E+01
2.500000E-04 1151 1.240000E+02 2.000000E+01
2.600000E-04 1204 1.280000E+02 2.000000E+01
2.700000E-04 1266 1.380000E+02 2.000000E+01
2.800000E-04 1310 1.500000E+02 2.000000E+01
2.900000E-04 1359 1.600000E+02 2.000000E+01
3.000000E-04 1409 1.660000E+02 2.000000E+01
3.100000E-04 1470 1.880000E+02 2.000000E+01
3.200000E-04 1520 1.980000E+02 2.000000E+01
3.300000E-04 1566 2.060000E+02 2.000000E+01
3.400000E-04 1617 2.160000E+02 2.000000E+01
3.500000E-04 1674 2.220000E+02 2.000000E+01
3.600000E-04 1729 2.300000E+02 3.000000E+01
3.700000E-04 1781 2.420000E+02 3.000000E+01
3.800000E-04 1823 2.540000E+02 3.000000E+01
3.900000E-04 1878 2.620000E+02 3.000000E+01
4.000000E-04 1940 2.800000E+02 3.000000E+01
4.100000E-04 1991 2.860000E+02 4.000000E+01
4.200000E-04 2048 2.980000E+02 4.000000E+01
4.300000E-04 2096 3.100000E+02 4.000000E+01
4.400000E-04 2149 3.160000E+02 4.000000E+01
4.500000E-04 2213 3.340000E+02 4.000000E+01
4.600000E-04 2268 3.460000E+02 5.000000E+01
4.700000E-04 2327 3.660000E+02 5.000000E+01
4.800000E-04 2382 3.760000E+02 5.000000E+01
4.900000E-04 2445 3.920000E+02 6.000000E+01
5.000000E-04 2498 4.040000E+02 6.000000E+01
5.100000E-04 2549 4.140000E+02 6.000000E+01
5.200000E-04 2602 4.260000E+02 6.000000E+01
5.300000E-04 2678 4.480000E+02 6.000000E+01
5.400000E-04 2743 4.680000E+02 6.000000E+01
5.500000E-04 2799 4.860000E+02 6.000000E+01
5.600000E-04 2861 5.040000E+02 6.000000E+01
5.700000E-04 2913 5.240000E+02 7.000000E+01
5.800000E-04 2969 5.300000E+02 7.000000E+01
5.900000E-04 3025 5.400000E+02 7.000000E+01
6.000000E-04 3093 5.600000E+02 8.000000E+01
6.100000E-04 3162 5.880000E+02 8.000000E+01
6.200000E-04 3234 6.180000E+02 9.000000E+01
6.300000E-04 3300 6.460000E+02 1.000000E+02
6.400000E-04 3364 6.620000E+02 1.000000E+02
6.500000E-04 3414 6.720000E+02 1.000000E+02
6.600000E-04 3487 6.980000E+02 1.000000E+02
6.700000E-04 3553 7.180000E+02 1.100000E+02
6.800000E-04 3634 7.460000E+02 1.200000E+02
6.900000E-04 3689 7.660000E+02 1.300000E+02
7.000000E-04 3754 7.880000E+02 1.300000E+02
7.100000E-04 3816 8.060000E+02 1.300000E+02
7.200000E-04 3873 8.240000E+02 1.500000E+02
7.300000E-04 3922 8.340000E+02 1.500000E+02
7.400000E-04 4000 8.620000E+02 1.500000E+02
7.500000E-04 4076 8.900000E+02 1.500000E+02
7.600000E-04 4127 9.040000E+02 1.500000E+02
7.700000E-04 4190 9.280000E+02 1.500000E+02
7.800000E-04 4270 9.600000E+02 1.500000E+02
7.900000E-04 4342 9.840000E+02 1.500000E+02
8.000000E-04 4396 1.004000E+03 1.500000E+02
8.100000E-04 4462 1.024000E+03 1.500000E+02
8.200000E-04 4534 1.052000E+03 1.700000E+02
8.300000E-04 4605 1.080000E+03 1.700000E+02
8.400000E-04 4670 1.096000E+03 1.700000E+02
8.500000E-04 4739 1.132000E+03 1.700000E+02
8.600000E-04 4806 1.164000E+03 1.800000E+02
8.700000E-04 4865 1.186000E+03 1.800000E+02
8.800000E-04 4920 1.210000E+03 1.800000E+02
8.900000E-04 4981 1.234000E+03 2.100000E+02
9.000000E-04 5030 1.252000E+03 2.100000E+02
9.100000E-04 5093 1.276000E+03 2.100000E+02
9.200000E-04 5164 1.300000E+03 2.100000E+02
9.300000E-04 5231 1.330000E+03 2.100000E+02
9.400000E-04 5304 1.352000E+03 2.100000E+02
9.500000E-04 5360 1.378000E+03 2.100000E+02
9.600000E-04 5414 1.402000E+03 2.100000E+02
9.700000E-04 5478 1.424000E+03 2.200000E+02
9.800000E-04 5549 1.446000E+03 2.200000E+02
9.900000E-04 5616 1.476000E+03 2.200000E+02
1.000000E-03 5672 1.496000E+03 2.200000E+02
