 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 27 0.000000E+00 0.000000E+00
2.000000E-05 71 0.000000E+00 0.000000E+00
3.000000E-05 112 0.000000E+00 0.000000E+00
4.000000E-05 150 0.000000E+00 0.000000E+00
5.000000E-05 195 0.000000E+00 0.000000E+00
6.000000E-05 252 2.000000E+00 1.000000E+01
7.000000E-05 290 2.000000E+00 1.000000E+01
8.000000E-05 341 8.000000E+00 1.000000E+01
9.000000E-05 383 8.000000E+00 1.000000E+01
1.000000E-04 418 1.200000E+01 1.000000E+01
1.100000E-04 467 1.600000E+01 1.000000E+01
1.200000E-04 506 1.800000E+01 2.000000E+01
1.300000E-04 555 2.200000E+01 2.000000E+01
1.400000E-04 602 2.400000E+01 2.000000E+01
1.500000E-04 644 2.800000E+01 2.000000E+01
1.600000E-04 701 3.400000E+01 2.000000E+01
1.700000E-04 751 4.400000E+01 2.000000E+01
1.800000E-04 798 4.400000E+01 2.000000E+01
1.900000E-04 853 4.800000E+01 2.000000E+01
2.000000E-04 897 5.200000E+01 2.000000E+01
2.100000E-04 944 6.200000E+01 2.000000E+01
2.200000E-04 996 6.800000E+01 2.000000E+01
2.300000E-04 1044 8.000000E+01 2.000000E+01
2.400000E-04 1093 8.800000E+01 2.000000E+01
2.500000E-04 1146 9.600000E+01 2.000000E+01
2.600000E-04 1204 1.040000E+02 2.000000E+01
2.700000E-04 1269 1.100000E+02 2.000000E+01
2.800000E-04 1314 1.180000E+02 2.000000E+01
2.900000E-04 1379 1.280000E+02 2.000000E+01
3.000000E-04 1418 1.320000E+02 2.000000E+01
3.100000E-04 1465 1.400000E+02 2.000000E+01
3.200000E-04 1520 1.500000E+02 2.000000E+01
3.300000E-04 1579 1.660000E+02 2.000000E+01
3.400000E-04 1638 1.760000E+02 3.000000E+01
3.500000E-04 1709 1.940000E+02 3.000000E+01
3.600000E-04 1773 2.020000E+02 4.000000E+01
3.700000E-04 1820 2.160000E+02 5.000000E+01
3.800000E-04 1885 2.360000E+02 5.000000E+01
3.900000E-04 1931 2.560000E+02 5.000000E+01
4.000000E-04 1985 2.680000E+02 5.000000E+01
4.100000E-04 2062 2.820000E+02 6.000000E+01
4.200000E-04 2114 2.960000E+02 6.000000E+01
4.300000E-04 2188 3.200000E+02 6.000000E+01
4.400000E-04 2245 3.300000E+02 6.000000E+01
4.500000E-04 2301 3.520000E+02 6.000000E+01
4.600000E-04 2357 3.760000E+02 6.000000E+01
4.700000E-04 2421 3.880000E+02 6.000000E+01
4.800000E-04 2492 4.100000E+02 6.000000E+01
4.900000E-04 2555 4.300000E+02 7.000000E+01
5.000000E-04 2605 4.500000E+02 7.000000E+01
5.100000E-04 2659 4.640000E+02 8.000000E+01
5.200000E-04 2718 4.780000E+02 9.000000E+01
5.300000E-04 2774 4.900000E+02 1.000000E+02
5.400000E-04 2828 5.100000E+02 1.000000E+02
5.500000E-04 2885 5.360000E+02 1.100000E+02
5.600000E-04 2930 5.500000E+02 1.100000E+02
5.700000E-04 2985 5.600000E+02 1.200000E+02
5.800000E-04 3041 5.740000E+02 1.200000E+02
5.900000E-04 3113 5.960000E+02 1.300000E+02
6.000000E-04 3159 6.140000E+02 1.300000E+02
6.100000E-04 3213 6.320000E+02 1.300000E+02
6.200000E-04 3286 6.580000E+02 1.400000E+02
6.300000E-04 3340 6.740000E+02 1.400000E+02
6.400000E-04 3390 6.840000E+02 1.400000E+02
6.500000E-04 3458 7.020000E+02 1.500000E+02
6.600000E-04 3517 7.280000E+02 1.500000E+02
6.700000E-04 3590 7.520000E+02 1.700000E+02
6.800000E-04 3639 7.640000E+02 1.700000E+02
6.900000E-04 3696 7.840000E+02 1.700000E+02
7.000000E-04 3769 8.180000E+02 1.700000E+02
7.100000E-04 3835 8.400000E+02 1.700000E+02
7.200000E-04 3903 8.640000E+02 1.800000E+02
7.300000E-04 3969 8.860000E+02 1.800000E+02
7.400000E-04 4035 9.160000E+02 1.800000E+02
7.500000E-04 4093 9.400000E+02 1.800000E+02
7.600000E-04 4149 9.660000E+02 1.800000E+02
7.700000E-04 4202 9.900000E+02 1.900000E+02
7.800000E-04 4266 1.006000E+03 1.900000E+02
7.900000E-04 4330 1.024000E+03 2.000000E+02
8.000000E-04 4392 1.048000E+03 2.000000E+02
8.100000E-04 4444 1.060000E+03 2.000000E+02
8.200000E-04 4513 1.086000E+03 2.000000E+02
8.300000E-04 4582 1.114000E+03 2.200000E+02
8.400000E-04 4656 1.136000E+03 2.200000E+02
8.500000E-04 4717 1.150000E+03 2.200000E+02
8.600000E-04 4788 1.170000E+03 2.400000E+02
8.700000E-04 4835 1.186000E+03 2.500000E+02
8.800000E-04 4893 1.202000E+03 2.700000E+02
8.900000E-04 4958 1.218000E+03 2.700000E+02
9.000000E-04 5022 1.242000E+03 2.700000E+02
9.100000E-04 5081 1.268000E+03 2.800000E+02
9.200000E-04 5154 1.294000E+03 2.800000E+02
9.300000E-04 5214 1.310000E+03 2.800000E+02
9.400000E-04 5290 1.340000E+03 2.900000E+02
9.500000E-04 5366 1.374000E+03 2.900000E+02
9.600000E-04 5426 1.390000E+03 3.000000E+02
9.700000E-04 5516 1.426000E+03 3.100000E+02
9.800000E-04 5591 1.448000E+03 3.100000E+02
9.900000E-04 5656 1.472000E+03 3.200000E+02
1.000000E-03 5727 1.496000E+03 3.200000E+02
