 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 29 0.000000E+00 0.000000E+00
2.000000E-05 68 0.000000E+00 0.000000E+00
3.000000E-05 107 0.000000E+00 0.000000E+00
4.000000E-05 135 0.000000E+00 1.000000E+01
5.000000E-05 165 0.000000E+00 1.000000E+01
6.000000E-05 200 0.000000E+00 1.000000E+01
7.000000E-05 244 0.000000E+00 1.000000E+01
8.000000E-05 286 0.000000E+00 1.000000E+01
9.000000E-05 331 6.000000E+00 1.000000E+01
1.000000E-04 379 1.000000E+01 1.000000E+01
1.100000E-04 419 1.400000E+01 2.000000E+01
1.200000E-04 466 1.600000E+01 2.000000E+01
1.300000E-04 502 1.800000E+01 2.000000E+01
1.400000E-04 541 2.000000E+01 2.000000E+01
1.500000E-04 592 2.600000E+01 2.000000E+01
1.600000E-04 635 3.400000E+01 2.000000E+01
1.700000E-04 674 3.800000E+01 2.000000E+01
1.800000E-04 733 5.000000E+01 2.000000E+01
1.900000E-04 774 5.000000E+01 2.000000E+01
2.000000E-04 829 5.600000E+01 2.000000E+01
2.100000E-04 886 6.000000E+01 2.000000E+01
2.200000E-04 932 6.800000E+01 2.000000E+01
2.300000E-04 989 7.400000E+01 2.000000E+01
2.400000E-04 1037 9.000000E+01 2.000000E+01
2.500000E-04 1089 9.200000E+01 2.000000E+01
2.600000E-04 1133 9.800000E+01 2.000000E+01
2.700000E-04 1193 1.100000E+02 2.000000E+01
2.800000E-04 1245 1.180000E+02 2.000000E+01
2.900000E-04 1296 1.220000E+02 2.000000E+01
3.000000E-04 1359 1.400000E+02 2.000000E+01
3.100000E-04 1409 1.460000E+02 3.000000E+01
3.200000E-04 1469 1.540000E+02 4.000000E+01
3.300000E-04 1521 1.640000E+02 4.000000E+01
3.400000E-04 1571 1.760000E+02 4.000000E+01
3.500000E-04 1627 1.980000E+02 4.000000E+01
3.600000E-04 1670 2.060000E+02 4.000000E+01
3.700000E-04 1713 2.100000E+02 4.000000E+01
3.800000E-04 1758 2.140000E+02 4.000000E+01
3.900000E-04 1805 2.220000E+02 5.000000E+01
4.000000E-04 1866 2.380000E+02 7.000000E+01
4.100000E-04 1922 2.500000E+02 7.000000E+01
4.200000E-04 1980 2.660000E+02 7.000000E+01
4.300000E-04 2042 2.780000E+02 8.000000E+01
4.400000E-04 2108 2.840000E+02 8.000000E+01
4.500000E-04 2169 2.940000E+02 9.000000E+01
4.600000E-04 2237 3.120000E+02 9.000000E+01
4.700000E-04 2293 3.320000E+02 9.000000E+01
4.800000E-04 2345 3.480000E+02 1.000000E+02
4.900000E-04 2414 3.580000E+02 1.000000E+02
5.000000E-04 2478 3.820000E+02 1.000000E+02
5.100000E-04 2539 3.960000E+02 1.100000E+02
5.200000E-04 2597 4.080000E+02 1.100000E+02
5.300000E-04 2662 4.300000E+02 1.100000E+02
5.400000E-04 2717 4.460000E+02 1.100000E+02
5.500000E-04 2779 4.640000E+02 1.100000E+02
5.600000E-04 2837 4.740000E+02 1.100000E+02
5.700000E-04 2919 5.140000E+02 1.200000E+02
5.800000E-04 2981 5.400000E+02 1.200000E+02
5.900000E-04 3038 5.540000E+02 1.200000E+02
6.000000E-04 3097 5.680000E+02 1.200000E+02
6.100000E-04 3160 5.860000E+02 1.200000E+02
6.200000E-04 3219 6.000000E+02 1.200000E+02
6.300000E-04 3284 6.200000E+02 1.200000E+02
6.400000E-04 3355 6.380000E+02 1.300000E+02
6.500000E-04 3413 6.500000E+02 1.300000E+02
6.600000E-04 3473 6.580000E+02 1.300000E+02
6.700000E-04 3535 6.760000E+02 1.300000E+02
6.800000E-04 3597 6.960000E+02 1.400000E+02
6.900000E-04 3669 7.220000E+02 1.400000E+02
7.000000E-04 3752 7.540000E+02 1.400000E+02
7.100000E-04 3810 7.720000E+02 1.400000E+02
7.200000E-04 3875 7.940000E+02 1.400000E+02
7.300000E-04 3949 8.240000E+02 1.400000E+02
7.400000E-04 4008 8.380000E+02 1.400000E+02
7.500000E-04 4069 8.500000E+02 1.400000E+02
7.600000E-04 4143 8.840000E+02 1.400000E+02
7.700000E-04 4223 9.200000E+02 1.400000E+02
7.800000E-04 4301 9.520000E+02 1.400000E+02
7.900000E-04 4373 9.780000E+02 1.500000E+02
8.000000E-04 4444 1.004000E+03 1.500000E+02
8.100000E-04 4499 1.022000E+03 1.500000E+02
8.200000E-04 4540 1.030000E+03 1.500000E+02
8.300000E-04 4618 1.060000E+03 1.500000E+02
8.400000E-04 4688 1.086000E+03 1.600000E+02
8.500000E-04 4778 1.120000E+03 1.600000E+02
8.600000E-04 4847 1.148000E+03 1.600000E+02
8.700000E-04 4922 1.172000E+03 1.600000E+02
8.800000E-04 4994 1.188000E+03 1.600000E+02
8.900000E-04 5067 1.214000E+03 1.600000E+02
9.000000E-04 5142 1.248000E+03 1.600000E+02
9.100000E-04 5227 1.274000E+03 1.800000E+02
9.200000E-04 5305 1.310000E+03 1.800000E+02
9.300000E-04 5374 1.328000E+03 1.900000E+02
9.400000E-04 5436 1.352000E+03 1.900000E+02
9.500000E-04 5497 1.374000E+03 1.900000E+02
9.600000E-04 5563 1.392000E+03 1.900000E+02
9.700000E-04 5631 1.418000E+03 1.900000E+02
9.800000E-04 5698 1.446000E+03 1.900000E+02
9.900000E-04 5778 1.488000E+03 1.900000E+02
1.000000E-03 5840 1.512000E+03 1.900000E+02
