 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 119 2.000000E+00 0.000000E+00
2.000000E-05 197 2.000000E+01 1.000000E+01
3.000000E-05 258 4.400000E+01 1.000000E+01
4.000000E-05 326 8.000000E+01 1.000000E+01
5.000000E-05 394 1.020000E+02 2.000000E+01
6.000000E-05 480 1.380000E+02 3.000000E+01
7.000000E-05 561 1.740000E+02 3.000000E+01
8.000000E-05 658 2.180000E+02 4.000000E+01
9.000000E-05 739 2.520000E+02 4.000000E+01
1.000000E-04 824 3.020000E+02 5.000000E+01
1.100000E-04 910 3.400000E+02 5.000000E+01
1.200000E-04 991 3.660000E+02 6.000000E+01
1.300000E-04 1097 4.240000E+02 8.000000E+01
1.400000E-04 1196 4.680000E+02 8.000000E+01
1.500000E-04 1276 4.960000E+02 1.200000E+02
1.600000E-04 1364 5.380000E+02 1.300000E+02
1.700000E-04 1452 5.740000E+02 1.400000E+02
1.800000E-04 1530 6.140000E+02 1.500000E+02
1.900000E-04 1622 6.580000E+02 1.700000E+02
2.000000E-04 1703 6.880000E+02 1.800000E+02
2.100000E-04 1789 7.200000E+02 1.900000E+02
2.200000E-04 1887 7.660000E+02 2.100000E+02
2.300000E-04 1959 8.080000E+02 2.200000E+02
2.400000E-04 2043 8.420000E+02 2.200000E+02
2.500000E-04 2126 8.820000E+02 2.200000E+02
2.600000E-04 2204 9.240000E+02 2.200000E+02
2.700000E-04 2303 9.640000E+02 2.200000E+02
2.800000E-04 2381 9.940000E+02 2.400000E+02
2.900000E-04 2474 1.034000E+03 2.500000E+02
3.000000E-04 2579 1.080000E+03 2.600000E+02
3.100000E-04 2683 1.124000E+03 2.700000E+02
3.200000E-04 2788 1.174000E+03 2.700000E+02
3.300000E-04 2852 1.204000E+03 2.700000E+02
3.400000E-04 2947 1.240000E+03 2.800000E+02
3.500000E-04 3033 1.290000E+03 2.800000E+02
3.600000E-04 3122 1.328000E+03 3.200000E+02
3.700000E-04 3196 1.362000E+03 3.300000E+02
3.800000E-04 3280 1.396000E+03 3.500000E+02
3.900000E-04 3362 1.440000E+03 3.500000E+02
4.000000E-04 3448 1.472000E+03 3.700000E+02
4.100000E-04 3524 1.500000E+03 3.800000E+02
4.200000E-04 3604 1.534000E+03 3.900000E+02
4.300000E-04 3700 1.578000E+03 4.100000E+02
4.400000E-04 3768 1.600000E+03 4.300000E+02
4.500000E-04 3891 1.658000E+03 4.400000E+02
4.600000E-04 3991 1.702000E+03 4.400000E+02
4.700000E-04 4102 1.758000E+03 4.500000E+02
4.800000E-04 4201 1.814000E+03 4.500000E+02
4.900000E-04 4288 1.842000E+03 4.500000E+02
5.000000E-04 4364 1.880000E+03 4.600000E+02
5.100000E-04 4460 1.918000E+03 4.600000E+02
5.200000E-04 4561 1.972000E+03 4.700000E+02
5.300000E-04 4628 1.996000E+03 4.700000E+02
5.400000E-04 4723 2.036000E+03 4.800000E+02
5.500000E-04 4812 2.070000E+03 4.900000E+02
5.600000E-04 4896 2.124000E+03 5.000000E+02
5.700000E-04 4969 2.152000E+03 5.000000E+02
5.800000E-04 5055 2.194000E+03 5.100000E+02
5.900000E-04 5140 2.230000E+03 5.100000E+02
6.000000E-04 5235 2.268000E+03 5.200000E+02
6.100000E-04 5308 2.306000E+03 5.200000E+02
6.200000E-04 5389 2.342000E+03 5.200000E+02
6.300000E-04 5485 2.384000E+03 5.200000E+02
6.400000E-04 5582 2.434000E+03 5.200000E+02
6.500000E-04 5686 2.478000E+03 5.200000E+02
6.600000E-04 5763 2.524000E+03 5.200000E+02
6.700000E-04 5862 2.560000E+03 5.300000E+02
6.800000E-04 5946 2.600000E+03 5.300000E+02
6.900000E-04 6053 2.646000E+03 5.500000E+02
7.000000E-04 6135 2.698000E+03 5.600000E+02
7.100000E-04 6222 2.720000E+03 5.600000E+02
7.200000E-04 6308 2.754000E+03 5.800000E+02
7.300000E-04 6415 2.804000E+03 5.900000E+02
7.400000E-04 6529 2.864000E+03 6.200000E+02
7.500000E-04 6607 2.902000E+03 6.200000E+02
7.600000E-04 6692 2.940000E+03 6.200000E+02
7.700000E-04 6789 2.978000E+03 6.200000E+02
7.800000E-04 6885 3.026000E+03 6.200000E+02
7.900000E-04 6963 3.056000E+03 6.500000E+02
8.000000E-04 7057 3.102000E+03 6.600000E+02
8.100000E-04 7155 3.146000E+03 6.700000E+02
8.200000E-04 7242 3.188000E+03 6.900000E+02
8.300000E-04 7312 3.216000E+03 7.000000E+02
8.400000E-04 7387 3.252000E+03 7.000000E+02
8.500000E-04 7471 3.290000E+03 7.100000E+02
8.600000E-04 7546 3.312000E+03 7.200000E+02
8.700000E-04 7635 3.356000E+03 7.300000E+02
8.800000E-04 7746 3.412000E+03 7.400000E+02
8.900000E-04 7828 3.442000E+03 7.400000E+02
9.000000E-04 7931 3.494000E+03 7.500000E+02
9.100000E-04 8010 3.534000E+03 7.500000E+02
9.200000E-04 8120 3.578000E+03 7.500000E+02
9.300000E-04 8201 3.622000E+03 7.500000E+02
9.400000E-04 8305 3.660000E+03 7.600000E+02
9.500000E-04 8385 3.708000E+03 7.700000E+02
9.600000E-04 8460 3.744000E+03 7.800000E+02
9.700000E-04 8543 3.774000E+03 8.000000E+02
9.800000E-04 8636 3.814000E+03 8.100000E+02
9.900000E-04 8739 3.864000E+03 8.200000E+02
1.000000E-03 8828 3.910000E+03 8.300000E+02
