 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 130 6.000000E+00 0.000000E+00
2.000000E-05 181 2.600000E+01 2.000000E+01
3.000000E-05 233 4.400000E+01 2.000000E+01
4.000000E-05 311 7.000000E+01 2.000000E+01
5.000000E-05 419 1.260000E+02 3.000000E+01
6.000000E-05 483 1.560000E+02 3.000000E+01
7.000000E-05 544 1.780000E+02 4.000000E+01
8.000000E-05 609 1.960000E+02 5.000000E+01
9.000000E-05 693 2.340000E+02 6.000000E+01
1.000000E-04 788 2.760000E+02 6.000000E+01
1.100000E-04 865 3.120000E+02 6.000000E+01
1.200000E-04 963 3.600000E+02 8.000000E+01
1.300000E-04 1049 4.040000E+02 1.000000E+02
1.400000E-04 1133 4.360000E+02 1.000000E+02
1.500000E-04 1198 4.600000E+02 1.200000E+02
1.600000E-04 1266 4.880000E+02 1.400000E+02
1.700000E-04 1375 5.460000E+02 1.500000E+02
1.800000E-04 1453 5.820000E+02 1.600000E+02
1.900000E-04 1532 6.100000E+02 1.600000E+02
2.000000E-04 1647 6.580000E+02 1.600000E+02
2.100000E-04 1732 7.100000E+02 1.600000E+02
2.200000E-04 1812 7.420000E+02 1.600000E+02
2.300000E-04 1891 7.860000E+02 1.700000E+02
2.400000E-04 1985 8.160000E+02 2.200000E+02
2.500000E-04 2089 8.640000E+02 2.300000E+02
2.600000E-04 2181 9.060000E+02 2.400000E+02
2.700000E-04 2281 9.460000E+02 2.400000E+02
2.800000E-04 2372 9.920000E+02 2.400000E+02
2.900000E-04 2444 1.024000E+03 2.500000E+02
3.000000E-04 2527 1.066000E+03 2.800000E+02
3.100000E-04 2621 1.106000E+03 2.800000E+02
3.200000E-04 2716 1.138000E+03 3.000000E+02
3.300000E-04 2800 1.182000E+03 3.100000E+02
3.400000E-04 2879 1.220000E+03 3.200000E+02
3.500000E-04 2960 1.260000E+03 3.200000E+02
3.600000E-04 3033 1.288000E+03 3.300000E+02
3.700000E-04 3119 1.326000E+03 3.400000E+02
3.800000E-04 3177 1.350000E+03 3.400000E+02
3.900000E-04 3278 1.392000E+03 3.400000E+02
4.000000E-04 3360 1.438000E+03 3.500000E+02
4.100000E-04 3445 1.466000E+03 3.600000E+02
4.200000E-04 3556 1.516000E+03 3.600000E+02
4.300000E-04 3656 1.572000E+03 3.700000E+02
4.400000E-04 3747 1.612000E+03 3.800000E+02
4.500000E-04 3848 1.656000E+03 3.900000E+02
4.600000E-04 3942 1.706000E+03 3.900000E+02
4.700000E-04 4017 1.742000E+03 3.900000E+02
4.800000E-04 4109 1.782000E+03 3.900000E+02
4.900000E-04 4192 1.814000E+03 3.900000E+02
5.000000E-04 4267 1.848000E+03 3.900000E+02
5.100000E-04 4354 1.876000E+03 4.100000E+02
5.200000E-04 4475 1.932000E+03 4.200000E+02
5.300000E-04 4580 1.990000E+03 4.200000E+02
5.400000E-04 4682 2.038000E+03 4.300000E+02
5.500000E-04 4766 2.068000E+03 4.300000E+02
5.600000E-04 4846 2.106000E+03 4.400000E+02
5.700000E-04 4907 2.130000E+03 4.500000E+02
5.800000E-04 4995 2.168000E+03 4.500000E+02
5.900000E-04 5094 2.212000E+03 4.800000E+02
6.000000E-04 5175 2.258000E+03 4.800000E+02
6.100000E-04 5258 2.300000E+03 4.900000E+02
6.200000E-04 5318 2.334000E+03 4.900000E+02
6.300000E-04 5402 2.364000E+03 4.900000E+02
6.400000E-04 5484 2.392000E+03 5.100000E+02
6.500000E-04 5559 2.434000E+03 5.300000E+02
6.600000E-04 5641 2.460000E+03 5.400000E+02
6.700000E-04 5718 2.498000E+03 5.500000E+02
6.800000E-04 5796 2.526000E+03 5.500000E+02
6.900000E-04 5905 2.580000E+03 5.600000E+02
7.000000E-04 6008 2.622000E+03 5.700000E+02
7.100000E-04 6099 2.672000E+03 5.900000E+02
7.200000E-04 6186 2.708000E+03 6.000000E+02
7.300000E-04 6260 2.746000E+03 6.100000E+02
7.400000E-04 6340 2.780000E+03 6.100000E+02
7.500000E-04 6444 2.828000E+03 6.100000E+02
7.600000E-04 6519 2.868000E+03 6.100000E+02
7.700000E-04 6598 2.896000E+03 6.300000E+02
7.800000E-04 6658 2.918000E+03 6.300000E+02
7.900000E-04 6742 2.964000E+03 6.300000E+02
8.000000E-04 6832 3.004000E+03 6.400000E+02
8.100000E-04 6920 3.030000E+03 6.500000E+02
8.200000E-04 6999 3.070000E+03 6.600000E+02
8.300000E-04 7072 3.114000E+03 6.600000E+02
8.400000E-04 7148 3.148000E+03 6.600000E+02
8.500000E-04 7216 3.182000E+03 6.600000E+02
8.600000E-04 7275 3.202000E+03 6.700000E+02
8.700000E-04 7373 3.248000E+03 6.900000E+02
8.800000E-04 7453 3.274000E+03 7.000000E+02
8.900000E-04 7563 3.332000E+03 7.200000E+02
9.000000E-04 7655 3.370000E+03 7.200000E+02
9.100000E-04 7725 3.404000E+03 7.300000E+02
9.200000E-04 7811 3.440000E+03 7.300000E+02
9.300000E-04 7895 3.478000E+03 7.400000E+02
9.400000E-04 7999 3.520000E+03 7.600000E+02
9.500000E-04 8096 3.558000E+03 7.700000E+02
9.600000E-04 8215 3.628000E+03 7.900000E+02
9.700000E-04 8318 3.664000E+03 8.000000E+02
9.800000E-04 8419 3.716000E+03 8.100000E+02
9.900000E-04 8519 3.766000E+03 8.400000E+02
1.000000E-03 8595 3.792000E+03 8.500000E+02
