 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 128 2.000000E+00 0.000000E+00
2.000000E-05 183 1.400000E+01 0.000000E+00
3.000000E-05 284 5.200000E+01 0.000000E+00
4.000000E-05 382 1.100000E+02 0.000000E+00
5.000000E-05 448 1.280000E+02 2.000000E+01
6.000000E-05 512 1.580000E+02 2.000000E+01
7.000000E-05 592 1.880000E+02 3.000000E+01
8.000000E-05 676 2.220000E+02 4.000000E+01
9.000000E-05 762 2.700000E+02 5.000000E+01
1.000000E-04 840 3.060000E+02 5.000000E+01
1.100000E-04 933 3.400000E+02 5.000000E+01
1.200000E-04 1030 3.780000E+02 6.000000E+01
1.300000E-04 1150 4.380000E+02 6.000000E+01
1.400000E-04 1248 4.940000E+02 6.000000E+01
1.500000E-04 1343 5.380000E+02 8.000000E+01
1.600000E-04 1422 5.760000E+02 8.000000E+01
1.700000E-04 1523 6.120000E+02 9.000000E+01
1.800000E-04 1616 6.600000E+02 9.000000E+01
1.900000E-04 1702 6.920000E+02 1.100000E+02
2.000000E-04 1793 7.340000E+02 1.200000E+02
2.100000E-04 1872 7.660000E+02 1.200000E+02
2.200000E-04 1970 8.180000E+02 1.200000E+02
2.300000E-04 2058 8.600000E+02 1.300000E+02
2.400000E-04 2122 8.840000E+02 1.400000E+02
2.500000E-04 2209 9.180000E+02 1.500000E+02
2.600000E-04 2296 9.640000E+02 1.500000E+02
2.700000E-04 2389 1.004000E+03 1.700000E+02
2.800000E-04 2491 1.040000E+03 1.900000E+02
2.900000E-04 2585 1.080000E+03 2.000000E+02
3.000000E-04 2674 1.128000E+03 2.000000E+02
3.100000E-04 2759 1.168000E+03 2.100000E+02
3.200000E-04 2844 1.200000E+03 2.100000E+02
3.300000E-04 2943 1.254000E+03 2.100000E+02
3.400000E-04 3033 1.300000E+03 2.100000E+02
3.500000E-04 3113 1.334000E+03 2.300000E+02
3.600000E-04 3197 1.370000E+03 2.400000E+02
3.700000E-04 3280 1.414000E+03 2.400000E+02
3.800000E-04 3364 1.450000E+03 2.500000E+02
3.900000E-04 3457 1.488000E+03 2.600000E+02
4.000000E-04 3540 1.526000E+03 2.600000E+02
4.100000E-04 3650 1.578000E+03 2.700000E+02
4.200000E-04 3748 1.620000E+03 2.800000E+02
4.300000E-04 3858 1.674000E+03 2.800000E+02
4.400000E-04 3963 1.714000E+03 3.000000E+02
4.500000E-04 4088 1.766000E+03 3.300000E+02
4.600000E-04 4182 1.824000E+03 3.300000E+02
4.700000E-04 4286 1.864000E+03 3.400000E+02
4.800000E-04 4382 1.906000E+03 3.400000E+02
4.900000E-04 4464 1.950000E+03 3.400000E+02
5.000000E-04 4552 1.986000E+03 3.700000E+02
5.100000E-04 4652 2.032000E+03 3.800000E+02
5.200000E-04 4746 2.074000E+03 3.800000E+02
5.300000E-04 4830 2.112000E+03 3.800000E+02
5.400000E-04 4914 2.154000E+03 3.900000E+02
5.500000E-04 5007 2.194000E+03 4.000000E+02
5.600000E-04 5109 2.236000E+03 4.200000E+02
5.700000E-04 5197 2.278000E+03 4.200000E+02
5.800000E-04 5282 2.310000E+03 4.300000E+02
5.900000E-04 5382 2.356000E+03 4.300000E+02
6.000000E-04 5450 2.400000E+03 4.300000E+02
6.100000E-04 5533 2.430000E+03 4.300000E+02
6.200000E-04 5629 2.476000E+03 4.400000E+02
6.300000E-04 5713 2.510000E+03 4.500000E+02
6.400000E-04 5799 2.546000E+03 4.700000E+02
6.500000E-04 5889 2.582000E+03 4.800000E+02
6.600000E-04 5983 2.628000E+03 4.900000E+02
6.700000E-04 6086 2.672000E+03 5.000000E+02
6.800000E-04 6177 2.732000E+03 5.100000E+02
6.900000E-04 6241 2.756000E+03 5.100000E+02
7.000000E-04 6323 2.792000E+03 5.200000E+02
7.100000E-04 6424 2.828000E+03 5.300000E+02
7.200000E-04 6518 2.880000E+03 5.400000E+02
7.300000E-04 6596 2.914000E+03 5.400000E+02
7.400000E-04 6717 2.964000E+03 5.400000E+02
7.500000E-04 6798 3.002000E+03 5.600000E+02
7.600000E-04 6886 3.038000E+03 5.600000E+02
7.700000E-04 6963 3.068000E+03 5.800000E+02
7.800000E-04 7053 3.112000E+03 5.900000E+02
7.900000E-04 7142 3.164000E+03 6.100000E+02
8.000000E-04 7230 3.198000E+03 6.200000E+02
8.100000E-04 7337 3.242000E+03 6.300000E+02
8.200000E-04 7405 3.282000E+03 6.400000E+02
8.300000E-04 7504 3.318000E+03 6.400000E+02
8.400000E-04 7602 3.364000E+03 6.500000E+02
8.500000E-04 7709 3.414000E+03 6.700000E+02
8.600000E-04 7799 3.446000E+03 6.800000E+02
8.700000E-04 7875 3.492000E+03 6.800000E+02
8.800000E-04 7954 3.526000E+03 6.800000E+02
8.900000E-04 8037 3.560000E+03 6.800000E+02
9.000000E-04 8119 3.604000E+03 6.900000E+02
9.100000E-04 8193 3.636000E+03 6.900000E+02
9.200000E-04 8274 3.678000E+03 7.100000E+02
9.300000E-04 8334 3.704000E+03 7.100000E+02
9.400000E-04 8418 3.740000E+03 7.100000E+02
9.500000E-04 8498 3.782000E+03 7.200000E+02
9.600000E-04 8593 3.812000E+03 7.200000E+02
9.700000E-04 8691 3.856000E+03 7.200000E+02
9.800000E-04 8779 3.894000E+03 7.300000E+02
9.900000E-04 8847 3.924000E+03 7.400000E+02
1.000000E-03 8945 3.968000E+03 7.500000E+02
