 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 35 0.000000E+00 0.000000E+00
2.000000E-05 81 0.000000E+00 0.000000E+00
3.000000E-05 123 0.000000E+00 0.000000E+00
4.000000E-05 163 6.000000E+00 0.000000E+00
5.000000E-05 206 6.000000E+00 0.000000E+00
6.000000E-05 236 8.000000E+00 0.000000E+00
7.000000E-05 281 8.000000E+00 0.000000E+00
8.000000E-05 332 1.000000E+01 0.000000E+00
9.000000E-05 377 1.600000E+01 0.000000E+00
1.000000E-04 429 2.200000E+01 0.000000E+00
1.100000E-04 473 2.600000E+01 0.000000E+00
1.200000E-04 518 2.800000E+01 0.000000E+00
1.300000E-04 569 3.400000E+01 0.000000E+00
1.400000E-04 622 4.000000E+01 0.000000E+00
1.500000E-04 682 4.600000E+01 1.000000E+01
1.600000E-04 729 5.400000E+01 1.000000E+01
1.700000E-04 757 5.800000E+01 1.000000E+01
1.800000E-04 806 6.400000E+01 1.000000E+01
1.900000E-04 856 6.800000E+01 1.000000E+01
2.000000E-04 907 7.000000E+01 1.000000E+01
2.100000E-04 972 8.600000E+01 1.000000E+01
2.200000E-04 1016 9.400000E+01 2.000000E+01
2.300000E-04 1062 9.400000E+01 2.000000E+01
2.400000E-04 1107 1.000000E+02 2.000000E+01
2.500000E-04 1168 1.120000E+02 3.000000E+01
2.600000E-04 1216 1.220000E+02 3.000000E+01
2.700000E-04 1267 1.300000E+02 3.000000E+01
2.800000E-04 1334 1.520000E+02 4.000000E+01
2.900000E-04 1396 1.680000E+02 4.000000E+01
3.000000E-04 1465 1.800000E+02 4.000000E+01
3.100000E-04 1509 1.900000E+02 5.000000E+01
3.200000E-04 1562 2.020000E+02 5.000000E+01
3.300000E-04 1623 2.100000E+02 6.000000E+01
3.400000E-04 1678 2.260000E+02 7.000000E+01
3.500000E-04 1746 2.360000E+02 7.000000E+01
3.600000E-04 1805 2.520000E+02 8.000000E+01
3.700000E-04 1865 2.700000E+02 8.000000E+01
3.800000E-04 1927 2.820000E+02 8.000000E+01
3.900000E-04 1996 2.960000E+02 8.000000E+01
4.000000E-04 2046 3.100000E+02 8.000000E+01
4.100000E-04 2097 3.200000E+02 9.000000E+01
4.200000E-04 2157 3.280000E+02 9.000000E+01
4.300000E-04 2206 3.440000E+02 9.000000E+01
4.400000E-04 2252 3.500000E+02 9.000000E+01
4.500000E-04 2309 3.620000E+02 9.000000E+01
4.600000E-04 2370 3.780000E+02 9.000000E+01
4.700000E-04 2432 3.940000E+02 9.000000E+01
4.800000E-04 2480 4.080000E+02 1.000000E+02
4.900000E-04 2543 4.220000E+02 1.000000E+02
5.000000E-04 2595 4.300000E+02 1.000000E+02
5.100000E-04 2664 4.540000E+02 1.100000E+02
5.200000E-04 2713 4.680000E+02 1.300000E+02
5.300000E-04 2775 4.880000E+02 1.300000E+02
5.400000E-04 2828 4.980000E+02 1.300000E+02
5.500000E-04 2890 5.120000E+02 1.300000E+02
5.600000E-04 2966 5.320000E+02 1.500000E+02
5.700000E-04 3027 5.440000E+02 1.500000E+02
5.800000E-04 3073 5.600000E+02 1.500000E+02
5.900000E-04 3132 5.820000E+02 1.600000E+02
6.000000E-04 3191 6.020000E+02 1.700000E+02
6.100000E-04 3249 6.160000E+02 1.700000E+02
6.200000E-04 3318 6.360000E+02 1.700000E+02
6.300000E-04 3377 6.620000E+02 1.800000E+02
6.400000E-04 3441 6.740000E+02 1.800000E+02
6.500000E-04 3514 6.980000E+02 1.900000E+02
6.600000E-04 3561 7.180000E+02 1.900000E+02
6.700000E-04 3624 7.320000E+02 2.000000E+02
6.800000E-04 3709 7.720000E+02 2.000000E+02
6.900000E-04 3760 7.840000E+02 2.000000E+02
7.000000E-04 3826 7.980000E+02 2.100000E+02
7.100000E-04 3895 8.200000E+02 2.100000E+02
7.200000E-04 3966 8.460000E+02 2.200000E+02
7.300000E-04 4029 8.620000E+02 2.200000E+02
7.400000E-04 4093 8.880000E+02 2.200000E+02
7.500000E-04 4150 9.120000E+02 2.200000E+02
7.600000E-04 4214 9.240000E+02 2.200000E+02
7.700000E-04 4283 9.420000E+02 2.200000E+02
7.800000E-04 4340 9.560000E+02 2.200000E+02
7.900000E-04 4407 9.760000E+02 2.200000E+02
8.000000E-04 4474 1.000000E+03 2.300000E+02
8.100000E-04 4544 1.034000E+03 2.300000E+02
8.200000E-04 4599 1.048000E+03 2.300000E+02
8.300000E-04 4663 1.070000E+03 2.300000E+02
8.400000E-04 4738 1.092000E+03 2.400000E+02
8.500000E-04 4809 1.124000E+03 2.500000E+02
8.600000E-04 4882 1.148000E+03 2.500000E+02
8.700000E-04 4947 1.166000E+03 2.600000E+02
8.800000E-04 5023 1.202000E+03 2.600000E+02
8.900000E-04 5093 1.230000E+03 2.800000E+02
9.000000E-04 5161 1.262000E+03 2.800000E+02
9.100000E-04 5240 1.282000E+03 2.800000E+02
9.200000E-04 5313 1.314000E+03 2.800000E+02
9.300000E-04 5381 1.342000E+03 2.800000E+02
9.400000E-04 5433 1.352000E+03 2.900000E+02
9.500000E-04 5508 1.378000E+03 2.900000E+02
9.600000E-04 5600 1.424000E+03 2.900000E+02
9.700000E-04 5694 1.458000E+03 2.900000E+02
9.800000E-04 5756 1.484000E+03 2.900000E+02
9.900000E-04 5823 1.504000E+03 2.900000E+02
1.000000E-03 5901 1.542000E+03 2.900000E+02
