 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 29 0.000000E+00 0.000000E+00
2.000000E-05 68 0.000000E+00 0.000000E+00
3.000000E-05 105 2.000000E+00 0.000000E+00
4.000000E-05 145 2.000000E+00 0.000000E+00
5.000000E-05 187 1.000000E+01 0.000000E+00
6.000000E-05 226 1.000000E+01 0.000000E+00
7.000000E-05 261 1.000000E+01 0.000000E+00
8.000000E-05 297 1.000000E+01 0.000000E+00
9.000000E-05 342 1.600000E+01 0.000000E+00
1.000000E-04 388 1.600000E+01 0.000000E+00
1.100000E-04 429 2.200000E+01 0.000000E+00
1.200000E-04 474 2.200000E+01 0.000000E+00
1.300000E-04 524 2.600000E+01 1.000000E+01
1.400000E-04 579 3.400000E+01 1.000000E+01
1.500000E-04 629 3.600000E+01 1.000000E+01
1.600000E-04 673 4.200000E+01 1.000000E+01
1.700000E-04 723 4.400000E+01 1.000000E+01
1.800000E-04 781 4.600000E+01 1.000000E+01
1.900000E-04 828 5.000000E+01 1.000000E+01
2.000000E-04 871 5.200000E+01 1.000000E+01
2.100000E-04 919 6.400000E+01 1.000000E+01
2.200000E-04 975 8.000000E+01 1.000000E+01
2.300000E-04 1028 8.400000E+01 1.000000E+01
2.400000E-04 1083 9.400000E+01 1.000000E+01
2.500000E-04 1122 1.020000E+02 1.000000E+01
2.600000E-04 1182 1.180000E+02 2.000000E+01
2.700000E-04 1243 1.280000E+02 3.000000E+01
2.800000E-04 1284 1.320000E+02 3.000000E+01
2.900000E-04 1332 1.380000E+02 3.000000E+01
3.000000E-04 1375 1.500000E+02 3.000000E+01
3.100000E-04 1423 1.600000E+02 3.000000E+01
3.200000E-04 1473 1.640000E+02 3.000000E+01
3.300000E-04 1529 1.760000E+02 3.000000E+01
3.400000E-04 1598 1.960000E+02 3.000000E+01
3.500000E-04 1652 2.080000E+02 4.000000E+01
3.600000E-04 1702 2.140000E+02 5.000000E+01
3.700000E-04 1755 2.220000E+02 5.000000E+01
3.800000E-04 1816 2.300000E+02 5.000000E+01
3.900000E-04 1868 2.380000E+02 5.000000E+01
4.000000E-04 1917 2.480000E+02 5.000000E+01
4.100000E-04 1970 2.560000E+02 5.000000E+01
4.200000E-04 2031 2.660000E+02 5.000000E+01
4.300000E-04 2085 2.800000E+02 5.000000E+01
4.400000E-04 2139 2.880000E+02 5.000000E+01
4.500000E-04 2213 3.180000E+02 6.000000E+01
4.600000E-04 2271 3.280000E+02 7.000000E+01
4.700000E-04 2328 3.380000E+02 7.000000E+01
4.800000E-04 2381 3.600000E+02 8.000000E+01
4.900000E-04 2442 3.700000E+02 8.000000E+01
5.000000E-04 2504 3.900000E+02 8.000000E+01
5.100000E-04 2561 4.100000E+02 8.000000E+01
5.200000E-04 2618 4.300000E+02 8.000000E+01
5.300000E-04 2665 4.500000E+02 8.000000E+01
5.400000E-04 2717 4.660000E+02 1.000000E+02
5.500000E-04 2785 4.940000E+02 1.000000E+02
5.600000E-04 2841 5.100000E+02 1.000000E+02
5.700000E-04 2896 5.160000E+02 1.100000E+02
5.800000E-04 2983 5.360000E+02 1.200000E+02
5.900000E-04 3049 5.500000E+02 1.200000E+02
6.000000E-04 3100 5.680000E+02 1.200000E+02
6.100000E-04 3159 5.840000E+02 1.200000E+02
6.200000E-04 3216 6.000000E+02 1.200000E+02
6.300000E-04 3280 6.140000E+02 1.200000E+02
6.400000E-04 3349 6.320000E+02 1.200000E+02
6.500000E-04 3414 6.480000E+02 1.200000E+02
6.600000E-04 3465 6.620000E+02 1.500000E+02
6.700000E-04 3538 6.840000E+02 1.500000E+02
6.800000E-04 3606 7.080000E+02 1.600000E+02
6.900000E-04 3668 7.320000E+02 1.600000E+02
7.000000E-04 3737 7.520000E+02 1.600000E+02
7.100000E-04 3805 7.860000E+02 1.600000E+02
7.200000E-04 3867 8.020000E+02 1.600000E+02
7.300000E-04 3946 8.260000E+02 1.600000E+02
7.400000E-04 4023 8.440000E+02 1.600000E+02
7.500000E-04 4107 8.660000E+02 1.600000E+02
7.600000E-04 4174 8.860000E+02 1.600000E+02
7.700000E-04 4250 9.160000E+02 1.600000E+02
7.800000E-04 4322 9.380000E+02 1.600000E+02
7.900000E-04 4393 9.700000E+02 1.600000E+02
8.000000E-04 4467 9.900000E+02 1.600000E+02
8.100000E-04 4530 1.006000E+03 1.700000E+02
8.200000E-04 4607 1.028000E+03 1.800000E+02
8.300000E-04 4672 1.050000E+03 2.000000E+02
8.400000E-04 4742 1.082000E+03 2.000000E+02
8.500000E-04 4811 1.104000E+03 2.000000E+02
8.600000E-04 4890 1.142000E+03 2.000000E+02
8.700000E-04 4946 1.160000E+03 2.000000E+02
8.800000E-04 5004 1.174000E+03 2.100000E+02
8.900000E-04 5085 1.200000E+03 2.100000E+02
9.000000E-04 5162 1.232000E+03 2.100000E+02
9.100000E-04 5238 1.268000E+03 2.200000E+02
9.200000E-04 5321 1.290000E+03 2.300000E+02
9.300000E-04 5393 1.318000E+03 2.300000E+02
9.400000E-04 5467 1.344000E+03 2.300000E+02
9.500000E-04 5546 1.382000E+03 2.300000E+02
9.600000E-04 5599 1.404000E+03 2.400000E+02
9.700000E-04 5660 1.422000E+03 2.600000E+02
9.800000E-04 5740 1.456000E+03 2.700000E+02
9.900000E-04 5827 1.480000E+03 2.800000E+02
1.000000E-03 5900 1.506000E+03 3.000000E+02
