 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 116 0.000000E+00 1.000000E+01
2.000000E-05 175 2.000000E+01 1.000000E+01
3.000000E-05 252 3.600000E+01 2.000000E+01
4.000000E-05 345 8.400000E+01 3.000000E+01
5.000000E-05 425 1.220000E+02 5.000000E+01
6.000000E-05 507 1.600000E+02 5.000000E+01
7.000000E-05 596 1.940000E+02 7.000000E+01
8.000000E-05 707 2.340000E+02 7.000000E+01
9.000000E-05 796 2.820000E+02 7.000000E+01
1.000000E-04 886 3.300000E+02 7.000000E+01
1.100000E-04 961 3.480000E+02 7.000000E+01
1.200000E-04 1065 4.020000E+02 7.000000E+01
1.300000E-04 1150 4.460000E+02 7.000000E+01
1.400000E-04 1229 4.780000E+02 8.000000E+01
1.500000E-04 1320 5.140000E+02 9.000000E+01
1.600000E-04 1386 5.440000E+02 9.000000E+01
1.700000E-04 1466 5.820000E+02 1.000000E+02
1.800000E-04 1526 6.060000E+02 1.100000E+02
1.900000E-04 1627 6.560000E+02 1.200000E+02
2.000000E-04 1697 6.860000E+02 1.300000E+02
2.100000E-04 1798 7.300000E+02 1.300000E+02
2.200000E-04 1875 7.700000E+02 1.300000E+02
2.300000E-04 1966 8.040000E+02 1.300000E+02
2.400000E-04 2054 8.480000E+02 1.300000E+02
2.500000E-04 2127 8.860000E+02 1.400000E+02
2.600000E-04 2196 9.200000E+02 1.400000E+02
2.700000E-04 2269 9.520000E+02 1.400000E+02
2.800000E-04 2368 9.840000E+02 1.500000E+02
2.900000E-04 2475 1.036000E+03 1.800000E+02
3.000000E-04 2566 1.082000E+03 2.000000E+02
3.100000E-04 2651 1.120000E+03 2.200000E+02
3.200000E-04 2714 1.154000E+03 2.200000E+02
3.300000E-04 2804 1.178000E+03 2.300000E+02
3.400000E-04 2901 1.234000E+03 2.300000E+02
3.500000E-04 2985 1.274000E+03 2.300000E+02
3.600000E-04 3046 1.300000E+03 2.400000E+02
3.700000E-04 3126 1.332000E+03 2.500000E+02
3.800000E-04 3198 1.368000E+03 2.600000E+02
3.900000E-04 3273 1.394000E+03 2.600000E+02
4.000000E-04 3354 1.428000E+03 2.600000E+02
4.100000E-04 3461 1.474000E+03 2.800000E+02
4.200000E-04 3552 1.518000E+03 3.000000E+02
4.300000E-04 3652 1.564000E+03 3.000000E+02
4.400000E-04 3725 1.596000E+03 3.000000E+02
4.500000E-04 3805 1.632000E+03 3.000000E+02
4.600000E-04 3914 1.676000E+03 3.000000E+02
4.700000E-04 4039 1.742000E+03 3.100000E+02
4.800000E-04 4132 1.782000E+03 3.300000E+02
4.900000E-04 4215 1.820000E+03 3.300000E+02
5.000000E-04 4286 1.848000E+03 3.500000E+02
5.100000E-04 4393 1.906000E+03 3.500000E+02
5.200000E-04 4485 1.936000E+03 3.600000E+02
5.300000E-04 4566 1.968000E+03 3.600000E+02
5.400000E-04 4639 2.002000E+03 3.700000E+02
5.500000E-04 4727 2.042000E+03 3.800000E+02
5.600000E-04 4825 2.088000E+03 3.900000E+02
5.700000E-04 4931 2.146000E+03 3.900000E+02
5.800000E-04 5010 2.190000E+03 4.000000E+02
5.900000E-04 5109 2.226000E+03 4.200000E+02
6.000000E-04 5186 2.256000E+03 4.300000E+02
6.100000E-04 5275 2.302000E+03 4.400000E+02
6.200000E-04 5377 2.342000E+03 4.500000E+02
6.300000E-04 5477 2.390000E+03 4.600000E+02
6.400000E-04 5571 2.430000E+03 4.700000E+02
6.500000E-04 5644 2.464000E+03 4.700000E+02
6.600000E-04 5741 2.502000E+03 4.800000E+02
6.700000E-04 5823 2.542000E+03 4.900000E+02
6.800000E-04 5919 2.590000E+03 5.100000E+02
6.900000E-04 6014 2.634000E+03 5.100000E+02
7.000000E-04 6122 2.678000E+03 5.100000E+02
7.100000E-04 6210 2.726000E+03 5.200000E+02
7.200000E-04 6303 2.764000E+03 5.200000E+02
7.300000E-04 6374 2.794000E+03 5.200000E+02
7.400000E-04 6470 2.838000E+03 5.200000E+02
7.500000E-04 6554 2.884000E+03 5.300000E+02
7.600000E-04 6648 2.920000E+03 5.300000E+02
7.700000E-04 6743 2.964000E+03 5.300000E+02
7.800000E-04 6814 3.006000E+03 5.300000E+02
7.900000E-04 6914 3.054000E+03 5.400000E+02
8.000000E-04 6988 3.080000E+03 5.600000E+02
8.100000E-04 7050 3.106000E+03 5.700000E+02
8.200000E-04 7140 3.148000E+03 6.100000E+02
8.300000E-04 7206 3.174000E+03 6.200000E+02
8.400000E-04 7282 3.208000E+03 6.200000E+02
8.500000E-04 7368 3.248000E+03 6.200000E+02
8.600000E-04 7467 3.280000E+03 6.300000E+02
8.700000E-04 7567 3.324000E+03 6.300000E+02
8.800000E-04 7661 3.376000E+03 6.400000E+02
8.900000E-04 7745 3.418000E+03 6.500000E+02
9.000000E-04 7820 3.444000E+03 6.600000E+02
9.100000E-04 7917 3.492000E+03 6.600000E+02
9.200000E-04 8007 3.546000E+03 6.600000E+02
9.300000E-04 8097 3.574000E+03 6.600000E+02
9.400000E-04 8189 3.620000E+03 6.700000E+02
9.500000E-04 8271 3.660000E+03 6.700000E+02
9.600000E-04 8368 3.696000E+03 6.700000E+02
9.700000E-04 8455 3.740000E+03 6.700000E+02
9.800000E-04 8529 3.774000E+03 6.900000E+02
9.900000E-04 8625 3.804000E+03 7.000000E+02
1.000000E-03 8723 3.860000E+03 7.100000E+02
