 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 31 0.000000E+00 0.000000E+00
2.000000E-05 64 0.000000E+00 0.000000E+00
3.000000E-05 103 0.000000E+00 0.000000E+00
4.000000E-05 159 4.000000E+00 0.000000E+00
5.000000E-05 203 4.000000E+00 0.000000E+00
6.000000E-05 261 8.000000E+00 0.000000E+00
7.000000E-05 309 1.200000E+01 0.000000E+00
8.000000E-05 360 1.400000E+01 0.000000E+00
9.000000E-05 393 1.400000E+01 0.000000E+00
1.000000E-04 434 1.800000E+01 0.000000E+00
1.100000E-04 471 2.000000E+01 0.000000E+00
1.200000E-04 508 2.200000E+01 0.000000E+00
1.300000E-04 549 3.000000E+01 0.000000E+00
1.400000E-04 591 3.000000E+01 0.000000E+00
1.500000E-04 646 3.800000E+01 0.000000E+00
1.600000E-04 699 4.400000E+01 1.000000E+01
1.700000E-04 754 4.600000E+01 2.000000E+01
1.800000E-04 804 5.200000E+01 2.000000E+01
1.900000E-04 842 5.600000E+01 2.000000E+01
2.000000E-04 893 6.200000E+01 2.000000E+01
2.100000E-04 939 7.000000E+01 2.000000E+01
2.200000E-04 999 7.600000E+01 2.000000E+01
2.300000E-04 1058 8.200000E+01 2.000000E+01
2.400000E-04 1109 9.600000E+01 2.000000E+01
2.500000E-04 1174 1.040000E+02 4.000000E+01
2.600000E-04 1226 1.120000E+02 4.000000E+01
2.700000E-04 1289 1.180000E+02 4.000000E+01
2.800000E-04 1358 1.280000E+02 4.000000E+01
2.900000E-04 1411 1.480000E+02 4.000000E+01
3.000000E-04 1473 1.600000E+02 4.000000E+01
3.100000E-04 1530 1.780000E+02 4.000000E+01
3.200000E-04 1578 1.820000E+02 5.000000E+01
3.300000E-04 1630 1.920000E+02 5.000000E+01
3.400000E-04 1684 1.960000E+02 5.000000E+01
3.500000E-04 1744 2.120000E+02 5.000000E+01
3.600000E-04 1797 2.280000E+02 5.000000E+01
3.700000E-04 1864 2.400000E+02 5.000000E+01
3.800000E-04 1924 2.600000E+02 5.000000E+01
3.900000E-04 1987 2.720000E+02 6.000000E+01
4.000000E-04 2046 2.940000E+02 6.000000E+01
4.100000E-04 2101 3.000000E+02 6.000000E+01
4.200000E-04 2153 3.100000E+02 8.000000E+01
4.300000E-04 2222 3.240000E+02 8.000000E+01
4.400000E-04 2290 3.480000E+02 8.000000E+01
4.500000E-04 2360 3.720000E+02 8.000000E+01
4.600000E-04 2418 3.900000E+02 8.000000E+01
4.700000E-04 2486 4.160000E+02 8.000000E+01
4.800000E-04 2545 4.300000E+02 8.000000E+01
4.900000E-04 2586 4.400000E+02 9.000000E+01
5.000000E-04 2639 4.420000E+02 9.000000E+01
5.100000E-04 2694 4.500000E+02 9.000000E+01
5.200000E-04 2760 4.640000E+02 9.000000E+01
5.300000E-04 2810 4.780000E+02 9.000000E+01
5.400000E-04 2883 5.000000E+02 9.000000E+01
5.500000E-04 2937 5.220000E+02 9.000000E+01
5.600000E-04 2989 5.400000E+02 9.000000E+01
5.700000E-04 3060 5.580000E+02 9.000000E+01
5.800000E-04 3124 5.660000E+02 1.000000E+02
5.900000E-04 3181 5.780000E+02 1.000000E+02
6.000000E-04 3260 6.160000E+02 1.000000E+02
6.100000E-04 3320 6.300000E+02 1.100000E+02
6.200000E-04 3374 6.440000E+02 1.100000E+02
6.300000E-04 3440 6.600000E+02 1.100000E+02
6.400000E-04 3497 6.800000E+02 1.100000E+02
6.500000E-04 3560 7.060000E+02 1.100000E+02
6.600000E-04 3606 7.160000E+02 1.100000E+02
6.700000E-04 3679 7.380000E+02 1.100000E+02
6.800000E-04 3739 7.540000E+02 1.200000E+02
6.900000E-04 3807 7.780000E+02 1.200000E+02
7.000000E-04 3862 7.960000E+02 1.300000E+02
7.100000E-04 3945 8.240000E+02 1.300000E+02
7.200000E-04 4013 8.460000E+02 1.300000E+02
7.300000E-04 4077 8.720000E+02 1.300000E+02
7.400000E-04 4142 8.920000E+02 1.400000E+02
7.500000E-04 4214 9.200000E+02 1.400000E+02
7.600000E-04 4275 9.360000E+02 1.500000E+02
7.700000E-04 4326 9.560000E+02 1.600000E+02
7.800000E-04 4388 9.700000E+02 1.600000E+02
7.900000E-04 4448 9.900000E+02 1.800000E+02
8.000000E-04 4528 1.014000E+03 1.900000E+02
8.100000E-04 4589 1.032000E+03 1.900000E+02
8.200000E-04 4676 1.072000E+03 1.900000E+02
8.300000E-04 4737 1.092000E+03 1.900000E+02
8.400000E-04 4809 1.108000E+03 1.900000E+02
8.500000E-04 4876 1.130000E+03 2.000000E+02
8.600000E-04 4951 1.162000E+03 2.000000E+02
8.700000E-04 5018 1.186000E+03 2.000000E+02
8.800000E-04 5101 1.216000E+03 2.300000E+02
8.900000E-04 5189 1.248000E+03 2.300000E+02
9.000000E-04 5270 1.286000E+03 2.500000E+02
9.100000E-04 5346 1.306000E+03 2.600000E+02
9.200000E-04 5413 1.328000E+03 2.600000E+02
9.300000E-04 5485 1.348000E+03 2.700000E+02
9.400000E-04 5555 1.380000E+03 2.800000E+02
9.500000E-04 5618 1.406000E+03 2.900000E+02
9.600000E-04 5691 1.440000E+03 2.900000E+02
9.700000E-04 5764 1.470000E+03 3.000000E+02
9.800000E-04 5837 1.490000E+03 3.100000E+02
9.900000E-04 5917 1.530000E+03 3.300000E+02
1.000000E-03 5984 1.568000E+03 3.300000E+02
