 time E 'microParticles_with_electrons_from_Flavin' 'microParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 18 0.000000E+00 0.000000E+00
2.000000E-05 54 0.000000E+00 0.000000E+00
3.000000E-05 83 0.000000E+00 0.000000E+00
4.000000E-05 136 0.000000E+00 0.000000E+00
5.000000E-05 182 0.000000E+00 1.000000E+01
6.000000E-05 225 0.000000E+00 1.000000E+01
7.000000E-05 271 0.000000E+00 1.000000E+01
8.000000E-05 322 4.000000E+00 1.000000E+01
9.000000E-05 368 1.400000E+01 1.000000E+01
1.000000E-04 403 1.600000E+01 1.000000E+01
1.100000E-04 447 1.600000E+01 1.000000E+01
1.200000E-04 484 2.000000E+01 1.000000E+01
1.300000E-04 518 2.400000E+01 1.000000E+01
1.400000E-04 568 3.000000E+01 1.000000E+01
1.500000E-04 608 3.000000E+01 1.000000E+01
1.600000E-04 655 3.600000E+01 1.000000E+01
1.700000E-04 704 3.800000E+01 2.000000E+01
1.800000E-04 754 4.200000E+01 2.000000E+01
1.900000E-04 805 5.400000E+01 3.000000E+01
2.000000E-04 855 5.600000E+01 5.000000E+01
2.100000E-04 914 6.200000E+01 5.000000E+01
2.200000E-04 970 7.000000E+01 5.000000E+01
2.300000E-04 1022 7.400000E+01 5.000000E+01
2.400000E-04 1078 8.600000E+01 5.000000E+01
2.500000E-04 1119 9.400000E+01 5.000000E+01
2.600000E-04 1183 1.040000E+02 5.000000E+01
2.700000E-04 1228 1.160000E+02 6.000000E+01
2.800000E-04 1277 1.220000E+02 6.000000E+01
2.900000E-04 1339 1.320000E+02 6.000000E+01
3.000000E-04 1390 1.360000E+02 6.000000E+01
3.100000E-04 1432 1.400000E+02 6.000000E+01
3.200000E-04 1490 1.500000E+02 6.000000E+01
3.300000E-04 1553 1.620000E+02 6.000000E+01
3.400000E-04 1615 1.820000E+02 6.000000E+01
3.500000E-04 1656 1.900000E+02 6.000000E+01
3.600000E-04 1715 2.040000E+02 6.000000E+01
3.700000E-04 1766 2.180000E+02 7.000000E+01
3.800000E-04 1816 2.300000E+02 8.000000E+01
3.900000E-04 1860 2.400000E+02 9.000000E+01
4.000000E-04 1903 2.540000E+02 9.000000E+01
4.100000E-04 1952 2.620000E+02 9.000000E+01
4.200000E-04 2007 2.700000E+02 9.000000E+01
4.300000E-04 2065 2.820000E+02 9.000000E+01
4.400000E-04 2141 2.960000E+02 9.000000E+01
4.500000E-04 2213 3.100000E+02 9.000000E+01
4.600000E-04 2278 3.280000E+02 9.000000E+01
4.700000E-04 2340 3.420000E+02 1.000000E+02
4.800000E-04 2409 3.620000E+02 1.000000E+02
4.900000E-04 2463 3.720000E+02 1.100000E+02
5.000000E-04 2515 3.880000E+02 1.100000E+02
5.100000E-04 2563 3.960000E+02 1.100000E+02
5.200000E-04 2620 4.160000E+02 1.100000E+02
5.300000E-04 2685 4.340000E+02 1.100000E+02
5.400000E-04 2725 4.400000E+02 1.100000E+02
5.500000E-04 2791 4.680000E+02 1.200000E+02
5.600000E-04 2845 4.820000E+02 1.200000E+02
5.700000E-04 2895 4.940000E+02 1.200000E+02
5.800000E-04 2949 5.140000E+02 1.200000E+02
5.900000E-04 3021 5.380000E+02 1.300000E+02
6.000000E-04 3074 5.620000E+02 1.300000E+02
6.100000E-04 3145 5.820000E+02 1.300000E+02
6.200000E-04 3204 6.000000E+02 1.300000E+02
6.300000E-04 3253 6.140000E+02 1.300000E+02
6.400000E-04 3323 6.380000E+02 1.400000E+02
6.500000E-04 3382 6.520000E+02 1.500000E+02
6.600000E-04 3447 6.720000E+02 1.500000E+02
6.700000E-04 3505 6.900000E+02 1.600000E+02
6.800000E-04 3573 7.160000E+02 1.600000E+02
6.900000E-04 3632 7.340000E+02 1.600000E+02
7.000000E-04 3685 7.540000E+02 1.600000E+02
7.100000E-04 3737 7.740000E+02 1.600000E+02
7.200000E-04 3807 7.960000E+02 1.600000E+02
7.300000E-04 3871 8.160000E+02 1.700000E+02
7.400000E-04 3942 8.460000E+02 1.700000E+02
7.500000E-04 4010 8.680000E+02 1.700000E+02
7.600000E-04 4059 8.860000E+02 1.800000E+02
7.700000E-04 4129 9.100000E+02 1.800000E+02
7.800000E-04 4195 9.280000E+02 1.800000E+02
7.900000E-04 4244 9.420000E+02 1.900000E+02
8.000000E-04 4315 9.640000E+02 2.100000E+02
8.100000E-04 4379 9.880000E+02 2.200000E+02
8.200000E-04 4455 1.018000E+03 2.200000E+02
8.300000E-04 4536 1.056000E+03 2.200000E+02
8.400000E-04 4618 1.086000E+03 2.200000E+02
8.500000E-04 4700 1.118000E+03 2.200000E+02
8.600000E-04 4762 1.154000E+03 2.200000E+02
8.700000E-04 4829 1.182000E+03 2.200000E+02
8.800000E-04 4887 1.194000E+03 2.200000E+02
8.900000E-04 4963 1.226000E+03 2.300000E+02
9.000000E-04 5023 1.244000E+03 2.300000E+02
9.100000E-04 5084 1.262000E+03 2.300000E+02
9.200000E-04 5144 1.292000E+03 2.400000E+02
9.300000E-04 5197 1.316000E+03 2.500000E+02
9.400000E-04 5251 1.332000E+03 2.500000E+02
9.500000E-04 5328 1.362000E+03 2.600000E+02
9.600000E-04 5404 1.386000E+03 2.600000E+02
9.700000E-04 5476 1.414000E+03 2.600000E+02
9.800000E-04 5556 1.448000E+03 2.800000E+02
9.900000E-04 5622 1.474000E+03 2.900000E+02
1.000000E-03 5675 1.490000E+03 3.000000E+02
