 time E 'nanoParticles_with_electrons_from_Flavin' 'nanoParticles_with_electrons_from_mtrC'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 134 2.000000E+00 0.000000E+00
2.000000E-05 204 2.600000E+01 2.000000E+01
3.000000E-05 296 6.000000E+01 2.000000E+01
4.000000E-05 372 9.400000E+01 3.000000E+01
5.000000E-05 457 1.280000E+02 4.000000E+01
6.000000E-05 532 1.680000E+02 4.000000E+01
7.000000E-05 614 2.060000E+02 4.000000E+01
8.000000E-05 694 2.300000E+02 4.000000E+01
9.000000E-05 784 2.660000E+02 4.000000E+01
1.000000E-04 898 3.280000E+02 6.000000E+01
1.100000E-04 992 3.640000E+02 6.000000E+01
1.200000E-04 1100 4.160000E+02 7.000000E+01
1.300000E-04 1194 4.660000E+02 8.000000E+01
1.400000E-04 1281 5.020000E+02 8.000000E+01
1.500000E-04 1411 5.560000E+02 9.000000E+01
1.600000E-04 1507 6.080000E+02 1.100000E+02
1.700000E-04 1593 6.500000E+02 1.100000E+02
1.800000E-04 1673 6.820000E+02 1.400000E+02
1.900000E-04 1762 7.160000E+02 1.600000E+02
2.000000E-04 1864 7.720000E+02 1.700000E+02
2.100000E-04 1954 8.060000E+02 2.000000E+02
2.200000E-04 2052 8.600000E+02 2.000000E+02
2.300000E-04 2139 8.920000E+02 2.300000E+02
2.400000E-04 2236 9.300000E+02 2.500000E+02
2.500000E-04 2328 9.820000E+02 2.600000E+02
2.600000E-04 2388 1.012000E+03 2.600000E+02
2.700000E-04 2475 1.046000E+03 2.700000E+02
2.800000E-04 2546 1.074000E+03 2.800000E+02
2.900000E-04 2629 1.114000E+03 2.800000E+02
3.000000E-04 2712 1.154000E+03 2.800000E+02
3.100000E-04 2809 1.194000E+03 3.000000E+02
3.200000E-04 2919 1.240000E+03 3.100000E+02
3.300000E-04 3008 1.288000E+03 3.100000E+02
3.400000E-04 3073 1.312000E+03 3.100000E+02
3.500000E-04 3147 1.352000E+03 3.100000E+02
3.600000E-04 3245 1.394000E+03 3.200000E+02
3.700000E-04 3340 1.440000E+03 3.200000E+02
3.800000E-04 3402 1.458000E+03 3.200000E+02
3.900000E-04 3480 1.496000E+03 3.400000E+02
4.000000E-04 3564 1.528000E+03 3.500000E+02
4.100000E-04 3668 1.580000E+03 3.500000E+02
4.200000E-04 3772 1.630000E+03 3.600000E+02
4.300000E-04 3854 1.666000E+03 3.600000E+02
4.400000E-04 3933 1.702000E+03 3.600000E+02
4.500000E-04 4021 1.740000E+03 3.700000E+02
4.600000E-04 4090 1.774000E+03 3.700000E+02
4.700000E-04 4153 1.808000E+03 3.700000E+02
4.800000E-04 4259 1.848000E+03 3.800000E+02
4.900000E-04 4338 1.888000E+03 3.800000E+02
5.000000E-04 4423 1.924000E+03 3.900000E+02
5.100000E-04 4517 1.970000E+03 4.000000E+02
5.200000E-04 4602 2.008000E+03 4.100000E+02
5.300000E-04 4692 2.044000E+03 4.400000E+02
5.400000E-04 4773 2.072000E+03 4.400000E+02
5.500000E-04 4868 2.134000E+03 4.400000E+02
5.600000E-04 4952 2.172000E+03 4.500000E+02
5.700000E-04 5016 2.198000E+03 4.500000E+02
5.800000E-04 5102 2.232000E+03 4.600000E+02
5.900000E-04 5194 2.280000E+03 4.800000E+02
6.000000E-04 5292 2.314000E+03 4.800000E+02
6.100000E-04 5378 2.354000E+03 5.000000E+02
6.200000E-04 5458 2.390000E+03 5.000000E+02
6.300000E-04 5545 2.430000E+03 5.000000E+02
6.400000E-04 5633 2.474000E+03 5.100000E+02
6.500000E-04 5729 2.520000E+03 5.100000E+02
6.600000E-04 5836 2.568000E+03 5.300000E+02
6.700000E-04 5923 2.602000E+03 5.400000E+02
6.800000E-04 6011 2.642000E+03 5.400000E+02
6.900000E-04 6099 2.680000E+03 5.500000E+02
7.000000E-04 6215 2.728000E+03 5.500000E+02
7.100000E-04 6330 2.790000E+03 5.600000E+02
7.200000E-04 6441 2.840000E+03 5.800000E+02
7.300000E-04 6531 2.872000E+03 5.900000E+02
7.400000E-04 6614 2.920000E+03 6.000000E+02
7.500000E-04 6735 2.964000E+03 6.200000E+02
7.600000E-04 6834 3.022000E+03 6.300000E+02
7.700000E-04 6914 3.062000E+03 6.500000E+02
7.800000E-04 6993 3.086000E+03 6.600000E+02
7.900000E-04 7093 3.134000E+03 6.600000E+02
8.000000E-04 7163 3.162000E+03 6.700000E+02
8.100000E-04 7239 3.198000E+03 6.700000E+02
8.200000E-04 7328 3.242000E+03 6.800000E+02
8.300000E-04 7409 3.276000E+03 7.000000E+02
8.400000E-04 7506 3.320000E+03 7.000000E+02
8.500000E-04 7593 3.364000E+03 7.000000E+02
8.600000E-04 7677 3.400000E+03 7.000000E+02
8.700000E-04 7746 3.430000E+03 7.100000E+02
8.800000E-04 7831 3.470000E+03 7.400000E+02
8.900000E-04 7912 3.502000E+03 7.400000E+02
9.000000E-04 8006 3.546000E+03 7.500000E+02
9.100000E-04 8113 3.592000E+03 7.500000E+02
9.200000E-04 8185 3.628000E+03 7.600000E+02
9.300000E-04 8286 3.682000E+03 7.800000E+02
9.400000E-04 8384 3.712000E+03 7.800000E+02
9.500000E-04 8478 3.768000E+03 7.900000E+02
9.600000E-04 8579 3.806000E+03 8.100000E+02
9.700000E-04 8656 3.846000E+03 8.200000E+02
9.800000E-04 8753 3.884000E+03 8.200000E+02
9.900000E-04 8850 3.940000E+03 8.400000E+02
1.000000E-03 8919 3.972000E+03 8.500000E+02
