time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.300000E+01 9.000000E+00 9.100000E+01
2.000000E-05 2.110000E+02 9.000000E+00 3.820000E+02
3.000000E-05 5.200000E+02 5.000000E+01 8.110000E+02
4.000000E-05 9.570000E+02 1.160000E+02 1.468000E+03
5.000000E-05 1.415000E+03 1.700000E+02 2.123000E+03
6.000000E-05 1.958000E+03 2.270000E+02 2.764000E+03
7.000000E-05 2.444000E+03 2.770000E+02 3.507000E+03
8.000000E-05 2.995000E+03 3.650000E+02 4.290000E+03
9.000000E-05 3.525000E+03 4.670000E+02 5.036000E+03
1.000000E-04 4.063000E+03 5.520000E+02 5.792000E+03
1.100000E-04 4.622000E+03 6.390000E+02 6.572000E+03
1.200000E-04 5.223000E+03 7.450000E+02 7.310000E+03
1.300000E-04 5.821000E+03 7.770000E+02 8.137000E+03
1.400000E-04 6.360000E+03 8.330000E+02 8.889000E+03
1.500000E-04 6.897000E+03 8.800000E+02 9.695000E+03
1.600000E-04 7.402000E+03 9.870000E+02 1.049300E+04
1.700000E-04 7.951000E+03 1.079000E+03 1.121700E+04
1.800000E-04 8.435000E+03 1.151000E+03 1.198400E+04
1.900000E-04 9.009000E+03 1.197000E+03 1.277100E+04
2.000000E-04 9.526000E+03 1.268000E+03 1.358200E+04
2.100000E-04 1.004200E+04 1.362000E+03 1.439500E+04
2.200000E-04 1.062200E+04 1.408000E+03 1.522100E+04
2.300000E-04 1.114400E+04 1.501000E+03 1.601900E+04
2.400000E-04 1.173800E+04 1.582000E+03 1.678300E+04
2.500000E-04 1.222700E+04 1.691000E+03 1.760200E+04
2.600000E-04 1.272200E+04 1.807000E+03 1.834900E+04
2.700000E-04 1.324500E+04 1.855000E+03 1.907900E+04
2.800000E-04 1.381700E+04 1.912000E+03 1.985300E+04
2.900000E-04 1.436000E+04 1.974000E+03 2.061000E+04
3.000000E-04 1.490200E+04 2.064000E+03 2.139000E+04
3.100000E-04 1.540900E+04 2.173000E+03 2.214500E+04
3.200000E-04 1.596700E+04 2.226000E+03 2.292300E+04
3.300000E-04 1.649000E+04 2.336000E+03 2.364800E+04
3.400000E-04 1.703300E+04 2.401000E+03 2.438000E+04
3.500000E-04 1.758000E+04 2.450000E+03 2.512900E+04
3.600000E-04 1.812000E+04 2.510000E+03 2.590400E+04
3.700000E-04 1.864400E+04 2.628000E+03 2.672100E+04
3.800000E-04 1.919300E+04 2.709000E+03 2.753400E+04
3.900000E-04 1.970100E+04 2.791000E+03 2.841400E+04
4.000000E-04 2.028000E+04 2.843000E+03 2.923800E+04
4.100000E-04 2.088100E+04 2.924000E+03 3.003400E+04
4.200000E-04 2.148900E+04 2.972000E+03 3.083600E+04
4.300000E-04 2.206500E+04 3.096000E+03 3.162700E+04
4.400000E-04 2.263700E+04 3.178000E+03 3.240200E+04
4.500000E-04 2.319300E+04 3.264000E+03 3.316600E+04
4.600000E-04 2.374000E+04 3.337000E+03 3.395500E+04
4.700000E-04 2.430200E+04 3.388000E+03 3.471000E+04
4.800000E-04 2.487500E+04 3.473000E+03 3.551300E+04
4.900000E-04 2.544400E+04 3.580000E+03 3.633000E+04
5.000000E-04 2.603500E+04 3.656000E+03 3.712300E+04
5.100000E-04 2.663000E+04 3.706000E+03 3.784000E+04
5.200000E-04 2.713600E+04 3.811000E+03 3.858700E+04
5.300000E-04 2.765200E+04 3.852000E+03 3.933500E+04
5.400000E-04 2.826200E+04 3.962000E+03 4.009000E+04
5.500000E-04 2.884200E+04 4.041000E+03 4.082800E+04
5.600000E-04 2.938700E+04 4.106000E+03 4.153200E+04
5.700000E-04 2.991300E+04 4.174000E+03 4.225200E+04
5.800000E-04 3.047100E+04 4.230000E+03 4.298200E+04
5.900000E-04 3.105100E+04 4.288000E+03 4.378500E+04
6.000000E-04 3.165300E+04 4.348000E+03 4.453000E+04
6.100000E-04 3.222900E+04 4.416000E+03 4.531700E+04
6.200000E-04 3.276200E+04 4.459000E+03 4.607700E+04
6.300000E-04 3.330600E+04 4.569000E+03 4.689900E+04
6.400000E-04 3.386700E+04 4.622000E+03 4.767900E+04
6.500000E-04 3.441500E+04 4.724000E+03 4.847200E+04
6.600000E-04 3.499100E+04 4.814000E+03 4.924000E+04
6.700000E-04 3.557300E+04 4.854000E+03 5.002600E+04
6.800000E-04 3.613900E+04 4.924000E+03 5.076200E+04
6.900000E-04 3.671000E+04 5.061000E+03 5.157300E+04
7.000000E-04 3.729100E+04 5.173000E+03 5.235900E+04
7.100000E-04 3.782800E+04 5.227000E+03 5.313800E+04
7.200000E-04 3.839800E+04 5.333000E+03 5.386900E+04
7.300000E-04 3.897000E+04 5.405000E+03 5.463000E+04
7.400000E-04 3.952300E+04 5.438000E+03 5.535100E+04
7.500000E-04 4.009600E+04 5.537000E+03 5.613600E+04
7.600000E-04 4.068400E+04 5.582000E+03 5.693100E+04
7.700000E-04 4.124600E+04 5.669000E+03 5.770600E+04
7.800000E-04 4.183100E+04 5.711000E+03 5.842300E+04
7.900000E-04 4.243100E+04 5.779000E+03 5.916900E+04
8.000000E-04 4.299900E+04 5.833000E+03 5.993800E+04
8.100000E-04 4.359200E+04 5.911000E+03 6.067300E+04
8.200000E-04 4.416900E+04 5.990000E+03 6.140200E+04
8.300000E-04 4.472900E+04 6.036000E+03 6.215400E+04
8.400000E-04 4.531800E+04 6.098000E+03 6.286500E+04
8.500000E-04 4.587700E+04 6.173000E+03 6.355200E+04
8.600000E-04 4.643800E+04 6.286000E+03 6.424900E+04
8.700000E-04 4.700900E+04 6.331000E+03 6.496100E+04
8.800000E-04 4.758000E+04 6.402000E+03 6.567700E+04
8.900000E-04 4.817700E+04 6.468000E+03 6.647200E+04
9.000000E-04 4.871200E+04 6.580000E+03 6.720600E+04
9.100000E-04 4.930200E+04 6.661000E+03 6.796300E+04
9.200000E-04 4.993600E+04 6.735000E+03 6.875600E+04
9.300000E-04 5.053900E+04 6.806000E+03 6.950800E+04
9.400000E-04 5.116600E+04 6.873000E+03 7.019000E+04
