time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 6.200000E+01 1.000000E+01 7.500000E+01
2.000000E-05 2.590000E+02 2.100000E+01 3.610000E+02
3.000000E-05 5.770000E+02 7.500000E+01 7.920000E+02
4.000000E-05 9.900000E+02 1.760000E+02 1.348000E+03
5.000000E-05 1.482000E+03 2.750000E+02 2.014000E+03
6.000000E-05 2.048000E+03 3.640000E+02 2.693000E+03
7.000000E-05 2.625000E+03 4.250000E+02 3.380000E+03
8.000000E-05 3.176000E+03 4.990000E+02 4.200000E+03
9.000000E-05 3.677000E+03 5.840000E+02 4.925000E+03
1.000000E-04 4.173000E+03 6.920000E+02 5.698000E+03
1.100000E-04 4.693000E+03 7.690000E+02 6.468000E+03
1.200000E-04 5.142000E+03 8.500000E+02 7.206000E+03
1.300000E-04 5.636000E+03 9.220000E+02 7.955000E+03
1.400000E-04 6.126000E+03 9.780000E+02 8.702000E+03
1.500000E-04 6.609000E+03 1.036000E+03 9.427000E+03
1.600000E-04 7.094000E+03 1.090000E+03 1.018300E+04
1.700000E-04 7.630000E+03 1.141000E+03 1.087600E+04
1.800000E-04 8.176000E+03 1.209000E+03 1.156600E+04
1.900000E-04 8.749000E+03 1.304000E+03 1.229800E+04
2.000000E-04 9.287000E+03 1.391000E+03 1.312400E+04
2.100000E-04 9.896000E+03 1.435000E+03 1.392900E+04
2.200000E-04 1.050800E+04 1.489000E+03 1.468100E+04
2.300000E-04 1.109500E+04 1.552000E+03 1.540000E+04
2.400000E-04 1.167000E+04 1.629000E+03 1.614300E+04
2.500000E-04 1.225200E+04 1.742000E+03 1.690700E+04
2.600000E-04 1.278200E+04 1.798000E+03 1.768500E+04
2.700000E-04 1.332700E+04 1.847000E+03 1.843300E+04
2.800000E-04 1.388100E+04 1.958000E+03 1.925100E+04
2.900000E-04 1.442200E+04 2.012000E+03 2.001100E+04
3.000000E-04 1.497800E+04 2.047000E+03 2.070900E+04
3.100000E-04 1.551300E+04 2.120000E+03 2.140400E+04
3.200000E-04 1.605200E+04 2.149000E+03 2.212800E+04
3.300000E-04 1.658900E+04 2.271000E+03 2.288000E+04
3.400000E-04 1.713000E+04 2.336000E+03 2.363400E+04
3.500000E-04 1.763400E+04 2.379000E+03 2.435500E+04
3.600000E-04 1.816000E+04 2.460000E+03 2.510700E+04
3.700000E-04 1.864200E+04 2.518000E+03 2.584300E+04
3.800000E-04 1.917200E+04 2.617000E+03 2.657200E+04
3.900000E-04 1.972200E+04 2.694000E+03 2.730700E+04
4.000000E-04 2.028800E+04 2.773000E+03 2.803700E+04
4.100000E-04 2.083300E+04 2.830000E+03 2.873300E+04
4.200000E-04 2.139100E+04 2.912000E+03 2.946300E+04
4.300000E-04 2.191900E+04 2.994000E+03 3.024000E+04
4.400000E-04 2.248100E+04 3.072000E+03 3.096700E+04
4.500000E-04 2.306100E+04 3.180000E+03 3.169100E+04
4.600000E-04 2.357900E+04 3.233000E+03 3.247700E+04
4.700000E-04 2.414900E+04 3.299000E+03 3.333100E+04
4.800000E-04 2.461300E+04 3.399000E+03 3.410300E+04
4.900000E-04 2.512100E+04 3.497000E+03 3.494800E+04
5.000000E-04 2.564800E+04 3.548000E+03 3.573700E+04
5.100000E-04 2.622800E+04 3.582000E+03 3.649600E+04
5.200000E-04 2.678200E+04 3.644000E+03 3.725500E+04
5.300000E-04 2.735200E+04 3.700000E+03 3.803500E+04
5.400000E-04 2.790700E+04 3.768000E+03 3.874900E+04
5.500000E-04 2.841600E+04 3.845000E+03 3.949400E+04
5.600000E-04 2.894200E+04 3.924000E+03 4.024400E+04
5.700000E-04 2.945800E+04 4.015000E+03 4.096100E+04
5.800000E-04 2.998900E+04 4.080000E+03 4.173700E+04
5.900000E-04 3.056900E+04 4.145000E+03 4.244900E+04
6.000000E-04 3.108800E+04 4.203000E+03 4.318500E+04
6.100000E-04 3.161000E+04 4.279000E+03 4.389400E+04
6.200000E-04 3.214000E+04 4.353000E+03 4.460200E+04
6.300000E-04 3.273400E+04 4.438000E+03 4.535000E+04
6.400000E-04 3.324500E+04 4.498000E+03 4.613600E+04
6.500000E-04 3.378500E+04 4.571000E+03 4.690000E+04
6.600000E-04 3.431200E+04 4.634000E+03 4.760000E+04
6.700000E-04 3.483200E+04 4.696000E+03 4.832000E+04
6.800000E-04 3.544800E+04 4.764000E+03 4.903700E+04
6.900000E-04 3.603300E+04 4.812000E+03 4.980700E+04
7.000000E-04 3.663700E+04 4.870000E+03 5.055600E+04
7.100000E-04 3.724700E+04 4.953000E+03 5.131400E+04
7.200000E-04 3.778300E+04 5.009000E+03 5.212200E+04
7.300000E-04 3.833500E+04 5.073000E+03 5.289900E+04
7.400000E-04 3.888500E+04 5.170000E+03 5.361300E+04
7.500000E-04 3.941700E+04 5.248000E+03 5.435600E+04
7.600000E-04 3.999100E+04 5.345000E+03 5.510800E+04
7.700000E-04 4.048900E+04 5.428000E+03 5.583600E+04
7.800000E-04 4.101700E+04 5.514000E+03 5.655400E+04
