time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 3.600000E+01 2.000000E+01 8.000000E+01
2.000000E-05 1.960000E+02 2.700000E+01 3.170000E+02
3.000000E-05 5.130000E+02 5.900000E+01 7.620000E+02
4.000000E-05 9.400000E+02 1.370000E+02 1.321000E+03
5.000000E-05 1.437000E+03 2.080000E+02 1.992000E+03
6.000000E-05 1.990000E+03 2.760000E+02 2.677000E+03
7.000000E-05 2.514000E+03 3.830000E+02 3.412000E+03
8.000000E-05 3.093000E+03 4.100000E+02 4.169000E+03
9.000000E-05 3.696000E+03 5.100000E+02 4.922000E+03
1.000000E-04 4.231000E+03 6.100000E+02 5.742000E+03
1.100000E-04 4.806000E+03 6.400000E+02 6.533000E+03
1.200000E-04 5.355000E+03 7.050000E+02 7.344000E+03
1.300000E-04 5.858000E+03 7.660000E+02 8.131000E+03
1.400000E-04 6.347000E+03 8.350000E+02 8.902000E+03
1.500000E-04 6.878000E+03 9.040000E+02 9.726000E+03
1.600000E-04 7.438000E+03 9.330000E+02 1.053800E+04
1.700000E-04 8.060000E+03 1.025000E+03 1.132200E+04
1.800000E-04 8.640000E+03 1.071000E+03 1.212700E+04
1.900000E-04 9.191000E+03 1.147000E+03 1.290000E+04
2.000000E-04 9.689000E+03 1.188000E+03 1.363500E+04
2.100000E-04 1.017600E+04 1.250000E+03 1.436600E+04
2.200000E-04 1.075100E+04 1.335000E+03 1.511700E+04
2.300000E-04 1.133200E+04 1.441000E+03 1.593100E+04
2.400000E-04 1.185900E+04 1.567000E+03 1.672100E+04
2.500000E-04 1.238700E+04 1.621000E+03 1.750800E+04
2.600000E-04 1.294800E+04 1.706000E+03 1.832800E+04
2.700000E-04 1.353300E+04 1.754000E+03 1.914000E+04
2.800000E-04 1.411100E+04 1.816000E+03 1.995900E+04
2.900000E-04 1.473600E+04 1.862000E+03 2.071200E+04
3.000000E-04 1.537100E+04 1.995000E+03 2.145200E+04
3.100000E-04 1.591600E+04 2.068000E+03 2.220100E+04
3.200000E-04 1.646300E+04 2.172000E+03 2.299000E+04
3.300000E-04 1.701600E+04 2.247000E+03 2.368300E+04
3.400000E-04 1.754800E+04 2.338000E+03 2.446500E+04
3.500000E-04 1.805300E+04 2.386000E+03 2.527400E+04
3.600000E-04 1.861500E+04 2.512000E+03 2.603900E+04
3.700000E-04 1.920100E+04 2.571000E+03 2.679000E+04
3.800000E-04 1.981400E+04 2.659000E+03 2.758800E+04
3.900000E-04 2.036600E+04 2.755000E+03 2.839000E+04
4.000000E-04 2.091200E+04 2.863000E+03 2.913300E+04
4.100000E-04 2.147400E+04 2.973000E+03 2.984700E+04
4.200000E-04 2.201500E+04 3.038000E+03 3.057800E+04
4.300000E-04 2.256900E+04 3.098000E+03 3.134100E+04
4.400000E-04 2.313300E+04 3.169000E+03 3.209400E+04
4.500000E-04 2.367600E+04 3.242000E+03 3.292100E+04
4.600000E-04 2.427100E+04 3.286000E+03 3.378800E+04
4.700000E-04 2.486600E+04 3.323000E+03 3.460900E+04
4.800000E-04 2.545000E+04 3.381000E+03 3.545100E+04
4.900000E-04 2.599500E+04 3.460000E+03 3.620100E+04
5.000000E-04 2.651400E+04 3.567000E+03 3.704000E+04
5.100000E-04 2.702800E+04 3.614000E+03 3.781600E+04
5.200000E-04 2.761000E+04 3.669000E+03 3.860100E+04
5.300000E-04 2.815100E+04 3.747000E+03 3.942000E+04
5.400000E-04 2.871400E+04 3.814000E+03 4.028200E+04
5.500000E-04 2.924500E+04 3.944000E+03 4.114100E+04
5.600000E-04 2.975800E+04 4.038000E+03 4.199200E+04
5.700000E-04 3.028100E+04 4.091000E+03 4.284200E+04
5.800000E-04 3.088200E+04 4.135000E+03 4.360800E+04
5.900000E-04 3.144200E+04 4.222000E+03 4.434400E+04
6.000000E-04 3.199800E+04 4.260000E+03 4.515100E+04
6.100000E-04 3.256800E+04 4.317000E+03 4.588900E+04
6.200000E-04 3.309900E+04 4.396000E+03 4.668500E+04
6.300000E-04 3.361600E+04 4.471000E+03 4.746800E+04
6.400000E-04 3.417900E+04 4.540000E+03 4.822500E+04
6.500000E-04 3.474100E+04 4.614000E+03 4.897300E+04
6.600000E-04 3.524900E+04 4.695000E+03 4.971300E+04
6.700000E-04 3.579300E+04 4.772000E+03 5.052400E+04
6.800000E-04 3.636600E+04 4.852000E+03 5.126000E+04
6.900000E-04 3.694700E+04 4.946000E+03 5.202600E+04
7.000000E-04 3.743400E+04 4.990000E+03 5.277200E+04
7.100000E-04 3.794400E+04 5.049000E+03 5.354300E+04
7.200000E-04 3.847500E+04 5.113000E+03 5.436200E+04
7.300000E-04 3.901200E+04 5.187000E+03 5.515500E+04
7.400000E-04 3.953300E+04 5.277000E+03 5.589100E+04
7.500000E-04 4.006300E+04 5.345000E+03 5.664500E+04
7.600000E-04 4.054600E+04 5.386000E+03 5.738800E+04
7.700000E-04 4.110800E+04 5.444000E+03 5.814200E+04
7.800000E-04 4.162000E+04 5.509000E+03 5.887900E+04
7.900000E-04 4.224100E+04 5.582000E+03 5.964800E+04
8.000000E-04 4.280300E+04 5.676000E+03 6.048500E+04
8.100000E-04 4.332000E+04 5.724000E+03 6.128900E+04
8.200000E-04 4.380700E+04 5.857000E+03 6.209800E+04
8.300000E-04 4.435200E+04 5.921000E+03 6.285400E+04
8.400000E-04 4.493400E+04 5.968000E+03 6.362300E+04
8.500000E-04 4.545600E+04 6.019000E+03 6.440300E+04
8.600000E-04 4.597200E+04 6.096000E+03 6.519900E+04
8.700000E-04 4.655300E+04 6.171000E+03 6.600300E+04
8.800000E-04 4.710900E+04 6.237000E+03 6.679400E+04
8.900000E-04 4.763100E+04 6.330000E+03 6.757100E+04
9.000000E-04 4.819400E+04 6.414000E+03 6.827600E+04
9.100000E-04 4.877900E+04 6.477000E+03 6.904000E+04
9.200000E-04 4.928600E+04 6.552000E+03 6.980200E+04
9.300000E-04 4.982600E+04 6.615000E+03 7.052000E+04
9.400000E-04 5.036300E+04 6.685000E+03 7.124200E+04
9.500000E-04 5.093000E+04 6.757000E+03 7.202100E+04
9.600000E-04 5.149400E+04 6.804000E+03 7.278200E+04
9.700000E-04 5.205200E+04 6.839000E+03 7.355400E+04
9.800000E-04 5.261100E+04 6.902000E+03 7.432800E+04
9.900000E-04 5.317200E+04 6.995000E+03 7.506200E+04
1.000000E-03 5.371500E+04 7.078000E+03 7.583100E+04
