time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 3.300000E+01 0.000000E+00 6.100000E+01
2.000000E-05 2.120000E+02 3.600000E+01 3.250000E+02
3.000000E-05 5.010000E+02 8.500000E+01 7.810000E+02
4.000000E-05 9.330000E+02 1.300000E+02 1.401000E+03
5.000000E-05 1.431000E+03 1.910000E+02 2.156000E+03
6.000000E-05 1.999000E+03 2.830000E+02 2.959000E+03
7.000000E-05 2.484000E+03 3.480000E+02 3.692000E+03
8.000000E-05 3.003000E+03 4.370000E+02 4.467000E+03
9.000000E-05 3.492000E+03 5.100000E+02 5.324000E+03
1.000000E-04 4.081000E+03 5.930000E+02 6.115000E+03
1.100000E-04 4.630000E+03 6.870000E+02 6.837000E+03
1.200000E-04 5.195000E+03 7.470000E+02 7.568000E+03
1.300000E-04 5.780000E+03 8.130000E+02 8.285000E+03
1.400000E-04 6.276000E+03 8.620000E+02 9.009000E+03
1.500000E-04 6.800000E+03 9.170000E+02 9.733000E+03
1.600000E-04 7.308000E+03 1.016000E+03 1.053000E+04
1.700000E-04 7.832000E+03 1.091000E+03 1.127400E+04
1.800000E-04 8.394000E+03 1.131000E+03 1.203700E+04
1.900000E-04 8.922000E+03 1.222000E+03 1.276000E+04
2.000000E-04 9.476000E+03 1.331000E+03 1.349600E+04
2.100000E-04 1.006000E+04 1.383000E+03 1.428700E+04
2.200000E-04 1.069600E+04 1.458000E+03 1.506200E+04
2.300000E-04 1.131500E+04 1.548000E+03 1.589000E+04
2.400000E-04 1.189300E+04 1.616000E+03 1.668300E+04
2.500000E-04 1.247000E+04 1.655000E+03 1.747300E+04
2.600000E-04 1.300500E+04 1.710000E+03 1.823800E+04
2.700000E-04 1.355400E+04 1.778000E+03 1.906900E+04
2.800000E-04 1.412000E+04 1.838000E+03 1.990100E+04
2.900000E-04 1.468600E+04 1.955000E+03 2.072500E+04
3.000000E-04 1.523900E+04 2.062000E+03 2.151800E+04
3.100000E-04 1.582300E+04 2.117000E+03 2.228700E+04
3.200000E-04 1.641700E+04 2.181000E+03 2.299600E+04
3.300000E-04 1.701900E+04 2.245000E+03 2.372100E+04
